No,Player,G,Min,Pts,Reb,Ast,Stl,Blk,To,Pf,Dreb,Oreb,Fgm-a,Pct,3gm-a,Pct,Ftm-a,Pct,eff
166,D. Sabonis,2,3,2,1,0,0.5,0.5,0,2,1,0,0.0-1.5,-,0.0-0.5,-,2.0-2.0,1,2.5
167,R. Vaughn,2,3.9,3,0,0,0,0,0,0,0,0,1.0-1.5,0.667,1.0-1.0,1,0.0-0.0,-,2.5
168,J. Terry,4,11.3,1.8,1.3,0.8,0.5,0,0.3,0.5,1.3,0,0.8-2.5,0.3,0.0-1.3,-,0.3-0.3,1,2.3
169,R. Jefferson,3,10.9,2.3,0.7,0.7,0.3,0,0,1.3,0.3,0.3,0.7-1.7,0.4,0.3-0.7,0.5,0.7-1.3,0.5,2.3
170,D. Jones,1,6.2,1,2,0,0,0,0,1,0,2,0.0-0.0,-,0.0-0.0,-,1.0-2.0,0.5,2
171,B. Brown,1,3.6,3,1,0,0,0,0,0,1,0,1.0-3.0,0.333,1.0-2.0,0.5,0.0-0.0,-,2
172,M. Harrell,1,4.2,1,2,0,0,0,0,2,2,0,0.0-0.0,-,0.0-0.0,-,1.0-2.0,0.5,2
173,S. Hawes,3,5.5,1.7,1.3,0.3,0,0,0.3,1,0.7,0.7,0.7-1.7,0.4,0.3-0.7,0.5,0.0-0.0,-,2
174,B. Wright,2,6.2,2,1,0,0,1,0.5,0,0.5,0.5,1.0-2.5,0.4,0.0-0.0,-,0.0-0.0,-,2
175,M. Dunleavy,3,10.9,2.3,0.7,0.7,0.3,0,1.3,0.7,0.7,0,0.7-1.3,0.5,0.3-1.0,0.333,0.7-0.7,1,2
176,C. Payne,1,4.2,3,1,0,0,0,1,0,1,0,1.0-2.0,0.5,1.0-1.0,1,0.0-0.0,-,2
177,S. Mack,4,9.7,1.3,1.5,0.8,0,0,0,0.5,1.5,0,0.5-2.3,0.222,0.3-0.8,0.333,0.0-0.0,-,1.8
178,J. Brown,4,5.6,1.8,0.5,0.3,0,0,0.5,0.3,0.3,0.3,0.8-1.3,0.6,0.3-0.8,0.333,0.0-0.0,-,1.5
179,W. Baldwin,2,5.1,0,1.5,0.5,0,0,0,1,1,0.5,0.0-0.5,-,0.0-0.0,-,0.0-0.0,-,1.5
180,M. Leonard,2,10,1,2.5,0.5,0,0,1.5,2,1.5,1,0.5-1.5,0.333,0.0-1.0,-,0.0-0.0,-,1.5
181,M. Carter-Williams,3,11.8,1.3,1.3,1.3,0.7,0.3,1.7,1.7,1,0.3,0.7-2.7,0.25,0.0-0.0,-,0.0-0.0,-,1.3
182,T. Satoransky,2,5.6,0,0.5,1,0.5,0,1,1,0.5,0,0.0-0.0,-,0.0-0.0,-,0.0-0.0,-,1
183,K. Humphries,1,2.9,0,0,0,0,1,0,0,0,0,0.0-0.0,-,0.0-0.0,-,0.0-0.0,-,1
184,C. Joseph,4,17.1,4,0.3,2.3,0,0,2.3,1.8,0,0.3,1.5-4.8,0.316,1.0-1.8,0.571,0.0-0.0,-,1
185,J. Martin,2,3.7,0,1,0,0.5,0,0,1,0.5,0.5,0.0-0.5,-,0.0-0.0,-,0.0-0.0,-,1
186,M. Ginobili,4,14.6,0,2.3,2,1,0,0.5,0.5,1.5,0.8,0.0-3.8,-,0.0-2.5,-,0.0-0.0,-,1
187,J. Young,2,1.5,1.5,0,0.5,0,0,0,0.5,0,0,0.5-1.5,0.333,0.5-1.5,0.333,0.0-0.0,-,1
188,W. Johnson,2,3.7,0.5,0.5,0,0,0,0,1,0.5,0,0.0-0.0,-,0.0-0.0,-,0.5-1.0,0.5,0.5
189,T. Daniels,4,9.3,1.5,0.5,0,0.3,0,0.5,0.3,0.3,0.3,0.5-2.0,0.25,0.5-2.0,0.25,0.0-0.0,-,0.3
190,L. Allen,3,3.7,0,0.7,0,0,0,0.3,0,0.7,0,0.0-0.0,-,0.0-0.0,-,0.0-0.0,-,0.3
191,F. VanVleet,2,4,0,0,0.5,0,0,0,0.5,0,0,0.0-0.5,-,0.0-0.5,-,0.0-0.0,-,0
192,D. Jones,1,0.1,0,0,0,0,0,0,1,0,0,0.0-0.0,-,0.0-0.0,-,0.0-0.0,-,0
193,J. Grant,4,11.7,3,0.8,1.3,0.5,0,1.5,0.8,0.8,0,1.0-5.0,0.2,0.3-2.0,0.125,0.8-0.8,1,0
194,T. Williams,1,3.6,0,2,0,0,0,1,0,1,1,0.0-1.0,-,0.0-1.0,-,0.0-0.0,-,0
195,K. Singler,1,10.4,0,1,0,0,0,0,2,1,0,0.0-1.0,-,0.0-0.0,-,0.0-0.0,-,0
196,N. Cole,3,8.2,1.7,0.3,0.3,0,0.3,0.7,1.3,0.3,0,0.7-2.7,0.25,0.3-1.3,0.25,0.0-0.0,-,0
197,M. Teletovic,2,9.3,0,1,0,0,0,0,1.5,1,0,0.0-2.0,-,0.0-1.0,-,0.0-0.0,-,-1
198,T. Sefolosha,2,3.7,0.5,0,0,0,0,0,0.5,0,0,0.0-0.5,-,0.0-0.0,-,0.5-2.0,0.25,-1.5
199,D. Ochefu,1,3.4,0,0,0,0,0,1,0,0,0,0.0-1.0,-,0.0-0.0,-,0.0-0.0,-,-2
