"","X.1","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp"
"11",11,11,"11/14/16","@","DET","L",88,104,33,88,0.375,5,27,0.185,17,22,0.773,13,51,16,3,6,15,21,11.83,43,92,0.467,5,16,0.313,13,16,0.813,4,47,25,4,9,9,14,10.3666666666667
"12",12,12,"11/16/16","","HOU","W",105,103,40,84,0.476,12,25,0.48,13,14,0.929,5,44,25,7,7,16,15,12.4222222222222,40,92,0.435,14,40,0.35,9,14,0.643,12,47,25,10,4,16,10,13.1666666666667
"13",13,13,"11/18/16","","BRK","W",124,105,49,89,0.551,7,26,0.269,19,24,0.792,10,46,23,9,5,16,24,11.0181818181818,35,83,0.422,11,29,0.379,24,30,0.8,7,30,19,6,2,16,19,10.3909090909091
"14",14,14,"11/20/16","","IND","L",111,115,44,101,0.436,10,36,0.278,13,18,0.722,15,49,28,10,7,20,23,12.7333333333333,40,89,0.449,11,22,0.5,24,31,0.774,15,51,23,13,2,22,20,10.95
"15",15,15,"11/22/16","@","LAL","L",109,111,45,92,0.489,11,27,0.407,8,11,0.727,11,40,29,11,6,15,14,13.7125,42,83,0.506,14,27,0.519,13,16,0.813,6,35,25,8,7,17,17,10.7
"16",16,16,"11/23/16","@","SAC","L",101,116,32,76,0.421,7,25,0.28,30,38,0.789,5,38,18,7,7,9,21,13.3875,44,94,0.468,12,28,0.429,16,17,0.941,11,46,26,4,1,11,23,13.0666666666667
"17",17,17,"11/25/16","@","DEN","W",132,129,48,95,0.505,13,26,0.5,23,29,0.793,7,40,29,11,4,13,21,12.6222222222222,48,101,0.475,12,34,0.353,21,27,0.778,13,51,34,10,7,16,21,11.9555555555556
"18",18,18,"11/26/16","","DET","W",106,88,42,83,0.506,8,23,0.348,14,26,0.538,10,43,23,4,3,10,16,12.6222222222222,37,82,0.451,1,19,0.053,13,17,0.765,6,32,11,7,1,8,20,11.5666666666667
"19",19,19,"11/28/16","@","NYK","W",112,103,46,92,0.5,8,22,0.364,12,18,0.667,17,53,25,4,7,14,22,11.73,36,91,0.396,6,19,0.316,25,28,0.893,12,40,20,9,11,5,16,12.9333333333333
"20",20,20,"11/30/16","","WAS","W",126,115,46,95,0.484,12,30,0.4,22,31,0.71,9,47,28,10,4,13,22,11.73,44,98,0.449,10,28,0.357,17,26,0.654,11,48,25,8,3,11,25,13.1428571428571
"21",21,21,"12/4/16","","NOP","W",101,92,41,89,0.461,6,28,0.214,13,26,0.5,11,59,24,7,5,15,15,11.3111111111111,36,98,0.367,6,28,0.214,14,19,0.737,12,51,15,8,6,11,22,11.72
"22",22,22,"12/5/16","@","ATL","W",102,99,37,80,0.463,10,31,0.323,18,28,0.643,8,43,26,9,5,19,27,12.3111111111111,34,77,0.442,7,22,0.318,24,32,0.75,7,36,26,13,3,18,24,11.4666666666667
"23",23,23,"12/9/16","","HOU","L",99,102,34,81,0.42,7,28,0.25,24,31,0.774,9,46,18,9,5,17,19,12.3111111111111,36,92,0.391,11,42,0.262,19,30,0.633,16,52,26,9,1,15,24,14.07
"24",24,24,"12/11/16","","BOS","W",99,96,41,83,0.494,3,21,0.143,14,27,0.519,15,49,17,9,7,12,9,12.0125,40,90,0.444,11,32,0.344,5,8,0.625,12,40,28,9,4,13,22,11.8444444444444
"25",25,25,"12/13/16","@","POR","L",95,114,33,87,0.379,8,27,0.296,21,28,0.75,16,43,18,10,2,21,21,10.79,43,80,0.538,8,23,0.348,20,27,0.741,8,37,23,11,9,14,26,12.8444444444444
"26",26,26,"12/14/16","@","UTA","L",89,109,30,82,0.366,6,19,0.316,23,27,0.852,13,38,14,4,3,9,18,10.26,42,72,0.583,13,23,0.565,12,15,0.8,4,38,22,4,6,14,22,11.84
"27",27,27,"12/17/16","","PHO","W",114,101,41,81,0.506,7,16,0.438,25,34,0.735,10,42,28,12,4,13,21,10.43,39,90,0.433,8,22,0.364,15,20,0.75,16,43,16,5,5,16,23,13.1111111111111
"28",28,28,"12/19/16","","ATL","L",108,110,39,87,0.448,10,35,0.286,20,26,0.769,15,44,13,8,3,12,18,10.43,41,75,0.547,9,23,0.391,19,24,0.792,5,35,24,5,2,15,20,10.1875
"29",29,29,"12/21/16","@","NOP","W",121,110,45,88,0.511,11,28,0.393,20,24,0.833,13,49,22,8,6,10,20,10.79,42,88,0.477,8,20,0.4,18,23,0.783,6,33,25,4,3,9,18,13.1444444444444
"30",30,30,"12/23/16","@","BOS","W",117,112,41,80,0.513,11,26,0.423,24,36,0.667,10,44,27,5,6,13,21,11.4444444444444,41,93,0.441,9,28,0.321,21,26,0.808,10,39,29,8,2,12,29,13.8444444444444
"31",31,31,"12/25/16","","MIN","W",112,100,42,82,0.512,8,24,0.333,20,24,0.833,9,42,26,8,4,15,24,10.79,39,83,0.47,4,12,0.333,18,23,0.783,11,36,19,11,2,12,21,13.4777777777778
"32",32,32,"12/27/16","@","MIA","W",106,94,42,82,0.512,5,19,0.263,17,25,0.68,14,46,21,3,4,17,21,10.79,36,82,0.439,7,23,0.304,15,21,0.714,9,32,14,10,4,12,23,12.4666666666667
"33",33,33,"12/29/16","@","MEM","L",80,114,25,74,0.338,4,22,0.182,26,38,0.684,14,39,9,5,7,18,18,11.2666666666667,43,82,0.524,13,22,0.591,15,20,0.75,11,39,24,8,9,12,27,10.7
"34",34,34,"12/31/16","","LAC","W",114,88,37,78,0.474,10,29,0.345,30,35,0.857,8,44,25,9,6,9,20,11.83,31,75,0.413,8,30,0.267,18,21,0.857,7,38,14,4,4,15,25,9.73333333333333
"35",35,35,"1/2/17","@","MIL","L",94,98,36,78,0.462,9,27,0.333,13,19,0.684,8,40,20,7,5,10,20,11.83,38,79,0.481,7,19,0.368,15,24,0.625,7,39,21,4,4,10,17,13.275
"36",36,36,"1/4/17","@","CHO","L",112,123,42,96,0.438,9,30,0.3,19,23,0.826,14,51,22,6,3,14,31,12.4222222222222,37,80,0.463,9,24,0.375,40,49,0.816,10,43,25,8,10,11,21,12.11
"37",37,37,"1/5/17","@","HOU","L",116,118,41,91,0.451,12,30,0.4,22,27,0.815,16,54,15,6,9,9,21,12.4222222222222,41,86,0.477,15,39,0.385,21,30,0.7,9,43,27,6,3,9,20,13.6666666666667
"38",38,38,"1/7/17","","DEN","W",121,106,43,89,0.483,12,36,0.333,23,29,0.793,6,49,23,8,11,10,20,12.4444444444444,40,99,0.404,9,24,0.375,17,24,0.708,15,53,18,7,4,12,23,11.93
"39",39,39,"1/9/17","@","CHI","W",109,94,47,83,0.566,7,24,0.292,8,11,0.727,6,42,30,5,5,12,17,11.85,34,83,0.41,7,19,0.368,19,22,0.864,9,38,18,7,2,11,13,11.95
"40",40,40,"1/11/17","","MEM","W",103,95,36,81,0.444,8,26,0.308,23,29,0.793,11,53,21,5,4,16,18,11.85,38,92,0.413,7,24,0.292,12,21,0.571,13,39,18,11,5,10,26,12.4555555555556
"41",41,41,"1/13/17","@","MIN","L",86,96,33,85,0.388,3,20,0.15,17,21,0.81,16,47,19,10,2,18,21,12.6222222222222,39,86,0.453,5,18,0.278,13,14,0.929,9,42,21,11,6,15,22,13.5375
"42",42,42,"1/15/17","@","SAC","W",122,118,40,90,0.444,9,28,0.321,33,41,0.805,17,44,20,14,4,19,28,12.4444444444444,37,81,0.457,9,25,0.36,35,40,0.875,14,44,24,13,6,22,29,13.3111111111111
"43",43,43,"1/16/17","@","LAC","L",98,120,36,85,0.424,10,30,0.333,16,19,0.842,9,36,18,10,4,15,15,11.4444444444444,45,82,0.549,12,28,0.429,18,22,0.818,10,47,27,9,5,15,15,12.1
"44",44,44,"1/18/17","@","GSW","L",100,121,38,90,0.422,8,28,0.286,16,19,0.842,13,36,23,11,6,18,22,11.0444444444444,46,85,0.541,10,21,0.476,19,27,0.704,11,46,35,11,8,18,16,15.4666666666667
"45",45,45,"1/23/17","@","UTA","W",97,95,36,83,0.434,6,20,0.3,19,25,0.76,8,45,17,6,6,10,23,11.85,36,84,0.429,5,21,0.238,18,26,0.692,8,42,16,10,7,10,18,12.29
"46",46,46,"1/25/17","@","NOP","W",114,105,42,91,0.462,10,27,0.37,20,28,0.714,12,55,24,6,11,16,18,12.4444444444444,41,96,0.427,11,27,0.407,12,19,0.632,10,47,23,7,9,12,23,12.02
"47",47,47,"1/26/17","","DAL","W",109,98,37,72,0.514,9,22,0.409,26,36,0.722,7,43,13,7,2,16,17,12.025,38,84,0.452,11,26,0.423,11,13,0.846,8,36,17,10,2,12,26,9.71
"48",48,48,"1/29/17","@","CLE","L",91,107,37,100,0.37,6,26,0.231,11,16,0.688,13,55,20,5,4,16,19,11.1888888888889,41,92,0.446,8,29,0.276,17,22,0.773,9,52,22,9,6,10,16,13.18
"49",49,49,"1/31/17","@","SAS","L",94,108,30,85,0.353,7,28,0.25,27,32,0.844,12,50,21,12,7,20,30,11.3,37,86,0.43,7,21,0.333,27,38,0.711,10,50,16,12,13,17,25,12.65
"50",50,50,"2/1/17","","CHI","L",100,128,38,100,0.38,10,37,0.27,14,17,0.824,11,37,17,6,5,9,23,10.54,49,81,0.605,6,15,0.4,24,30,0.8,4,42,25,7,2,9,19,12.27
"51",51,51,"2/3/17","","MEM","W",114,102,38,80,0.475,13,26,0.5,25,33,0.758,16,47,21,7,3,20,21,10.49,40,83,0.482,3,19,0.158,19,22,0.864,8,29,21,10,5,12,28,12.4555555555556
"52",52,52,"2/5/17","","POR","W",105,99,40,98,0.408,4,18,0.222,21,28,0.75,17,56,18,9,5,12,17,11.85,35,87,0.402,10,28,0.357,19,21,0.905,11,44,15,6,4,12,22,13.3444444444444
"53",53,53,"2/6/17","@","IND","L",90,93,34,88,0.386,7,28,0.25,15,21,0.714,20,61,17,6,11,16,21,11.3,33,87,0.379,8,26,0.308,19,29,0.655,13,37,19,7,10,10,17,11.9
"54",54,54,"2/9/17","","CLE","W",118,109,50,106,0.472,8,27,0.296,10,13,0.769,17,51,24,10,5,13,23,12.225,38,79,0.481,10,21,0.476,23,30,0.767,5,35,14,9,6,16,14,15.8
"55",55,55,"2/11/17","","GSW","L",114,130,40,83,0.482,6,24,0.25,28,36,0.778,12,43,20,7,8,19,23,13.0428571428571,46,87,0.529,13,31,0.419,25,35,0.714,10,40,28,10,3,11,22,14.6888888888889
"56",56,56,"2/13/17","@","WAS","L",98,120,34,96,0.354,7,34,0.206,23,30,0.767,20,47,16,10,2,15,22,9.43333333333333,42,73,0.575,13,20,0.65,23,28,0.821,6,40,27,4,9,22,24,12.4625
"57",57,57,"2/15/17","","NYK","W",116,105,41,88,0.466,12,23,0.522,22,31,0.71,12,48,21,10,4,12,13,11.4111111111111,41,86,0.477,11,21,0.524,12,14,0.857,6,39,19,8,12,15,21,11.7555555555556
"58",58,58,"2/24/17","","LAL","W",110,93,44,97,0.454,10,24,0.417,12,17,0.706,14,59,28,9,6,17,14,11.85,40,101,0.396,7,35,0.2,6,14,0.429,15,51,23,15,8,13,19,11.3875
"59",59,59,"2/26/17","","NOP","W",118,110,42,88,0.477,6,21,0.286,28,37,0.757,16,53,17,4,0,13,29,12.4555555555556,36,80,0.45,8,21,0.381,30,37,0.811,7,35,17,10,1,10,26,14.0333333333333
"60",60,60,"2/28/17","","UTA","W",109,106,39,76,0.513,15,22,0.682,16,23,0.696,6,42,20,5,7,14,17,12.7555555555556,43,93,0.462,9,22,0.409,11,13,0.846,8,33,22,8,4,7,18,13.5
"61",61,61,"3/2/17","@","POR","L",109,114,34,86,0.395,11,29,0.379,30,32,0.938,12,40,11,9,7,12,25,12.4777777777778,39,79,0.494,10,25,0.4,26,35,0.743,9,45,19,9,7,14,19,13.3125
"62",62,62,"3/3/17","@","PHO","L",111,118,37,87,0.425,9,35,0.257,28,35,0.8,11,47,14,10,5,19,30,12.7555555555556,44,89,0.494,5,21,0.238,25,31,0.806,9,45,28,10,7,17,26,10.98
"63",63,63,"3/5/17","@","DAL","L",89,104,33,82,0.402,2,22,0.091,21,30,0.7,13,49,19,4,2,15,21,11.72,42,86,0.488,7,25,0.28,13,16,0.813,5,37,24,6,2,8,20,11.78
"64",64,64,"3/7/17","","POR","L",121,126,44,85,0.518,10,25,0.4,23,30,0.767,12,39,16,4,1,17,25,12.91,47,85,0.553,11,23,0.478,21,27,0.778,12,36,24,7,5,11,23,12.2888888888889
"65",65,65,"3/9/17","","SAS","W",102,92,41,89,0.461,6,20,0.3,14,21,0.667,15,48,23,10,3,11,22,12.59,35,84,0.417,6,19,0.316,16,20,0.8,13,41,15,8,8,15,16,11.8454545454545
"66",66,66,"3/11/17","","UTA","W",112,104,43,86,0.5,8,23,0.348,18,24,0.75,12,43,23,7,7,12,20,12.49,36,75,0.48,9,20,0.45,23,28,0.821,7,36,15,9,2,12,17,8.925
"67",67,67,"3/14/17","@","BRK","W",122,104,44,89,0.494,10,22,0.455,24,34,0.706,13,44,30,13,6,13,27,12.59,33,71,0.465,12,24,0.5,26,30,0.867,4,32,20,6,6,18,23,11.1111111111111
"68",68,68,"3/16/17","@","TOR","W",123,102,47,88,0.534,14,25,0.56,15,19,0.789,10,47,33,10,1,18,22,12.59,37,81,0.457,5,20,0.25,23,30,0.767,6,32,15,10,10,14,20,10.8454545454545
"69",69,69,"3/18/17","","SAC","W",110,94,41,82,0.5,10,26,0.385,18,25,0.72,13,49,23,7,4,14,21,12.59,35,85,0.412,5,21,0.238,19,23,0.826,9,35,16,9,2,12,22,9.9
"70",70,70,"3/20/17","","GSW","L",95,111,37,87,0.425,4,21,0.19,17,31,0.548,12,40,18,10,2,11,19,12.0727272727273,40,83,0.482,15,33,0.455,16,21,0.762,9,46,28,8,8,16,22,11.9909090909091
"71",71,71,"3/22/17","","PHI","W",122,97,48,88,0.545,4,16,0.25,22,30,0.733,18,54,26,7,8,16,17,12.0727272727273,37,87,0.425,8,25,0.32,15,17,0.882,6,25,19,8,4,9,23,10.5545454545455
"72",72,72,"3/26/17","@","HOU","L",125,137,47,94,0.5,11,30,0.367,20,28,0.714,15,41,27,15,3,16,21,13.1666666666667,50,79,0.633,20,39,0.513,17,21,0.81,2,36,32,8,4,19,23,15.7375
"73",73,73,"3/27/17","@","DAL","W",92,91,37,85,0.435,6,23,0.261,12,14,0.857,11,48,17,10,7,17,21,13.5,33,80,0.413,10,29,0.345,15,19,0.789,8,39,23,12,4,14,16,11.0222222222222
"74",74,74,"3/29/17","@","ORL","W",114,106,43,102,0.422,10,33,0.303,18,28,0.643,11,57,18,11,7,11,20,12.49,39,97,0.402,9,30,0.3,19,27,0.704,11,53,24,9,8,14,22,11.5
"75",75,75,"3/31/17","","SAS","L",95,100,33,81,0.407,6,21,0.286,23,27,0.852,13,46,21,7,3,18,21,13.1125,37,85,0.435,9,27,0.333,17,27,0.63,13,41,23,8,11,13,23,14.7222222222222
"76",76,76,"4/2/17","","CHO","L",101,113,39,84,0.464,12,31,0.387,11,12,0.917,7,42,19,10,5,24,20,12.0727272727273,37,77,0.481,11,30,0.367,28,32,0.875,3,37,20,18,5,16,13,13.47
"77",77,77,"4/4/17","","MIL","W",110,79,40,84,0.476,9,28,0.321,21,25,0.84,11,53,29,9,7,13,20,12.0727272727273,29,81,0.358,3,18,0.167,18,26,0.692,10,38,16,9,5,11,19,10.3363636363636
"78",78,78,"4/5/17","@","MEM","W",103,100,37,85,0.435,14,31,0.452,15,24,0.625,12,44,19,8,3,12,20,13.4444444444444,37,78,0.474,9,26,0.346,17,21,0.81,7,38,21,7,5,13,18,9.76
"79",79,79,"4/7/17","@","PHO","L",99,120,34,92,0.37,7,30,0.233,24,33,0.727,22,48,13,1,3,9,26,11.65,43,83,0.518,8,18,0.444,26,31,0.839,12,45,16,6,6,7,26,9.7
"80",80,80,"4/9/17","@","DEN","W",106,105,40,96,0.417,6,25,0.24,20,22,0.909,18,54,19,7,3,12,19,12.29,40,84,0.476,11,34,0.324,14,15,0.933,4,42,22,6,4,12,16,14.4375
"81",81,81,"4/11/17","@","MIN","W",100,98,37,86,0.43,7,22,0.318,19,25,0.76,18,54,22,7,4,17,21,8.08888888888889,38,86,0.442,5,20,0.25,17,25,0.68,11,35,24,12,3,11,17,13.2555555555556
"82",82,82,"4/12/17","","DEN","L",105,111,43,101,0.426,8,25,0.32,11,17,0.647,14,51,20,10,8,12,24,10.9916666666667,39,85,0.459,7,25,0.28,26,32,0.813,5,43,22,6,8,15,17,11
