"","Date","Start (ET)","Visitor/Neutral","PTS","Home/Neutral","PTS.1"
"868","Sat, Feb 25, 2017","8:30 pm","New Orleans Pelicans","83","Dallas Mavericks","96"
"869","Sat, Feb 25, 2017","10:30 pm","Brooklyn Nets","95","Golden State Warriors","112"
"870","Sat, Feb 25, 2017","9:00 pm","Minnesota Timberwolves","130","Houston Rockets","142"
"871","Sat, Feb 25, 2017","8:00 pm","Indiana Pacers","95","Miami Heat","113"
"872","Sat, Feb 25, 2017","7:30 pm","Philadelphia 76ers","109","New York Knicks","110"
"873","Sat, Feb 25, 2017","7:00 pm","Atlanta Hawks","86","Orlando Magic","105"
"874","Sat, Feb 25, 2017","5:00 pm","Charlotte Hornets","99","Sacramento Kings","85"
"875","Sun, Feb 26, 2017","5:00 pm","Memphis Grizzlies","105","Denver Nuggets","98"
"876","Sun, Feb 26, 2017","6:00 pm","Boston Celtics","104","Detroit Pistons","98"
"877","Sun, Feb 26, 2017","9:30 pm","Charlotte Hornets","121","Los Angeles Clippers","124"
"878","Sun, Feb 26, 2017","3:30 pm","San Antonio Spurs","119","Los Angeles Lakers","98"
"879","Sun, Feb 26, 2017","3:30 pm","Phoenix Suns","96","Milwaukee Bucks","100"
"880","Sun, Feb 26, 2017","7:00 pm","New Orleans Pelicans","110","Oklahoma City Thunder","118"
"881","Sun, Feb 26, 2017","6:00 pm","Portland Trail Blazers","106","Toronto Raptors","112"
"882","Sun, Feb 26, 2017","5:00 pm","Utah Jazz","102","Washington Wizards","92"
"883","Mon, Feb 27, 2017","7:30 pm","Atlanta Hawks","114","Boston Celtics","98"
"884","Mon, Feb 27, 2017","7:00 pm","Milwaukee Bucks","95","Cleveland Cavaliers","102"
"885","Mon, Feb 27, 2017","8:30 pm","Miami Heat","89","Dallas Mavericks","96"
"886","Mon, Feb 27, 2017","9:30 pm","Indiana Pacers","117","Houston Rockets","108"
"887","Mon, Feb 27, 2017","7:00 pm","Toronto Raptors","92","New York Knicks","91"
"888","Mon, Feb 27, 2017","7:00 pm","Golden State Warriors","119","Philadelphia 76ers","108"
"889","Mon, Feb 27, 2017","10:30 pm","Minnesota Timberwolves","102","Sacramento Kings","88"
"890","Tue, Feb 28, 2017","8:00 pm","Denver Nuggets","125","Chicago Bulls","107"
"891","Tue, Feb 28, 2017","7:30 pm","Portland Trail Blazers","113","Detroit Pistons","120"
"892","Tue, Feb 28, 2017","10:30 pm","Charlotte Hornets","109","Los Angeles Lakers","104"
"893","Tue, Feb 28, 2017","8:00 pm","Phoenix Suns","112","Memphis Grizzlies","130"
"894","Tue, Feb 28, 2017","8:00 pm","Utah Jazz","106","Oklahoma City Thunder","109"
"895","Tue, Feb 28, 2017","7:00 pm","Golden State Warriors","108","Washington Wizards","112"
"896","Wed, Mar 1, 2017","7:30 pm","Dallas Mavericks","95","Atlanta Hawks","100"
"897","Wed, Mar 1, 2017","8:00 pm","Cleveland Cavaliers","99","Boston Celtics","103"
"898","Wed, Mar 1, 2017","10:30 pm","Houston Rockets","122","Los Angeles Clippers","103"
"899","Wed, Mar 1, 2017","7:30 pm","Philadelphia 76ers","98","Miami Heat","125"
"900","Wed, Mar 1, 2017","8:00 pm","Denver Nuggets","110","Milwaukee Bucks","98"
"901","Wed, Mar 1, 2017","8:00 pm","Detroit Pistons","86","New Orleans Pelicans","109"
"902","Wed, Mar 1, 2017","7:00 pm","New York Knicks","101","Orlando Magic","90"
"903","Wed, Mar 1, 2017","10:30 pm","Brooklyn Nets","109","Sacramento Kings","100"
"904","Wed, Mar 1, 2017","8:30 pm","Indiana Pacers","99","San Antonio Spurs","100"
"905","Wed, Mar 1, 2017","7:30 pm","Washington Wizards","105","Toronto Raptors","96"
"906","Wed, Mar 1, 2017","9:00 pm","Minnesota Timberwolves","107","Utah Jazz","80"
"907","Thu, Mar 2, 2017","8:00 pm","Golden State Warriors","87","Chicago Bulls","94"
"908","Thu, Mar 2, 2017","9:00 pm","Charlotte Hornets","103","Phoenix Suns","120"
"909","Thu, Mar 2, 2017","10:30 pm","Oklahoma City Thunder","109","Portland Trail Blazers","114"
"910","Fri, Mar 3, 2017","7:00 pm","Cleveland Cavaliers","135","Atlanta Hawks","130"
"911","Fri, Mar 3, 2017","8:30 pm","Memphis Grizzlies","100","Dallas Mavericks","104"
"912","Fri, Mar 3, 2017","10:30 pm","Boston Celtics","115","Los Angeles Lakers","95"
"913","Fri, Mar 3, 2017","8:00 pm","Los Angeles Clippers","101","Milwaukee Bucks","112"
"914","Fri, Mar 3, 2017","9:30 pm","San Antonio Spurs","101","New Orleans Pelicans","98"
"915","Fri, Mar 3, 2017","7:00 pm","Miami Heat","99","Orlando Magic","110"
"916","Fri, Mar 3, 2017","7:00 pm","New York Knicks","102","Philadelphia 76ers","105"
"917","Fri, Mar 3, 2017","9:00 pm","Oklahoma City Thunder","111","Phoenix Suns","118"
"918","Fri, Mar 3, 2017","9:00 pm","Brooklyn Nets","97","Utah Jazz","112"
"919","Fri, Mar 3, 2017","7:00 pm","Toronto Raptors","114","Washington Wizards","106"
"920","Sat, Mar 4, 2017","8:30 pm","Los Angeles Clippers","101","Chicago Bulls","91"
"921","Sat, Mar 4, 2017","9:00 pm","Charlotte Hornets","112","Denver Nuggets","102"
"922","Sat, Mar 4, 2017","9:00 pm","Memphis Grizzlies","108","Houston Rockets","123"
"923","Sat, Mar 4, 2017","8:00 pm","Cleveland Cavaliers","92","Miami Heat","120"
"924","Sat, Mar 4, 2017","8:00 pm","Toronto Raptors","94","Milwaukee Bucks","101"
"925","Sat, Mar 4, 2017","6:00 pm","Detroit Pistons","136","Philadelphia 76ers","106"
"926","Sat, Mar 4, 2017","10:00 pm","Brooklyn Nets","116","Portland Trail Blazers","130"
"927","Sat, Mar 4, 2017","9:00 pm","Minnesota Timberwolves","90","San Antonio Spurs","97"
"928","Sun, Mar 5, 2017","1:00 pm","Indiana Pacers","97","Atlanta Hawks","96"
"929","Sun, Mar 5, 2017","8:30 pm","Oklahoma City Thunder","89","Dallas Mavericks","104"
"930","Sun, Mar 5, 2017","9:30 pm","New Orleans Pelicans","105","Los Angeles Lakers","97"
"931","Sun, Mar 5, 2017","3:30 pm","Golden State Warriors","112","New York Knicks","105"
"932","Sun, Mar 5, 2017","5:00 pm","Boston Celtics","106","Phoenix Suns","109"
"933","Sun, Mar 5, 2017","6:00 pm","Utah Jazz","110","Sacramento Kings","109"
"934","Sun, Mar 5, 2017","5:00 pm","Orlando Magic","114","Washington Wizards","115"
"935","Mon, Mar 6, 2017","7:30 pm","Golden State Warriors","119","Atlanta Hawks","111"
"936","Mon, Mar 6, 2017","8:00 pm","Indiana Pacers","88","Charlotte Hornets","100"
"937","Mon, Mar 6, 2017","7:00 pm","Miami Heat","106","Cleveland Cavaliers","98"
"938","Mon, Mar 6, 2017","9:00 pm","Sacramento Kings","96","Denver Nuggets","108"
"939","Mon, Mar 6, 2017","7:30 pm","Chicago Bulls","95","Detroit Pistons","109"
"940","Mon, Mar 6, 2017","10:30 pm","Boston Celtics","102","Los Angeles Clippers","116"
"941","Mon, Mar 6, 2017","8:00 pm","Brooklyn Nets","122","Memphis Grizzlies","109"
"942","Mon, Mar 6, 2017","7:00 pm","New York Knicks","113","Orlando Magic","105"
"943","Mon, Mar 6, 2017","7:00 pm","Milwaukee Bucks","112","Philadelphia 76ers","98"
"944","Mon, Mar 6, 2017","8:30 pm","Houston Rockets","110","San Antonio Spurs","112"
"945","Mon, Mar 6, 2017","9:00 pm","New Orleans Pelicans","83","Utah Jazz","88"
"946","Tue, Mar 7, 2017","8:30 pm","Los Angeles Lakers","111","Dallas Mavericks","122"
"947","Tue, Mar 7, 2017","8:00 pm","Portland Trail Blazers","126","Oklahoma City Thunder","121"
"948","Tue, Mar 7, 2017","9:00 pm","Washington Wizards","131","Phoenix Suns","127"
"949","Wed, Mar 8, 2017","7:30 pm","Brooklyn Nets","105","Atlanta Hawks","110"
"950","Wed, Mar 8, 2017","9:00 pm","Washington Wizards","123","Denver Nuggets","113"
"951","Wed, Mar 8, 2017","10:30 pm","Boston Celtics","99","Golden State Warriors","86"
"952","Wed, Mar 8, 2017","8:00 pm","Utah Jazz","115","Houston Rockets","108"
"953","Wed, Mar 8, 2017","8:00 pm","Detroit Pistons","98","Indiana Pacers","115"
"954","Wed, Mar 8, 2017","7:30 pm","Charlotte Hornets","101","Miami Heat","108"
"955","Wed, Mar 8, 2017","8:00 pm","New York Knicks","93","Milwaukee Bucks","104"
"956","Wed, Mar 8, 2017","8:00 pm","Los Angeles Clippers","91","Minnesota Timberwolves","107"
"957","Wed, Mar 8, 2017","8:00 pm","Toronto Raptors","94","New Orleans Pelicans","87"
"958","Wed, Mar 8, 2017","7:00 pm","Chicago Bulls","91","Orlando Magic","98"
"959","Wed, Mar 8, 2017","8:30 pm","Sacramento Kings","104","San Antonio Spurs","114"
"960","Thu, Mar 9, 2017","7:30 pm","Cleveland Cavaliers","101","Detroit Pistons","106"
"961","Thu, Mar 9, 2017","8:00 pm","Los Angeles Clippers","114","Memphis Grizzlies","98"
"962","Thu, Mar 9, 2017","8:00 pm","San Antonio Spurs","92","Oklahoma City Thunder","102"
"963","Thu, Mar 9, 2017","10:30 pm","Los Angeles Lakers","122","Phoenix Suns","110"
"964","Thu, Mar 9, 2017","10:00 pm","Philadelphia 76ers","108","Portland Trail Blazers","114"
"965","Fri, Mar 10, 2017","8:00 pm","Toronto Raptors","99","Atlanta Hawks","105"
"966","Fri, Mar 10, 2017","8:00 pm","Houston Rockets","115","Chicago Bulls","94"
"967","Fri, Mar 10, 2017","7:00 pm","Orlando Magic","81","Charlotte Hornets","121"
"968","Fri, Mar 10, 2017","9:00 pm","Brooklyn Nets","96","Dallas Mavericks","105"
"969","Fri, Mar 10, 2017","9:00 pm","Boston Celtics","99","Denver Nuggets","119"
"970","Fri, Mar 10, 2017","8:00 pm","Indiana Pacers","85","Milwaukee Bucks","99"
"971","Fri, Mar 10, 2017","8:00 pm","Golden State Warriors","102","Minnesota Timberwolves","103"
"972","Fri, Mar 10, 2017","10:30 pm","Washington Wizards","130","Sacramento Kings","122"
"973","Sat, Mar 11, 2017","7:00 pm","New Orleans Pelicans","125","Charlotte Hornets","122"
"974","Sat, Mar 11, 2017","9:00 pm","Phoenix Suns","100","Dallas Mavericks","98"
"975","Sat, Mar 11, 2017","5:00 pm","New York Knicks","92","Detroit Pistons","112"
"976","Sat, Mar 11, 2017","3:30 pm","Philadelphia 76ers","100","Los Angeles Clippers","112"
"977","Sat, Mar 11, 2017","9:00 pm","Atlanta Hawks","107","Memphis Grizzlies","90"
"978","Sat, Mar 11, 2017","8:00 pm","Toronto Raptors","89","Miami Heat","104"
"979","Sat, Mar 11, 2017","8:00 pm","Minnesota Timberwolves","95","Milwaukee Bucks","102"
"980","Sat, Mar 11, 2017","3:00 pm","Utah Jazz","104","Oklahoma City Thunder","112"
"981","Sat, Mar 11, 2017","7:00 pm","Cleveland Cavaliers","116","Orlando Magic","104"
"982","Sat, Mar 11, 2017","10:00 pm","Washington Wizards","125","Portland Trail Blazers","124"
"983","Sat, Mar 11, 2017","10:30 pm","Denver Nuggets","105","Sacramento Kings","92"
"984","Sat, Mar 11, 2017","8:30 pm","Golden State Warriors","85","San Antonio Spurs","107"
"985","Sun, Mar 12, 2017","3:30 pm","Chicago Bulls","80","Boston Celtics","100"
"986","Sun, Mar 12, 2017","6:00 pm","New York Knicks","112","Brooklyn Nets","120"
"987","Sun, Mar 12, 2017","9:00 pm","Cleveland Cavaliers","112","Houston Rockets","117"
"988","Sun, Mar 12, 2017","6:00 pm","Miami Heat","98","Indiana Pacers","102"
"989","Sun, Mar 12, 2017","9:30 pm","Philadelphia 76ers","118","Los Angeles Lakers","116"
"990","Sun, Mar 12, 2017","9:00 pm","Portland Trail Blazers","110","Phoenix Suns","101"
"991","Mon, Mar 13, 2017","7:00 pm","Chicago Bulls","115","Charlotte Hornets","109"
"992","Mon, Mar 13, 2017","10:30 pm","Los Angeles Lakers","101","Denver Nuggets","129"
"993","Mon, Mar 13, 2017","8:00 pm","Milwaukee Bucks","93","Memphis Grizzlies","113"
"994","Mon, Mar 13, 2017","8:00 pm","Washington Wizards","104","Minnesota Timberwolves","119"
"995","Mon, Mar 13, 2017","10:30 pm","Orlando Magic","115","Sacramento Kings","120"
"996","Mon, Mar 13, 2017","8:00 pm","Atlanta Hawks","99","San Antonio Spurs","107"
"997","Mon, Mar 13, 2017","7:30 pm","Dallas Mavericks","78","Toronto Raptors","100"
"998","Mon, Mar 13, 2017","9:00 pm","Los Angeles Clippers","108","Utah Jazz","114"
"999","Tue, Mar 14, 2017","7:30 pm","Oklahoma City Thunder","122","Brooklyn Nets","104"
"1000","Tue, Mar 14, 2017","7:00 pm","Detroit Pistons","96","Cleveland Cavaliers","128"
"1001","Tue, Mar 14, 2017","10:30 pm","Philadelphia 76ers","104","Golden State Warriors","106"
"1002","Tue, Mar 14, 2017","8:00 pm","Portland Trail Blazers","77","New Orleans Pelicans","100"
"1003","Tue, Mar 14, 2017","7:30 pm","Indiana Pacers","81","New York Knicks","87"
"1004","Wed, Mar 15, 2017","7:30 pm","Minnesota Timberwolves","104","Boston Celtics","117"
"1005","Wed, Mar 15, 2017","8:00 pm","Memphis Grizzlies","98","Chicago Bulls","91"
"1006","Wed, Mar 15, 2017","7:30 pm","Utah Jazz","97","Detroit Pistons","83"
"1007","Wed, Mar 15, 2017","8:00 pm","Los Angeles Lakers","100","Houston Rockets","139"
"1008","Wed, Mar 15, 2017","7:00 pm","Charlotte Hornets","77","Indiana Pacers","98"
"1009","Wed, Mar 15, 2017","10:30 pm","Milwaukee Bucks","97","Los Angeles Clippers","96"
"1010","Wed, Mar 15, 2017","7:30 pm","New Orleans Pelicans","112","Miami Heat","120"
"1011","Wed, Mar 15, 2017","10:00 pm","Sacramento Kings","107","Phoenix Suns","101"
"1012","Wed, Mar 15, 2017","8:00 pm","Portland Trail Blazers","110","San Antonio Spurs","106"
"1013","Wed, Mar 15, 2017","7:00 pm","Dallas Mavericks","112","Washington Wizards","107"
"1014","Thu, Mar 16, 2017","7:30 pm","Memphis Grizzlies","103","Atlanta Hawks","91"
"1015","Thu, Mar 16, 2017","7:00 pm","Utah Jazz","83","Cleveland Cavaliers","91"
"1016","Thu, Mar 16, 2017","9:00 pm","Los Angeles Clippers","114","Denver Nuggets","129"
"1017","Thu, Mar 16, 2017","10:30 pm","Orlando Magic","92","Golden State Warriors","122"
"1018","Thu, Mar 16, 2017","7:30 pm","Brooklyn Nets","121","New York Knicks","110"
"1019","Thu, Mar 16, 2017","7:00 pm","Oklahoma City Thunder","123","Toronto Raptors","102"
"1020","Fri, Mar 17, 2017","7:30 pm","Boston Celtics","98","Brooklyn Nets","95"
"1021","Fri, Mar 17, 2017","7:30 pm","Toronto Raptors","87","Detroit Pistons","75"
"1022","Fri, Mar 17, 2017","10:30 pm","Milwaukee Bucks","107","Los Angeles Lakers","103"
"1023","Fri, Mar 17, 2017","8:00 pm","Minnesota Timberwolves","105","Miami Heat","123"
"1024","Fri, Mar 17, 2017","8:00 pm","Houston Rockets","112","New Orleans Pelicans","128"
"1025","Fri, Mar 17, 2017","7:00 pm","Dallas Mavericks","74","Philadelphia 76ers","116"
"1026","Fri, Mar 17, 2017","10:00 pm","Orlando Magic","109","Phoenix Suns","103"
"1027","Fri, Mar 17, 2017","7:00 pm","Chicago Bulls","107","Washington Wizards","112"
"1028","Sat, Mar 18, 2017","6:00 pm","Portland Trail Blazers","113","Atlanta Hawks","97"
"1029","Sat, Mar 18, 2017","9:00 pm","Utah Jazz","86","Chicago Bulls","95"
"1030","Sat, Mar 18, 2017","7:00 pm","Washington Wizards","93","Charlotte Hornets","98"
"1031","Sat, Mar 18, 2017","9:30 pm","Houston Rockets","109","Denver Nuggets","105"
"1032","Sat, Mar 18, 2017","10:30 pm","Milwaukee Bucks","92","Golden State Warriors","117"
"1033","Sat, Mar 18, 2017","8:30 pm","Cleveland Cavaliers","78","Los Angeles Clippers","108"
"1034","Sat, Mar 18, 2017","9:00 pm","San Antonio Spurs","96","Memphis Grizzlies","104"
"1035","Sat, Mar 18, 2017","3:00 pm","Sacramento Kings","94","Oklahoma City Thunder","110"
"1036","Sun, Mar 19, 2017","12:00 pm","Dallas Mavericks","111","Brooklyn Nets","104"
"1037","Sun, Mar 19, 2017","4:30 pm","Phoenix Suns","95","Detroit Pistons","112"
"1038","Sun, Mar 19, 2017","9:30 pm","Cleveland Cavaliers","125","Los Angeles Lakers","120"
"1039","Sun, Mar 19, 2017","6:00 pm","Portland Trail Blazers","115","Miami Heat","104"
"1040","Sun, Mar 19, 2017","6:00 pm","Minnesota Timberwolves","109","New Orleans Pelicans","123"
"1041","Sun, Mar 19, 2017","1:00 pm","Boston Celtics","99","Philadelphia 76ers","105"
"1042","Sun, Mar 19, 2017","7:00 pm","Sacramento Kings","102","San Antonio Spurs","118"
"1043","Sun, Mar 19, 2017","6:00 pm","Indiana Pacers","91","Toronto Raptors","116"
"1044","Mon, Mar 20, 2017","7:30 pm","Washington Wizards","102","Boston Celtics","110"
"1045","Mon, Mar 20, 2017","7:00 pm","Atlanta Hawks","90","Charlotte Hornets","105"
"1046","Mon, Mar 20, 2017","8:00 pm","Denver Nuggets","124","Houston Rockets","125"
"1047","Mon, Mar 20, 2017","7:00 pm","Utah Jazz","100","Indiana Pacers","107"
"1048","Mon, Mar 20, 2017","10:30 pm","New York Knicks","105","Los Angeles Clippers","114"
"1049","Mon, Mar 20, 2017","8:00 pm","Golden State Warriors","111","Oklahoma City Thunder","95"
"1050","Mon, Mar 20, 2017","7:00 pm","Philadelphia 76ers","109","Orlando Magic","112"
"1051","Tue, Mar 21, 2017","7:30 pm","Detroit Pistons","96","Brooklyn Nets","98"
"1052","Tue, Mar 21, 2017","8:30 pm","Golden State Warriors","112","Dallas Mavericks","87"
"1053","Tue, Mar 21, 2017","10:30 pm","Los Angeles Clippers","133","Los Angeles Lakers","109"
"1054","Tue, Mar 21, 2017","7:30 pm","Phoenix Suns","97","Miami Heat","112"
"1055","Tue, Mar 21, 2017","9:30 pm","San Antonio Spurs","100","Minnesota Timberwolves","93"
"1056","Tue, Mar 21, 2017","8:00 pm","Memphis Grizzlies","82","New Orleans Pelicans","95"
"1057","Tue, Mar 21, 2017","10:00 pm","Milwaukee Bucks","93","Portland Trail Blazers","90"
"1058","Tue, Mar 21, 2017","7:00 pm","Chicago Bulls","120","Toronto Raptors","122"
"1059","Wed, Mar 22, 2017","7:30 pm","Indiana Pacers","100","Boston Celtics","109"
"1060","Wed, Mar 22, 2017","8:00 pm","Detroit Pistons","95","Chicago Bulls","117"
"1061","Wed, Mar 22, 2017","9:00 pm","Cleveland Cavaliers","113","Denver Nuggets","126"
"1062","Wed, Mar 22, 2017","8:00 pm","Philadelphia 76ers","97","Oklahoma City Thunder","122"
"1063","Wed, Mar 22, 2017","7:00 pm","Charlotte Hornets","109","Orlando Magic","102"
"1064","Wed, Mar 22, 2017","10:30 pm","Milwaukee Bucks","116","Sacramento Kings","98"
"1065","Wed, Mar 22, 2017","10:30 pm","New York Knicks","101","Utah Jazz","108"
"1066","Wed, Mar 22, 2017","8:00 pm","Atlanta Hawks","100","Washington Wizards","104"
"1067","Thu, Mar 23, 2017","7:30 pm","Phoenix Suns","98","Brooklyn Nets","126"
"1068","Thu, Mar 23, 2017","8:30 pm","Los Angeles Clippers","95","Dallas Mavericks","97"
"1069","Thu, Mar 23, 2017","7:30 pm","Toronto Raptors","101","Miami Heat","84"
"1070","Thu, Mar 23, 2017","10:00 pm","New York Knicks","95","Portland Trail Blazers","110"
"1071","Thu, Mar 23, 2017","8:30 pm","Memphis Grizzlies","90","San Antonio Spurs","97"
"1072","Fri, Mar 24, 2017","7:30 pm","Phoenix Suns","120","Boston Celtics","130"
"1073","Fri, Mar 24, 2017","8:00 pm","Philadelphia 76ers","117","Chicago Bulls","107"
"1074","Fri, Mar 24, 2017","7:00 pm","Cleveland Cavaliers","112","Charlotte Hornets","105"
"1075","Fri, Mar 24, 2017","10:30 pm","Sacramento Kings","100","Golden State Warriors","114"
"1076","Fri, Mar 24, 2017","8:00 pm","New Orleans Pelicans","107","Houston Rockets","117"
"1077","Fri, Mar 24, 2017","7:00 pm","Denver Nuggets","125","Indiana Pacers","117"
"1078","Fri, Mar 24, 2017","10:30 pm","Minnesota Timberwolves","119","Los Angeles Lakers","130"
"1079","Fri, Mar 24, 2017","8:00 pm","Atlanta Hawks","97","Milwaukee Bucks","100"
"1080","Fri, Mar 24, 2017","7:00 pm","Detroit Pistons","87","Orlando Magic","115"
"1081","Fri, Mar 24, 2017","7:00 pm","Brooklyn Nets","108","Washington Wizards","129"
"1082","Sat, Mar 25, 2017","7:30 pm","Washington Wizards","127","Cleveland Cavaliers","115"
"1083","Sat, Mar 25, 2017","8:30 pm","Toronto Raptors","94","Dallas Mavericks","86"
"1084","Sat, Mar 25, 2017","3:30 pm","Utah Jazz","95","Los Angeles Clippers","108"
"1085","Sat, Mar 25, 2017","10:00 pm","Minnesota Timberwolves","100","Portland Trail Blazers","112"
"1086","Sat, Mar 25, 2017","8:30 pm","New York Knicks","98","San Antonio Spurs","106"
"1087","Sun, Mar 26, 2017","1:00 pm","Brooklyn Nets","107","Atlanta Hawks","92"
"1088","Sun, Mar 26, 2017","6:00 pm","Miami Heat","108","Boston Celtics","112"
"1089","Sun, Mar 26, 2017","1:00 pm","Phoenix Suns","106","Charlotte Hornets","120"
"1090","Sun, Mar 26, 2017","8:00 pm","New Orleans Pelicans","115","Denver Nuggets","90"
"1091","Sun, Mar 26, 2017","8:00 pm","Memphis Grizzlies","94","Golden State Warriors","106"
"1092","Sun, Mar 26, 2017","3:30 pm","Oklahoma City Thunder","125","Houston Rockets","137"
"1093","Sun, Mar 26, 2017","6:00 pm","Philadelphia 76ers","94","Indiana Pacers","107"
"1094","Sun, Mar 26, 2017","3:30 pm","Sacramento Kings","98","Los Angeles Clippers","97"
"1095","Sun, Mar 26, 2017","9:30 pm","Portland Trail Blazers","97","Los Angeles Lakers","81"
"1096","Sun, Mar 26, 2017","3:30 pm","Chicago Bulls","109","Milwaukee Bucks","94"
"1097","Mon, Mar 27, 2017","8:30 pm","Oklahoma City Thunder","92","Dallas Mavericks","91"
"1098","Mon, Mar 27, 2017","7:30 pm","Detroit Pistons","95","New York Knicks","109"
"1099","Mon, Mar 27, 2017","10:30 pm","Memphis Grizzlies","90","Sacramento Kings","91"
"1100","Mon, Mar 27, 2017","8:00 pm","Cleveland Cavaliers","74","San Antonio Spurs","103"
"1101","Mon, Mar 27, 2017","7:30 pm","Orlando Magic","112","Toronto Raptors","131"
"1102","Mon, Mar 27, 2017","10:30 pm","New Orleans Pelicans","100","Utah Jazz","108"
"1103","Tue, Mar 28, 2017","7:30 pm","Phoenix Suns","91","Atlanta Hawks","95"
"1104","Tue, Mar 28, 2017","7:30 pm","Philadelphia 76ers","106","Brooklyn Nets","101"
"1105","Tue, Mar 28, 2017","7:00 pm","Milwaukee Bucks","118","Charlotte Hornets","108"
"1106","Tue, Mar 28, 2017","7:30 pm","Miami Heat","97","Detroit Pistons","96"
"1107","Tue, Mar 28, 2017","8:00 pm","Golden State Warriors","113","Houston Rockets","106"
"1108","Tue, Mar 28, 2017","7:00 pm","Minnesota Timberwolves","115","Indiana Pacers","114"
"1109","Tue, Mar 28, 2017","10:30 pm","Washington Wizards","119","Los Angeles Lakers","108"
"1110","Tue, Mar 28, 2017","10:00 pm","Denver Nuggets","113","Portland Trail Blazers","122"
"1111","Wed, Mar 29, 2017","7:30 pm","Milwaukee Bucks","103","Boston Celtics","100"
"1112","Wed, Mar 29, 2017","10:30 pm","Washington Wizards","124","Los Angeles Clippers","133"
"1113","Wed, Mar 29, 2017","8:00 pm","Indiana Pacers","97","Memphis Grizzlies","110"
"1114","Wed, Mar 29, 2017","8:00 pm","Dallas Mavericks","118","New Orleans Pelicans","121"
"1115","Wed, Mar 29, 2017","7:30 pm","Miami Heat","105","New York Knicks","88"
"1116","Wed, Mar 29, 2017","7:00 pm","Oklahoma City Thunder","114","Orlando Magic","106"
"1117","Wed, Mar 29, 2017","7:00 pm","Atlanta Hawks","99","Philadelphia 76ers","92"
"1118","Wed, Mar 29, 2017","10:30 pm","Utah Jazz","112","Sacramento Kings","82"
"1119","Wed, Mar 29, 2017","9:30 pm","Golden State Warriors","110","San Antonio Spurs","98"
"1120","Wed, Mar 29, 2017","7:30 pm","Charlotte Hornets","110","Toronto Raptors","106"
"1121","Thu, Mar 30, 2017","8:00 pm","Cleveland Cavaliers","93","Chicago Bulls","99"
"1122","Thu, Mar 30, 2017","7:30 pm","Brooklyn Nets","89","Detroit Pistons","90"
"1123","Thu, Mar 30, 2017","8:00 pm","Los Angeles Lakers","104","Minnesota Timberwolves","119"
"1124","Thu, Mar 30, 2017","10:00 pm","Los Angeles Clippers","124","Phoenix Suns","118"
"1125","Thu, Mar 30, 2017","10:30 pm","Houston Rockets","107","Portland Trail Blazers","117"
"1126","Fri, Mar 31, 2017","7:30 pm","Orlando Magic","116","Boston Celtics","117"
"1127","Fri, Mar 31, 2017","7:00 pm","Denver Nuggets","114","Charlotte Hornets","122"
"1128","Fri, Mar 31, 2017","7:30 pm","Philadelphia 76ers","105","Cleveland Cavaliers","122"
"1129","Fri, Mar 31, 2017","10:30 pm","Houston Rockets","98","Golden State Warriors","107"
"1130","Fri, Mar 31, 2017","8:00 pm","Dallas Mavericks","90","Memphis Grizzlies","99"
"1131","Fri, Mar 31, 2017","8:00 pm","New York Knicks","98","Miami Heat","94"
"1132","Fri, Mar 31, 2017","8:00 pm","Detroit Pistons","105","Milwaukee Bucks","108"
"1133","Fri, Mar 31, 2017","8:00 pm","Sacramento Kings","89","New Orleans Pelicans","117"
"1134","Fri, Mar 31, 2017","8:00 pm","San Antonio Spurs","100","Oklahoma City Thunder","95"
"1135","Fri, Mar 31, 2017","7:00 pm","Indiana Pacers","100","Toronto Raptors","111"
"1136","Fri, Mar 31, 2017","9:00 pm","Washington Wizards","88","Utah Jazz","95"
"1137","Sat, Apr 1, 2017","6:00 pm","Orlando Magic","111","Brooklyn Nets","121"
"1138","Sat, Apr 1, 2017","5:00 pm","Atlanta Hawks","104","Chicago Bulls","106"
"1139","Sat, Apr 1, 2017","3:30 pm","Los Angeles Lakers","104","Los Angeles Clippers","115"
"1140","Sat, Apr 1, 2017","8:00 pm","Sacramento Kings","123","Minnesota Timberwolves","117"
"1141","Sat, Apr 1, 2017","10:00 pm","Phoenix Suns","117","Portland Trail Blazers","130"
"1142","Sun, Apr 2, 2017","6:00 pm","Atlanta Hawks","82","Brooklyn Nets","91"
"1143","Sun, Apr 2, 2017","6:00 pm","Indiana Pacers","130","Cleveland Cavaliers","135"
"1144","Sun, Apr 2, 2017","8:00 pm","Washington Wizards","115","Golden State Warriors","139"
"1145","Sun, Apr 2, 2017","3:30 pm","Memphis Grizzlies","103","Los Angeles Lakers","108"
"1146","Sun, Apr 2, 2017","6:00 pm","Denver Nuggets","116","Miami Heat","113"
"1147","Sun, Apr 2, 2017","3:30 pm","Dallas Mavericks","109","Milwaukee Bucks","105"
"1148","Sun, Apr 2, 2017","6:00 pm","Chicago Bulls","117","New Orleans Pelicans","110"
"1149","Sun, Apr 2, 2017","1:00 pm","Boston Celtics","110","New York Knicks","94"
"1150","Sun, Apr 2, 2017","3:00 pm","Charlotte Hornets","113","Oklahoma City Thunder","101"
"1151","Sun, Apr 2, 2017","9:00 pm","Houston Rockets","123","Phoenix Suns","116"
"1152","Sun, Apr 2, 2017","3:30 pm","Utah Jazz","103","San Antonio Spurs","109"
"1153","Sun, Apr 2, 2017","6:00 pm","Philadelphia 76ers","105","Toronto Raptors","113"
