"","V1"
"ATL_ATL",NA
"ATL_BOS",0.75
"ATL_BRK",0.667
"ATL_CHI",1
"ATL_CHO",0.75
"ATL_CLE",0
"ATL_DAL",1
"ATL_DEN",1
"ATL_DET",0.75
"ATL_GSW",0
"ATL_HOU",1
"ATL_IND",0.5
"ATL_LAC",0.5
"ATL_LAL",1
"ATL_MEM",1
"ATL_MIA",0.25
"ATL_MIL",0.333
"ATL_MIN",0
"ATL_NOP",1
"ATL_NYK",0.5
"ATL_OKC",0.5
"ATL_ORL",0.5
"ATL_PHI",1
"ATL_PHO",0.5
"ATL_POR",1
"ATL_SAC",0.5
"ATL_SAS",0
"ATL_TOR",0.25
"ATL_UTA",0.5
"ATL_WAS",0.5
"BOS_ATL",0.25
"BOS_BOS",NA
"BOS_BRK",0.5
"BOS_CHI",0.667
"BOS_CHO",0.667
"BOS_CLE",0.333
"BOS_DAL",0
"BOS_DEN",1
"BOS_DET",0.5
"BOS_GSW",0.5
"BOS_HOU",0.5
"BOS_IND",0.25
"BOS_LAC",0.5
"BOS_LAL",0.5
"BOS_MEM",0.5
"BOS_MIA",1
"BOS_MIL",0.75
"BOS_MIN",0.5
"BOS_NOP",1
"BOS_NYK",0.75
"BOS_OKC",0.5
"BOS_ORL",0.5
"BOS_PHI",1
"BOS_PHO",1
"BOS_POR",0.5
"BOS_SAC",1
"BOS_SAS",0
"BOS_TOR",0.25
"BOS_UTA",0.5
"BOS_WAS",1
"BRK_ATL",0.333
"BRK_BOS",0.5
"BRK_BRK",NA
"BRK_CHI",0.333
"BRK_CHO",0
"BRK_CLE",0.25
"BRK_DAL",0
"BRK_DEN",1
"BRK_DET",0.25
"BRK_GSW",0
"BRK_HOU",1
"BRK_IND",0.25
"BRK_LAC",0
"BRK_LAL",0
"BRK_MEM",0
"BRK_MIA",0.25
"BRK_MIL",0
"BRK_MIN",0
"BRK_NOP",0
"BRK_NYK",0.5
"BRK_OKC",0.5
"BRK_ORL",0
"BRK_PHI",0.5
"BRK_PHO",1
"BRK_POR",0
"BRK_SAC",0.5
"BRK_SAS",0
"BRK_TOR",0
"BRK_UTA",0.5
"BRK_WAS",0
"CHI_ATL",0
"CHI_BOS",0.333
"CHI_BRK",0.667
"CHI_CHI",NA
"CHI_CHO",0.25
"CHI_CLE",0.75
"CHI_DAL",0
