"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"16",16,"2015-11-27","","PHI","W",116,114,38,73,0.521,11,20,0.55,29,37,0.784,10,49,21,5,6,22,21,13.55,1559.10263034778,40,83,0.482,16,35,0.457,18,26,0.692,8,33,24,18,5,12,24,9.53333333333333,1079.68363933139
"17",17,"2015-11-29","@","NYK","W",116,111,43,95,0.453,7,25,0.28,23,36,0.639,17,39,16,16,2,8,19,13.5125,1568.77307833837,45,78,0.577,6,18,0.333,15,17,0.882,5,43,22,5,7,21,24,11.1333333333333,1231.11856020291
"18",18,"2015-11-30","@","DET","L",105,116,35,88,0.398,11,27,0.407,24,28,0.857,16,45,19,11,7,16,27,12.9333333333333,1559.65567732721,45,85,0.529,8,23,0.348,18,37,0.486,14,46,22,8,8,11,19,11.6444444444444,1465.48306262333
"19",19,"2015-12-02","","NOP","W",108,101,36,87,0.414,8,27,0.296,28,39,0.718,9,42,20,9,7,10,23,12.9333333333333,1569.93872746376,36,88,0.409,7,25,0.28,22,25,0.88,16,56,20,5,6,23,32,13.2,1352.74328248119
"20",20,"2015-12-04","@","DAL","W",100,96,39,84,0.464,12,26,0.462,10,18,0.556,15,45,20,12,5,18,22,10.8444444444444,1576.18518897809,37,81,0.457,8,29,0.276,14,20,0.7,11,42,23,8,5,17,17,12.425,1569.59248986926
"21",21,"2015-12-05","","SAC","W",120,113,36,78,0.462,16,34,0.471,32,43,0.744,13,43,25,9,5,17,18,12.6333333333333,1586.80319417487,46,98,0.469,10,26,0.385,11,13,0.846,13,47,35,12,7,13,27,14.4875,1316.9909164398
"22",22,"2015-12-08","@","BRK","L",105,110,39,82,0.476,15,35,0.429,12,17,0.706,10,36,26,20,3,23,15,11.9888888888889,1583.47208218216,45,81,0.556,7,18,0.389,13,16,0.813,12,42,27,14,7,24,17,12.6,1307.46707766498
"23",23,"2015-12-09","@","WAS","W",109,103,40,83,0.482,12,33,0.364,17,25,0.68,6,42,23,8,4,19,23,11.9888888888889,1592.69285805233,39,89,0.438,5,25,0.2,20,24,0.833,11,47,20,8,3,18,25,12.1111111111111,1469.69129569452
"24",24,"2015-12-12","","LAL","W",126,97,47,90,0.522,15,33,0.455,17,28,0.607,15,52,32,16,7,16,15,12.24,1619.90228117215,35,88,0.398,10,32,0.313,17,20,0.85,11,40,21,11,4,19,23,9.56666666666667,1052.69705909209
"25",25,"2015-12-14","@","DEN","L",108,114,41,87,0.471,18,40,0.45,8,11,0.727,5,26,26,14,1,11,22,11.63,1616.7131515948,42,82,0.512,8,25,0.32,22,25,0.88,15,52,26,8,5,18,15,12.7875,1303.31748170335
"26",26,"2015-12-15","@","SAC","L",97,107,34,82,0.415,12,39,0.308,17,23,0.739,7,36,22,17,3,21,28,12.5333333333333,1612.05419390009,38,75,0.507,11,24,0.458,20,29,0.69,9,47,25,13,3,28,19,15.6875,1324.32664861453
"27",27,"2015-12-17","@","LAL","W",107,87,34,88,0.386,12,31,0.387,27,42,0.643,23,54,22,9,8,13,17,12.7111111111111,1633.87268507674,36,84,0.429,5,24,0.208,10,18,0.556,13,46,22,5,5,14,27,10.3222222222222,1038.63112127115
"28",28,"2015-12-19","","LAC","W",107,97,34,76,0.447,8,25,0.32,31,49,0.633,13,55,22,7,7,15,29,12.08,1642.31232042657,34,86,0.395,11,38,0.289,18,29,0.621,7,38,21,10,6,12,36,14.5125,1744.17507025634
"29",29,"2015-12-21","","CHO","W",102,95,33,71,0.465,7,28,0.25,29,41,0.707,9,49,18,3,4,19,33,12.08,1650.55058866782,29,83,0.349,12,41,0.293,25,31,0.806,9,35,20,8,3,11,27,12.1555555555556,1450.30427208294
"30",30,"2015-12-23","@","ORL","L",101,104,41,83,0.494,7,29,0.241,12,17,0.706,9,36,19,5,6,11,18,12.9333333333333,1647.90371422283,44,84,0.524,7,16,0.438,9,13,0.692,11,42,26,5,3,12,15,13.2666666666667,1370.59009303422
"31",31,"2015-12-25","","SAS","W",88,84,32,74,0.432,7,15,0.467,17,26,0.654,8,42,23,8,2,17,17,12.6333333333333,1649.39305515126,36,88,0.409,5,20,0.25,7,8,0.875,14,47,24,11,4,15,20,14.9333333333333,2110.75853976089
"32",32,"2015-12-26","@","NOP","L",108,110,38,84,0.452,15,33,0.455,17,20,0.85,10,35,21,8,3,10,20,12.7777777777778,1647.43690930401,38,75,0.507,13,24,0.542,21,26,0.808,8,40,25,5,8,15,17,13.9142857142857,1326.65623262565
"33",33,"2015-12-29","","ATL","L",115,121,39,72,0.542,11,20,0.55,26,39,0.667,7,46,23,6,4,19,21,13.15,1639.40864494581,43,99,0.434,14,41,0.341,21,25,0.84,17,45,27,10,7,12,24,12.3,1674.15517870648
"34",34,"2015-12-31","","GSW","L",110,114,36,78,0.462,12,30,0.4,26,29,0.897,4,33,21,13,5,15,22,12.9333333333333,1631.0406196554,43,84,0.512,11,23,0.478,17,27,0.63,12,43,35,8,5,18,20,11.5625,2219.39191542109
"35",35,"2016-01-02","@","SAS","L",103,121,37,74,0.5,9,22,0.409,20,33,0.606,8,37,26,7,4,15,20,12.6333333333333,1611.70849782079,45,86,0.523,13,24,0.542,18,19,0.947,8,39,31,9,2,11,22,14.9333333333333,2181.55081398474
"36",36,"2016-01-04","@","UTA","W",93,91,33,68,0.485,11,26,0.423,16,21,0.762,6,34,17,8,2,16,16,12.3555555555556,1617.00574915053,30,75,0.4,12,29,0.414,19,25,0.76,15,44,17,9,4,15,20,7.91,1557.82963679681
"37",37,"2016-01-07","","UTA","W",103,94,39,75,0.52,7,23,0.304,18,26,0.692,11,41,15,11,3,16,16,10.9666666666667,1627.48122585176,38,78,0.487,7,28,0.25,11,17,0.647,10,35,25,9,5,19,17,9.53,1523.90811301787
"38",38,"2016-01-10","","IND","W",107,103,39,89,0.438,14,38,0.368,15,23,0.652,10,49,24,11,3,22,21,12.7555555555556,1634.0370612741,43,90,0.478,9,31,0.29,8,10,0.8,5,39,33,12,5,18,21,11.9,1643.58136147622
"39",39,"2016-01-12","@","MEM","W",107,91,33,77,0.429,18,35,0.514,23,27,0.852,18,42,21,10,4,14,19,12.7555555555556,1651.19092599288,33,72,0.458,7,18,0.389,18,24,0.75,13,31,22,9,3,17,24,12.0125,1493.69405742599
"40",40,"2016-01-13","","MIN","W",107,104,37,75,0.493,7,30,0.233,26,38,0.684,8,39,19,11,3,16,19,12.1777777777778,1658.20040334938,36,78,0.462,8,17,0.471,24,30,0.8,14,43,25,11,1,20,27,11.54,1071.31975592388
"41",41,"2016-01-15","","CLE","L",77,91,26,74,0.351,6,25,0.24,19,29,0.655,10,40,15,10,6,18,20,12.7555555555556,1640.55928097251,34,87,0.391,8,35,0.229,15,23,0.652,17,49,19,10,6,14,24,13.3888888888889,1983.56245382538
"42",42,"2016-01-17","@","LAL","W",112,95,44,91,0.484,6,21,0.286,18,24,0.75,11,51,21,10,5,13,19,11.4,1658.46772200647,37,82,0.451,6,19,0.316,15,19,0.789,3,36,25,8,7,14,16,10.4555555555556,851.775996794786
"43",43,"2016-01-18","@","LAC","L",132,140,44,88,0.5,11,32,0.344,33,52,0.635,16,52,31,8,5,14,28,12.17,1647.19095785171,47,91,0.516,22,37,0.595,24,33,0.727,9,41,28,10,6,12,30,11.8444444444444,1889.46829821595
"44",44,"2016-01-20","","DET","L",114,123,43,95,0.453,12,24,0.5,16,18,0.889,11,48,21,7,3,13,41,11.1375,1640.01769125628,38,80,0.475,12,30,0.4,35,59,0.593,14,52,23,8,7,10,17,11.8333333333333,1533.58936655342
"45",45,"2016-01-22","","MIL","W",102,98,38,94,0.404,15,44,0.341,11,16,0.688,15,42,27,10,10,11,21,11.0888888888889,1648.22466712193,39,85,0.459,3,14,0.214,17,22,0.773,14,48,30,7,10,15,17,13.95,1219.25106113793
"46",46,"2016-01-24","","DAL","W",115,104,43,89,0.483,15,44,0.341,14,21,0.667,9,40,27,9,7,7,21,11.5444444444444,1659.69217771941,36,79,0.456,15,30,0.5,17,22,0.773,8,36,17,4,4,14,20,11.2777777777778,1574.8524279444
"47",47,"2016-01-25","@","NOP","W",112,111,38,80,0.475,19,40,0.475,17,21,0.81,7,38,22,7,5,13,20,11.8444444444444,1665.25991536242,42,91,0.462,13,29,0.448,14,25,0.56,16,50,23,8,4,12,16,13.3428571428571,1315.95179039687
"48",48,"2016-01-27","@","SAS","L",99,130,28,73,0.384,8,30,0.267,35,52,0.673,12,40,14,7,11,15,22,12.0363636363636,1637.88099184616,50,90,0.556,12,23,0.522,18,21,0.857,12,49,34,7,3,13,28,12.7727272727273,2339.09446646831
"49",49,"2016-01-29","@","OKC","L",108,116,36,95,0.379,9,39,0.231,27,43,0.628,11,40,23,14,7,10,21,13.2333333333333,1626.08447321416,41,86,0.477,8,19,0.421,26,30,0.867,11,57,23,6,7,18,29,14.0111111111111,2026.55834192749
"50",50,"2016-01-30","","WAS","L",122,123,41,86,0.477,17,35,0.486,23,33,0.697,10,37,24,8,3,10,23,12.8,1623.88992758725,45,86,0.523,11,32,0.344,22,30,0.733,7,45,30,6,5,12,25,12.12,1413.19397283214
"51",51,"2016-02-02","","MIA","W",115,102,44,84,0.524,16,35,0.457,11,16,0.688,3,34,30,9,6,11,19,11.1666666666667,1637.49031282413,38,85,0.447,6,17,0.353,20,27,0.741,13,51,26,5,3,17,18,12.075,1506.04459041191
"52",52,"2016-02-04","@","PHO","W",111,105,37,86,0.43,15,42,0.357,22,32,0.688,18,49,24,16,5,16,23,12.8,1648.07260511905,32,83,0.386,11,29,0.379,30,32,0.938,18,54,22,9,1,24,26,9.27777777777778,1178.90225744367
"53",53,"2016-02-06","","POR","L",79,96,25,77,0.325,7,36,0.194,22,30,0.733,12,43,13,13,4,23,21,12.4,1636.58289225499,35,87,0.402,11,35,0.314,15,23,0.652,20,54,21,15,6,21,21,12.4111111111111,1560.44685807578
"54",54,"2016-02-09","@","GSW","L",110,123,37,87,0.425,13,33,0.394,23,35,0.657,13,43,24,8,4,12,22,13.4,1622.67865453585,44,94,0.468,12,34,0.353,23,26,0.885,14,49,28,5,6,12,26,14.7777777777778,2485.71169268408
"55",55,"2016-02-10","@","POR","L",103,116,37,77,0.481,11,34,0.324,18,34,0.529,8,40,23,6,3,20,22,13.2,1610.88303054101,41,89,0.461,8,28,0.286,26,34,0.765,16,49,21,11,2,13,27,12.7333333333333,1579.62616038089
"56",56,"2016-02-19","@","PHO","W",116,100,37,78,0.474,7,24,0.292,35,56,0.625,13,51,20,16,4,20,32,11.0909090909091,1630.03475322538,30,82,0.366,11,35,0.314,29,35,0.829,9,40,23,7,6,20,33,7.92222222222222,1121.22818463925
"57",57,"2016-02-23","@","UTA","L",114,117,36,87,0.414,11,34,0.324,31,41,0.756,11,35,17,15,4,14,28,12.44,1624.64945987029,38,74,0.514,10,24,0.417,31,38,0.816,8,41,22,11,4,21,29,11.7222222222222,1654.58452426507
"58",58,"2016-02-25","@","POR","W",119,105,44,82,0.537,10,29,0.345,21,35,0.6,12,46,26,14,5,16,25,12.6625,1638.20715152234,37,80,0.463,13,35,0.371,18,22,0.818,11,40,22,4,3,21,30,12.03,1584.42508744169
"59",59,"2016-02-27","","SAS","L",94,104,35,84,0.417,8,25,0.32,16,22,0.727,9,39,19,5,4,14,27,13.8428571428571,1625.77282152951,37,76,0.487,8,19,0.421,22,28,0.786,7,43,24,4,4,13,21,14.6,2468.44205947065
"60",60,"2016-02-29","@","MIL","L",121,128,41,87,0.471,15,36,0.417,24,35,0.686,16,41,30,12,1,16,24,12.4555555555556,1623.98282403141,48,81,0.593,8,15,0.533,24,33,0.727,10,42,30,12,4,17,24,13.5625,1137.35458937654
"61",61,"2016-03-02","","NOP","W",100,95,36,81,0.444,3,35,0.086,25,38,0.658,8,51,20,15,9,21,14,12.7,1633.11238609952,36,90,0.4,14,37,0.378,9,13,0.692,6,43,24,10,3,22,28,11.9571428571429,1267.02019417946
"62",62,"2016-03-05","@","CHI","L",100,108,35,87,0.402,9,35,0.257,21,30,0.7,11,40,22,17,3,18,27,11.87,1629.08745038306,36,79,0.456,9,21,0.429,27,34,0.794,12,53,28,8,4,25,21,13.4625,1732.18534320347
"63",63,"2016-03-06","@","TOR","W",113,107,38,78,0.487,13,29,0.448,24,37,0.649,8,37,27,9,4,10,21,12.95,1632.88049416133,37,77,0.481,12,33,0.364,21,27,0.778,7,42,27,8,6,15,24,13.4777777777778,1868.88387490495
"64",64,"2016-03-09","@","PHI","W",118,104,38,86,0.442,11,33,0.333,31,41,0.756,17,45,22,14,5,13,24,12.5,1646.54672484977,35,86,0.407,12,33,0.364,22,32,0.688,16,42,23,8,5,18,28,11.2125,520.601908478894
"65",65,"2016-03-11","@","BOS","W",102,98,40,88,0.455,5,26,0.192,17,25,0.68,15,50,19,8,3,17,21,11.88,1649.90948070769,34,91,0.374,8,31,0.258,22,28,0.786,14,45,24,14,3,14,17,11.47,1864.22425337394
"66",66,"2016-03-12","@","CHO","L",109,125,43,93,0.462,5,26,0.192,18,28,0.643,14,40,21,8,5,9,20,11.72,1633.99153935241,48,88,0.545,15,31,0.484,14,16,0.875,10,44,28,6,5,11,25,12.7666666666667,1317.18049553612
"67",67,"2016-03-14","","MEM","W",130,81,46,85,0.541,16,33,0.485,22,34,0.647,8,53,29,13,14,13,22,10.4416666666667,1663.94033161055,30,101,0.297,4,17,0.235,17,28,0.607,28,58,14,7,0,19,25,7.25555555555556,1590.72865421596
"68",68,"2016-03-16","","LAC","L",106,122,40,82,0.488,9,25,0.36,17,24,0.708,13,39,23,5,3,15,25,12.925,1644.58215594708,43,76,0.566,12,30,0.4,24,32,0.75,7,33,31,9,7,10,20,12.5111111111111,2017.41259901388
"69",69,"2016-03-18","","MIN","W",116,111,48,85,0.565,11,29,0.379,9,14,0.643,13,42,31,9,7,17,19,13.7125,1652.80379112664,43,85,0.506,6,16,0.375,19,24,0.792,11,35,30,14,4,12,14,13.3125,872.49099729596
"70",70,"2016-03-19","@","ATL","L",97,109,33,84,0.393,5,23,0.217,26,31,0.839,15,51,15,11,3,17,17,13.125,1638.00885641126,44,88,0.5,14,38,0.368,7,12,0.583,9,40,32,12,6,16,20,11.66,1932.65543052533
"71",71,"2016-03-22","@","OKC","L",107,111,40,92,0.435,13,37,0.351,14,17,0.824,13,47,26,9,3,15,27,13.125,1629.92504994947,41,91,0.451,8,35,0.229,21,29,0.724,13,46,22,10,7,13,17,14.3333333333333,2150.07325213994
"72",72,"2016-03-23","","UTA","L",87,89,33,74,0.446,9,23,0.391,12,22,0.545,4,32,22,13,9,14,21,12.9333333333333,1624.72402557362,31,77,0.403,11,29,0.379,16,20,0.8,13,48,22,8,5,22,19,12.2,1673.21936681637
"73",73,"2016-03-25","","TOR","W",112,109,42,81,0.519,12,22,0.545,16,35,0.457,13,48,25,3,11,16,23,12.9333333333333,1627.07992633645,39,94,0.415,13,31,0.419,18,26,0.692,15,45,23,9,5,10,24,13.2875,1936.40589124951
"74",74,"2016-03-27","@","IND","L",101,104,38,85,0.447,7,33,0.212,18,27,0.667,11,44,17,7,3,14,18,12.6111111111111,1621.86170377991,41,87,0.471,9,26,0.346,13,20,0.65,15,50,25,9,6,13,23,11.64,1636.07994492634
"75",75,"2016-03-29","@","CLE","W",106,100,38,79,0.481,9,25,0.36,21,42,0.5,14,55,23,7,5,14,24,13.4375,1622.63233359711,31,86,0.36,14,40,0.35,24,28,0.857,10,38,21,5,5,11,31,11.4875,2263.0162811608
"76",76,"2016-03-31","","CHI","L",100,103,36,90,0.4,9,25,0.36,19,22,0.864,13,45,19,5,6,9,19,12.9333333333333,1620.50755577561,37,77,0.481,11,24,0.458,18,22,0.818,5,42,28,5,4,15,20,11.31,1837.6201709956
"77",77,"2016-04-03","","OKC","W",118,110,41,102,0.402,13,42,0.31,23,26,0.885,22,45,24,11,5,9,24,12.5875,1621.86182198981,38,82,0.463,7,27,0.259,27,32,0.844,15,50,21,5,5,19,21,14.1555555555556,2201.13427679612
"78",78,"2016-04-06","@","DAL","L",86,88,34,78,0.436,6,20,0.3,12,18,0.667,12,41,19,6,4,15,17,12.5333333333333,1617.08621449955,33,80,0.413,10,33,0.303,12,14,0.857,13,40,19,9,4,12,20,10.6666666666667,1582.86651366785
"79",79,"2016-04-07","","PHO","L",115,124,42,74,0.568,14,33,0.424,17,28,0.607,5,26,26,13,12,18,24,13.3777777777778,1616.36082948127,44,94,0.468,12,31,0.387,24,29,0.828,20,47,31,11,2,19,24,9.63333333333333,901.127077896474
"80",80,"2016-04-10","","LAL","W",130,110,50,98,0.51,17,41,0.415,13,18,0.722,16,48,30,11,5,13,15,13.45,1632.7943716641,41,83,0.494,12,28,0.429,16,19,0.842,7,40,25,10,3,18,15,10.3625,461.580250464141
"81",81,"2016-04-11","@","MIN","W",129,105,48,86,0.558,15,30,0.5,18,26,0.692,8,43,28,12,5,17,23,12.7,1655.21595712382,38,83,0.458,5,21,0.238,24,33,0.727,10,40,25,12,3,13,20,12.6888888888889,803.81248056635
"82",82,"2016-04-13","","SAC","W",116,81,47,97,0.485,10,35,0.286,12,19,0.632,14,55,33,11,7,14,15,11.7727272727273,1686.50453541851,32,96,0.333,11,37,0.297,6,13,0.462,15,49,21,11,4,17,17,10.6571428571429,1120.15340761397
