"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"1",1,"2015-10-28","@","OKC","L",106,112,45,93,0.484,5,15,0.333,11,13,0.846,7,36,22,11,9,13,18,14.17,1660.40543462771,42,86,0.488,7,19,0.368,21,22,0.955,11,45,21,7,4,19,19,14.4555555555556,1570.23849037229
"2",2,"2015-10-30","","BRK","W",102,75,40,86,0.465,9,22,0.409,13,13,1,12,56,23,7,4,18,16,13.2181818181818,1685.28923005444,31,77,0.403,5,16,0.313,8,15,0.533,2,32,17,6,6,15,17,11.65,1432.35142882929
"3",3,"2015-11-01","@","BOS","W",95,87,36,83,0.434,5,19,0.263,18,25,0.72,10,51,22,10,6,18,16,15.4875,1696.7779777765,35,98,0.357,6,29,0.207,11,14,0.786,16,45,21,10,5,16,23,12.84,1516.16036292218
"4",4,"2015-11-02","@","NYK","W",94,84,39,79,0.494,4,13,0.308,12,17,0.706,8,45,21,6,7,13,12,15.4875,1711.09036133163,32,89,0.36,4,13,0.308,16,21,0.762,17,49,17,8,3,10,18,11.84,1306.67891276756
"5",5,"2015-11-04","@","WAS","L",99,102,37,81,0.457,7,22,0.318,18,20,0.9,9,49,21,5,3,20,21,14.9333333333333,1707.14584530461,42,87,0.483,8,23,0.348,10,14,0.714,4,33,27,11,3,10,19,13.0555555555556,1548.96951643617
"6",6,"2015-11-07","","CHO","W",114,94,45,81,0.556,9,21,0.429,15,23,0.652,6,42,35,11,3,12,26,14.17,1725.74539105513,34,73,0.466,6,19,0.316,20,31,0.645,6,33,15,7,0,15,18,12.7666666666667,1419.98716326043
"7",7,"2015-11-09","@","SAC","W",106,88,46,87,0.529,6,23,0.261,8,11,0.727,8,46,34,11,7,16,19,13.81,1746.73660491199,34,84,0.405,7,19,0.368,13,19,0.684,11,42,25,10,5,19,14,14.1,1359.8046174633
"8",8,"2015-11-11","@","POR","W",113,101,46,82,0.561,7,15,0.467,14,18,0.778,8,42,27,4,4,11,21,13.81,1761.86760714919,39,88,0.443,9,22,0.409,14,23,0.609,10,36,26,6,3,9,15,12.7333333333333,1541.76375887739
"9",9,"2015-11-14","","PHI","W",92,83,33,85,0.388,5,16,0.313,21,25,0.84,12,54,23,10,7,13,9,11.47,1774.06425964197,33,82,0.402,8,22,0.364,9,11,0.818,6,41,15,7,3,15,21,9.31,1174.84727862466
"10",10,"2015-11-16","","POR","W",93,80,38,89,0.427,7,23,0.304,10,13,0.769,12,47,29,9,10,6,13,15.4875,1789.52528774378,31,75,0.413,7,19,0.368,11,13,0.846,4,39,15,4,3,12,18,11.7222222222222,1510.50304055525
"11",11,"2015-11-18","","DEN","W",109,98,42,86,0.488,9,18,0.5,16,20,0.8,10,50,33,5,13,10,13,14.2,1803.83209713829,38,98,0.388,5,15,0.333,17,18,0.944,17,50,25,7,5,6,17,11.9,1398.19979363904
