"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"13",13,"2015-11-22","@","BRK","L",101,111,35,82,0.427,14,37,0.378,17,21,0.81,10,35,19,9,2,17,28,13.3125,1579.89557435573,40,79,0.506,5,15,0.333,26,33,0.788,14,49,18,11,4,14,20,12.2111111111111,1345.46468130815
"14",14,"2015-11-24","@","ATL","L",97,121,34,82,0.415,9,21,0.429,20,26,0.769,10,33,23,14,2,16,19,12.03,1561.48977033121,45,80,0.563,12,24,0.5,19,22,0.864,6,43,33,8,7,20,25,10.33,1630.74339547449
"15",15,"2015-11-25","","PHI","W",84,80,31,91,0.341,9,29,0.31,13,18,0.722,11,54,18,7,6,16,12,14.3,1569.63675357716,31,83,0.373,7,27,0.259,11,15,0.733,7,50,12,11,14,18,21,11.1875,1085.90852807838
"16",16,"2015-11-27","","WAS","W",111,78,42,97,0.433,12,33,0.364,15,19,0.789,19,58,28,11,7,15,15,11.99,1594.12074653279,27,84,0.321,5,18,0.278,19,22,0.864,13,46,16,7,4,22,19,10.9545454545455,1481.47708546346
"17",17,"2015-11-29","@","ORL","L",91,110,36,88,0.409,5,27,0.185,14,20,0.7,9,34,28,7,6,11,16,11.99,1585.60973987562,45,93,0.484,9,25,0.36,11,16,0.688,17,54,24,6,7,13,20,13.4333333333333,1355.77356888916
"18",18,"2015-11-30","@","MIA","W",105,95,38,80,0.475,8,20,0.4,21,25,0.84,12,40,23,15,3,15,21,14.3571428571429,1596.79253286298,36,75,0.48,5,17,0.294,18,24,0.75,11,38,21,9,6,18,19,13.3875,1535.71104098528
"19",19,"2015-12-03","@","SAC","W",114,97,40,84,0.476,14,33,0.424,20,24,0.833,6,40,34,14,5,16,32,12.42,1616.5208453173,29,77,0.377,7,21,0.333,32,41,0.78,9,46,21,8,4,19,20,16.0333333333333,1327.60892163658
"20",20,"2015-12-05","@","SAS","L",105,108,39,86,0.453,12,29,0.414,15,22,0.682,11,39,22,9,3,14,22,12.1111111111111,1609.32375095815,44,83,0.53,5,17,0.294,15,22,0.682,11,47,26,3,3,14,22,14.9333333333333,1926.60887647788
"21",21,"2015-12-07","@","NOP","W",111,93,40,81,0.494,12,28,0.429,19,24,0.792,10,46,24,8,8,17,18,12.9375,1629.88198241373,37,90,0.411,4,13,0.308,15,18,0.833,13,44,21,8,6,14,17,12.69,1334.22276934177
"22",22,"2015-12-09","","CHI","W",105,100,38,92,0.413,5,23,0.217,24,28,0.857,13,45,22,10,4,12,22,12.7555555555556,1638.4766308604,39,91,0.429,6,21,0.286,16,23,0.696,15,50,22,7,5,16,18,12.8222222222222,1671.37948889298
"23",23,"2015-12-11","","GSW","L",119,124,49,114,0.43,12,33,0.364,9,16,0.563,11,51,32,7,9,15,30,12.7555555555556,1628.92410740383,42,107,0.393,9,31,0.29,31,39,0.795,17,67,28,10,11,18,22,12.7111111111111,2133.90214695544
"24",24,"2015-12-12","@","CHO","W",98,93,40,96,0.417,9,25,0.36,9,10,0.9,3,42,26,5,5,5,13,12.7555555555556,1634.95896843077,36,88,0.409,11,35,0.314,10,10,1,7,52,17,1,5,11,12,12.1555555555556,1435.05057192988
"25",25,"2015-12-15","","CLE","L",77,89,28,87,0.322,9,32,0.281,12,14,0.857,12,41,18,6,6,10,11,12.12,1619.86386552212,36,78,0.462,8,23,0.348,9,10,0.9,6,46,17,5,7,14,17,13.1888888888889,1836.76987956562
"26",26,"2015-12-16","@","DET","L",116,119,43,89,0.483,10,25,0.4,20,24,0.833,10,44,17,4,2,18,35,13.3125,1615.27589396858,38,78,0.487,11,21,0.524,32,43,0.744,7,36,13,5,4,11,22,11.6444444444444,1508.8907222435
"27",27,"2015-12-18","","ATL","L",101,109,34,77,0.442,10,23,0.435,23,31,0.742,6,43,19,5,2,21,25,12.03,1606.18699492351,41,88,0.466,4,20,0.2,23,29,0.793,9,42,23,11,4,12,28,13.6875,1624.87314871396
"28",28,"2015-12-21","","MIN","W",113,99,46,89,0.517,12,25,0.48,9,16,0.563,12,50,34,6,9,16,22,10.9777777777778,1622.89742104204,36,79,0.456,2,13,0.154,25,32,0.781,6,36,20,9,6,12,19,13.0125,1214.50090224711
"29",29,"2015-12-23","@","CHO","W",102,89,36,85,0.424,7,29,0.241,23,26,0.885,10,49,25,9,4,13,23,11.9111111111111,1633.59727145388,29,81,0.358,8,28,0.286,23,32,0.719,12,44,19,6,6,16,18,12.6,1450.30427208294
"30",30,"2015-12-26","@","DET","W",99,93,39,84,0.464,4,23,0.174,17,23,0.739,11,47,20,6,1,14,24,11.54,1643.04474888293,35,91,0.385,6,25,0.24,17,25,0.68,18,51,16,11,2,15,24,11.6444444444444,1499.84974354799
"31",31,"2015-12-27","","NYK","W",100,91,36,85,0.424,8,20,0.4,20,29,0.69,12,51,18,5,4,10,24,13.0111111111111,1655.62274158268,33,89,0.371,4,19,0.211,21,24,0.875,13,48,15,6,4,13,23,11.87,1181.43366995716
"32",32,"2015-12-30","","LAL","L",104,112,38,88,0.432,7,27,0.259,21,25,0.84,9,45,23,7,5,10,20,12.84,1654.95280376641,43,94,0.457,9,19,0.474,17,23,0.739,13,52,22,5,2,10,22,11,936.990958212689
"33",33,"2016-01-02","","BRK","L",97,100,34,88,0.386,7,32,0.219,22,28,0.786,16,51,17,8,4,14,24,13.0111111111111,1653.59463669158,38,93,0.409,3,18,0.167,21,22,0.955,14,50,23,5,2,14,21,12.5375,1232.76284154156
"34",34,"2016-01-04","@","BRK","W",103,94,41,92,0.446,6,21,0.286,15,19,0.789,12,48,22,10,5,7,21,11.9666666666667,1666.9723856317,32,85,0.376,6,28,0.214,24,27,0.889,16,53,16,4,6,14,18,12.5714285714286,1219.38509260144
"35",35,"2016-01-06","","DET","L",94,99,34,91,0.374,6,28,0.214,20,27,0.741,13,39,23,5,5,10,28,13.0375,1662.02742231872,33,74,0.446,10,27,0.37,23,36,0.639,11,47,18,4,5,18,27,11.8333333333333,1535.3018332595
"36",36,"2016-01-07","@","CHI","L",92,101,35,98,0.357,5,25,0.2,17,22,0.773,15,51,17,11,3,11,19,13.9857142857143,1655.18209262722,39,94,0.415,9,22,0.409,14,17,0.824,12,54,23,4,5,16,18,12.3666666666667,1636.62645460111
"37",37,"2016-01-10","@","MEM","L",98,101,37,88,0.42,7,22,0.318,17,23,0.739,11,39,22,17,4,16,28,13.5555555555556,1651.01744966202,31,84,0.369,4,16,0.25,35,40,0.875,21,58,12,8,9,21,23,12.2625,1510.84792214478
"38",38,"2016-01-12","@","NYK","L",114,120,42,86,0.488,9,29,0.31,21,26,0.808,7,42,25,5,4,9,20,13.0111111111111,1649.29004492741,43,81,0.531,7,20,0.35,27,30,0.9,6,39,24,5,5,11,17,12.9666666666667,1174.95695597054
"39",39,"2016-01-13","","IND","W",103,94,40,90,0.444,9,26,0.346,14,20,0.7,14,49,24,7,2,19,18,13.0111111111111,1659.55427715318,37,91,0.407,5,30,0.167,15,20,0.75,13,48,18,12,3,17,20,11.53,1653.71824142213
"40",40,"2016-01-15","","PHO","W",117,103,42,96,0.438,14,30,0.467,19,29,0.655,17,56,30,12,5,12,19,13.0111111111111,1676.24303051396,35,89,0.393,10,27,0.37,23,28,0.821,9,45,24,9,5,14,22,10.54,1292.87054844115
"41",41,"2016-01-16","@","WAS","W",119,117,39,88,0.443,9,29,0.31,32,36,0.889,17,47,27,7,3,16,25,13.0111111111111,1682.63202398026,40,89,0.449,6,22,0.273,31,36,0.861,14,42,25,13,5,13,27,11.6625,1455.49978234752
"42",42,"2016-01-18","@","DAL","L",113,118,40,94,0.426,12,30,0.4,21,26,0.808,13,49,24,9,3,12,30,13.0111111111111,1676.75342072743,40,93,0.43,16,34,0.471,22,24,0.917,11,51,23,4,2,14,21,12.1888888888889,1579.25105059025
"43",43,"2016-01-20","@","TOR","L",109,115,43,85,0.506,12,26,0.462,11,15,0.733,8,33,30,8,1,14,19,13.0111111111111,1669.33757398066,46,83,0.554,11,29,0.379,12,17,0.706,9,37,23,7,5,13,15,13.4777777777778,1701.11896960381
"44",44,"2016-01-22","","CHI","W",110,101,43,96,0.448,8,23,0.348,16,21,0.762,16,46,26,14,6,12,22,12.2666666666667,1681.41301690736,38,89,0.427,3,13,0.231,22,26,0.846,15,50,11,7,4,20,19,12.6222222222222,1629.41462808016
"45",45,"2016-01-24","@","PHI","W",112,92,43,97,0.443,11,25,0.44,15,19,0.789,15,51,29,14,2,16,17,13.0111111111111,1700.20888176607,35,89,0.393,8,26,0.308,14,20,0.7,13,47,17,12,6,23,20,11.32,744.919995409157
"46",46,"2016-01-25","@","WAS","W",116,91,44,90,0.489,9,22,0.409,19,23,0.826,7,43,31,12,1,10,23,13.0111111111111,1725.9353618118,32,75,0.427,7,24,0.292,20,30,0.667,5,39,24,5,3,20,19,12.9125,1433.12225116501
"47",47,"2016-01-27","","DEN","W",111,103,41,96,0.427,9,28,0.321,20,24,0.833,14,48,29,15,5,11,24,13.0111111111111,1737.47159147246,36,84,0.429,7,21,0.333,24,32,0.75,14,53,23,4,6,20,22,11.38,1187.00727868389
"48",48,"2016-01-29","","ORL","W",113,94,43,86,0.5,10,24,0.417,17,21,0.81,8,46,28,8,6,12,20,13.0111111111111,1757.77343350699,32,79,0.405,7,20,0.35,23,29,0.793,9,41,17,9,4,16,18,12.7888888888889,1234.30021893152
"49",49,"2016-01-31","@","ORL","L",114,119,39,93,0.419,16,46,0.348,20,25,0.8,13,41,17,9,2,10,22,13.0111111111111,1756.45851104193,44,82,0.537,10,24,0.417,21,35,0.6,12,50,27,7,6,15,24,13.9625,1235.61514139658
"50",50,"2016-02-02","@","NYK","W",97,89,40,90,0.444,3,19,0.158,14,17,0.824,12,45,20,9,2,10,24,13.0111111111111,1768.09828249833,31,82,0.378,6,20,0.3,21,28,0.75,16,50,13,3,4,16,16,12.525,1088.30290263713
"51",51,"2016-02-03","","DET","W",102,95,42,96,0.438,7,21,0.333,11,13,0.846,6,49,28,8,7,10,24,12.35,1778.6496241832,32,85,0.376,11,34,0.324,20,28,0.714,9,48,18,3,5,16,18,10.97,1521.20484486128
"52",52,"2016-02-05","@","CLE","W",104,103,38,88,0.432,7,20,0.35,21,25,0.84,11,49,21,6,5,15,27,12.35,1780.57355967398,37,87,0.425,8,30,0.267,21,35,0.6,15,47,21,8,6,14,25,13.925,2028.56324594382
"53",53,"2016-02-07","","SAC","W",128,119,51,91,0.56,13,24,0.542,13,15,0.867,12,49,34,9,5,24,19,12.35,1792.98153258129,47,95,0.495,10,26,0.385,15,19,0.789,7,32,32,15,5,14,18,13.55,1253.15799971687
"54",54,"2016-02-09","@","MIL","L",111,112,39,84,0.464,10,29,0.345,23,24,0.958,13,44,28,11,2,18,23,12.35,1792.50108938556,45,88,0.511,7,19,0.368,15,23,0.652,11,38,25,5,6,14,20,13.6777777777778,1150.59793436539
"55",55,"2016-02-10","","LAC","W",139,134,47,95,0.495,13,33,0.394,32,37,0.865,8,43,34,5,2,10,33,13.0111111111111,1797.17451056194,44,85,0.518,12,30,0.4,34,50,0.68,9,44,25,7,9,14,29,13.3,1972.86176309223
"56",56,"2016-02-19","@","UTA","L",93,111,30,81,0.37,7,25,0.28,26,36,0.722,8,34,18,8,3,7,31,12.5111111111111,1785.99568164866,37,68,0.544,10,23,0.435,27,44,0.614,8,51,22,4,8,15,26,11.1777777777778,1655.00285011448
"57",57,"2016-02-21","@","DEN","W",121,101,47,97,0.485,10,32,0.313,17,20,0.85,15,48,32,11,2,17,25,12.5111111111111,1807.42006415934,34,73,0.466,6,21,0.286,27,34,0.794,6,36,19,11,5,24,26,12.7666666666667,1160.41322079722
"58",58,"2016-02-22","@","MIN","L",122,124,49,101,0.485,10,28,0.357,14,17,0.824,10,38,33,13,2,11,27,12.5111111111111,1807.11831535854,43,83,0.518,8,15,0.533,30,40,0.75,15,51,24,5,6,17,17,12.4555555555556,960.563644477996
"59",59,"2016-02-25","","MIL","W",112,107,41,84,0.488,5,23,0.217,25,33,0.758,9,42,21,9,3,16,21,13.275,1815.71828181612,42,87,0.483,4,15,0.267,19,25,0.76,7,35,26,9,7,14,27,14.0375,1150.74831968039
"60",60,"2016-02-27","","MIA","W",101,89,39,96,0.406,5,16,0.313,18,22,0.818,12,48,26,12,6,11,19,12.5111111111111,1830.73074681161,36,87,0.414,1,13,0.077,16,23,0.696,14,54,19,7,12,18,19,11.9444444444444,1488.55288367991
"61",61,"2016-02-29","","UTA","W",100,95,37,84,0.44,6,18,0.333,20,29,0.69,11,47,27,6,13,9,18,12.5111111111111,1839.32290696315,38,101,0.376,7,24,0.292,12,17,0.706,15,52,23,6,4,9,21,10.9444444444444,1626.99630200119
"62",62,"2016-03-02","","POR","W",116,93,43,107,0.402,7,26,0.269,23,24,0.958,19,57,20,9,8,5,16,12.5111111111111,1861.67476646012,34,84,0.405,11,29,0.379,14,20,0.7,12,48,15,4,7,14,21,12.03,1603.42672842463
"63",63,"2016-03-04","","NYK","W",105,104,41,90,0.456,4,20,0.2,19,25,0.76,13,51,20,8,2,8,14,12.5111111111111,1866.18861532915,42,92,0.457,9,23,0.391,11,14,0.786,10,45,22,4,3,10,18,13.0428571428571,983.062320085534
"64",64,"2016-03-05","@","CLE","L",103,120,37,80,0.463,10,23,0.435,19,27,0.704,10,37,17,8,1,14,22,12.5111111111111,1847.46791874116,42,82,0.512,10,30,0.333,26,34,0.765,15,47,27,8,4,15,21,14.3875,2163.69100855297
"65",65,"2016-03-09","","MEM","W",116,96,41,87,0.471,15,32,0.469,19,24,0.792,7,38,26,9,7,13,27,12.5111111111111,1867.58700923185,32,84,0.381,7,26,0.269,25,31,0.806,16,48,20,8,7,19,22,8.55555555555556,1624.15796987227
"66",66,"2016-03-11","","HOU","L",98,102,34,91,0.374,8,31,0.258,22,28,0.786,14,45,24,14,3,14,17,11.47,1864.22425337394,40,88,0.455,5,26,0.192,17,25,0.68,15,50,19,8,3,17,21,11.88,1649.90948070769
"67",67,"2016-03-15","@","IND","L",98,103,36,94,0.383,8,31,0.258,18,22,0.818,17,50,23,6,3,13,21,11.0333333333333,1860.37070472104,39,84,0.464,5,12,0.417,20,28,0.714,11,45,18,9,7,13,18,12.4444444444444,1626.02503648731
"68",68,"2016-03-16","","OKC","L",109,130,40,93,0.43,5,19,0.263,24,27,0.889,16,42,17,4,4,11,22,9.97272727272727,1837.65195075869,47,96,0.49,12,29,0.414,24,30,0.8,16,53,23,7,5,10,24,13.27,2122.3594929753
"69",69,"2016-03-18","@","TOR","L",91,105,36,82,0.439,9,21,0.429,10,12,0.833,7,37,18,8,3,15,18,10.63,1823.67760790981,37,77,0.481,13,28,0.464,18,25,0.72,7,40,18,10,8,12,19,11.3444444444444,1940.67384644519
"70",70,"2016-03-20","@","PHI","W",120,105,46,94,0.489,10,25,0.4,18,21,0.857,14,53,28,8,3,13,24,11.5333333333333,1836.60036560213,39,92,0.424,8,21,0.381,19,27,0.704,12,40,28,5,7,11,19,9.76,457.227610755517
"71",71,"2016-03-21","","ORL","W",107,96,40,85,0.471,7,22,0.318,20,24,0.833,9,46,22,8,6,14,16,11.5333333333333,1849.75051814123,39,93,0.419,5,19,0.263,13,19,0.684,14,45,15,9,7,11,20,10.74,1114.90944939971
"72",72,"2016-03-23","","TOR","W",91,79,35,80,0.438,8,20,0.4,13,21,0.619,7,48,24,5,5,8,18,11.5333333333333,1859.7495829386,31,89,0.348,6,22,0.273,11,20,0.55,15,52,13,3,7,11,15,10.4111111111111,1938.76179201235
"73",73,"2016-03-26","@","PHO","W",102,99,35,84,0.417,8,29,0.276,24,27,0.889,17,49,14,7,3,19,23,11.5333333333333,1866.23114257019,37,85,0.435,7,31,0.226,18,21,0.857,12,44,19,7,3,20,24,9.23333333333333,959.402365355352
"74",74,"2016-03-28","@","LAC","L",90,114,31,89,0.348,7,19,0.368,21,27,0.778,18,49,14,7,4,16,17,11.02,1844.35425929819,44,84,0.524,11,25,0.44,15,18,0.833,9,45,29,13,5,14,23,11.77,2040.14262063336
"75",75,"2016-03-31","@","POR","L",109,116,37,88,0.42,9,24,0.375,26,34,0.765,16,48,20,12,6,15,25,13.0111111111111,1839.9386625977,41,90,0.456,14,34,0.412,20,27,0.741,15,50,26,9,10,15,20,13.075,1594.72941598548
"76",76,"2016-04-01","@","GSW","W",109,106,41,87,0.471,8,23,0.348,19,30,0.633,11,44,28,10,1,14,14,11.5333333333333,1840.17759286515,38,83,0.458,20,43,0.465,10,13,0.769,8,41,25,12,7,22,24,14.0111111111111,2716.80636554665
"77",77,"2016-04-03","@","LAL","W",107,100,41,91,0.451,8,30,0.267,17,22,0.773,9,50,30,8,1,12,25,11.28,1848.36104546653,37,90,0.411,6,21,0.286,20,29,0.69,11,47,22,6,4,11,17,9.78888888888889,513.237255278347
"78",78,"2016-04-06","","NOP","W",104,97,36,87,0.414,10,34,0.294,22,27,0.815,8,41,24,10,7,9,20,11.7222222222222,1858.583091339,34,78,0.436,9,24,0.375,20,23,0.87,8,49,21,5,2,22,28,7.86666666666667,1174.86369573597
"79",79,"2016-04-08","","MIL","W",124,109,44,78,0.564,6,14,0.429,30,38,0.789,4,34,35,6,9,14,23,12.35,1874.04754219408,41,84,0.488,7,17,0.412,20,29,0.69,7,38,30,10,5,19,27,10.02,1037.46724404927
"80",80,"2016-04-09","@","ATL","L",107,118,40,90,0.444,11,28,0.393,16,24,0.667,10,40,26,10,6,15,21,13.0111111111111,1861.50832747125,46,88,0.523,17,33,0.515,9,11,0.818,5,44,31,10,10,17,22,12.1,2010.79255132836
"81",81,"2016-04-11","","CHO","L",100,114,34,89,0.382,8,24,0.333,24,29,0.828,13,46,17,6,1,12,17,11.96,1848.95877839523,41,81,0.506,14,32,0.438,18,22,0.818,7,44,23,10,7,14,20,12.2666666666667,1292.52545739719
"82",82,"2016-04-13","","MIA","W",98,88,37,86,0.43,5,14,0.357,19,22,0.864,10,39,20,7,3,7,20,13.0111111111111,1861.61404688158,38,88,0.432,2,19,0.105,10,12,0.833,14,44,14,5,10,8,21,13.0625,1642.69772958189
