"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"1",1,"2015-10-28","","CLE","L",76,106,29,82,0.354,2,16,0.125,16,22,0.727,11,40,15,8,3,16,18,12.14,1552.47635835371,41,84,0.488,13,29,0.448,11,17,0.647,12,54,29,7,2,19,25,13.45,1666.87266651294
"2",2,"2015-10-29","@","IND","W",112,103,41,82,0.5,7,16,0.438,23,29,0.793,12,42,26,12,5,14,25,8.71,1567.09556113977,37,78,0.474,12,30,0.4,17,24,0.708,10,38,23,7,4,20,22,12.3333333333333,1484.90505108782
"3",3,"2015-10-31","","BRK","W",101,91,34,80,0.425,9,23,0.391,24,28,0.857,11,42,26,6,2,9,19,12.14,1572.34276046052,38,79,0.481,3,13,0.231,12,18,0.667,8,43,21,3,3,12,22,13.08,1420.3607010739
"4",4,"2015-11-02","@","GSW","L",69,119,26,96,0.271,3,23,0.13,14,20,0.7,11,44,21,8,7,11,24,12.625,1577.34203612762,43,84,0.512,11,25,0.44,22,30,0.733,10,65,32,8,13,14,15,12.0166666666667,1838.29699525124
"5",5,"2015-11-03","@","SAC","W",103,89,40,83,0.482,3,20,0.15,20,25,0.8,12,50,23,5,7,16,31,13.45,1586.5047165799,29,74,0.392,7,20,0.35,24,40,0.6,8,35,17,8,1,13,21,12.5375,1421.43345142172
"6",6,"2015-11-05","@","POR","L",96,115,37,77,0.481,7,20,0.35,15,21,0.714,7,36,20,4,5,8,14,12.55,1601.94330702208,44,87,0.506,15,30,0.5,12,20,0.6,14,47,29,3,3,8,19,12.4888888888889,1573.53383681957
"7",7,"2015-11-07","@","UTA","L",79,89,30,91,0.33,6,19,0.316,13,14,0.929,13,44,16,8,1,14,21,12.4333333333333,1625.94642434529,31,74,0.419,12,27,0.444,15,18,0.833,9,49,18,7,10,21,20,11.9111111111111,1595.05119051059
"8",8,"2015-11-09","@","LAC","L",92,94,35,80,0.438,2,11,0.182,20,29,0.69,10,40,21,11,3,14,28,13.45,1621.87754982524,28,68,0.412,5,19,0.263,33,37,0.892,8,40,14,5,8,18,20,14.0888888888889,1685.08821789419
"9",9,"2015-11-11","","GSW","L",84,100,24,70,0.343,3,15,0.2,33,36,0.917,10,41,15,14,5,21,26,11.9888888888889,1632.6961677814,36,75,0.48,11,27,0.407,17,23,0.739,7,36,22,12,8,23,30,11.3333333333333,1912.49722271647
"10",10,"2015-11-13","","POR","W",101,100,36,86,0.419,6,16,0.375,23,27,0.852,14,35,22,10,0,8,21,13.1,1622.15966068217,33,69,0.478,8,22,0.364,26,29,0.897,10,43,17,5,10,22,22,11.6444444444444,1537.68979257852
"11",11,"2015-11-15","@","MIN","W",114,106,40,71,0.563,9,17,0.529,25,27,0.926,4,34,21,7,6,15,16,16.0125,1618.4922420401,41,82,0.5,5,16,0.313,19,21,0.905,9,33,20,10,2,12,24,10.74,1277.62118767149
"12",12,"2015-11-16","","OKC","W",122,114,37,84,0.44,12,17,0.706,36,39,0.923,12,34,23,11,4,10,22,13.1,1618.4922420401,41,81,0.506,10,24,0.417,22,31,0.71,12,44,22,7,6,19,28,14.2888888888889,1620.78437337894
