Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
25,25,12/18/15,,DEN,W,97,88,34,73,0.466,10,25,0.4,19,25,0.76,5,39,15,8,1,14,19,,31,79,0.392,6,28,0.214,20,25,0.8,15,44,15,10,4,14,20
26,26,12/21/15,,PHO,W,110,89,36,79,0.456,9,25,0.36,29,37,0.784,11,47,16,8,6,10,16,,31,79,0.392,7,24,0.292,20,22,0.909,9,40,12,3,0,13,26
27,27,12/23/15,@,GSW,L,85,103,33,80,0.413,7,20,0.35,12,14,0.857,12,40,14,9,3,19,18,,39,83,0.47,9,23,0.391,16,16,1,9,40,26,10,9,15,11
28,28,12/26/15,,LAC,L,104,109,36,74,0.486,10,27,0.37,22,27,0.815,8,36,18,7,4,16,22,,38,79,0.481,13,26,0.5,20,24,0.833,7,34,24,9,6,12,23
29,29,12/28/15,,PHI,W,95,91,28,84,0.333,7,26,0.269,32,36,0.889,15,53,13,11,9,15,18,,36,86,0.419,5,21,0.238,14,19,0.737,8,37,20,8,9,18,27
30,30,12/30/15,@,MIN,L,80,94,28,80,0.35,10,39,0.256,14,20,0.7,15,44,15,8,8,19,24,,36,77,0.468,5,10,0.5,17,27,0.63,13,47,27,13,3,10,16
31,31,12/31/15,,POR,W,109,96,43,86,0.5,15,33,0.455,8,11,0.727,12,42,19,7,5,5,18,,35,78,0.449,16,36,0.444,10,14,0.714,8,39,19,1,0,10,16
32,32,1/2/16,,MEM,W,92,87,31,75,0.413,9,27,0.333,21,28,0.75,9,48,17,4,7,16,24,,33,81,0.407,7,18,0.389,14,26,0.538,8,40,17,8,4,11,24
33,33,1/4/16,,HOU,L,91,93,30,75,0.4,12,29,0.414,19,25,0.76,15,44,17,9,4,15,20,,33,68,0.485,11,26,0.423,16,21,0.762,6,34,17,8,2,16,16
34,34,1/6/16,@,SAS,L,98,123,37,79,0.468,7,18,0.389,17,18,0.944,10,34,21,8,3,18,17,,52,86,0.605,9,21,0.429,10,13,0.769,8,38,34,10,2,13,21
35,35,1/7/16,@,HOU,L,94,103,38,78,0.487,7,28,0.25,11,17,0.647,10,35,25,9,5,19,17,,39,75,0.52,7,23,0.304,18,26,0.692,11,41,15,11,3,16,16
36,36,1/9/16,,MIA,W,98,83,39,71,0.549,9,20,0.45,11,18,0.611,5,37,19,10,7,16,16,,34,82,0.415,6,19,0.316,9,17,0.529,15,39,14,7,8,17,16
37,37,1/10/16,@,LAL,W,86,74,31,69,0.449,5,16,0.313,19,25,0.76,6,45,16,8,8,14,18,,29,89,0.326,3,21,0.143,13,15,0.867,16,41,15,9,4,11,22
38,38,1/13/16,@,POR,L,85,99,31,76,0.408,8,19,0.421,15,22,0.682,10,38,20,8,6,14,15,,39,88,0.443,11,26,0.423,10,15,0.667,17,54,25,7,10,13,20
39,39,1/14/16,,SAC,L,101,103,35,83,0.422,6,34,0.176,25,34,0.735,10,38,12,8,3,13,26,,34,74,0.459,5,11,0.455,30,42,0.714,14,54,19,12,2,15,29
40,40,1/16/16,,LAL,W,109,82,41,83,0.494,12,24,0.5,15,18,0.833,11,51,17,8,8,10,17,,31,90,0.344,9,23,0.391,11,18,0.611,16,44,16,4,4,14,14
41,41,1/18/16,@,CHO,L,119,124,44,104,0.423,15,45,0.333,16,20,0.8,15,49,27,6,7,10,28,,41,88,0.466,14,27,0.519,28,32,0.875,7,50,20,6,4,16,18
42,42,1/20/16,@,NYK,L,111,118,37,86,0.43,12,27,0.444,25,31,0.806,14,40,19,4,4,12,22,,47,90,0.522,7,17,0.412,17,18,0.944,12,38,20,3,7,9,25
43,43,1/22/16,@,BRK,W,108,86,43,75,0.573,9,16,0.563,13,15,0.867,9,40,28,5,4,14,20,,33,75,0.44,6,16,0.375,14,18,0.778,6,24,24,5,2,11,15
44,44,1/25/16,,DET,L,92,95,34,85,0.4,9,29,0.31,15,18,0.833,12,49,18,5,4,13,26,,34,75,0.453,11,22,0.5,16,33,0.485,7,42,19,7,1,10,18
45,45,1/27/16,,CHO,W,102,73,40,81,0.494,12,31,0.387,10,15,0.667,7,45,23,10,6,10,18,,25,68,0.368,6,25,0.24,17,21,0.81,5,35,10,6,0,18,15
46,46,1/29/16,,MIN,W,103,90,40,76,0.526,10,25,0.4,13,16,0.813,10,40,24,8,5,13,21,,35,75,0.467,2,10,0.2,18,26,0.692,13,38,17,9,2,14,13
47,47,2/1/16,,CHI,W,105,96,38,85,0.447,7,18,0.389,22,33,0.667,10,50,19,5,4,14,23,,39,90,0.433,5,21,0.238,13,20,0.65,8,42,19,4,7,14,25
48,48,2/3/16,,DEN,W,85,81,33,74,0.446,5,22,0.227,14,20,0.7,8,38,14,4,10,14,19,,26,70,0.371,4,18,0.222,25,33,0.758,9,41,11,12,2,14,19
49,49,2/5/16,,MIL,W,84,81,30,77,0.39,8,27,0.296,16,23,0.696,12,45,13,15,8,15,18,,30,71,0.423,7,14,0.5,14,21,0.667,7,41,9,12,7,20,17
50,50,2/6/16,@,PHO,W,98,89,34,78,0.436,5,16,0.313,25,31,0.806,10,44,14,7,7,9,26,,30,80,0.375,9,24,0.375,20,26,0.769,12,39,19,3,6,10,23
51,51,2/9/16,@,DAL,W,121,119,48,92,0.522,6,26,0.231,19,27,0.704,13,44,23,3,2,10,25,,36,75,0.48,11,29,0.379,36,41,0.878,6,36,24,5,1,11,21
52,52,2/10/16,@,NOP,L,96,100,33,70,0.471,7,21,0.333,23,30,0.767,8,44,19,6,3,17,21,,39,82,0.476,8,19,0.421,14,21,0.667,9,40,23,9,3,9,21
53,53,2/18/16,@,WAS,L,89,103,31,77,0.403,4,15,0.267,23,29,0.793,12,48,20,9,6,23,21,,42,86,0.488,7,18,0.389,12,21,0.571,6,36,25,14,10,11,20
54,54,2/19/16,,BOS,W,111,93,37,68,0.544,10,23,0.435,27,44,0.614,8,51,22,4,8,15,26,,30,81,0.37,7,25,0.28,26,36,0.722,8,34,18,8,3,7,31
55,55,2/21/16,@,POR,L,111,115,43,86,0.5,8,16,0.5,17,23,0.739,12,38,19,6,10,11,26,,39,90,0.433,12,32,0.375,25,38,0.658,23,48,20,7,6,12,21
56,56,2/23/16,,HOU,W,117,114,38,74,0.514,10,24,0.417,31,38,0.816,8,41,22,11,4,21,29,,36,87,0.414,11,34,0.324,31,41,0.756,11,35,17,15,4,14,28
57,57,2/25/16,,SAS,L,78,96,33,77,0.429,3,17,0.176,9,12,0.75,4,31,15,6,2,11,10,,38,79,0.481,9,18,0.5,11,12,0.917,9,43,17,5,5,11,16
58,58,2/27/16,,BRK,L,96,98,37,89,0.416,5,20,0.25,17,25,0.68,16,48,14,11,9,21,19,,40,84,0.476,7,15,0.467,11,17,0.647,8,45,23,12,2,19,21
59,59,2/29/16,@,BOS,L,95,100,38,101,0.376,7,24,0.292,12,17,0.706,15,52,23,6,4,9,21,,37,84,0.44,6,18,0.333,20,29,0.69,11,47,27,6,13,9,18
60,60,3/2/16,@,TOR,L,94,104,37,83,0.446,10,26,0.385,10,16,0.625,10,33,21,6,6,9,21,,40,80,0.5,6,22,0.273,18,21,0.857,10,45,12,7,5,9,18
61,61,3/4/16,@,MEM,L,88,94,32,75,0.427,5,19,0.263,19,29,0.655,12,45,21,6,5,17,18,,37,81,0.457,4,18,0.222,16,19,0.842,9,42,14,8,5,11,22
62,62,3/5/16,@,NOP,W,106,94,37,78,0.474,6,20,0.3,26,27,0.963,10,53,23,4,10,14,17,,38,92,0.413,9,19,0.474,9,11,0.818,6,32,25,6,5,8,27
63,63,3/8/16,,ATL,L,84,91,30,86,0.349,7,26,0.269,17,23,0.739,15,54,16,10,4,20,14,,38,80,0.475,8,25,0.32,7,14,0.5,4,41,15,9,4,16,19
64,64,3/9/16,@,GSW,L,94,115,32,79,0.405,8,20,0.4,22,31,0.71,14,42,21,9,4,18,16,,48,84,0.571,13,30,0.433,6,10,0.6,9,39,36,10,7,15,23
65,65,3/11/16,,WAS,W,114,93,38,67,0.567,9,16,0.563,29,38,0.763,4,42,15,10,4,18,19,,35,80,0.438,7,24,0.292,16,22,0.727,6,29,20,9,1,14,28
66,66,3/13/16,@,SAC,W,108,99,39,82,0.476,12,28,0.429,18,22,0.818,11,47,26,8,3,16,22,,38,81,0.469,9,21,0.429,14,21,0.667,8,36,25,8,5,10,20
67,67,3/14/16,,CLE,W,94,85,35,71,0.493,12,27,0.444,12,14,0.857,8,40,20,3,4,12,15,,35,88,0.398,10,43,0.233,5,8,0.625,13,39,18,6,3,8,16
68,68,3/17/16,,PHO,W,103,69,43,88,0.489,11,25,0.44,6,9,0.667,9,51,21,14,5,16,18,,28,82,0.341,6,26,0.231,7,14,0.5,10,43,14,9,1,21,16
69,69,3/19/16,@,CHI,L,85,92,35,86,0.407,8,27,0.296,7,12,0.583,15,40,22,5,4,10,14,,39,80,0.488,6,19,0.316,8,11,0.727,11,42,24,4,6,11,12
70,70,3/20/16,@,MIL,W,94,85,34,83,0.41,13,38,0.342,13,14,0.929,16,44,24,8,4,17,13,,34,65,0.523,3,8,0.375,14,17,0.824,2,27,21,10,10,13,11
71,71,3/23/16,@,HOU,W,89,87,31,77,0.403,11,29,0.379,16,20,0.8,13,48,22,8,5,22,19,,33,74,0.446,9,23,0.391,12,22,0.545,4,32,22,13,9,14,21
72,72,3/24/16,@,OKC,L,91,113,35,73,0.479,5,22,0.227,16,23,0.696,9,36,18,8,3,18,22,,45,83,0.542,9,22,0.409,14,22,0.636,10,39,27,13,4,14,16
73,73,3/26/16,@,MIN,W,93,84,39,83,0.47,9,21,0.429,6,7,0.857,7,45,21,5,9,12,16,,32,84,0.381,4,11,0.364,16,19,0.842,9,41,18,9,4,10,13
74,74,3/28/16,,LAL,W,123,75,46,89,0.517,17,32,0.531,14,19,0.737,13,57,26,4,7,7,18,,26,85,0.306,7,20,0.35,16,22,0.727,7,37,11,5,6,9,19
75,75,3/30/16,,GSW,L,96,103,37,92,0.402,9,32,0.281,13,29,0.448,16,54,14,11,2,15,23,,39,89,0.438,12,35,0.343,13,18,0.722,9,46,19,6,6,18,21
76,76,4/1/16,,MIN,W,98,85,38,72,0.528,8,22,0.364,14,23,0.609,11,43,13,9,5,15,11,,35,79,0.443,9,23,0.391,6,10,0.6,10,34,25,11,1,15,20
77,77,4/3/16,@,PHO,W,101,86,39,81,0.481,10,27,0.37,13,17,0.765,4,33,27,9,10,10,20,,33,78,0.423,8,27,0.296,12,19,0.632,12,45,16,5,1,21,19
78,78,4/5/16,,SAS,L,86,88,32,68,0.471,5,17,0.294,17,21,0.81,5,40,13,5,4,16,18,,32,72,0.444,7,17,0.412,17,19,0.895,4,32,16,10,4,8,16
79,79,4/8/16,,LAC,L,99,102,36,82,0.439,11,31,0.355,16,23,0.696,9,47,14,7,6,18,15,,37,83,0.446,13,29,0.448,15,19,0.789,8,44,16,13,3,11,20
80,80,4/10/16,@,DEN,W,100,84,36,79,0.456,12,31,0.387,16,21,0.762,11,49,19,7,8,9,14,,32,80,0.4,6,27,0.222,14,19,0.737,6,41,18,6,7,11,19
81,81,4/11/16,,DAL,L,92,101,35,77,0.455,9,33,0.273,13,18,0.722,6,38,21,5,3,10,16,,36,81,0.444,11,32,0.344,18,22,0.818,10,47,19,7,2,9,15
82,82,4/13/16,@,LAL,L,96,101,39,83,0.47,9,30,0.3,9,15,0.6,8,38,27,10,1,13,16,,41,85,0.482,6,25,0.24,13,15,0.867,8,47,19,6,3,13,17
