Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
27,27,12/16/15,,PHI,W,127,106,48,78,0.615,10,21,0.476,21,24,0.875,2,25,32,11,7,12,21,,39,75,0.52,12,26,0.462,16,24,0.667,7,32,20,5,2,22,21
28,28,12/18/15,@,BOS,W,109,101,41,88,0.466,4,20,0.2,23,29,0.793,9,42,23,11,4,12,28,,34,77,0.442,10,23,0.435,23,31,0.742,6,43,19,5,2,21,25
29,29,12/20/15,@,ORL,W,103,100,39,78,0.5,11,22,0.5,14,20,0.7,8,41,25,6,7,19,21,,38,81,0.469,4,12,0.333,20,24,0.833,8,36,27,16,5,13,22
30,30,12/21/15,,POR,W,106,97,37,77,0.481,9,29,0.31,23,28,0.821,2,31,21,8,1,10,17,,38,81,0.469,5,24,0.208,16,22,0.727,14,50,24,5,4,18,20
31,31,12/23/15,,DET,W,107,100,43,89,0.483,6,20,0.3,15,20,0.75,10,42,25,8,4,13,25,,38,89,0.427,7,21,0.333,17,33,0.515,13,46,18,7,9,14,20
32,32,12/26/15,,NYK,W,117,98,47,88,0.534,8,25,0.32,15,18,0.833,10,37,33,13,4,9,17,,39,81,0.481,7,24,0.292,13,17,0.765,12,42,25,6,8,22,15
33,33,12/28/15,@,IND,L,87,93,31,74,0.419,6,25,0.24,19,25,0.76,8,44,16,9,6,20,16,,38,87,0.437,7,26,0.269,10,18,0.556,11,40,9,16,3,14,20
34,34,12/29/15,@,HOU,W,121,115,43,99,0.434,14,41,0.341,21,25,0.84,17,45,27,10,7,12,24,,39,72,0.542,11,20,0.55,26,39,0.667,7,46,23,6,4,19,21
35,35,1/3/16,@,NYK,L,97,111,37,84,0.44,8,26,0.308,15,20,0.75,8,32,26,11,5,15,14,,44,88,0.5,11,26,0.423,12,14,0.857,12,46,27,8,7,16,19
36,36,1/5/16,,NYK,L,101,107,37,87,0.425,15,39,0.385,12,19,0.632,14,41,22,3,4,13,24,,40,84,0.476,5,18,0.278,22,24,0.917,11,46,20,7,6,9,20
37,37,1/7/16,@,PHI,W,126,98,49,92,0.533,13,32,0.406,15,19,0.789,14,48,36,18,6,16,23,,39,86,0.453,5,18,0.278,15,25,0.6,14,43,21,9,4,22,17
38,38,1/9/16,,CHI,W,120,105,49,94,0.521,10,24,0.417,12,15,0.8,8,40,33,15,13,15,22,,36,83,0.434,7,18,0.389,26,31,0.839,12,46,16,7,6,21,13
39,39,1/13/16,@,CHO,L,84,107,30,81,0.37,7,25,0.28,17,21,0.81,6,37,17,5,4,16,21,,36,82,0.439,13,39,0.333,22,26,0.846,11,54,26,8,9,16,24
40,40,1/15/16,@,MIL,L,101,108,43,100,0.43,9,30,0.3,6,6,1,7,43,29,5,9,17,25,,40,96,0.417,3,10,0.3,25,37,0.676,21,60,19,9,13,16,14
41,41,1/16/16,,BRK,W,114,86,44,79,0.557,8,29,0.276,18,24,0.75,5,40,34,14,5,10,20,,34,78,0.436,6,20,0.3,12,19,0.632,7,36,22,5,3,17,17
42,42,1/18/16,,ORL,W,98,81,41,80,0.513,9,19,0.474,7,10,0.7,4,47,31,9,6,17,20,,30,87,0.345,6,22,0.273,15,20,0.75,11,42,21,11,5,13,13
43,43,1/20/16,@,POR,W,104,98,39,87,0.448,10,24,0.417,16,23,0.696,10,43,25,7,3,13,13,,41,94,0.436,9,31,0.29,7,11,0.636,13,50,23,5,4,12,18
44,44,1/21/16,@,SAC,L,88,91,35,84,0.417,8,33,0.242,10,15,0.667,7,42,21,15,9,19,19,,33,92,0.359,7,24,0.292,18,24,0.75,17,56,24,13,4,19,14
45,45,1/23/16,@,PHO,L,95,98,34,84,0.405,12,34,0.353,15,18,0.833,11,43,23,8,7,16,17,,34,85,0.4,10,24,0.417,20,26,0.769,15,52,22,10,6,17,17
46,46,1/25/16,@,DEN,W,119,105,43,86,0.5,9,27,0.333,24,26,0.923,10,42,28,11,3,14,24,,33,84,0.393,6,20,0.3,33,37,0.892,12,43,18,10,3,15,18
47,47,1/27/16,,LAC,L,83,85,33,79,0.418,10,23,0.435,7,14,0.5,8,49,21,6,3,22,17,,33,85,0.388,5,27,0.185,14,21,0.667,9,46,18,16,5,11,14
48,48,1/28/16,@,IND,L,92,111,33,83,0.398,7,28,0.25,19,21,0.905,5,32,20,9,4,14,22,,38,78,0.487,9,15,0.6,26,30,0.867,10,49,20,10,8,16,17
49,49,1/31/16,@,MIA,L,87,105,27,70,0.386,5,22,0.227,28,32,0.875,2,31,13,10,3,17,23,,39,81,0.481,5,20,0.25,22,26,0.846,10,47,21,10,4,18,23
50,50,2/1/16,,DAL,W,112,97,42,80,0.525,14,35,0.4,14,19,0.737,5,50,29,2,6,15,25,,31,85,0.365,7,26,0.269,28,38,0.737,10,37,14,5,2,6,18
51,51,2/3/16,@,PHI,W,124,86,48,92,0.522,10,20,0.5,18,25,0.72,11,52,28,13,7,18,12,,35,84,0.417,6,27,0.222,10,14,0.714,6,38,27,7,10,23,20
52,52,2/5/16,,IND,W,102,96,39,76,0.513,10,27,0.37,14,20,0.7,3,32,29,10,5,15,16,,38,91,0.418,13,31,0.419,7,9,0.778,19,53,23,6,4,19,18
53,53,2/7/16,@,ORL,L,94,96,35,91,0.385,13,28,0.464,11,15,0.733,18,50,22,7,7,16,13,,39,85,0.459,7,25,0.28,11,12,0.917,8,43,24,9,10,18,13
54,54,2/8/16,,ORL,L,110,117,43,92,0.467,12,29,0.414,12,20,0.6,8,47,31,9,4,14,20,,46,93,0.495,9,29,0.31,16,22,0.727,6,47,37,11,8,13,22
55,55,2/10/16,@,CHI,W,113,90,43,90,0.478,13,33,0.394,14,15,0.933,11,46,25,16,7,12,14,,38,86,0.442,5,14,0.357,9,12,0.75,11,45,21,7,3,18,17
56,56,2/19/16,,MIA,L,111,115,41,87,0.471,16,36,0.444,13,13,1,8,42,27,7,4,21,23,,44,88,0.5,8,20,0.4,19,28,0.679,10,46,27,13,1,14,12
57,57,2/20/16,,MIL,L,109,117,44,106,0.415,9,41,0.22,12,18,0.667,10,49,31,11,8,16,27,,46,104,0.442,3,17,0.176,22,32,0.688,17,65,23,12,10,17,21
58,58,2/22/16,,GSW,L,92,102,36,86,0.419,10,34,0.294,10,16,0.625,8,47,23,7,7,17,17,,39,89,0.438,14,45,0.311,10,12,0.833,6,43,30,14,8,13,17
59,59,2/26/16,,CHI,W,103,88,37,89,0.416,7,34,0.206,22,24,0.917,13,48,28,14,11,11,21,,32,88,0.364,5,20,0.25,19,22,0.864,17,49,19,3,2,20,20
60,60,2/28/16,,CHO,W,87,76,38,77,0.494,8,17,0.471,3,5,0.6,6,48,29,4,5,15,19,,27,81,0.333,7,32,0.219,15,23,0.652,10,41,16,7,4,6,12
61,61,3/1/16,@,GSW,L,105,109,37,80,0.463,12,33,0.364,19,24,0.792,7,42,25,9,5,17,17,,41,103,0.398,12,36,0.333,15,17,0.882,18,51,28,11,3,11,22
62,62,3/4/16,@,LAL,W,106,77,37,68,0.544,13,28,0.464,19,26,0.731,3,39,31,6,8,10,18,,29,85,0.341,5,27,0.185,14,20,0.7,17,46,19,5,1,10,16
63,63,3/5/16,@,LAC,W,107,97,40,89,0.449,10,27,0.37,17,20,0.85,10,53,26,9,3,18,26,,34,79,0.43,12,32,0.375,17,28,0.607,6,41,22,10,10,18,20
64,64,3/8/16,@,UTA,W,91,84,38,80,0.475,8,25,0.32,7,14,0.5,4,41,15,9,4,16,19,,30,86,0.349,7,26,0.269,17,23,0.739,15,54,16,10,4,20,14
65,65,3/10/16,@,TOR,L,96,104,35,82,0.427,7,23,0.304,19,27,0.704,6,33,17,8,5,11,24,,38,82,0.463,7,24,0.292,21,29,0.724,11,48,16,6,3,13,24
66,66,3/12/16,,MEM,W,95,83,36,84,0.429,11,34,0.324,12,17,0.706,8,47,27,9,12,11,14,,33,95,0.347,6,23,0.261,11,14,0.786,20,58,15,10,5,16,14
67,67,3/13/16,,IND,W,104,75,40,85,0.471,15,30,0.5,9,10,0.9,9,50,27,11,6,15,13,,33,87,0.379,5,24,0.208,4,7,0.571,7,38,24,9,5,16,14
68,68,3/16/16,@,DET,W,118,114,39,89,0.438,12,34,0.353,28,34,0.824,8,46,25,10,3,12,26,,39,84,0.464,8,25,0.32,28,39,0.718,9,48,23,3,4,13,25
69,69,3/17/16,,DEN,W,116,98,40,80,0.5,12,26,0.462,24,28,0.857,7,40,32,5,8,12,16,,39,87,0.448,6,22,0.273,14,17,0.824,9,39,22,6,4,14,22
70,70,3/19/16,,HOU,W,109,97,44,88,0.5,14,38,0.368,7,12,0.583,9,40,32,12,6,16,20,,33,84,0.393,5,23,0.217,26,31,0.839,15,51,15,11,3,17,17
71,71,3/21/16,,WAS,L,102,117,38,78,0.487,13,33,0.394,13,17,0.765,2,33,23,5,6,14,15,,46,91,0.505,13,25,0.52,12,20,0.6,9,44,27,10,3,9,17
72,72,3/23/16,@,WAS,W,122,101,45,84,0.536,17,42,0.405,15,22,0.682,7,41,32,10,5,16,17,,39,92,0.424,12,30,0.4,11,12,0.917,10,43,25,7,2,18,22
73,73,3/25/16,,MIL,W,101,90,41,97,0.423,5,32,0.156,14,17,0.824,17,45,26,10,6,11,21,,35,84,0.417,3,13,0.231,17,26,0.654,16,49,16,4,9,15,16
74,74,3/26/16,@,DET,W,112,95,43,95,0.453,13,34,0.382,13,14,0.929,5,39,34,6,7,4,21,,34,88,0.386,7,29,0.241,20,28,0.714,14,53,25,2,4,11,14
75,75,3/28/16,@,CHI,W,102,100,36,85,0.424,5,22,0.227,25,28,0.893,7,48,22,4,13,8,13,,40,106,0.377,9,22,0.409,11,15,0.733,18,58,22,4,5,7,17
76,76,3/30/16,@,TOR,L,97,105,37,83,0.446,14,33,0.424,9,13,0.692,11,44,24,3,7,18,19,,36,80,0.45,11,23,0.478,22,28,0.786,8,44,26,14,4,11,19
77,77,4/1/16,,CLE,L,108,110,38,95,0.4,9,30,0.3,23,26,0.885,5,48,25,5,8,15,27,,39,98,0.398,12,38,0.316,20,31,0.645,11,57,27,9,6,12,23
78,78,4/5/16,,PHO,W,103,90,39,95,0.411,11,34,0.324,14,19,0.737,13,50,26,16,3,16,21,,30,81,0.37,12,31,0.387,18,30,0.6,11,51,19,13,4,24,19
79,79,4/7/16,,TOR,W,95,87,33,76,0.434,12,32,0.375,17,21,0.81,5,41,23,4,12,13,19,,32,84,0.381,8,21,0.381,15,20,0.75,8,46,16,10,4,11,16
80,80,4/9/16,,BOS,W,118,107,46,88,0.523,17,33,0.515,9,11,0.818,5,44,31,10,10,17,22,,40,90,0.444,11,28,0.393,16,24,0.667,10,40,26,10,6,15,21
81,81,4/11/16,@,CLE,L,94,109,39,87,0.448,8,30,0.267,8,15,0.533,10,42,23,8,6,15,18,,40,83,0.482,11,29,0.379,18,20,0.9,9,47,17,9,4,15,14
82,82,4/13/16,@,WAS,L,98,109,32,81,0.395,11,29,0.379,23,31,0.742,9,47,22,13,5,22,21,,42,88,0.477,9,28,0.321,16,30,0.533,11,51,25,14,4,19,22
