Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
17,17,11/27/15,,DET,W,103,87,37,79,0.468,7,24,0.292,22,26,0.846,12,58,19,2,9,18,19,,31,90,0.344,9,29,0.31,16,20,0.8,13,38,17,9,1,8,21
18,18,11/30/15,@,ATL,L,100,106,37,93,0.398,7,19,0.368,19,22,0.864,13,48,19,8,8,11,19,,39,90,0.433,10,28,0.357,18,20,0.9,14,51,23,9,8,12,15
19,19,12/3/15,@,MIA,L,95,97,35,79,0.443,4,16,0.25,21,24,0.875,9,44,15,5,1,15,18,,40,81,0.494,3,13,0.231,14,24,0.583,6,35,25,10,3,9,14
20,20,12/6/15,,SAC,W,98,95,35,86,0.407,6,22,0.273,22,31,0.71,19,62,18,8,6,21,22,,35,88,0.398,7,24,0.292,18,30,0.6,13,41,20,11,5,14,20
21,21,12/8/15,@,MEM,W,125,88,47,84,0.56,13,26,0.5,18,23,0.783,10,46,31,11,3,12,17,,33,81,0.407,3,14,0.214,19,22,0.864,11,33,14,6,4,15,17
22,22,12/10/15,,ATL,W,107,94,39,80,0.488,9,17,0.529,20,26,0.769,10,52,24,6,2,14,16,,35,78,0.449,10,28,0.357,14,23,0.609,5,34,21,9,7,9,19
23,23,12/11/15,@,UTA,W,94,90,37,79,0.468,6,17,0.353,14,16,0.875,11,45,14,4,2,13,19,,33,78,0.423,8,28,0.286,16,24,0.667,11,39,17,7,4,11,16
24,24,12/13/15,,UTA,W,104,98,35,79,0.443,7,21,0.333,27,30,0.9,8,42,18,7,13,10,18,,39,94,0.415,8,22,0.364,12,20,0.6,16,44,14,6,2,11,24
25,25,12/16/15,,POR,W,106,90,38,79,0.481,2,14,0.143,28,37,0.757,14,51,13,6,8,18,20,,32,92,0.348,11,26,0.423,15,18,0.833,17,47,13,6,3,18,28
26,26,12/17/15,@,CLE,L,100,104,35,74,0.473,6,20,0.3,24,28,0.857,9,36,23,7,7,12,20,,41,88,0.466,12,29,0.414,10,13,0.769,16,42,29,6,1,16,22
27,27,12/19/15,,LAL,W,118,78,46,84,0.548,9,19,0.474,17,25,0.68,12,56,28,6,3,15,14,,30,86,0.349,8,28,0.286,10,17,0.588,8,32,14,10,2,14,20
28,28,12/21/15,@,LAC,W,100,99,40,85,0.471,4,17,0.235,16,20,0.8,10,44,21,10,4,11,16,,41,87,0.471,7,22,0.318,10,14,0.714,10,45,21,7,3,13,15
29,29,12/23/15,@,LAL,W,120,85,51,95,0.537,5,19,0.263,13,17,0.765,19,61,23,7,13,15,17,,32,89,0.36,7,25,0.28,14,22,0.636,12,35,19,6,5,10,18
30,30,12/25/15,,CHI,L,96,105,37,96,0.385,6,24,0.25,16,23,0.696,18,48,20,12,3,13,15,,40,92,0.435,7,18,0.389,18,20,0.9,16,53,22,8,6,16,19
31,31,12/27/15,,DEN,W,122,112,48,83,0.578,8,15,0.533,18,21,0.857,13,43,27,5,5,14,17,,46,94,0.489,9,25,0.36,11,15,0.733,17,37,24,6,2,10,18
32,32,12/29/15,,MIL,W,131,123,43,86,0.5,8,22,0.364,37,40,0.925,11,41,21,12,7,11,19,,49,100,0.49,10,16,0.625,15,22,0.682,18,47,29,6,5,14,26
33,33,12/31/15,,PHO,W,110,106,42,80,0.525,7,21,0.333,19,24,0.792,12,37,29,12,5,13,14,,43,82,0.524,8,20,0.4,12,13,0.923,11,37,24,10,3,16,24
34,34,1/2/16,@,CHO,W,109,90,35,79,0.443,9,23,0.391,30,37,0.811,10,53,20,2,15,12,27,,29,84,0.345,6,22,0.273,26,34,0.765,7,34,18,7,7,4,27
35,35,1/4/16,,SAC,L,104,116,39,89,0.438,10,29,0.345,16,23,0.696,11,39,23,7,9,15,27,,40,89,0.449,7,17,0.412,29,39,0.744,13,48,26,7,8,15,14
36,36,1/6/16,,MEM,W,112,94,38,83,0.458,8,17,0.471,28,33,0.848,13,52,20,3,6,15,23,,35,90,0.389,7,21,0.333,17,24,0.708,9,39,21,9,4,8,24
37,37,1/8/16,@,LAL,W,117,113,45,89,0.506,5,17,0.294,22,26,0.846,16,45,17,8,3,13,15,,40,84,0.476,9,26,0.346,24,25,0.96,10,34,19,9,5,11,22
38,38,1/10/16,@,POR,L,110,115,37,76,0.487,10,21,0.476,26,36,0.722,8,42,23,8,6,19,16,,42,100,0.42,19,44,0.432,12,14,0.857,20,52,27,7,4,16,28
39,39,1/12/16,@,MIN,W,101,96,39,84,0.464,9,22,0.409,14,18,0.778,8,41,21,10,3,16,21,,36,81,0.444,7,18,0.389,17,23,0.739,11,45,22,7,6,18,15
40,40,1/13/16,,DAL,W,108,89,38,82,0.463,15,33,0.455,17,29,0.586,13,54,24,11,5,18,26,,32,82,0.39,6,31,0.194,19,25,0.76,8,41,18,7,3,16,20
41,41,1/15/16,,MIN,W,113,93,47,89,0.528,5,23,0.217,14,22,0.636,12,40,31,10,7,6,21,,34,85,0.4,5,12,0.417,20,23,0.87,16,45,15,3,2,12,19
42,42,1/17/16,,MIA,W,99,74,40,88,0.455,7,22,0.318,12,12,1,13,44,24,11,8,14,13,,30,72,0.417,4,14,0.286,10,11,0.909,7,36,12,6,9,19,12
43,43,1/19/16,@,DEN,W,110,104,41,97,0.423,6,28,0.214,22,30,0.733,16,52,30,11,5,13,28,,35,83,0.422,7,20,0.35,27,36,0.75,12,48,21,5,6,17,25
44,44,1/20/16,,CHO,W,109,95,39,83,0.47,9,24,0.375,22,30,0.733,14,51,28,9,3,20,16,,34,81,0.42,9,27,0.333,18,21,0.857,6,34,17,8,2,16,21
45,45,1/22/16,@,DAL,W,109,106,45,91,0.495,8,30,0.267,11,15,0.733,17,47,18,3,6,14,19,,40,87,0.46,10,33,0.303,16,18,0.889,7,33,24,9,6,8,15
46,46,1/24/16,@,BRK,L,106,116,43,93,0.462,8,26,0.308,12,19,0.632,14,46,20,7,5,14,19,,45,94,0.479,8,17,0.471,18,25,0.72,18,49,24,10,7,11,17
47,47,1/26/16,@,NYK,W,128,122,46,99,0.465,11,20,0.55,25,29,0.862,16,59,23,7,2,13,22,,44,95,0.463,11,23,0.478,23,30,0.767,9,42,24,9,7,9,21
48,48,1/27/16,@,MIN,W,126,123,48,91,0.527,10,20,0.5,20,21,0.952,15,47,23,0,6,12,25,,50,90,0.556,5,14,0.357,18,28,0.643,12,35,31,6,4,8,16
49,49,1/29/16,,HOU,W,116,108,41,86,0.477,8,19,0.421,26,30,0.867,11,57,23,6,7,18,29,,36,95,0.379,9,39,0.231,27,43,0.628,11,40,23,14,7,10,21
50,50,2/1/16,,WAS,W,114,98,43,83,0.518,7,22,0.318,21,27,0.778,14,53,25,9,5,18,16,,40,86,0.465,7,26,0.269,11,15,0.733,2,27,20,8,3,13,18
51,51,2/3/16,,ORL,W,117,114,44,93,0.473,9,27,0.333,20,25,0.8,19,50,25,7,10,13,17,,47,95,0.495,10,23,0.435,10,12,0.833,12,39,25,3,5,9,18
52,52,2/6/16,@,GSW,L,108,116,36,85,0.424,7,22,0.318,29,37,0.784,12,50,22,10,5,15,18,,48,97,0.495,7,26,0.269,13,20,0.65,13,46,24,7,4,10,23
53,53,2/8/16,@,PHO,W,122,106,42,85,0.494,15,33,0.455,23,30,0.767,14,38,23,8,5,14,29,,37,73,0.507,1,11,0.091,31,39,0.795,9,36,22,9,4,17,30
54,54,2/11/16,,NOP,W,121,95,45,86,0.523,12,32,0.375,19,23,0.826,9,50,28,4,7,18,20,,38,88,0.432,3,16,0.188,16,24,0.667,7,31,17,13,2,7,17
55,55,2/19/16,,IND,L,98,101,42,96,0.438,5,26,0.192,9,10,0.9,9,48,28,6,4,13,21,,39,88,0.443,9,22,0.409,14,22,0.636,10,45,27,8,8,11,14
56,56,2/21/16,,CLE,L,92,115,37,90,0.411,5,21,0.238,13,19,0.684,14,39,22,9,7,10,23,,41,80,0.513,10,23,0.435,23,27,0.852,13,49,25,4,1,12,21
57,57,2/24/16,@,DAL,W,116,103,43,89,0.483,12,33,0.364,18,22,0.818,14,52,28,5,5,13,27,,35,86,0.407,9,28,0.321,24,30,0.8,13,42,26,10,4,10,21
58,58,2/25/16,@,NOP,L,119,123,47,86,0.547,8,19,0.421,17,22,0.773,9,36,25,4,6,13,15,,47,90,0.522,12,20,0.6,17,18,0.944,14,39,29,5,6,12,25
59,59,2/27/16,,GSW,L,118,121,46,96,0.479,9,26,0.346,17,26,0.654,16,62,23,6,4,22,21,,45,95,0.474,14,32,0.438,17,25,0.68,4,32,25,15,7,11,22
60,60,2/29/16,@,SAC,W,131,116,47,82,0.573,14,34,0.412,23,26,0.885,10,47,28,7,3,21,23,,48,107,0.449,7,25,0.28,13,19,0.684,22,46,28,11,0,10,16
61,61,3/2/16,@,LAC,L,98,103,39,98,0.398,10,35,0.286,10,11,0.909,18,63,22,3,8,17,21,,40,98,0.408,9,32,0.281,14,21,0.667,12,45,26,11,3,6,13
62,62,3/3/16,@,GSW,L,106,121,40,86,0.465,4,20,0.2,22,27,0.815,11,46,22,3,4,14,18,,47,87,0.54,11,34,0.324,16,21,0.762,4,40,33,11,3,8,20
63,63,3/6/16,@,MIL,W,104,96,32,76,0.421,7,25,0.28,33,43,0.767,14,55,27,5,8,21,23,,34,90,0.378,3,19,0.158,25,30,0.833,14,43,22,17,6,10,24
64,64,3/9/16,,LAC,W,120,108,48,91,0.527,9,24,0.375,15,18,0.833,10,52,33,6,2,16,20,,41,81,0.506,12,34,0.353,14,23,0.609,2,29,29,11,4,10,17
65,65,3/11/16,,MIN,L,96,99,36,84,0.429,6,27,0.222,18,25,0.72,16,54,15,3,7,24,24,,37,86,0.43,7,21,0.333,18,21,0.857,6,37,22,12,7,12,23
66,66,3/12/16,@,SAS,L,85,93,31,81,0.383,2,18,0.111,21,25,0.84,18,56,18,7,2,19,23,,34,85,0.4,4,24,0.167,21,25,0.84,13,44,17,12,3,11,17
67,67,3/14/16,,POR,W,128,94,49,83,0.59,9,17,0.529,21,26,0.808,10,52,31,10,6,13,20,,31,91,0.341,7,27,0.259,25,27,0.926,14,39,13,4,7,11,19
68,68,3/16/16,@,BOS,W,130,109,47,96,0.49,12,29,0.414,24,30,0.8,16,53,23,7,5,10,24,,40,93,0.43,5,19,0.263,24,27,0.889,16,42,17,4,4,11,22
69,69,3/18/16,@,PHI,W,111,97,45,89,0.506,7,22,0.318,14,18,0.778,16,63,27,3,8,20,24,,35,89,0.393,10,29,0.345,17,27,0.63,10,36,24,11,5,8,17
70,70,3/19/16,@,IND,W,115,111,42,80,0.525,10,28,0.357,21,26,0.808,9,45,26,8,4,18,25,,40,83,0.482,9,22,0.409,22,30,0.733,8,34,28,11,2,12,18
71,71,3/22/16,,HOU,W,111,107,41,91,0.451,8,35,0.229,21,29,0.724,13,46,22,10,7,13,17,,40,92,0.435,13,37,0.351,14,17,0.824,13,47,26,9,3,15,27
72,72,3/24/16,,UTA,W,113,91,45,83,0.542,9,22,0.409,14,22,0.636,10,39,27,13,4,14,16,,35,73,0.479,5,22,0.227,16,23,0.696,9,36,18,8,3,18,22
73,73,3/26/16,,SAS,W,111,92,44,85,0.518,7,20,0.35,16,18,0.889,13,47,19,6,5,17,18,,37,86,0.43,4,15,0.267,14,17,0.824,13,34,14,8,3,12,17
74,74,3/28/16,@,TOR,W,119,100,41,86,0.477,11,26,0.423,26,32,0.813,12,53,29,7,5,10,22,,38,93,0.409,8,24,0.333,16,23,0.696,12,40,19,4,7,9,21
75,75,3/29/16,@,DET,L,82,88,31,82,0.378,6,21,0.286,14,22,0.636,14,45,16,10,7,19,21,,33,87,0.379,4,19,0.211,18,20,0.9,16,53,20,6,4,16,18
76,76,3/31/16,,LAC,W,119,117,45,87,0.517,10,32,0.313,19,24,0.792,17,46,25,10,1,14,13,,42,76,0.553,16,29,0.552,17,22,0.773,5,26,22,9,4,12,17
77,77,4/3/16,@,HOU,L,110,118,38,82,0.463,7,27,0.259,27,32,0.844,15,50,21,5,5,19,21,,41,102,0.402,13,42,0.31,23,26,0.885,22,45,24,11,5,9,24
78,78,4/5/16,@,DEN,W,124,102,46,87,0.529,15,33,0.455,17,24,0.708,13,55,32,10,4,17,21,,37,88,0.42,10,30,0.333,18,27,0.667,10,38,28,9,4,13,19
79,79,4/6/16,@,POR,L,115,120,43,91,0.473,9,22,0.409,20,31,0.645,19,50,18,9,2,17,20,,43,84,0.512,15,33,0.455,19,24,0.792,9,39,32,11,6,15,23
80,80,4/9/16,@,SAC,L,112,114,39,81,0.481,13,32,0.406,21,28,0.75,13,44,24,6,5,21,25,,45,94,0.479,13,32,0.406,11,20,0.55,16,40,22,12,4,11,23
81,81,4/11/16,,LAL,W,112,79,42,96,0.438,12,37,0.324,16,27,0.593,13,57,27,8,11,11,20,,23,81,0.284,7,31,0.226,26,30,0.867,10,48,15,8,1,15,20
82,82,4/12/16,@,SAS,L,98,102,35,87,0.402,6,25,0.24,22,25,0.88,18,55,18,7,5,21,23,,37,87,0.425,4,14,0.286,24,32,0.75,11,42,15,12,8,11,22
