Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2016-04-16,@,GSW,L,78,104,30,84,.357,6,22,.273,12,24,.500,13,51,16,10,6,24,28,,39,91,.429,10,25,.400,16,24,.667,15,53,26,10,7,15,22
2,2,2016-04-18,@,GSW,L,106,115,35,79,.443,10,25,.400,26,33,.788,12,37,21,4,5,19,34,,40,81,.494,8,23,.348,27,38,.711,13,39,27,10,6,12,24
3,3,2016-04-21,,GSW,W,97,96,36,92,.391,11,36,.306,14,23,.609,16,52,18,9,4,16,24,,34,79,.430,6,25,.240,22,29,.759,8,43,23,6,6,14,23
4,4,2016-04-24,,GSW,L,94,121,33,78,.423,5,27,.185,23,38,.605,9,44,18,11,3,18,20,,46,89,.517,21,40,.525,8,16,.500,7,43,38,10,2,16,26
5,5,2016-04-27,@,GSW,L,81,114,31,95,.326,6,32,.188,13,19,.684,22,53,17,8,3,17,22,,45,82,.549,13,31,.419,11,19,.579,6,40,30,10,6,9,16
