"","Date","Start (ET)","Visitor/Neutral","PTS","Home/Neutral","PTS.1"
"868","Fri, Feb 26, 2016","10:00 pm","Los Angeles Clippers","117","Sacramento Kings","107"
"869","Fri, Feb 26, 2016","7:30 pm","Cleveland Cavaliers","97","Toronto Raptors","99"
"870","Sat, Feb 27, 2016","3:00 pm","Miami Heat","89","Boston Celtics","101"
"871","Sat, Feb 27, 2016","8:00 pm","Portland Trail Blazers","103","Chicago Bulls","95"
"872","Sat, Feb 27, 2016","8:00 pm","San Antonio Spurs","104","Houston Rockets","94"
"873","Sat, Feb 27, 2016","8:30 pm","Detroit Pistons","102","Milwaukee Bucks","91"
"874","Sat, Feb 27, 2016","7:00 pm","Minnesota Timberwolves","112","New Orleans Pelicans","110"
"875","Sat, Feb 27, 2016","8:30 pm","Golden State Warriors","121","Oklahoma City Thunder","118"
"876","Sat, Feb 27, 2016","9:30 pm","Memphis Grizzlies","106","Phoenix Suns","111"
"877","Sat, Feb 27, 2016","9:30 pm","Brooklyn Nets","98","Utah Jazz","96"
"878","Sun, Feb 28, 2016","3:30 pm","Charlotte Hornets","76","Atlanta Hawks","87"
"879","Sun, Feb 28, 2016","7:00 pm","Minnesota Timberwolves","101","Dallas Mavericks","128"
"880","Sun, Feb 28, 2016","6:00 pm","Toronto Raptors","101","Detroit Pistons","114"
"881","Sun, Feb 28, 2016","6:00 pm","Portland Trail Blazers","111","Indiana Pacers","102"
"882","Sun, Feb 28, 2016","7:30 pm","Miami Heat","98","New York Knicks","81"
"883","Sun, Feb 28, 2016","6:00 pm","Philadelphia 76ers","116","Orlando Magic","130"
"884","Sun, Feb 28, 2016","1:00 pm","Cleveland Cavaliers","99","Washington Wizards","113"
"885","Mon, Feb 29, 2016","7:30 pm","Utah Jazz","95","Boston Celtics","100"
"886","Mon, Feb 29, 2016","7:00 pm","Indiana Pacers","96","Cleveland Cavaliers","100"
"887","Mon, Feb 29, 2016","9:00 pm","Memphis Grizzlies","103","Denver Nuggets","96"
"888","Mon, Feb 29, 2016","10:30 pm","Brooklyn Nets","95","Los Angeles Clippers","105"
"889","Mon, Feb 29, 2016","8:00 pm","Houston Rockets","121","Milwaukee Bucks","128"
"890","Mon, Feb 29, 2016","10:00 pm","Oklahoma City Thunder","131","Sacramento Kings","116"
"891","Mon, Feb 29, 2016","7:00 pm","Philadelphia 76ers","108","Washington Wizards","116"
"892","Tue, Mar 1, 2016","7:00 pm","Phoenix Suns","92","Charlotte Hornets","126"
"893","Tue, Mar 1, 2016","8:30 pm","Orlando Magic","108","Dallas Mavericks","121"
"894","Tue, Mar 1, 2016","10:30 pm","Atlanta Hawks","105","Golden State Warriors","109"
"895","Tue, Mar 1, 2016","10:30 pm","Brooklyn Nets","101","Los Angeles Lakers","107"
"896","Tue, Mar 1, 2016","7:30 pm","Chicago Bulls","111","Miami Heat","129"
"897","Tue, Mar 1, 2016","7:30 pm","Portland Trail Blazers","104","New York Knicks","85"
"898","Wed, Mar 2, 2016","7:30 pm","Portland Trail Blazers","93","Boston Celtics","116"
"899","Wed, Mar 2, 2016","9:00 pm","Los Angeles Lakers","107","Denver Nuggets","117"
"900","Wed, Mar 2, 2016","8:00 pm","New Orleans Pelicans","95","Houston Rockets","100"
"901","Wed, Mar 2, 2016","10:30 pm","Oklahoma City Thunder","98","Los Angeles Clippers","103"
"902","Wed, Mar 2, 2016","8:00 pm","Sacramento Kings","98","Memphis Grizzlies","104"
"903","Wed, Mar 2, 2016","8:00 pm","Indiana Pacers","104","Milwaukee Bucks","99"
"904","Wed, Mar 2, 2016","8:00 pm","Washington Wizards","104","Minnesota Timberwolves","98"
"905","Wed, Mar 2, 2016","7:00 pm","Chicago Bulls","89","Orlando Magic","102"
"906","Wed, Mar 2, 2016","7:00 pm","Charlotte Hornets","119","Philadelphia 76ers","99"
"907","Wed, Mar 2, 2016","8:00 pm","Detroit Pistons","81","San Antonio Spurs","97"
"908","Wed, Mar 2, 2016","7:30 pm","Utah Jazz","94","Toronto Raptors","104"
"909","Thu, Mar 3, 2016","8:30 pm","Sacramento Kings","104","Dallas Mavericks","101"
"910","Thu, Mar 3, 2016","10:30 pm","Oklahoma City Thunder","106","Golden State Warriors","121"
"911","Thu, Mar 3, 2016","7:30 pm","Phoenix Suns","92","Miami Heat","108"
"912","Thu, Mar 3, 2016","8:00 pm","San Antonio Spurs","94","New Orleans Pelicans","86"
"913","Fri, Mar 4, 2016","7:30 pm","New York Knicks","104","Boston Celtics","105"
"914","Fri, Mar 4, 2016","7:00 pm","Indiana Pacers","101","Charlotte Hornets","108"
"915","Fri, Mar 4, 2016","8:00 pm","Washington Wizards","83","Cleveland Cavaliers","108"
"916","Fri, Mar 4, 2016","9:00 pm","Brooklyn Nets","121","Denver Nuggets","120"
"917","Fri, Mar 4, 2016","10:30 pm","Atlanta Hawks","106","Los Angeles Lakers","77"
"918","Fri, Mar 4, 2016","8:00 pm","Utah Jazz","88","Memphis Grizzlies","94"
"919","Fri, Mar 4, 2016","8:00 pm","Minnesota Timberwolves","101","Milwaukee Bucks","116"
"920","Fri, Mar 4, 2016","7:00 pm","Phoenix Suns","102","Orlando Magic","84"
"921","Fri, Mar 4, 2016","7:00 pm","Miami Heat","112","Philadelphia 76ers","102"
"922","Fri, Mar 4, 2016","7:30 pm","Portland Trail Blazers","115","Toronto Raptors","117"
"923","Sat, Mar 5, 2016","8:30 pm","Houston Rockets","100","Chicago Bulls","108"
"924","Sat, Mar 5, 2016","7:00 pm","Boston Celtics","103","Cleveland Cavaliers","120"
"925","Sat, Mar 5, 2016","10:30 pm","Atlanta Hawks","107","Los Angeles Clippers","97"
"926","Sat, Mar 5, 2016","8:00 pm","Brooklyn Nets","118","Minnesota Timberwolves","132"
"927","Sat, Mar 5, 2016","7:00 pm","Utah Jazz","106","New Orleans Pelicans","94"
"928","Sat, Mar 5, 2016","7:00 pm","Detroit Pistons","89","New York Knicks","102"
"929","Sat, Mar 5, 2016","8:30 pm","Sacramento Kings","94","San Antonio Spurs","104"
"930","Sat, Mar 5, 2016","7:00 pm","Indiana Pacers","100","Washington Wizards","99"
"931","Sun, Mar 6, 2016","5:00 pm","Dallas Mavericks","114","Denver Nuggets","116"
"932","Sun, Mar 6, 2016","6:00 pm","Portland Trail Blazers","103","Detroit Pistons","123"
"933","Sun, Mar 6, 2016","3:30 pm","Golden State Warriors","95","Los Angeles Lakers","112"
"934","Sun, Mar 6, 2016","4:00 pm","Phoenix Suns","109","Memphis Grizzlies","100"
"935","Sun, Mar 6, 2016","6:00 pm","Philadelphia 76ers","98","Miami Heat","103"
"936","Sun, Mar 6, 2016","3:30 pm","Oklahoma City Thunder","104","Milwaukee Bucks","96"
"937","Sun, Mar 6, 2016","6:30 pm","Houston Rockets","113","Toronto Raptors","107"
"938","Mon, Mar 7, 2016","8:00 pm","Milwaukee Bucks","90","Chicago Bulls","100"
"939","Mon, Mar 7, 2016","7:00 pm","Minnesota Timberwolves","103","Charlotte Hornets","108"
"940","Mon, Mar 7, 2016","7:00 pm","Memphis Grizzlies","106","Cleveland Cavaliers","103"
"941","Mon, Mar 7, 2016","8:30 pm","Los Angeles Clippers","109","Dallas Mavericks","90"
"942","Mon, Mar 7, 2016","10:30 pm","Orlando Magic","113","Golden State Warriors","119"
"943","Mon, Mar 7, 2016","7:00 pm","San Antonio Spurs","91","Indiana Pacers","99"
"944","Mon, Mar 7, 2016","8:00 pm","Sacramento Kings","112","New Orleans Pelicans","115"
"945","Tue, Mar 8, 2016","9:00 pm","New York Knicks","94","Denver Nuggets","110"
"946","Tue, Mar 8, 2016","10:30 pm","Orlando Magic","98","Los Angeles Lakers","107"
"947","Tue, Mar 8, 2016","8:00 pm","San Antonio Spurs","116","Minnesota Timberwolves","91"
"948","Tue, Mar 8, 2016","10:00 pm","Washington Wizards","109","Portland Trail Blazers","116"
"949","Tue, Mar 8, 2016","7:30 pm","Brooklyn Nets","99","Toronto Raptors","104"
"950","Tue, Mar 8, 2016","9:00 pm","Atlanta Hawks","91","Utah Jazz","84"
"951","Wed, Mar 9, 2016","7:00 pm","Memphis Grizzlies","96","Boston Celtics","116"
"952","Wed, Mar 9, 2016","7:00 pm","New Orleans Pelicans","113","Charlotte Hornets","122"
"953","Wed, Mar 9, 2016","8:30 pm","Detroit Pistons","102","Dallas Mavericks","96"
"954","Wed, Mar 9, 2016","10:30 pm","Utah Jazz","94","Golden State Warriors","115"
"955","Wed, Mar 9, 2016","8:00 pm","Miami Heat","108","Milwaukee Bucks","114"
"956","Wed, Mar 9, 2016","9:30 pm","Los Angeles Clippers","108","Oklahoma City Thunder","120"
"957","Wed, Mar 9, 2016","7:00 pm","Houston Rockets","118","Philadelphia 76ers","104"
"958","Wed, Mar 9, 2016","9:00 pm","New York Knicks","128","Phoenix Suns","97"
"959","Wed, Mar 9, 2016","10:00 pm","Cleveland Cavaliers","120","Sacramento Kings","111"
"960","Thu, Mar 10, 2016","9:00 pm","Phoenix Suns","98","Denver Nuggets","116"
"961","Thu, Mar 10, 2016","10:30 pm","Cleveland Cavaliers","120","Los Angeles Lakers","108"
"962","Thu, Mar 10, 2016","8:00 pm","Chicago Bulls","101","San Antonio Spurs","109"
"963","Thu, Mar 10, 2016","7:30 pm","Atlanta Hawks","96","Toronto Raptors","104"
"964","Fri, Mar 11, 2016","7:30 pm","Houston Rockets","102","Boston Celtics","98"
"965","Fri, Mar 11, 2016","8:00 pm","Miami Heat","118","Chicago Bulls","96"
"966","Fri, Mar 11, 2016","7:00 pm","Detroit Pistons","103","Charlotte Hornets","118"
"967","Fri, Mar 11, 2016","10:30 pm","Portland Trail Blazers","112","Golden State Warriors","128"
"968","Fri, Mar 11, 2016","10:30 pm","New York Knicks","94","Los Angeles Clippers","101"
"969","Fri, Mar 11, 2016","8:00 pm","New Orleans Pelicans","114","Memphis Grizzlies","121"
"970","Fri, Mar 11, 2016","8:00 pm","Minnesota Timberwolves","99","Oklahoma City Thunder","96"
"971","Fri, Mar 11, 2016","7:00 pm","Brooklyn Nets","89","Philadelphia 76ers","95"
"972","Fri, Mar 11, 2016","10:00 pm","Orlando Magic","107","Sacramento Kings","100"
"973","Fri, Mar 11, 2016","9:00 pm","Washington Wizards","93","Utah Jazz","114"
"974","Sat, Mar 12, 2016","7:30 pm","Memphis Grizzlies","83","Atlanta Hawks","95"
"975","Sat, Mar 12, 2016","7:00 pm","Houston Rockets","109","Charlotte Hornets","125"
"976","Sat, Mar 12, 2016","2:00 pm","Indiana Pacers","112","Dallas Mavericks","105"
"977","Sat, Mar 12, 2016","9:30 pm","Washington Wizards","100","Denver Nuggets","116"
"978","Sat, Mar 12, 2016","10:30 pm","Phoenix Suns","116","Golden State Warriors","123"
"979","Sat, Mar 12, 2016","7:30 pm","New Orleans Pelicans","92","Milwaukee Bucks","103"
"980","Sat, Mar 12, 2016","7:00 pm","Detroit Pistons","125","Philadelphia 76ers","111"
"981","Sat, Mar 12, 2016","10:30 pm","Orlando Magic","84","Portland Trail Blazers","121"
"982","Sat, Mar 12, 2016","8:30 pm","Oklahoma City Thunder","85","San Antonio Spurs","93"
"983","Sat, Mar 12, 2016","7:00 pm","Miami Heat","104","Toronto Raptors","112"
"984","Sun, Mar 13, 2016","6:00 pm","Indiana Pacers","75","Atlanta Hawks","104"
"985","Sun, Mar 13, 2016","8:00 pm","Milwaukee Bucks","109","Brooklyn Nets","100"
"986","Sun, Mar 13, 2016","3:30 pm","Cleveland Cavaliers","114","Los Angeles Clippers","90"
"987","Sun, Mar 13, 2016","9:30 pm","New York Knicks","90","Los Angeles Lakers","87"
"988","Sun, Mar 13, 2016","6:00 pm","Utah Jazz","108","Sacramento Kings","99"
"989","Mon, Mar 14, 2016","7:00 pm","Dallas Mavericks","107","Charlotte Hornets","96"
"990","Mon, Mar 14, 2016","10:30 pm","New Orleans Pelicans","107","Golden State Warriors","125"
"991","Mon, Mar 14, 2016","8:00 pm","Memphis Grizzlies","81","Houston Rockets","130"
"992","Mon, Mar 14, 2016","7:30 pm","Denver Nuggets","119","Miami Heat","124"
"993","Mon, Mar 14, 2016","8:00 pm","Portland Trail Blazers","94","Oklahoma City Thunder","128"
"994","Mon, Mar 14, 2016","10:00 pm","Minnesota Timberwolves","104","Phoenix Suns","107"
"995","Mon, Mar 14, 2016","7:30 pm","Chicago Bulls","109","Toronto Raptors","107"
"996","Mon, Mar 14, 2016","10:30 pm","Cleveland Cavaliers","85","Utah Jazz","94"
"997","Mon, Mar 14, 2016","8:00 pm","Detroit Pistons","81","Washington Wizards","124"
"998","Tue, Mar 15, 2016","7:30 pm","Philadelphia 76ers","114","Brooklyn Nets","131"
"999","Tue, Mar 15, 2016","7:00 pm","Boston Celtics","98","Indiana Pacers","103"
"1000","Tue, Mar 15, 2016","10:30 pm","Sacramento Kings","106","Los Angeles Lakers","98"
"1001","Tue, Mar 15, 2016","8:00 pm","Toronto Raptors","107","Milwaukee Bucks","89"
"1002","Tue, Mar 15, 2016","7:00 pm","Denver Nuggets","110","Orlando Magic","116"
"1003","Tue, Mar 15, 2016","8:30 pm","Los Angeles Clippers","87","San Antonio Spurs","108"
"1004","Wed, Mar 16, 2016","7:00 pm","Oklahoma City Thunder","130","Boston Celtics","109"
"1005","Wed, Mar 16, 2016","7:00 pm","Orlando Magic","99","Charlotte Hornets","107"
"1006","Wed, Mar 16, 2016","7:00 pm","Dallas Mavericks","98","Cleveland Cavaliers","99"
"1007","Wed, Mar 16, 2016","7:30 pm","Atlanta Hawks","118","Detroit Pistons","114"
"1008","Wed, Mar 16, 2016","10:30 pm","New York Knicks","85","Golden State Warriors","121"
"1009","Wed, Mar 16, 2016","9:30 pm","Los Angeles Clippers","122","Houston Rockets","106"
"1010","Wed, Mar 16, 2016","8:00 pm","Minnesota Timberwolves","114","Memphis Grizzlies","108"
"1011","Wed, Mar 16, 2016","10:00 pm","New Orleans Pelicans","123","Sacramento Kings","108"
"1012","Wed, Mar 16, 2016","7:00 pm","Chicago Bulls","96","Washington Wizards","117"
"1013","Thu, Mar 17, 2016","8:00 pm","Denver Nuggets","98","Atlanta Hawks","116"
"1014","Thu, Mar 17, 2016","8:00 pm","Brooklyn Nets","102","Chicago Bulls","118"
"1015","Thu, Mar 17, 2016","7:00 pm","Toronto Raptors","101","Indiana Pacers","94"
"1016","Thu, Mar 17, 2016","7:30 pm","Charlotte Hornets","109","Miami Heat","106"
"1017","Thu, Mar 17, 2016","8:00 pm","Memphis Grizzlies","86","Milwaukee Bucks","96"
"1018","Thu, Mar 17, 2016","7:00 pm","Washington Wizards","99","Philadelphia 76ers","94"
"1019","Thu, Mar 17, 2016","8:30 pm","Portland Trail Blazers","110","San Antonio Spurs","118"
"1020","Thu, Mar 17, 2016","9:00 pm","Phoenix Suns","69","Utah Jazz","103"
"1021","Fri, Mar 18, 2016","8:30 pm","Golden State Warriors","130","Dallas Mavericks","112"
"1022","Fri, Mar 18, 2016","7:30 pm","Sacramento Kings","108","Detroit Pistons","115"
"1023","Fri, Mar 18, 2016","8:00 pm","Minnesota Timberwolves","111","Houston Rockets","116"
"1024","Fri, Mar 18, 2016","10:30 pm","Phoenix Suns","95","Los Angeles Lakers","90"
"1025","Fri, Mar 18, 2016","8:00 pm","Portland Trail Blazers","117","New Orleans Pelicans","112"
"1026","Fri, Mar 18, 2016","7:00 pm","Cleveland Cavaliers","109","Orlando Magic","103"
"1027","Fri, Mar 18, 2016","7:00 pm","Oklahoma City Thunder","111","Philadelphia 76ers","97"
"1028","Fri, Mar 18, 2016","7:30 pm","Boston Celtics","91","Toronto Raptors","105"
"1029","Sat, Mar 19, 2016","7:30 pm","Houston Rockets","97","Atlanta Hawks","109"
"1030","Sat, Mar 19, 2016","8:00 pm","Utah Jazz","85","Chicago Bulls","92"
"1031","Sat, Mar 19, 2016","6:00 pm","Denver Nuggets","101","Charlotte Hornets","93"
"1032","Sat, Mar 19, 2016","7:00 pm","Brooklyn Nets","103","Detroit Pistons","115"
"1033","Sat, Mar 19, 2016","7:00 pm","Oklahoma City Thunder","115","Indiana Pacers","111"
"1034","Sat, Mar 19, 2016","8:00 pm","Los Angeles Clippers","102","Memphis Grizzlies","113"
"1035","Sat, Mar 19, 2016","7:30 pm","Cleveland Cavaliers","101","Miami Heat","122"
"1036","Sat, Mar 19, 2016","8:30 pm","Golden State Warriors","79","San Antonio Spurs","87"
"1037","Sat, Mar 19, 2016","7:00 pm","New York Knicks","89","Washington Wizards","99"
"1038","Sun, Mar 20, 2016","4:00 pm","Portland Trail Blazers","120","Dallas Mavericks","132"
"1039","Sun, Mar 20, 2016","7:00 pm","Utah Jazz","94","Milwaukee Bucks","85"
"1040","Sun, Mar 20, 2016","6:00 pm","Los Angeles Clippers","105","New Orleans Pelicans","109"
"1041","Sun, Mar 20, 2016","7:30 pm","Sacramento Kings","88","New York Knicks","80"
"1042","Sun, Mar 20, 2016","6:00 pm","Boston Celtics","120","Philadelphia 76ers","105"
"1043","Sun, Mar 20, 2016","4:30 pm","Orlando Magic","100","Toronto Raptors","105"
"1044","Mon, Mar 21, 2016","8:00 pm","Washington Wizards","117","Atlanta Hawks","102"
"1045","Mon, Mar 21, 2016","7:30 pm","Orlando Magic","96","Boston Celtics","107"
"1046","Mon, Mar 21, 2016","8:00 pm","Sacramento Kings","102","Chicago Bulls","109"
"1047","Mon, Mar 21, 2016","7:00 pm","San Antonio Spurs","88","Charlotte Hornets","91"
"1048","Mon, Mar 21, 2016","7:00 pm","Denver Nuggets","91","Cleveland Cavaliers","124"
"1049","Mon, Mar 21, 2016","7:30 pm","Milwaukee Bucks","91","Detroit Pistons","92"
"1050","Mon, Mar 21, 2016","7:00 pm","Philadelphia 76ers","75","Indiana Pacers","91"
"1051","Mon, Mar 21, 2016","8:00 pm","Golden State Warriors","109","Minnesota Timberwolves","104"
"1052","Mon, Mar 21, 2016","10:00 pm","Memphis Grizzlies","103","Phoenix Suns","97"
"1053","Tue, Mar 22, 2016","7:30 pm","Charlotte Hornets","105","Brooklyn Nets","100"
"1054","Tue, Mar 22, 2016","10:30 pm","Memphis Grizzlies","100","Los Angeles Lakers","107"
"1055","Tue, Mar 22, 2016","8:00 pm","Miami Heat","113","New Orleans Pelicans","99"
"1056","Tue, Mar 22, 2016","8:00 pm","Houston Rockets","107","Oklahoma City Thunder","111"
"1057","Wed, Mar 23, 2016","7:30 pm","Toronto Raptors","79","Boston Celtics","91"
"1058","Wed, Mar 23, 2016","8:00 pm","New York Knicks","115","Chicago Bulls","107"
"1059","Wed, Mar 23, 2016","7:00 pm","Milwaukee Bucks","104","Cleveland Cavaliers","113"
"1060","Wed, Mar 23, 2016","9:00 pm","Philadelphia 76ers","103","Denver Nuggets","104"
"1061","Wed, Mar 23, 2016","7:30 pm","Orlando Magic","102","Detroit Pistons","118"
"1062","Wed, Mar 23, 2016","10:30 pm","Los Angeles Clippers","98","Golden State Warriors","114"
"1063","Wed, Mar 23, 2016","8:00 pm","Utah Jazz","89","Houston Rockets","87"
"1064","Wed, Mar 23, 2016","8:00 pm","Sacramento Kings","104","Minnesota Timberwolves","113"
"1065","Wed, Mar 23, 2016","10:00 pm","Los Angeles Lakers","107","Phoenix Suns","119"
"1066","Wed, Mar 23, 2016","10:00 pm","Dallas Mavericks","103","Portland Trail Blazers","109"
"1067","Wed, Mar 23, 2016","8:30 pm","Miami Heat","88","San Antonio Spurs","112"
"1068","Wed, Mar 23, 2016","7:00 pm","Atlanta Hawks","122","Washington Wizards","101"
"1069","Thu, Mar 24, 2016","7:30 pm","Cleveland Cavaliers","95","Brooklyn Nets","104"
"1070","Thu, Mar 24, 2016","7:00 pm","New Orleans Pelicans","84","Indiana Pacers","92"
"1071","Thu, Mar 24, 2016","10:30 pm","Portland Trail Blazers","94","Los Angeles Clippers","96"
"1072","Thu, Mar 24, 2016","7:30 pm","Chicago Bulls","94","New York Knicks","106"
"1073","Thu, Mar 24, 2016","8:00 pm","Utah Jazz","91","Oklahoma City Thunder","113"
"1074","Fri, Mar 25, 2016","8:00 pm","Milwaukee Bucks","90","Atlanta Hawks","101"
"1075","Fri, Mar 25, 2016","7:30 pm","Charlotte Hornets","105","Detroit Pistons","112"
"1076","Fri, Mar 25, 2016","10:30 pm","Dallas Mavericks","120","Golden State Warriors","128"
"1077","Fri, Mar 25, 2016","8:00 pm","Toronto Raptors","109","Houston Rockets","112"
"1078","Fri, Mar 25, 2016","10:30 pm","Denver Nuggets","116","Los Angeles Lakers","105"
"1079","Fri, Mar 25, 2016","8:00 pm","Orlando Magic","97","Miami Heat","108"
"1080","Fri, Mar 25, 2016","10:00 pm","Phoenix Suns","94","Sacramento Kings","116"
"1081","Fri, Mar 25, 2016","8:30 pm","Memphis Grizzlies","104","San Antonio Spurs","110"
"1082","Fri, Mar 25, 2016","7:00 pm","Minnesota Timberwolves","132","Washington Wizards","129"
"1083","Sat, Mar 26, 2016","6:00 pm","Indiana Pacers","110","Brooklyn Nets","120"
"1084","Sat, Mar 26, 2016","7:30 pm","Atlanta Hawks","112","Detroit Pistons","95"
"1085","Sat, Mar 26, 2016","8:30 pm","Charlotte Hornets","115","Milwaukee Bucks","91"
"1086","Sat, Mar 26, 2016","8:00 pm","Utah Jazz","93","Minnesota Timberwolves","84"
"1087","Sat, Mar 26, 2016","7:00 pm","Toronto Raptors","115","New Orleans Pelicans","91"
"1088","Sat, Mar 26, 2016","7:30 pm","Cleveland Cavaliers","107","New York Knicks","93"
"1089","Sat, Mar 26, 2016","8:00 pm","San Antonio Spurs","92","Oklahoma City Thunder","111"
"1090","Sat, Mar 26, 2016","7:00 pm","Chicago Bulls","89","Orlando Magic","111"
"1091","Sat, Mar 26, 2016","10:00 pm","Boston Celtics","102","Phoenix Suns","99"
"1092","Sat, Mar 26, 2016","10:00 pm","Philadelphia 76ers","105","Portland Trail Blazers","108"
"1093","Sun, Mar 27, 2016","8:00 pm","Philadelphia 76ers","105","Golden State Warriors","117"
"1094","Sun, Mar 27, 2016","6:00 pm","Houston Rockets","101","Indiana Pacers","104"
"1095","Sun, Mar 27, 2016","3:30 pm","Denver Nuggets","90","Los Angeles Clippers","105"
"1096","Sun, Mar 27, 2016","9:30 pm","Washington Wizards","101","Los Angeles Lakers","88"
"1097","Sun, Mar 27, 2016","6:00 pm","Dallas Mavericks","111","Sacramento Kings","133"
"1098","Mon, Mar 28, 2016","8:00 pm","Atlanta Hawks","102","Chicago Bulls","100"
"1099","Mon, Mar 28, 2016","9:00 pm","Dallas Mavericks","97","Denver Nuggets","88"
"1100","Mon, Mar 28, 2016","10:30 pm","Boston Celtics","90","Los Angeles Clippers","114"
"1101","Mon, Mar 28, 2016","8:00 pm","San Antonio Spurs","101","Memphis Grizzlies","87"
"1102","Mon, Mar 28, 2016","7:30 pm","Brooklyn Nets","99","Miami Heat","110"
"1103","Mon, Mar 28, 2016","8:00 pm","Phoenix Suns","116","Minnesota Timberwolves","121"
"1104","Mon, Mar 28, 2016","8:00 pm","New York Knicks","91","New Orleans Pelicans","99"
"1105","Mon, Mar 28, 2016","10:00 pm","Sacramento Kings","93","Portland Trail Blazers","105"
"1106","Mon, Mar 28, 2016","7:30 pm","Oklahoma City Thunder","119","Toronto Raptors","100"
"1107","Mon, Mar 28, 2016","9:00 pm","Los Angeles Lakers","75","Utah Jazz","123"
"1108","Tue, Mar 29, 2016","8:00 pm","Houston Rockets","106","Cleveland Cavaliers","100"
"1109","Tue, Mar 29, 2016","7:30 pm","Oklahoma City Thunder","82","Detroit Pistons","88"
"1110","Tue, Mar 29, 2016","10:30 pm","Washington Wizards","94","Golden State Warriors","102"
"1111","Tue, Mar 29, 2016","7:00 pm","Chicago Bulls","98","Indiana Pacers","96"
"1112","Tue, Mar 29, 2016","7:00 pm","Brooklyn Nets","105","Orlando Magic","139"
"1113","Tue, Mar 29, 2016","7:00 pm","Charlotte Hornets","100","Philadelphia 76ers","85"
"1114","Wed, Mar 30, 2016","8:30 pm","New York Knicks","89","Dallas Mavericks","91"
"1115","Wed, Mar 30, 2016","10:30 pm","Miami Heat","100","Los Angeles Lakers","102"
"1116","Wed, Mar 30, 2016","8:00 pm","Denver Nuggets","109","Memphis Grizzlies","105"
"1117","Wed, Mar 30, 2016","8:00 pm","Phoenix Suns","94","Milwaukee Bucks","105"
"1118","Wed, Mar 30, 2016","8:00 pm","Los Angeles Clippers","99","Minnesota Timberwolves","79"
"1119","Wed, Mar 30, 2016","10:00 pm","Washington Wizards","111","Sacramento Kings","120"
"1120","Wed, Mar 30, 2016","8:30 pm","New Orleans Pelicans","92","San Antonio Spurs","100"
"1121","Wed, Mar 30, 2016","7:30 pm","Atlanta Hawks","97","Toronto Raptors","105"
"1122","Wed, Mar 30, 2016","9:00 pm","Golden State Warriors","103","Utah Jazz","96"
"1123","Thu, Mar 31, 2016","7:00 pm","Brooklyn Nets","87","Cleveland Cavaliers","107"
"1124","Thu, Mar 31, 2016","7:00 pm","Chicago Bulls","103","Houston Rockets","100"
"1125","Thu, Mar 31, 2016","7:00 pm","Orlando Magic","114","Indiana Pacers","94"
"1126","Thu, Mar 31, 2016","8:00 pm","Denver Nuggets","95","New Orleans Pelicans","101"
"1127","Thu, Mar 31, 2016","9:30 pm","Los Angeles Clippers","117","Oklahoma City Thunder","119"
"1128","Thu, Mar 31, 2016","10:00 pm","Boston Celtics","109","Portland Trail Blazers","116"
"1129","Fri, Apr 1, 2016","8:00 pm","Cleveland Cavaliers","110","Atlanta Hawks","108"
"1130","Fri, Apr 1, 2016","7:00 pm","Philadelphia 76ers","91","Charlotte Hornets","100"
"1131","Fri, Apr 1, 2016","7:30 pm","Dallas Mavericks","98","Detroit Pistons","89"
"1132","Fri, Apr 1, 2016","10:30 pm","Boston Celtics","109","Golden State Warriors","106"
"1133","Fri, Apr 1, 2016","8:00 pm","Toronto Raptors","99","Memphis Grizzlies","95"
"1134","Fri, Apr 1, 2016","8:00 pm","Orlando Magic","110","Milwaukee Bucks","113"
"1135","Fri, Apr 1, 2016","7:30 pm","Brooklyn Nets","91","New York Knicks","105"
"1136","Fri, Apr 1, 2016","10:30 pm","Washington Wizards","106","Phoenix Suns","99"
"1137","Fri, Apr 1, 2016","10:00 pm","Miami Heat","112","Sacramento Kings","106"
"1138","Fri, Apr 1, 2016","9:00 pm","Minnesota Timberwolves","85","Utah Jazz","98"
"1139","Sat, Apr 2, 2016","8:00 pm","Detroit Pistons","94","Chicago Bulls","90"
"1140","Sat, Apr 2, 2016","9:00 pm","Sacramento Kings","115","Denver Nuggets","106"
"1141","Sat, Apr 2, 2016","7:30 pm","Indiana Pacers","115","Philadelphia 76ers","102"
"1142","Sat, Apr 2, 2016","10:00 pm","Miami Heat","93","Portland Trail Blazers","110"
"1143","Sat, Apr 2, 2016","8:30 pm","Toronto Raptors","95","San Antonio Spurs","102"
"1144","Sun, Apr 3, 2016","1:00 pm","New Orleans Pelicans","106","Brooklyn Nets","87"
"1145","Sun, Apr 3, 2016","3:30 pm","Charlotte Hornets","103","Cleveland Cavaliers","112"
"1146","Sun, Apr 3, 2016","8:00 pm","Portland Trail Blazers","111","Golden State Warriors","136"
"1147","Sun, Apr 3, 2016","3:30 pm","Oklahoma City Thunder","110","Houston Rockets","118"
"1148","Sun, Apr 3, 2016","3:30 pm","Washington Wizards","109","Los Angeles Clippers","114"
"1149","Sun, Apr 3, 2016","9:30 pm","Boston Celtics","107","Los Angeles Lakers","100"
"1150","Sun, Apr 3, 2016","7:00 pm","Chicago Bulls","102","Milwaukee Bucks","98"
"1151","Sun, Apr 3, 2016","3:30 pm","Dallas Mavericks","88","Minnesota Timberwolves","78"
"1152","Sun, Apr 3, 2016","7:30 pm","Indiana Pacers","92","New York Knicks","87"
"1153","Sun, Apr 3, 2016","6:00 pm","Memphis Grizzlies","107","Orlando Magic","119"
