"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp"
"11",11,"11/14/16","","ORL","W",88,69,35,90,0.389,8,25,0.32,10,10,1,7,49,22,9,9,9,14,27,84,0.321,5,25,0.2,10,13,0.769,9,52,12,3,5,14,17
"12",12,"11/16/16","","CLE","W",103,93,43,86,0.5,10,28,0.357,7,11,0.636,5,40,22,8,12,10,16,35,86,0.407,11,30,0.367,12,20,0.6,11,51,19,3,5,18,16
"13",13,"11/18/16","","PHO","L",96,116,36,76,0.474,1,7,0.143,23,29,0.793,10,35,18,5,8,18,19,46,97,0.474,9,26,0.346,15,18,0.833,18,46,21,14,7,11,28
"14",14,"11/20/16","@","OKC","W",115,111,40,89,0.449,11,22,0.5,24,31,0.774,15,51,23,13,2,22,20,44,101,0.436,10,36,0.278,13,18,0.722,15,49,28,10,7,20,23
"15",15,"11/21/16","","GSW","L",83,120,33,103,0.32,6,23,0.261,11,12,0.917,15,49,13,5,4,11,23,40,90,0.444,13,36,0.361,27,32,0.844,12,60,31,9,10,12,17
"16",16,"11/23/16","","ATL","L",85,96,34,84,0.405,7,27,0.259,10,14,0.714,7,37,16,15,5,18,20,36,85,0.424,5,20,0.25,19,22,0.864,17,56,17,11,7,21,18
"17",17,"11/25/16","","BRK","W",118,97,48,87,0.552,11,26,0.423,11,16,0.688,9,47,25,11,5,14,19,36,79,0.456,11,34,0.324,14,23,0.609,9,38,24,8,4,19,17
"18",18,"11/27/16","","LAC","W",91,70,40,92,0.435,5,19,0.263,6,7,0.857,13,52,26,8,4,13,21,22,70,0.314,4,24,0.167,22,27,0.815,6,40,11,9,4,20,13
"19",19,"11/30/16","@","POR","L",109,131,36,72,0.5,6,14,0.429,31,35,0.886,4,32,19,3,4,15,14,51,94,0.543,12,32,0.375,17,19,0.895,14,40,29,13,2,6,23
"20",20,"12/4/16","@","LAC","W",111,102,39,79,0.494,5,14,0.357,28,35,0.8,5,36,21,9,2,9,24,36,81,0.444,10,30,0.333,20,28,0.714,16,51,19,5,7,20,24
"21",21,"12/5/16","@","GSW","L",106,142,35,85,0.412,3,15,0.2,33,35,0.943,9,40,20,10,5,14,21,54,104,0.519,14,37,0.378,20,26,0.769,16,54,45,12,13,11,22
"22",22,"12/7/16","@","PHO","W",109,94,35,78,0.449,7,23,0.304,32,41,0.78,12,49,16,11,3,18,16,34,85,0.4,9,33,0.273,17,18,0.944,9,40,17,14,4,19,31
"23",23,"12/9/16","@","DAL","L",103,111,32,69,0.464,14,25,0.56,25,26,0.962,4,38,21,5,4,13,18,39,80,0.488,15,32,0.469,18,24,0.75,5,33,23,8,1,8,19
"24",24,"12/10/16","","POR","W",118,111,40,83,0.482,15,29,0.517,23,28,0.821,10,39,24,11,9,13,13,40,82,0.488,16,37,0.432,15,16,0.938,9,41,22,6,4,17,20
"25",25,"12/12/16","","CHO","W",110,94,43,88,0.489,17,36,0.472,7,10,0.7,5,42,24,4,11,11,21,28,84,0.333,10,26,0.385,28,32,0.875,9,46,16,8,4,13,15
"26",26,"12/14/16","@","MIA","L",89,95,33,89,0.371,9,27,0.333,14,17,0.824,6,38,14,8,5,8,21,37,82,0.451,7,25,0.28,14,25,0.56,14,58,23,4,6,15,16
"27",27,"12/15/16","@","NOP","L",95,102,36,87,0.414,3,21,0.143,20,24,0.833,7,46,23,6,4,12,21,36,86,0.419,10,27,0.37,20,28,0.714,12,56,23,6,8,16,16
"28",28,"12/17/16","@","DET","W",105,90,40,83,0.482,6,19,0.316,19,25,0.76,9,51,20,6,3,9,16,32,84,0.381,10,30,0.333,16,22,0.727,10,40,22,6,1,8,18
"29",29,"12/19/16","","WAS","W",107,105,41,87,0.471,7,21,0.333,18,21,0.857,9,41,18,6,6,15,20,38,88,0.432,8,33,0.242,21,26,0.808,14,49,19,5,6,15,22
"30",30,"12/20/16","@","NYK","L",111,118,39,91,0.429,6,23,0.261,27,33,0.818,11,44,22,10,5,9,14,44,88,0.5,13,23,0.565,17,21,0.81,4,45,24,6,8,14,18
"31",31,"12/22/16","","BOS","L",102,109,35,82,0.427,7,23,0.304,25,29,0.862,8,50,20,5,3,19,21,38,92,0.413,10,39,0.256,23,27,0.852,9,44,19,10,2,10,27
"32",32,"12/26/16","@","CHI","L",85,90,34,81,0.42,9,25,0.36,8,10,0.8,9,40,26,5,5,16,21,32,83,0.386,6,25,0.24,20,28,0.714,16,48,17,10,3,13,15
"33",33,"12/28/16","@","WAS","L",105,111,35,79,0.443,11,28,0.393,24,29,0.828,5,34,24,10,4,13,29,38,78,0.487,8,22,0.364,27,37,0.73,15,54,21,8,1,18,27
"34",34,"12/30/16","","CHI","W",111,101,39,81,0.481,7,19,0.368,26,30,0.867,8,42,26,7,6,11,22,35,84,0.417,6,23,0.261,25,31,0.806,15,47,17,8,5,13,23
"35",35,"1/1/17","","ORL","W",117,104,43,86,0.5,9,22,0.409,22,24,0.917,8,46,28,5,5,11,16,42,97,0.433,10,38,0.263,10,11,0.909,10,42,25,6,7,10,22
"36",36,"1/3/17","@","DET","W",121,116,43,74,0.581,9,16,0.563,26,30,0.867,6,34,26,7,7,11,8,48,97,0.495,10,29,0.345,10,12,0.833,16,42,31,5,5,10,19
"37",37,"1/5/17","","BRK","W",121,109,48,93,0.516,10,22,0.455,15,19,0.789,7,44,23,7,9,6,12,41,90,0.456,17,38,0.447,10,13,0.769,8,45,22,5,8,13,17
"38",38,"1/7/17","","NYK","W",123,109,43,86,0.5,11,24,0.458,26,28,0.929,12,53,25,11,0,19,23,40,87,0.46,12,31,0.387,17,24,0.708,6,32,25,9,7,17,24
"39",39,"1/12/17","@","DEN","L",112,140,44,94,0.468,12,29,0.414,12,13,0.923,12,34,26,9,4,16,15,52,91,0.571,15,32,0.469,21,23,0.913,13,48,37,10,5,15,16
"40",40,"1/16/17","","NOP","W",98,95,41,81,0.506,5,19,0.263,11,16,0.688,5,45,26,11,6,16,18,36,83,0.434,10,25,0.4,13,18,0.722,8,38,18,7,6,14,17
"41",41,"1/18/17","@","SAC","W",106,100,39,75,0.52,7,21,0.333,21,25,0.84,8,32,22,11,3,14,21,35,72,0.486,9,21,0.429,21,27,0.778,10,36,28,9,5,21,22
"42",42,"1/20/17","@","LAL","L",95,108,34,80,0.425,9,23,0.391,18,25,0.72,8,37,24,17,6,20,12,41,87,0.471,14,33,0.424,12,15,0.8,16,51,27,15,3,23,20
"43",43,"1/21/17","@","UTA","L",100,109,39,77,0.506,10,20,0.5,12,17,0.706,4,36,17,10,3,16,23,39,84,0.464,6,24,0.25,25,32,0.781,10,42,24,11,3,14,15
"44",44,"1/23/17","","NYK","L",103,109,38,86,0.442,7,26,0.269,20,25,0.8,7,37,18,7,4,11,20,35,76,0.461,8,22,0.364,31,35,0.886,6,43,19,8,7,14,21
"45",45,"1/26/17","@","MIN","W",109,103,42,81,0.519,10,18,0.556,15,17,0.882,6,44,21,7,4,18,22,36,81,0.444,10,27,0.37,21,27,0.778,6,34,27,13,5,11,20
"46",46,"1/27/17","","SAC","W",115,111,38,78,0.487,10,28,0.357,29,33,0.879,7,29,19,14,4,10,24,35,71,0.493,13,26,0.5,28,36,0.778,10,43,22,7,1,19,30
"47",47,"1/29/17","","HOU","W",120,101,47,87,0.54,5,21,0.238,21,26,0.808,7,42,28,9,7,10,21,34,83,0.41,11,39,0.282,22,25,0.88,11,41,21,7,6,15,24
"48",48,"2/1/17","@","ORL","W",98,88,33,69,0.478,9,20,0.45,23,26,0.885,5,38,25,5,1,17,23,31,77,0.403,6,24,0.25,20,28,0.714,7,35,17,12,3,14,22
"49",49,"2/3/17","@","BRK","W",106,97,37,86,0.43,8,20,0.4,24,31,0.774,12,49,20,11,10,14,19,32,86,0.372,11,28,0.393,22,23,0.957,9,44,20,7,4,19,22
"50",50,"2/4/17","","DET","W",105,84,44,91,0.484,7,24,0.292,10,15,0.667,7,41,22,11,4,6,17,31,75,0.413,6,17,0.353,16,20,0.8,8,43,18,2,6,21,13
"51",51,"2/6/17","","OKC","W",93,90,33,87,0.379,8,26,0.308,19,29,0.655,13,37,19,7,10,10,17,34,88,0.386,7,28,0.25,15,21,0.714,20,61,17,6,11,16,21
"52",52,"2/8/17","","CLE","L",117,132,41,82,0.5,13,25,0.52,22,26,0.846,7,38,24,7,2,12,18,46,84,0.548,16,36,0.444,24,26,0.923,5,39,24,7,5,9,16
"53",53,"2/10/17","@","WAS","L",107,112,45,92,0.489,4,21,0.19,13,15,0.867,10,42,29,3,5,11,22,41,88,0.466,10,29,0.345,20,30,0.667,14,46,29,8,4,11,13
"54",54,"2/11/17","","MIL","L",100,116,35,73,0.479,10,22,0.455,20,24,0.833,8,36,19,2,6,14,25,35,73,0.479,17,31,0.548,29,37,0.784,8,37,28,7,6,6,18
"55",55,"2/13/17","","SAS","L",106,110,38,78,0.487,9,20,0.45,21,30,0.7,6,37,21,8,3,11,23,40,87,0.46,7,15,0.467,23,27,0.852,12,49,18,7,4,11,22
"56",56,"2/15/17","@","CLE","L",104,113,40,86,0.465,12,24,0.5,12,14,0.857,13,43,30,2,1,11,17,39,82,0.476,18,39,0.462,17,19,0.895,9,40,23,6,2,8,19
"57",57,"2/16/17","","WAS","L",98,111,40,81,0.494,4,18,0.222,14,18,0.778,5,35,21,7,1,10,12,43,83,0.518,15,29,0.517,10,15,0.667,8,39,23,5,3,10,19
"58",58,"2/24/17","","MEM","W",102,92,40,78,0.513,11,26,0.423,11,11,1,8,50,23,8,7,16,19,35,84,0.417,9,27,0.333,13,23,0.565,12,39,20,11,5,11,15
"59",59,"2/25/17","@","MIA","L",95,113,34,85,0.4,4,12,0.333,23,26,0.885,13,43,21,8,4,15,24,38,78,0.487,13,31,0.419,24,31,0.774,11,43,23,9,5,16,19
"60",60,"2/27/17","@","HOU","W",117,108,41,91,0.451,13,30,0.433,22,25,0.88,13,55,29,7,5,15,26,32,88,0.364,10,45,0.222,34,42,0.81,12,39,22,8,5,10,22
"61",61,"3/1/17","@","SAS","L",99,100,37,81,0.457,7,23,0.304,18,25,0.72,13,41,22,13,1,17,26,35,74,0.473,9,29,0.31,21,24,0.875,6,36,20,8,7,18,21
"62",62,"3/5/17","@","ATL","W",97,96,35,78,0.449,15,33,0.455,12,21,0.571,9,44,24,6,4,15,22,34,77,0.442,9,27,0.333,19,31,0.613,11,44,21,12,1,14,19
"63",63,"3/6/17","@","CHO","L",88,100,37,81,0.457,12,30,0.4,2,3,0.667,6,41,29,3,5,15,17,35,86,0.407,11,31,0.355,19,21,0.905,13,50,21,10,2,10,8
"64",64,"3/8/17","","DET","W",115,98,44,88,0.5,11,23,0.478,16,19,0.842,9,46,27,3,2,5,18,39,89,0.438,7,26,0.269,13,22,0.591,11,45,20,4,4,10,18
"65",65,"3/10/17","@","MIL","L",85,99,33,75,0.44,2,18,0.111,17,22,0.773,8,36,15,14,3,18,24,33,64,0.516,7,17,0.412,26,30,0.867,5,34,17,13,6,20,21
"66",66,"3/12/17","","MIA","W",102,98,35,82,0.427,5,15,0.333,27,32,0.844,11,46,12,2,4,9,15,39,94,0.415,9,32,0.281,11,16,0.688,19,54,18,4,4,8,22
"67",67,"3/14/17","@","NYK","L",81,87,32,87,0.368,8,29,0.276,9,15,0.6,14,53,16,6,3,16,14,35,83,0.422,9,28,0.321,8,13,0.615,11,52,21,8,4,14,15
"68",68,"3/15/17","","CHO","W",98,77,39,73,0.534,12,28,0.429,8,9,0.889,3,42,26,8,6,14,15,32,80,0.4,3,23,0.13,10,13,0.769,3,30,15,9,4,10,13
"69",69,"3/19/17","@","TOR","L",91,116,33,80,0.413,6,23,0.261,19,26,0.731,9,33,22,7,2,13,23,45,91,0.495,12,27,0.444,14,16,0.875,14,51,25,7,7,16,20
"70",70,"3/20/17","","UTA","W",107,100,38,87,0.437,10,20,0.5,21,23,0.913,10,43,21,9,9,7,19,40,88,0.455,6,25,0.24,14,20,0.7,13,49,20,5,11,10,17
"71",71,"3/22/17","@","BOS","L",100,109,38,87,0.437,11,28,0.393,13,19,0.684,18,45,20,13,6,13,19,43,84,0.512,11,27,0.407,12,14,0.857,10,43,27,5,2,16,17
"72",72,"3/24/17","","DEN","L",117,125,48,95,0.505,13,24,0.542,8,11,0.727,11,39,19,9,8,12,29,39,82,0.476,7,27,0.259,40,43,0.93,11,45,23,8,4,13,15
"73",73,"3/26/17","","PHI","W",107,94,38,89,0.427,7,17,0.412,24,29,0.828,12,51,16,9,4,9,13,35,88,0.398,14,41,0.341,10,14,0.714,8,48,19,7,5,14,23
"74",74,"3/28/17","","MIN","L",114,115,40,81,0.494,5,18,0.278,29,35,0.829,11,37,25,8,5,14,22,37,78,0.474,9,20,0.45,32,37,0.865,11,35,22,10,9,14,22
"75",75,"3/29/17","@","MEM","L",97,110,37,85,0.435,10,25,0.4,13,15,0.867,12,43,19,5,7,12,18,41,88,0.466,12,32,0.375,16,18,0.889,9,43,22,8,3,8,19
"76",76,"3/31/17","@","TOR","L",100,111,36,87,0.414,11,26,0.423,17,21,0.81,12,42,19,7,4,13,21,37,82,0.451,14,27,0.519,23,35,0.657,16,53,23,7,5,14,23
"77",77,"4/2/17","@","CLE","L",130,135,48,105,0.457,16,41,0.39,18,20,0.9,12,46,32,6,3,9,24,47,95,0.495,18,43,0.419,23,33,0.697,15,56,29,7,4,13,19
"78",78,"4/4/17","","TOR","W",108,90,39,89,0.438,12,25,0.48,18,18,1,10,43,16,7,4,11,17,34,76,0.447,5,23,0.217,17,19,0.895,6,40,11,7,5,13,19
"79",79,"4/6/17","","MIL","W",104,89,38,80,0.475,8,25,0.32,20,26,0.769,12,44,20,15,3,16,12,33,71,0.465,11,24,0.458,12,14,0.857,6,32,21,8,4,21,22
"80",80,"4/8/17","@","ORL","W",127,112,51,86,0.593,11,22,0.5,14,19,0.737,6,45,35,6,5,15,15,41,84,0.488,14,30,0.467,16,22,0.727,4,33,29,10,2,13,16
"81",81,"4/10/17","@","PHI","W",120,111,49,85,0.576,5,16,0.313,17,21,0.81,14,44,30,9,5,14,23,35,75,0.467,13,33,0.394,28,31,0.903,10,33,20,10,1,18,19
"82",82,"4/12/17","","ATL","W",104,86,39,82,0.476,10,24,0.417,16,19,0.842,8,41,21,5,7,10,14,30,72,0.417,11,29,0.379,15,19,0.789,8,37,19,5,4,18,15
