"","X.1","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp"
"17",17,17,"11/25/16","@","DET","L",97,108,35,73,0.479,7,21,0.333,20,26,0.769,6,32,26,4,6,14,16,14.2777777777778,47,90,0.522,9,19,0.474,5,7,0.714,9,42,26,7,0,10,22,11.5666666666667
"18",18,18,"11/27/16","@","IND","L",70,91,22,70,0.314,4,24,0.167,22,27,0.815,6,40,11,9,4,20,13,15.5125,40,92,0.435,5,19,0.263,6,7,0.857,13,52,26,8,4,13,21,10.95
"19",19,19,"11/29/16","@","BRK","L",122,127,46,109,0.422,13,40,0.325,17,22,0.773,11,57,21,10,3,15,29,11.47,45,104,0.433,13,38,0.342,24,36,0.667,7,53,22,10,3,13,23,10.7625
"20",20,20,"12/1/16","@","CLE","W",113,94,42,89,0.472,13,31,0.419,16,24,0.667,14,47,33,7,3,11,32,14.1777777777778,28,69,0.406,9,24,0.375,29,39,0.744,6,36,12,5,3,18,24,14.0333333333333
"21",21,21,"12/2/16","@","NOP","W",114,96,45,88,0.511,10,24,0.417,14,16,0.875,12,47,27,6,7,9,18,16.0714285714286,39,85,0.459,5,20,0.25,13,21,0.619,10,40,21,5,4,11,14,11.58
"22",22,22,"12/4/16","","IND","L",102,111,36,81,0.444,10,30,0.333,20,28,0.714,16,51,19,5,7,20,24,15.5125,39,79,0.494,5,14,0.357,28,35,0.8,5,36,21,9,2,9,24,13.6625
"23",23,23,"12/7/16","","GSW","L",98,115,36,92,0.391,8,26,0.308,18,24,0.75,17,47,15,3,2,13,24,13.6111111111111,42,89,0.472,7,31,0.226,24,29,0.828,12,46,32,11,5,10,24,15.4666666666667
"24",24,24,"12/10/16","","NOP","W",133,105,54,94,0.574,17,36,0.472,8,9,0.889,9,40,34,10,2,10,22,11.6888888888889,40,83,0.482,8,19,0.421,17,26,0.654,8,34,25,3,1,16,15,8.1
"25",25,25,"12/12/16","","POR","W",121,120,42,89,0.472,11,23,0.478,26,28,0.929,13,38,26,9,8,12,20,14.55,44,87,0.506,10,21,0.476,22,25,0.88,13,42,25,6,7,15,24,13.5333333333333
"26",26,26,"12/14/16","@","ORL","W",113,108,37,74,0.5,13,25,0.52,26,37,0.703,7,42,21,6,5,11,20,14.2777777777778,42,89,0.472,14,33,0.424,10,20,0.5,12,39,29,5,1,8,29,12.35
"27",27,27,"12/16/16","@","MIA","W",102,98,36,83,0.434,7,25,0.28,23,29,0.793,7,50,17,1,3,10,20,14.0222222222222,38,93,0.409,6,27,0.222,16,25,0.64,10,47,20,5,5,4,23,12.9625
"28",28,28,"12/18/16","@","WAS","L",110,117,43,87,0.494,7,23,0.304,17,24,0.708,12,40,28,7,1,15,23,15.5125,43,81,0.531,10,19,0.526,21,30,0.7,9,33,24,10,4,15,24,12.5142857142857
"29",29,29,"12/20/16","","DEN","W",119,102,47,86,0.547,16,36,0.444,9,13,0.692,5,37,32,7,2,12,13,11.47,39,90,0.433,11,39,0.282,13,20,0.65,15,46,22,5,2,12,15,14.7
"30",30,30,"12/22/16","","SAS","W",106,101,39,83,0.47,11,28,0.393,17,22,0.773,6,40,18,8,6,12,22,11.47,37,92,0.402,6,19,0.316,21,25,0.84,18,55,19,8,7,12,23,13.69
"31",31,31,"12/23/16","","DAL","L",88,90,34,74,0.459,13,29,0.448,7,11,0.636,6,41,17,9,4,20,16,11.2571428571429,37,87,0.425,7,29,0.241,9,15,0.6,14,42,21,13,4,12,14,12.2333333333333
"32",32,32,"12/25/16","@","LAL","L",102,111,37,85,0.435,10,29,0.345,18,22,0.818,10,42,24,9,5,15,20,9.98888888888889,40,84,0.476,8,25,0.32,23,30,0.767,13,48,18,7,3,13,21,11.5555555555556
"33",33,33,"12/26/16","","DEN","L",102,106,39,84,0.464,9,25,0.36,15,20,0.75,4,38,22,6,6,11,19,10.6857142857143,36,82,0.439,11,31,0.355,23,28,0.821,11,51,22,10,1,14,18,14.7
"34",34,34,"12/28/16","@","NOP","L",98,102,37,94,0.394,11,37,0.297,13,18,0.722,17,59,15,6,4,11,20,12.45,40,87,0.46,10,29,0.345,12,21,0.571,8,45,23,11,5,6,16,12.7555555555556
"35",35,35,"12/30/16","@","HOU","L",116,140,45,96,0.469,13,33,0.394,13,16,0.813,11,38,22,8,4,15,25,9.83333333333333,45,81,0.556,14,40,0.35,36,43,0.837,9,45,29,12,5,13,17,13.6666666666667
"36",36,36,"12/31/16","@","OKC","L",88,114,31,75,0.413,8,30,0.267,18,21,0.857,7,38,14,4,4,15,25,9.73333333333333,37,78,0.474,10,29,0.345,30,35,0.857,8,44,25,9,6,9,20,11.83
"37",37,37,"1/2/17","","PHO","W",109,98,37,80,0.463,7,16,0.438,28,38,0.737,12,51,17,1,11,19,21,10.8,39,102,0.382,2,15,0.133,18,22,0.818,19,48,22,11,4,12,29,14.4285714285714
"38",38,38,"1/4/17","","MEM","W",115,106,37,73,0.507,9,23,0.391,32,45,0.711,8,45,23,5,5,13,23,12.55,38,88,0.432,11,28,0.393,19,25,0.76,12,43,30,6,5,9,31,11.5333333333333
"39",39,39,"1/6/17","@","SAC","W",106,98,39,84,0.464,13,31,0.419,15,21,0.714,8,45,28,6,5,8,13,13.0625,36,87,0.414,9,30,0.3,17,22,0.773,12,50,23,4,3,6,18,13.9125
"40",40,40,"1/8/17","","MIA","W",98,86,36,86,0.419,9,30,0.3,17,25,0.68,9,51,27,8,3,11,20,12.675,31,84,0.369,7,27,0.259,17,21,0.81,11,50,14,6,5,15,21,13.7666666666667
"41",41,41,"1/11/17","","ORL","W",105,96,39,76,0.513,9,26,0.346,18,26,0.692,9,49,23,11,5,21,20,13.0625,39,92,0.424,6,27,0.222,12,18,0.667,6,35,21,8,3,13,21,11.2
"42",42,42,"1/14/17","","LAL","W",113,97,48,92,0.522,10,28,0.357,7,8,0.875,7,42,28,6,6,7,24,13.0625,36,80,0.45,10,21,0.476,15,27,0.556,6,40,21,3,2,14,20,11.0555555555556
"43",43,43,"1/16/17","","OKC","W",120,98,45,82,0.549,12,28,0.429,18,22,0.818,10,47,27,9,5,15,15,12.1,36,85,0.424,10,30,0.333,16,19,0.842,9,36,18,10,4,15,15,11.4444444444444
"44",44,44,"1/19/17","","MIN","L",101,104,42,87,0.483,4,22,0.182,13,24,0.542,14,41,24,9,6,11,21,10.8,40,84,0.476,5,16,0.313,19,25,0.76,13,43,25,3,2,13,21,14.6111111111111
"45",45,45,"1/21/17","@","DEN","L",98,123,40,96,0.417,10,32,0.313,8,8,1,10,35,23,5,2,7,23,9.83333333333333,46,87,0.529,10,24,0.417,21,26,0.808,11,46,30,4,0,10,16,13.81
"46",46,46,"1/23/17","@","ATL","W",115,105,42,84,0.5,14,24,0.583,17,22,0.773,10,46,23,4,8,11,19,10.9,37,88,0.42,9,29,0.31,22,26,0.846,8,40,28,8,2,8,17,11.25
"47",47,47,"1/24/17","@","PHI","L",110,121,33,71,0.465,18,34,0.529,26,41,0.634,11,46,17,4,1,17,22,12.2666666666667,45,90,0.5,10,29,0.345,21,22,0.955,6,38,35,8,7,5,27,11.29
"48",48,48,"1/28/17","@","GSW","L",98,144,36,82,0.439,12,28,0.429,14,22,0.636,8,32,24,7,2,14,18,11.25,57,92,0.62,17,34,0.5,13,16,0.813,9,48,35,9,7,11,17,13.4727272727273
"49",49,49,"2/1/17","@","PHO","W",124,114,44,84,0.524,5,19,0.263,31,38,0.816,8,45,20,10,9,10,28,11.7555555555556,39,96,0.406,7,20,0.35,29,35,0.829,18,45,21,5,3,13,27,12.3125
"50",50,50,"2/2/17","","GSW","L",120,133,40,80,0.5,10,25,0.4,30,39,0.769,9,37,24,7,7,15,18,13.25,52,99,0.525,14,34,0.412,15,18,0.833,15,46,38,10,2,11,26,13.7125
"51",51,51,"2/5/17","@","BOS","L",102,107,35,84,0.417,10,29,0.345,22,28,0.786,8,46,22,4,0,13,13,12.9625,37,88,0.42,16,52,0.308,17,20,0.85,9,45,24,9,3,11,21,12.7777777777778
"52",52,52,"2/6/17","@","TOR","L",109,118,42,90,0.467,13,35,0.371,12,18,0.667,9,39,24,7,5,9,19,14.1857142857143,41,84,0.488,10,24,0.417,26,29,0.897,11,47,20,6,1,9,23,13.0666666666667
"53",53,53,"2/8/17","@","NYK","W",119,115,45,92,0.489,10,25,0.4,19,28,0.679,14,47,22,8,3,11,20,14.8666666666667,46,92,0.5,8,27,0.296,15,18,0.833,12,41,25,9,5,11,22,12.1222222222222
"54",54,54,"2/11/17","@","CHO","W",107,102,40,85,0.471,14,34,0.412,13,20,0.65,10,50,26,3,6,13,21,12.675,37,85,0.435,13,37,0.351,15,20,0.75,8,40,24,6,4,8,20,14.5125
"55",55,55,"2/13/17","@","UTA","W",88,72,36,81,0.444,9,25,0.36,7,11,0.636,6,49,16,7,7,13,19,11.7555555555556,28,87,0.322,4,23,0.174,12,18,0.667,12,49,14,5,4,10,11,12.29
"56",56,56,"2/15/17","","ATL","W",99,84,37,79,0.468,14,37,0.378,11,12,0.917,5,40,24,18,3,16,17,11.7555555555556,32,79,0.405,7,26,0.269,13,19,0.684,10,45,20,5,1,20,13,8.99090909090909
"57",57,57,"2/23/17","@","GSW","L",113,123,38,93,0.409,11,28,0.393,26,37,0.703,10,38,23,11,0,14,16,13.25,43,81,0.531,13,26,0.5,24,26,0.923,10,53,31,11,11,21,27,14.54
"58",58,58,"2/24/17","","SAS","L",97,105,35,79,0.443,7,23,0.304,20,24,0.833,8,36,18,9,2,12,26,15.5125,35,82,0.427,9,26,0.346,26,30,0.867,15,51,23,9,7,13,21,13.88
"59",59,59,"2/26/17","","CHO","W",124,121,45,97,0.464,10,32,0.313,24,34,0.706,15,47,27,14,3,9,25,16.2857142857143,38,80,0.475,18,40,0.45,27,30,0.9,5,43,16,1,1,16,32,11.8777777777778
"60",60,60,"3/1/17","","HOU","L",103,122,42,94,0.447,12,34,0.353,7,13,0.538,10,36,26,8,3,7,23,16.2857142857143,37,87,0.425,20,52,0.385,28,33,0.848,19,62,21,3,2,16,17,15.3777777777778
"61",61,61,"3/3/17","@","MIL","L",101,112,36,64,0.563,8,19,0.421,21,36,0.583,7,38,23,4,1,23,18,16.2857142857143,44,80,0.55,10,25,0.4,14,15,0.933,3,25,35,11,4,10,27,11.6222222222222
"62",62,62,"3/4/17","@","CHI","W",101,91,41,85,0.482,6,25,0.24,13,16,0.813,11,37,20,7,5,14,17,14.2777777777778,35,83,0.422,6,17,0.353,15,20,0.75,14,45,26,11,0,19,24,11.25
"63",63,63,"3/6/17","","BOS","W",116,102,39,73,0.534,9,20,0.45,29,47,0.617,8,47,23,7,5,13,24,14.2777777777778,34,83,0.41,10,35,0.286,24,29,0.828,7,37,22,9,2,11,31,11.9777777777778
"64",64,64,"3/8/17","@","MIN","L",91,107,35,83,0.422,9,24,0.375,12,18,0.667,10,36,18,9,3,16,18,15.5125,42,86,0.488,5,20,0.25,18,20,0.9,14,50,26,10,4,12,23,13.7444444444444
"65",65,65,"3/9/17","@","MEM","W",114,98,40,78,0.513,11,30,0.367,23,28,0.821,7,48,24,2,4,14,18,14.2777777777778,37,83,0.446,7,20,0.35,17,22,0.773,6,34,26,6,2,9,22,11.5
"66",66,66,"3/11/17","","PHI","W",112,100,40,81,0.494,8,25,0.32,24,29,0.828,8,41,25,13,3,13,13,15.5125,40,84,0.476,10,30,0.333,10,14,0.714,7,41,28,11,1,16,23,10.7555555555556
"67",67,67,"3/13/17","@","UTA","L",108,114,39,78,0.5,12,30,0.4,18,23,0.783,3,28,16,4,2,6,22,14.2777777777778,41,78,0.526,14,21,0.667,18,22,0.818,8,42,22,1,3,7,22,12.8
"68",68,68,"3/15/17","","MIL","L",96,97,35,75,0.467,5,24,0.208,21,29,0.724,6,42,23,3,4,15,20,14.2777777777778,34,76,0.447,10,29,0.345,19,25,0.76,4,36,22,8,2,11,25,12.2777777777778
"69",69,69,"3/16/17","@","DEN","L",114,129,44,84,0.524,16,32,0.5,10,15,0.667,4,34,26,5,4,9,19,9.31,46,86,0.535,15,28,0.536,22,26,0.846,11,48,31,7,2,10,14,13.9125
"70",70,70,"3/18/17","","CLE","W",108,78,40,78,0.513,8,26,0.308,20,29,0.69,7,54,27,4,3,14,15,14.1777777777778,32,83,0.386,5,27,0.185,9,13,0.692,4,40,15,5,0,12,24,8.07
"71",71,71,"3/20/17","","NYK","W",114,105,43,87,0.494,10,31,0.323,18,24,0.75,9,43,25,8,4,9,19,14.1777777777778,40,89,0.449,6,24,0.25,19,24,0.792,14,48,24,6,1,12,19,11.0909090909091
"72",72,72,"3/21/17","@","LAL","W",133,109,45,84,0.536,15,33,0.455,28,32,0.875,13,48,23,4,4,15,21,14.5333333333333,43,92,0.467,6,20,0.3,17,27,0.63,14,41,23,8,3,8,22,10.325
"73",73,73,"3/23/17","@","DAL","L",95,97,36,80,0.45,9,27,0.333,14,21,0.667,9,45,18,6,2,17,16,15.5125,38,82,0.463,9,26,0.346,12,18,0.667,4,34,26,11,4,9,18,13.4666666666667
"74",74,74,"3/25/17","","UTA","W",108,95,38,84,0.452,7,27,0.259,25,28,0.893,11,47,14,9,5,10,17,14.1777777777778,37,86,0.43,8,26,0.308,13,18,0.722,12,43,22,5,3,14,22,11.73
"75",75,75,"3/26/17","","SAC","L",97,98,32,78,0.41,10,29,0.345,23,28,0.821,6,45,20,7,2,9,14,14.5,38,84,0.452,13,28,0.464,9,13,0.692,6,46,23,5,4,12,25,9.32
"76",76,76,"3/29/17","","WAS","W",133,124,47,83,0.566,12,30,0.4,27,37,0.73,8,41,27,6,4,10,22,17.3666666666667,46,93,0.495,13,34,0.382,19,29,0.655,14,43,22,7,0,10,31,13.9375
"77",77,77,"3/30/17","@","PHO","W",124,118,44,80,0.55,12,22,0.545,24,34,0.706,7,39,20,4,4,14,21,16.3285714285714,49,92,0.533,7,23,0.304,13,24,0.542,13,43,24,6,2,14,27,10.4375
"78",78,78,"4/1/17","","LAL","W",115,104,38,69,0.551,11,25,0.44,28,34,0.824,4,39,24,8,5,17,19,17.3666666666667,39,90,0.433,6,23,0.261,20,30,0.667,15,41,26,12,2,11,27,9.6
"79",79,79,"4/5/17","","DAL","W",112,101,38,75,0.507,12,31,0.387,24,31,0.774,5,40,22,11,0,15,19,16.3285714285714,38,86,0.442,11,31,0.355,14,18,0.778,11,44,24,5,3,16,26,11.0222222222222
"80",80,80,"4/8/17","@","SAS","W",98,87,42,84,0.5,6,22,0.273,8,14,0.571,8,45,21,8,7,6,15,14.8375,34,80,0.425,8,22,0.364,11,14,0.786,7,40,20,3,3,13,17,12.48
"81",81,81,"4/10/17","","HOU","W",125,96,46,91,0.505,10,26,0.385,23,28,0.821,12,49,29,9,0,9,16,13.9333333333333,33,84,0.393,9,40,0.225,21,27,0.778,9,41,23,5,3,15,23,10.7777777777778
"82",82,82,"4/12/17","","SAC","W",115,95,43,83,0.518,10,28,0.357,19,25,0.76,11,43,29,4,6,6,15,16.3285714285714,40,81,0.494,5,11,0.455,10,14,0.714,7,37,27,2,1,10,18,8.37142857142857
