"","X.1","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp"
"21",21,21,"12/5/15","@","TOR","W",112,109,35,73,0.479,16,30,0.533,26,36,0.722,8,43,22,2,5,12,24,13.6111111111111,40,91,0.44,8,20,0.4,21,26,0.808,11,38,21,9,3,6,27,11.6444444444444
"22",22,22,"12/6/15","@","BRK","W",114,98,44,86,0.512,14,33,0.424,12,23,0.522,10,46,25,9,9,12,18,13.62,39,89,0.438,5,17,0.294,15,23,0.652,11,46,21,8,2,13,18,13.2857142857143
"23",23,23,"12/8/15","@","IND","W",131,123,52,95,0.547,16,35,0.457,11,15,0.733,10,46,29,10,6,15,19,14.0444444444444,44,100,0.44,14,33,0.424,21,26,0.808,16,44,23,8,3,16,18,11.6555555555556
"24",24,24,"12/11/15","@","BOS","W",124,119,42,107,0.393,9,31,0.29,31,39,0.795,17,67,28,10,11,18,22,12.7111111111111,49,114,0.43,12,33,0.364,9,16,0.563,11,51,32,7,9,15,30,12.7555555555556
"25",25,25,"12/12/15","@","MIL","L",95,108,36,89,0.404,6,27,0.222,17,25,0.68,15,49,23,9,8,16,20,14.3333333333333,44,90,0.489,6,14,0.429,14,18,0.778,8,44,31,12,4,16,24,13.575
"26",26,26,"12/16/15","","PHO","W",128,103,46,88,0.523,15,32,0.469,21,27,0.778,9,49,32,12,4,17,17,13.62,41,91,0.451,5,22,0.227,16,18,0.889,7,41,28,11,4,20,20,11.7545454545455
"27",27,27,"12/18/15","","MIL","W",121,112,42,87,0.483,9,26,0.346,28,37,0.757,15,46,31,7,4,15,22,14.5375,42,91,0.462,4,18,0.222,24,28,0.857,14,41,25,6,7,16,29,12.9222222222222
"28",28,28,"12/23/15","","UTA","W",103,85,39,83,0.47,9,23,0.391,16,16,1,9,40,26,10,9,15,11,14.3333333333333,33,80,0.413,7,20,0.35,12,14,0.857,12,40,14,9,3,19,18,10.34
"29",29,29,"12/25/15","","CLE","W",89,83,32,78,0.41,5,18,0.278,20,27,0.741,8,49,21,7,10,16,19,15.35,30,95,0.316,5,30,0.167,18,25,0.72,17,55,12,6,4,11,22,14.3875
"30",30,30,"12/28/15","","SAC","W",122,103,43,89,0.483,20,42,0.476,16,24,0.667,13,59,33,12,8,18,25,14.0444444444444,37,95,0.389,13,31,0.419,16,28,0.571,13,48,23,10,4,14,21,14.89
"31",31,31,"12/30/15","@","DAL","L",91,114,33,81,0.407,7,19,0.368,18,24,0.75,8,37,20,9,0,12,18,10.8777777777778,42,82,0.512,14,27,0.519,16,20,0.8,12,52,20,6,4,15,19,11.1333333333333
"32",32,32,"12/31/15","@","HOU","W",114,110,43,84,0.512,11,23,0.478,17,27,0.63,12,43,35,8,5,18,20,11.5625,36,78,0.462,12,30,0.4,26,29,0.897,4,33,21,13,5,15,22,12.9333333333333
"33",33,33,"1/2/16","","DEN","W",111,108,43,86,0.5,10,28,0.357,15,23,0.652,9,47,34,9,5,13,22,13.6777777777778,44,105,0.419,5,30,0.167,15,23,0.652,24,52,27,7,0,13,23,11.1
"34",34,34,"1/4/16","","CHO","W",111,101,45,87,0.517,15,34,0.441,6,6,1,3,37,32,4,9,11,19,14.0888888888889,38,86,0.442,7,21,0.333,18,19,0.947,8,41,15,7,1,11,12,10.5888888888889
"35",35,35,"1/5/16","@","LAL","W",109,88,40,86,0.465,13,31,0.419,16,21,0.762,10,54,26,9,9,10,17,13.22,29,91,0.319,5,21,0.238,25,30,0.833,15,52,15,7,4,12,16,9.61111111111111
"36",36,36,"1/8/16","@","POR","W",128,108,46,87,0.529,18,32,0.563,18,21,0.857,5,48,36,6,5,15,20,13.59,38,96,0.396,12,33,0.364,20,28,0.714,12,45,21,12,4,9,17,12.03
"37",37,37,"1/9/16","@","SAC","W",128,116,49,87,0.563,19,37,0.514,11,15,0.733,9,48,35,5,8,18,25,15.0555555555556,43,92,0.467,8,23,0.348,22,29,0.759,7,34,27,8,3,10,22,13.75
"38",38,38,"1/11/16","","MIA","W",111,103,41,86,0.477,7,23,0.304,22,30,0.733,9,49,25,5,1,9,18,15.6375,41,91,0.451,7,19,0.368,14,16,0.875,9,47,31,2,4,10,19,13.2
"39",39,39,"1/13/16","@","DEN","L",110,112,42,88,0.477,10,26,0.385,16,20,0.8,7,39,25,9,11,13,25,13.3125,37,87,0.425,5,22,0.227,33,37,0.892,13,49,22,7,3,13,18,12.9444444444444
"40",40,40,"1/14/16","","LAL","W",116,98,43,86,0.5,13,33,0.394,17,20,0.85,12,47,26,12,4,19,17,14.17,40,90,0.444,4,23,0.174,14,24,0.583,16,47,17,13,3,21,19,10.4
"41",41,41,"1/16/16","@","DET","L",95,113,34,94,0.362,10,25,0.4,17,23,0.739,14,47,18,6,9,12,16,15.1333333333333,47,101,0.465,8,23,0.348,11,20,0.55,17,57,22,8,11,9,22,12.8428571428571
"42",42,42,"1/18/16","@","CLE","W",132,98,46,85,0.541,19,40,0.475,21,27,0.778,6,37,33,7,2,8,25,13.98,37,77,0.481,7,19,0.368,17,25,0.68,8,36,22,3,4,15,25,10.8416666666667
"43",43,43,"1/20/16","@","CHI","W",125,94,50,95,0.526,12,32,0.375,13,20,0.65,12,55,38,8,9,10,17,14.5888888888889,37,100,0.37,1,20,0.05,19,24,0.792,16,49,14,4,4,10,17,12.14
"44",44,44,"1/22/16","","IND","W",122,110,43,90,0.478,14,33,0.424,22,25,0.88,14,50,31,9,4,17,24,15.1333333333333,44,95,0.463,3,17,0.176,19,27,0.704,15,44,22,11,4,13,20,9.68
"45",45,45,"1/25/16","","SAS","W",120,90,44,85,0.518,11,26,0.423,21,25,0.84,10,45,31,15,3,21,25,13.5363636363636,31,74,0.419,5,14,0.357,23,31,0.742,9,38,21,11,4,25,21,12.0166666666667
"46",46,46,"1/27/16","","DAL","W",127,107,47,81,0.58,14,29,0.483,19,21,0.905,7,40,33,5,4,9,18,14.5888888888889,44,87,0.506,11,31,0.355,8,12,0.667,8,34,20,4,0,10,21,9.45555555555556
"47",47,47,"1/30/16","@","PHI","W",108,105,47,95,0.495,13,30,0.433,1,2,0.5,12,57,37,5,7,23,18,12.3909090909091,42,92,0.457,10,29,0.345,11,21,0.524,8,40,23,18,4,10,8,11.8111111111111
"48",48,48,"1/31/16","@","NYK","W",116,95,42,73,0.575,16,29,0.552,16,23,0.696,3,44,31,8,5,18,21,13.85,33,90,0.367,6,18,0.333,23,26,0.885,12,41,19,6,4,11,20,12.3666666666667
"49",49,49,"2/3/16","@","WAS","W",134,121,49,93,0.527,20,41,0.488,16,29,0.552,11,49,35,10,5,18,24,13.85,46,91,0.505,8,23,0.348,21,30,0.7,4,38,26,16,4,13,22,13.0555555555556
"50",50,50,"2/6/16","","OKC","W",116,108,48,97,0.495,7,26,0.269,13,20,0.65,13,46,24,7,4,10,23,14.7777777777778,36,85,0.424,7,22,0.318,29,37,0.784,12,50,22,10,5,15,18,13.7222222222222
"51",51,51,"2/9/16","","HOU","W",123,110,44,94,0.468,12,34,0.353,23,26,0.885,14,49,28,5,6,12,26,14.7777777777778,37,87,0.425,13,33,0.394,23,35,0.657,13,43,24,8,4,12,22,13.4
"52",52,52,"2/10/16","@","PHO","W",112,104,37,89,0.416,14,40,0.35,24,29,0.828,8,50,24,12,7,13,22,13.85,41,93,0.441,6,21,0.286,16,22,0.727,10,50,21,7,6,18,23,9.9625
"53",53,53,"2/19/16","@","POR","L",105,137,36,92,0.391,12,34,0.353,21,28,0.75,14,47,25,7,4,20,17,13.85,52,97,0.536,17,30,0.567,16,23,0.696,8,48,28,12,4,13,21,12.2555555555556
"54",54,54,"2/20/16","@","LAC","W",115,112,42,82,0.512,11,31,0.355,20,26,0.769,6,39,32,8,2,14,19,14.7,42,94,0.447,13,36,0.361,15,18,0.833,15,49,24,9,2,14,24,13.6142857142857
"55",55,55,"2/22/16","@","ATL","W",102,92,39,89,0.438,14,45,0.311,10,12,0.833,6,43,30,14,8,13,17,15.725,36,86,0.419,10,34,0.294,10,16,0.625,8,47,23,7,7,17,17,12.1
"56",56,56,"2/24/16","@","MIA","W",118,112,42,90,0.467,13,28,0.464,21,25,0.84,9,43,23,7,2,13,24,14.4555555555556,40,86,0.465,6,14,0.429,26,31,0.839,11,46,19,8,8,12,23,12.3625
"57",57,57,"2/25/16","@","ORL","W",130,114,53,88,0.602,13,25,0.52,11,16,0.688,8,42,35,9,4,20,21,13.73,41,90,0.456,10,26,0.385,22,28,0.786,8,37,23,11,4,15,17,11.97
"58",58,58,"2/27/16","@","OKC","W",121,118,45,95,0.474,14,32,0.438,17,25,0.68,4,32,25,15,7,11,22,13.73,46,96,0.479,9,26,0.346,17,26,0.654,16,62,23,6,4,22,21,15.2375
"59",59,59,"3/1/16","","ATL","W",109,105,41,103,0.398,12,36,0.333,15,17,0.882,18,51,28,11,3,11,22,11.1333333333333,37,80,0.463,12,33,0.364,19,24,0.792,7,42,25,9,5,17,17,12.1
"60",60,60,"3/3/16","","OKC","W",121,106,47,87,0.54,11,34,0.324,16,21,0.762,4,40,33,11,3,8,20,14.7777777777778,40,86,0.465,4,20,0.2,22,27,0.815,11,46,22,3,4,14,18,14.1555555555556
"61",61,61,"3/6/16","@","LAL","L",95,112,37,92,0.402,4,30,0.133,17,21,0.81,17,49,32,5,3,20,20,13.16,41,87,0.471,9,25,0.36,21,22,0.955,9,41,23,12,6,11,24,10.2666666666667
"62",62,62,"3/7/16","","ORL","W",119,113,42,84,0.5,16,35,0.457,19,27,0.704,10,50,27,13,7,24,26,15.0125,40,90,0.444,5,21,0.238,28,34,0.824,9,42,24,14,3,15,21,10.9333333333333
"63",63,63,"3/9/16","","UTA","W",115,94,48,84,0.571,13,30,0.433,6,10,0.6,9,39,36,10,7,15,23,13.73,32,79,0.405,8,20,0.4,22,31,0.71,14,42,21,9,4,18,16,10.37
"64",64,64,"3/11/16","","POR","W",128,112,40,89,0.449,18,40,0.45,30,39,0.769,16,56,23,5,6,8,20,12.9818181818182,37,86,0.43,19,36,0.528,19,23,0.826,7,39,20,4,4,8,23,10.1909090909091
"65",65,65,"3/12/16","","PHO","W",123,116,42,84,0.5,11,33,0.333,28,33,0.848,7,42,28,6,9,8,25,15.225,45,92,0.489,11,29,0.379,15,20,0.75,9,47,29,3,3,12,30,10.8
"66",66,66,"3/14/16","","NOP","W",125,107,47,81,0.58,12,25,0.48,19,23,0.826,8,46,30,6,6,18,22,14.1444444444444,35,93,0.376,7,25,0.28,30,34,0.882,17,40,18,14,3,8,19,10.7428571428571
"67",67,67,"3/16/16","","NYK","W",121,85,46,91,0.505,18,37,0.486,11,12,0.917,12,54,32,4,8,12,13,12.2909090909091,36,91,0.396,7,19,0.368,6,10,0.6,11,38,29,7,3,9,11,12.04
"68",68,68,"3/18/16","@","DAL","W",130,112,48,95,0.505,22,38,0.579,12,14,0.857,5,42,35,8,7,12,21,14.2,41,93,0.441,9,29,0.31,21,22,0.955,11,46,25,4,8,12,15,11.4333333333333
"69",69,69,"3/19/16","@","SAS","L",79,87,31,82,0.378,9,36,0.25,8,10,0.8,7,37,24,12,3,10,21,14.2,32,78,0.41,8,21,0.381,15,18,0.833,14,53,17,4,6,17,19,15.5857142857143
"70",70,70,"3/21/16","@","MIN","W",109,104,43,87,0.494,8,24,0.333,15,24,0.625,13,44,31,13,10,16,20,13.1,36,82,0.439,7,19,0.368,25,30,0.833,10,37,26,8,5,15,20,13.3125
"71",71,71,"3/23/16","","LAC","W",114,98,39,87,0.448,15,34,0.441,21,28,0.75,11,50,23,9,5,12,20,14.1444444444444,36,85,0.424,8,28,0.286,18,27,0.667,8,46,21,8,7,10,22,12.825
"72",72,72,"3/25/16","","DAL","W",128,120,43,88,0.489,21,45,0.467,21,23,0.913,7,40,30,8,10,7,16,13.16,43,96,0.448,18,35,0.514,16,21,0.762,15,51,31,3,6,11,19,9.17777777777778
"73",73,73,"3/27/16","","PHI","W",117,105,44,83,0.53,14,33,0.424,15,20,0.75,7,44,32,9,4,18,15,13.5333333333333,42,90,0.467,10,30,0.333,11,12,0.917,9,37,27,10,3,12,20,9.9875
"74",74,74,"3/29/16","","WAS","W",102,94,38,87,0.437,11,25,0.44,15,23,0.652,7,55,27,11,6,16,23,13.9333333333333,36,86,0.419,5,23,0.217,17,27,0.63,7,48,26,6,7,17,19,13.4333333333333
"75",75,75,"3/30/16","@","UTA","W",103,96,39,89,0.438,12,35,0.343,13,18,0.722,9,46,19,6,6,18,21,15.225,37,92,0.402,9,32,0.281,13,29,0.448,16,54,14,11,2,15,23,11.6222222222222
"76",76,76,"4/1/16","","BOS","L",106,109,38,83,0.458,20,43,0.465,10,13,0.769,8,41,25,12,7,22,24,14.0111111111111,41,87,0.471,8,23,0.348,19,30,0.633,11,44,28,10,1,14,14,11.5333333333333
"77",77,77,"4/3/16","","POR","W",136,111,50,88,0.568,18,30,0.6,18,22,0.818,11,43,30,5,8,12,23,14.2,38,85,0.447,9,24,0.375,26,33,0.788,11,37,23,8,4,13,16,13.075
"78",78,78,"4/5/16","","MIN","L",117,124,49,98,0.5,12,35,0.343,7,8,0.875,9,46,35,9,5,23,29,14.5888888888889,44,86,0.512,8,17,0.471,28,36,0.778,6,40,30,14,6,17,15,13.7375
"79",79,79,"4/7/16","","SAS","W",112,101,45,83,0.542,12,25,0.48,10,11,0.909,7,43,33,8,2,15,22,14.7777777777778,39,80,0.488,7,16,0.438,16,23,0.696,5,32,28,10,2,12,11,14.01
"80",80,80,"4/9/16","@","MEM","W",100,99,39,87,0.448,10,36,0.278,12,13,0.923,7,48,20,3,7,11,14,14.4111111111111,37,96,0.385,7,21,0.333,18,20,0.9,17,54,19,8,4,6,16,8.9
"81",81,81,"4/10/16","@","SAS","W",92,86,34,77,0.442,10,27,0.37,14,18,0.778,7,46,19,7,6,13,18,15.6375,34,90,0.378,3,17,0.176,15,19,0.789,18,53,21,10,5,11,18,13.9222222222222
"82",82,82,"4/13/16","","MEM","W",125,104,46,87,0.529,20,47,0.426,13,16,0.813,12,51,35,7,7,17,14,14.34,42,98,0.429,8,24,0.333,12,16,0.75,13,40,25,12,1,13,18,9.11111111111111
