"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"1",1,"2016-10-27","","BOS","W",105,99,36,92,0.391,11,25,0.44,22,30,0.733,18,55,25,5,1,12,21,13.6875,1876.73261002581,38,76,0.5,8,23,0.348,15,24,0.625,3,36,22,6,6,11,25,12.3,1742.74181846576
"2",2,"2016-10-29","","IND","W",118,101,45,86,0.523,9,21,0.429,19,21,0.905,13,47,34,8,6,12,14,12.18,1899.66453223456,43,88,0.489,7,18,0.389,8,9,0.889,8,33,34,8,7,13,16,11.25,1613.63965082766
"3",3,"2016-10-31","@","BRK","W",118,88,45,89,0.506,11,27,0.407,17,18,0.944,13,58,26,9,9,19,22,12.6777777777778,1913.03375702813,33,96,0.344,5,31,0.161,17,21,0.81,16,45,14,12,3,15,15,10.275,899.456923710217
"4",4,"2016-11-02","@","BOS","L",100,107,35,81,0.432,7,20,0.35,23,31,0.742,15,49,21,7,7,19,19,12.16,1911.80044610442,41,87,0.471,14,32,0.438,11,17,0.647,10,39,28,10,4,12,24,11.4666666666667,1760.35564501675
"5",5,"2016-11-04","","NYK","L",104,117,37,84,0.44,8,23,0.348,22,27,0.815,15,42,15,4,4,12,16,13.225,1910.66636649884,46,89,0.517,9,21,0.429,16,21,0.762,11,40,32,7,2,5,23,12.975,997.121839764531
"6",6,"2016-11-05","@","IND","L",94,111,34,79,0.43,6,18,0.333,20,25,0.8,13,40,17,8,5,16,13,11.7727272727273,1928.01000271442,46,86,0.535,12,26,0.462,7,12,0.583,8,36,27,8,9,11,20,12.6666666666667,1638.11531277508
"7",7,"2016-11-07","","ORL","W",112,80,42,89,0.472,3,19,0.158,25,31,0.806,15,56,26,7,4,8,11,12.7,1928.01000271442,33,85,0.388,9,30,0.3,5,6,0.833,6,39,28,6,6,14,23,12.8222222222222,1131.23988651564
"8",8,"2016-11-09","@","ATL","L",107,115,41,91,0.451,9,27,0.333,16,21,0.762,8,31,24,14,3,13,21,12.7,1941.36292632163,42,83,0.506,9,20,0.45,22,27,0.815,13,48,24,8,7,21,20,10.95,1941.36292632163
"9",9,"2016-11-10","@","MIA","W",98,95,37,89,0.416,6,16,0.375,18,20,0.9,12,48,18,7,2,10,12,13.7875,1941.36292632163,36,88,0.409,13,29,0.448,10,15,0.667,14,46,22,8,5,13,19,13.5333333333333,1556.93919092291
"10",10,"2016-11-12","","WAS","W",106,95,39,97,0.402,5,15,0.333,23,25,0.92,15,52,21,7,6,10,20,13.225,1956.83899020311,38,91,0.418,4,13,0.308,15,18,0.833,13,49,19,3,7,12,22,7.9,1378.77808952808
"11",11,"2016-11-15","@","POR","W",113,88,41,98,0.418,7,20,0.35,24,28,0.857,19,67,16,7,4,10,19,11.6555555555556,1964.52307787045,34,95,0.358,9,34,0.265,11,18,0.611,15,49,17,8,4,11,18,13.5,1517.5471543416
"12",12,"2016-11-17","@","UTA","W",85,77,33,90,0.367,5,17,0.294,14,16,0.875,14,46,8,7,6,8,16,12.05,1974.05537908718,30,78,0.385,5,25,0.2,12,14,0.857,10,48,11,4,3,13,14,12.075,1691.54686971921
"13",13,"2016-11-19","@","LAC","L",95,102,33,77,0.429,9,30,0.3,20,24,0.833,15,40,17,8,4,10,20,12.5888888888889,1969.08525929079,36,77,0.468,11,27,0.407,19,23,0.826,12,39,20,6,2,14,20,15.5125,2174.43436589218
"14",14,"2016-11-20","@","LAL","W",118,110,45,87,0.517,8,22,0.364,20,28,0.714,16,56,27,6,3,16,16,11.9125,1968.53319733927,41,93,0.441,13,31,0.419,15,21,0.714,10,37,26,11,3,10,19,11.7333333333333,634.068285127994
