"","X.1","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp"
"57",57,57,"2/24/17","","MIA","L",90,108,30,79,0.38,6,20,0.3,24,36,0.667,8,45,14,7,6,10,12,10.6444444444444,40,99,0.404,17,37,0.459,11,13,0.846,15,54,30,7,5,12,27,11.9727272727273
"58",58,58,"2/25/17","@","ORL","L",86,105,32,85,0.376,8,25,0.32,14,26,0.538,12,48,21,4,4,17,19,12.225,37,81,0.457,8,27,0.296,23,24,0.958,7,47,21,11,8,13,23,12.0777777777778
"59",59,59,"2/27/17","@","BOS","W",114,98,46,95,0.484,6,25,0.24,16,20,0.8,13,55,22,10,10,14,19,12.225,34,87,0.391,10,34,0.294,20,25,0.8,9,40,21,9,7,18,20,13.13
"60",60,60,"3/1/17","","DAL","W",100,95,36,64,0.563,10,21,0.476,18,24,0.75,4,34,24,12,4,22,19,12.225,35,77,0.455,14,33,0.424,11,13,0.846,10,33,22,10,5,20,20,11.49
"61",61,61,"3/3/17","","CLE","L",130,135,49,91,0.538,10,26,0.385,22,30,0.733,11,43,30,7,4,12,15,13.2,47,86,0.547,25,46,0.543,16,20,0.8,5,33,31,7,5,14,24,14.0666666666667
"62",62,62,"3/5/17","","IND","L",96,97,34,77,0.442,9,27,0.333,19,31,0.613,11,44,21,12,1,14,19,12.225,35,78,0.449,15,33,0.455,12,21,0.571,9,44,24,6,4,15,22,13.6625
"63",63,63,"3/6/17","","GSW","L",111,119,38,82,0.463,13,28,0.464,22,31,0.71,14,47,19,6,6,19,23,12.225,41,87,0.471,20,44,0.455,17,22,0.773,13,43,33,10,4,14,22,12.39
"64",64,64,"3/8/17","","BRK","W",110,105,41,95,0.432,4,20,0.2,24,32,0.75,11,47,19,12,7,15,22,12.1375,37,80,0.463,11,33,0.333,20,25,0.8,5,40,28,7,11,22,25,11.15
"65",65,65,"3/10/17","","TOR","W",105,99,39,75,0.52,8,22,0.364,19,29,0.655,8,45,24,8,6,21,20,12.1375,37,92,0.402,4,25,0.16,21,27,0.778,16,46,19,17,5,11,28,12.3555555555556
"66",66,66,"3/11/17","@","MEM","W",107,90,36,72,0.5,15,30,0.5,20,26,0.769,6,46,22,9,6,18,23,10.0444444444444,34,90,0.378,5,29,0.172,17,23,0.739,13,41,22,11,3,13,21,11.4363636363636
"67",67,67,"3/13/17","@","SAS","L",99,107,37,81,0.457,6,22,0.273,19,30,0.633,6,36,27,13,3,16,20,12.1375,39,81,0.481,16,34,0.471,13,17,0.765,7,44,31,6,9,21,22,12.2555555555556
"68",68,68,"3/16/17","","MEM","L",91,103,29,71,0.408,8,27,0.296,25,34,0.735,8,38,19,6,9,17,17,12.1375,39,92,0.424,10,28,0.357,15,18,0.833,16,48,29,7,5,11,25,12
"69",69,69,"3/18/17","","POR","L",97,113,32,88,0.364,7,26,0.269,26,32,0.813,12,35,22,13,7,13,12,11.1,44,87,0.506,8,18,0.444,17,19,0.895,13,54,23,9,9,20,22,13.825
"70",70,70,"3/20/17","@","CHO","L",90,105,37,84,0.44,12,37,0.324,4,10,0.4,12,45,26,3,5,15,17,9.1125,40,80,0.5,12,30,0.4,13,20,0.65,5,33,28,12,4,7,13,13.1777777777778
"71",71,71,"3/22/17","@","WAS","L",100,104,34,86,0.395,8,25,0.32,24,29,0.828,11,44,20,11,5,16,19,9.925,38,95,0.4,11,34,0.324,17,23,0.739,17,54,23,9,6,19,26,13.9375
"72",72,72,"3/24/17","@","MIL","L",97,100,34,83,0.41,8,22,0.364,21,24,0.875,13,49,20,5,3,17,19,9.925,39,88,0.443,8,27,0.296,14,16,0.875,9,35,27,10,6,8,23,12.0333333333333
"73",73,73,"3/26/17","","BRK","L",92,107,34,98,0.347,5,27,0.185,19,32,0.594,26,58,16,10,3,20,19,9.75714285714286,38,86,0.442,6,22,0.273,25,30,0.833,12,50,21,13,7,17,25,10.42
"74",74,74,"3/28/17","","PHO","W",95,91,34,85,0.4,6,27,0.222,21,29,0.724,9,51,24,5,6,19,23,9.625,35,96,0.365,7,31,0.226,14,24,0.583,14,48,25,12,6,15,31,8.2
"75",75,75,"3/29/17","@","PHI","W",99,92,34,80,0.425,9,18,0.5,22,26,0.846,15,47,19,7,3,17,15,10.2,36,87,0.414,11,39,0.282,9,11,0.818,13,40,30,7,3,14,19,10.05
"76",76,76,"4/1/17","@","CHI","L",104,106,40,90,0.444,11,28,0.393,13,17,0.765,11,45,25,4,1,13,16,10.125,40,85,0.471,12,30,0.4,14,14,1,6,40,25,6,4,12,17,10.9
"77",77,77,"4/2/17","@","BRK","L",82,91,30,80,0.375,7,24,0.292,15,23,0.652,8,44,19,9,4,19,19,11.2333333333333,32,82,0.39,10,33,0.303,17,20,0.85,8,51,21,11,6,19,22,10.8545454545455
"78",78,78,"4/6/17","","BOS","W",123,116,44,89,0.494,11,23,0.478,24,34,0.706,13,52,26,7,4,17,30,12.9571428571429,37,90,0.411,15,43,0.349,27,34,0.794,10,38,28,9,4,12,29,14.7875
"79",79,79,"4/7/17","@","CLE","W",114,100,45,89,0.506,16,37,0.432,8,8,1,6,42,39,7,3,11,17,5.53333333333333,39,81,0.481,9,36,0.25,13,17,0.765,3,38,23,5,3,13,10,15.1875
"80",80,80,"4/9/17","","CLE","W",126,125,44,94,0.468,9,31,0.29,29,37,0.784,10,45,31,8,4,12,22,10.65,45,98,0.459,19,46,0.413,16,20,0.8,13,53,28,4,3,14,27,14.7
"81",81,81,"4/11/17","","CHO","W",103,76,41,79,0.519,7,27,0.259,14,18,0.778,11,50,30,6,4,16,17,10.7090909090909,29,88,0.33,3,23,0.13,15,19,0.789,15,40,16,11,1,13,17,10.3909090909091
"82",82,82,"4/12/17","@","IND","L",86,104,30,72,0.417,11,29,0.379,15,19,0.789,8,37,19,5,4,18,15,6.68888888888889,39,82,0.476,10,24,0.417,16,19,0.842,8,41,21,5,7,10,14,12.5444444444444
