"","X.1","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp"
"16",16,16,"11/29/16","@","MIL","L",101,118,32,75,0.427,14,39,0.359,23,31,0.742,7,35,17,7,6,19,19,11.7545454545455,46,86,0.535,7,19,0.368,19,23,0.826,10,43,27,15,6,17,22,13.2666666666667
"17",17,17,"12/1/16","","LAC","L",94,113,28,69,0.406,9,24,0.375,29,39,0.744,6,36,12,5,3,18,24,14.0333333333333,42,89,0.472,13,31,0.419,16,24,0.667,14,47,33,7,3,11,32,14.1777777777778
"18",18,18,"12/2/16","@","CHI","L",105,111,45,83,0.542,10,26,0.385,5,10,0.5,6,33,30,5,1,18,15,15.35,47,96,0.49,3,18,0.167,14,17,0.824,16,49,31,11,4,12,16,13.9857142857143
"19",19,19,"12/5/16","@","TOR","W",116,112,40,84,0.476,14,32,0.438,22,27,0.815,13,48,21,4,3,14,21,14.0555555555556,38,88,0.432,13,32,0.406,23,27,0.852,10,33,22,8,5,7,22,13.2555555555556
"20",20,20,"12/7/16","@","NYK","W",126,94,39,80,0.488,22,40,0.55,26,31,0.839,10,46,23,11,4,12,18,12.81,35,87,0.402,11,31,0.355,13,15,0.867,13,43,22,6,3,16,22,10.0916666666667
"21",21,21,"12/9/16","","MIA","W",114,84,46,83,0.554,9,24,0.375,13,19,0.684,11,47,23,7,9,11,16,13.2444444444444,31,90,0.344,6,27,0.222,16,21,0.762,23,46,18,6,3,13,18,12.7625
"22",22,22,"12/10/16","","CHO","W",116,105,42,73,0.575,13,31,0.419,19,28,0.679,7,40,25,8,2,17,24,14.575,39,86,0.453,10,27,0.37,17,24,0.708,12,39,24,5,0,14,24,12.8
"23",23,23,"12/13/16","","MEM","W",103,86,37,81,0.457,12,31,0.387,17,23,0.739,10,46,21,8,4,17,16,13.0125,35,86,0.407,4,22,0.182,12,15,0.8,11,43,19,10,6,15,23,8.14
"24",24,24,"12/14/16","@","MEM","L",85,93,28,75,0.373,9,25,0.36,20,31,0.645,7,40,10,11,2,12,16,6.44,35,81,0.432,12,23,0.522,11,16,0.688,14,55,22,10,2,17,27,9.97
"25",25,25,"12/17/16","","LAL","W",119,108,46,89,0.517,15,33,0.455,12,18,0.667,11,44,30,8,3,8,12,15.35,41,86,0.477,16,37,0.432,10,13,0.769,10,41,30,3,2,11,16,11.7857142857143
"26",26,26,"12/20/16","@","MIL","W",114,108,37,91,0.407,17,40,0.425,23,27,0.852,9,43,19,5,2,10,21,12.2,40,87,0.46,7,27,0.259,21,29,0.724,11,51,22,6,6,14,21,12.7666666666667
"27",27,27,"12/21/16","","MIL","W",113,102,43,87,0.494,15,27,0.556,12,19,0.632,9,42,30,3,7,11,20,11.7222222222222,36,77,0.468,9,22,0.409,21,29,0.724,6,39,24,7,8,8,21,12.2363636363636
"28",28,28,"12/23/16","","BRK","W",119,99,45,99,0.455,8,35,0.229,21,24,0.875,11,51,28,12,4,11,20,11.6454545454545,38,85,0.447,8,30,0.267,15,18,0.833,7,44,22,6,7,19,22,10.2666666666667
"29",29,29,"12/25/16","","GSW","W",109,108,37,95,0.389,12,35,0.343,23,32,0.719,18,44,20,14,2,12,19,14.8625,37,77,0.481,9,30,0.3,25,29,0.862,5,42,25,8,4,19,24,16.6
"30",30,30,"12/26/16","@","DET","L",90,106,30,79,0.38,11,28,0.393,19,23,0.826,10,47,19,8,3,21,23,10,41,92,0.446,16,28,0.571,8,15,0.533,10,45,25,12,4,12,19,12.4333333333333
"31",31,31,"12/29/16","","BOS","W",124,118,43,83,0.518,14,38,0.368,24,33,0.727,13,46,29,7,3,18,16,14.8625,43,85,0.506,12,37,0.324,20,21,0.952,6,29,26,15,4,11,23,12.94
"32",32,32,"12/31/16","@","CHO","W",121,109,43,85,0.506,14,31,0.452,21,25,0.84,8,35,17,6,1,6,17,11.4777777777778,40,78,0.513,9,24,0.375,20,23,0.87,10,39,24,3,7,11,19,13.1444444444444
"33",33,33,"1/2/17","","NOP","W",90,82,34,90,0.378,6,31,0.194,16,22,0.727,11,56,16,9,4,11,13,11.4777777777778,32,88,0.364,11,26,0.423,7,10,0.7,8,45,26,6,6,13,18,12.7555555555556
"34",34,34,"1/4/17","","CHI","L",94,106,34,83,0.41,8,25,0.32,18,24,0.75,16,44,13,6,2,15,16,9.31111111111111,41,85,0.482,13,30,0.433,11,15,0.733,12,43,23,8,3,12,18,12.3333333333333
"35",35,35,"1/6/17","@","BRK","W",116,108,38,88,0.432,9,33,0.273,31,43,0.721,5,46,19,14,3,12,16,13.5777777777778,41,91,0.451,9,30,0.3,17,19,0.895,10,52,21,6,1,19,34,11.15
"36",36,36,"1/8/17","@","PHO","W",120,116,44,82,0.537,15,34,0.441,17,19,0.895,13,38,15,8,5,20,12,14.8625,46,87,0.529,9,27,0.333,15,19,0.789,13,36,23,12,7,14,19,12.675
"37",37,37,"1/10/17","@","UTA","L",92,100,31,85,0.365,9,31,0.29,21,25,0.84,13,42,15,6,2,16,19,15.3625,38,79,0.481,13,34,0.382,11,19,0.579,11,46,22,8,4,18,21,14.475
"38",38,38,"1/11/17","@","POR","L",86,102,28,82,0.341,9,30,0.3,21,28,0.75,13,48,14,5,4,15,20,13.26,40,93,0.43,10,30,0.333,12,16,0.75,13,51,29,6,9,9,17,14.275
"39",39,39,"1/13/17","@","SAC","W",120,108,44,87,0.506,15,37,0.405,17,22,0.773,10,39,27,11,3,12,20,14.3444444444444,42,80,0.525,9,25,0.36,15,19,0.789,11,42,23,7,5,21,22,13.6625
"40",40,40,"1/16/17","@","GSW","L",91,126,31,88,0.352,9,34,0.265,20,27,0.741,7,35,11,7,4,15,21,14.3444444444444,46,91,0.505,15,34,0.441,19,24,0.792,11,58,37,10,11,16,22,15.4666666666667
"41",41,41,"1/19/17","","PHO","W",118,103,43,85,0.506,19,42,0.452,13,19,0.684,4,36,29,7,6,12,24,12.1777777777778,37,85,0.435,4,19,0.211,25,31,0.806,15,46,23,10,4,14,22,13.2857142857143
"42",42,42,"1/21/17","","SAS","L",115,118,45,91,0.495,13,34,0.382,12,22,0.545,11,47,25,7,1,18,16,14.3444444444444,48,96,0.5,10,26,0.385,12,14,0.857,10,46,32,6,6,13,22,12.925
"43",43,43,"1/23/17","@","NOP","L",122,124,43,93,0.462,15,37,0.405,21,25,0.84,11,45,24,6,3,11,20,16.5,43,87,0.494,16,39,0.41,22,30,0.733,7,42,26,8,11,8,22,9.86666666666667
"44",44,44,"1/25/17","","SAC","L",112,116,40,82,0.488,15,38,0.395,17,34,0.5,13,47,29,9,6,18,21,13.9555555555556,43,95,0.453,11,31,0.355,19,22,0.864,11,47,29,13,3,11,28,11.42
"45",45,45,"1/27/17","","BRK","W",124,116,49,92,0.533,13,36,0.361,13,20,0.65,9,47,26,4,6,14,14,14.3222222222222,43,87,0.494,16,33,0.485,14,16,0.875,4,37,23,9,2,10,15,8.87777777777778
"46",46,46,"1/29/17","","OKC","W",107,91,41,92,0.446,8,29,0.276,17,22,0.773,9,52,22,9,6,10,16,13.18,37,100,0.37,6,26,0.231,11,16,0.688,13,55,20,5,4,16,19,11.1888888888889
"47",47,47,"1/30/17","@","DAL","L",97,104,35,75,0.467,12,32,0.375,15,21,0.714,6,42,17,6,3,17,17,13.2875,39,86,0.453,9,32,0.281,17,18,0.944,10,42,19,11,2,9,17,12.7
"48",48,48,"2/1/17","","MIN","W",125,97,48,89,0.539,15,37,0.405,14,22,0.636,12,48,37,10,10,10,13,13.3125,41,94,0.436,7,21,0.333,8,10,0.8,12,38,26,7,3,13,19,14.9
"49",49,49,"2/4/17","@","NYK","W",111,104,41,84,0.488,16,40,0.4,13,18,0.722,12,49,20,3,0,15,19,12.2444444444444,39,86,0.453,12,31,0.387,14,28,0.5,13,42,23,9,7,10,20,11.5875
"50",50,50,"2/6/17","@","WAS","W",140,135,49,92,0.533,19,38,0.5,23,28,0.821,12,46,31,7,2,20,26,15.675,50,99,0.505,12,29,0.414,23,26,0.885,11,43,29,9,5,12,25,14.3166666666667
"51",51,51,"2/8/17","@","IND","W",132,117,46,84,0.548,16,36,0.444,24,26,0.923,5,39,24,7,5,9,16,13.8333333333333,41,82,0.5,13,25,0.52,22,26,0.846,7,38,24,7,2,12,18,12.225
"52",52,52,"2/9/17","@","OKC","L",109,118,38,79,0.481,10,21,0.476,23,30,0.767,5,35,14,9,6,16,14,15.8,50,106,0.472,8,27,0.296,10,13,0.769,17,51,24,10,5,13,23,12.225
"53",53,53,"2/11/17","","DEN","W",125,109,46,84,0.548,15,30,0.5,18,22,0.818,8,45,30,9,3,15,16,14.7777777777778,39,97,0.402,12,37,0.324,19,22,0.864,17,45,23,8,4,12,22,11.8444444444444
"54",54,54,"2/14/17","@","MIN","W",116,108,44,86,0.512,13,39,0.333,15,22,0.682,9,43,27,3,4,10,18,14.35,42,86,0.488,9,23,0.391,15,19,0.789,8,41,27,6,2,9,18,14.6428571428571
"55",55,55,"2/15/17","","IND","W",113,104,39,82,0.476,18,39,0.462,17,19,0.895,9,40,23,6,2,8,19,14.35,40,86,0.465,12,24,0.5,12,14,0.857,13,43,30,2,1,11,17,13.6
"56",56,56,"2/23/17","","NYK","W",119,104,46,87,0.529,15,38,0.395,12,15,0.8,8,45,29,5,10,12,16,14.35,42,100,0.42,8,26,0.308,12,17,0.706,15,49,24,4,7,12,19,12.2111111111111
"57",57,57,"2/25/17","","CHI","L",99,117,37,80,0.463,14,37,0.378,11,15,0.733,4,40,24,5,3,12,17,10.8375,46,93,0.495,15,30,0.5,10,16,0.625,10,47,34,6,0,7,13,11.37
"58",58,58,"2/27/17","","MIL","W",102,95,35,70,0.5,10,28,0.357,22,26,0.846,4,45,20,4,2,16,11,14.35,37,83,0.446,11,30,0.367,10,16,0.625,5,33,27,3,5,8,23,11.65
"59",59,59,"3/1/17","@","BOS","L",99,103,37,91,0.407,10,33,0.303,15,22,0.682,12,41,20,3,5,10,21,14.0666666666667,36,78,0.462,13,31,0.419,18,23,0.783,8,47,28,4,6,12,21,13.8444444444444
"60",60,60,"3/3/17","@","ATL","W",135,130,47,86,0.547,25,46,0.543,16,20,0.8,5,33,31,7,5,14,24,14.0666666666667,49,91,0.538,10,26,0.385,22,30,0.733,11,43,30,7,4,12,15,13.2
"61",61,61,"3/4/17","@","MIA","L",92,120,35,73,0.479,11,27,0.407,11,18,0.611,8,33,20,4,1,15,16,8.86666666666667,46,88,0.523,18,34,0.529,10,12,0.833,15,48,20,6,4,10,19,11.9727272727273
"62",62,62,"3/6/17","","MIA","L",98,106,35,78,0.449,9,27,0.333,19,29,0.655,11,52,15,3,6,17,15,14.0666666666667,39,91,0.429,16,35,0.457,12,14,0.857,8,38,23,7,6,7,19,12.175
"63",63,63,"3/9/17","@","DET","L",101,106,39,84,0.464,11,39,0.282,12,19,0.632,8,42,24,4,1,9,17,14.025,41,88,0.466,9,26,0.346,15,19,0.789,11,45,22,6,1,7,15,12.1777777777778
"64",64,64,"3/11/17","@","ORL","W",116,104,43,86,0.5,15,39,0.385,15,25,0.6,9,52,30,1,6,9,18,13.7777777777778,38,96,0.396,4,21,0.19,24,28,0.857,14,52,17,6,1,5,21,11.39
"65",65,65,"3/12/17","@","HOU","L",112,117,42,80,0.525,17,43,0.395,11,13,0.846,4,38,24,3,7,15,23,13.7777777777778,41,96,0.427,16,45,0.356,19,28,0.679,20,52,25,10,4,6,17,16.2875
"66",66,66,"3/14/17","","DET","W",128,96,46,77,0.597,19,30,0.633,17,23,0.739,3,41,29,4,3,9,18,13.7777777777778,37,99,0.374,4,19,0.211,18,19,0.947,16,45,20,6,1,8,19,11.74
"67",67,67,"3/16/17","","UTA","W",91,83,36,86,0.419,9,33,0.273,10,19,0.526,11,52,14,6,2,10,12,14.9555555555556,34,82,0.415,5,21,0.238,10,14,0.714,10,47,18,6,3,16,16,12.3111111111111
"68",68,68,"3/18/17","@","LAC","L",78,108,32,83,0.386,5,27,0.185,9,13,0.692,4,40,15,5,0,12,24,8.07,40,78,0.513,8,26,0.308,20,29,0.69,7,54,27,4,3,14,15,14.1777777777778
"69",69,69,"3/19/17","@","LAL","W",125,120,45,85,0.529,13,36,0.361,22,27,0.815,10,44,19,4,2,10,16,14.9555555555556,47,91,0.516,11,27,0.407,15,19,0.789,10,40,23,5,1,5,25,10.7285714285714
"70",70,70,"3/22/17","@","DEN","L",113,126,43,85,0.506,15,37,0.405,12,14,0.857,7,38,22,4,4,10,12,14.48,51,96,0.531,11,26,0.423,13,13,1,10,44,35,7,0,6,16,14.1333333333333
"71",71,71,"3/24/17","@","CHO","W",112,105,41,74,0.554,9,25,0.36,21,24,0.875,3,38,26,6,5,12,22,14.9888888888889,38,90,0.422,10,38,0.263,19,24,0.792,14,42,18,6,4,9,17,14.35
"72",72,72,"3/25/17","","WAS","L",115,127,41,83,0.494,12,33,0.364,21,27,0.778,11,32,24,6,6,13,18,15.875,49,82,0.598,8,18,0.444,21,26,0.808,11,40,24,10,4,11,23,15.15
"73",73,73,"3/27/17","@","SAS","L",74,103,31,83,0.373,4,26,0.154,8,13,0.615,9,40,20,8,2,16,20,14.14,41,86,0.477,7,26,0.269,14,17,0.824,10,52,24,11,7,12,18,11.6846153846154
"74",74,74,"3/30/17","@","CHI","L",93,99,37,83,0.446,10,27,0.37,9,16,0.563,9,44,23,6,5,15,22,16.05,38,90,0.422,12,25,0.48,11,18,0.611,15,51,26,11,3,12,15,11.45
"75",75,75,"3/31/17","","PHI","W",122,105,50,95,0.526,13,29,0.448,9,16,0.563,13,49,30,8,4,8,16,14.39,40,82,0.488,11,33,0.333,14,19,0.737,7,42,26,7,2,17,21,10.05
"76",76,76,"4/2/17","","IND","W",135,130,47,95,0.495,18,43,0.419,23,33,0.697,15,56,29,7,4,13,19,14.9555555555556,48,105,0.457,16,41,0.39,18,20,0.9,12,46,32,6,3,9,24,12.5333333333333
"77",77,77,"4/4/17","","ORL","W",122,102,44,82,0.537,18,36,0.5,16,21,0.762,5,42,30,9,3,12,18,14.9888888888889,33,86,0.384,11,33,0.333,25,26,0.962,11,43,23,8,3,14,21,11.3222222222222
"78",78,78,"4/5/17","@","BOS","W",114,91,43,92,0.467,11,36,0.306,17,18,0.944,13,51,19,7,5,10,26,14.3777777777778,33,81,0.407,7,33,0.212,18,29,0.621,8,38,21,6,4,12,18,12.94
"79",79,79,"4/7/17","","ATL","L",100,114,39,81,0.481,9,36,0.25,13,17,0.765,3,38,23,5,3,13,10,15.1875,45,89,0.506,16,37,0.432,8,8,1,6,42,39,7,3,11,17,5.53333333333333
"80",80,80,"4/9/17","@","ATL","L",125,126,45,98,0.459,19,46,0.413,16,20,0.8,13,53,28,4,3,14,27,14.7,44,94,0.468,9,31,0.29,29,37,0.784,10,45,31,8,4,12,22,10.65
"81",81,81,"4/10/17","@","MIA","L",121,124,44,89,0.494,14,35,0.4,19,22,0.864,7,47,19,7,4,21,25,10.975,44,95,0.463,12,33,0.364,24,34,0.706,9,46,28,9,3,13,26,13.125
"82",82,82,"4/12/17","","TOR","L",83,98,28,76,0.368,10,37,0.27,17,24,0.708,10,43,20,5,7,15,14,8.75555555555556,40,86,0.465,8,26,0.308,10,16,0.625,12,48,20,8,2,8,20,9.18181818181818
