"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"22",22,"2016-12-05","@","NOP","W",110,108,42,104,0.404,13,34,0.382,13,21,0.619,13,61,23,8,4,14,22,9.0375,1924.44314091878,39,99,0.394,10,32,0.313,20,21,0.952,6,54,21,7,7,11,15,10.8777777777778,1162.89335146806
"23",23,"2016-12-06","","PHI","W",96,91,33,86,0.384,2,17,0.118,28,35,0.8,12,53,18,8,5,13,25,10.2625,1924.44314091878,32,82,0.39,14,41,0.341,13,26,0.5,9,45,21,5,7,16,27,10.0333333333333,409.305186124028
"24",24,"2016-12-08","","POR","W",88,86,31,87,0.356,6,20,0.3,20,30,0.667,15,58,13,8,2,12,28,10.0666666666667,1936.23974143315,25,82,0.305,7,28,0.25,29,40,0.725,13,52,13,6,3,12,23,12.2333333333333,1525.37656446522
"25",25,"2016-12-10","","GSW","W",110,89,38,87,0.437,8,26,0.308,26,29,0.897,11,47,23,10,5,10,19,10.0666666666667,1943.84535204476,34,77,0.442,9,27,0.333,12,20,0.6,10,42,15,6,8,23,23,13.6222222222222,2902.36752972076
"26",26,"2016-12-13","@","CLE","L",86,103,35,86,0.407,4,22,0.182,12,15,0.8,11,43,19,10,6,15,23,8.14,1943.41943799921,37,81,0.457,12,31,0.387,17,23,0.739,10,46,21,8,4,17,16,13.0125,2474.99807022778
"27",27,"2016-12-14","","CLE","W",93,85,35,81,0.432,12,23,0.522,11,16,0.688,14,55,22,10,2,17,27,9.97,1943.41943799921,28,75,0.373,9,25,0.36,20,31,0.645,7,40,10,11,2,12,16,6.44,2474.52579344434
"28",28,"2016-12-16","","SAC","L",92,96,29,77,0.377,5,25,0.2,29,36,0.806,13,47,19,7,8,13,31,11.42,1948.2395467358,31,80,0.388,7,24,0.292,27,37,0.73,13,45,18,5,6,11,25,12.4375,1129.78597651639
"29",29,"2016-12-18","","UTA","L",73,82,28,93,0.301,2,23,0.087,15,18,0.833,19,48,12,8,1,8,28,11.7,1940.36192503712,30,66,0.455,8,27,0.296,14,25,0.56,5,42,18,4,11,15,20,11.84,1805.42289688491
"30",30,"2016-12-20","","BOS","L",109,112,38,94,0.404,12,30,0.4,21,26,0.808,17,52,23,10,3,13,30,11.7,1942.83692189503,33,81,0.407,12,37,0.324,34,38,0.895,8,41,22,7,5,11,22,13.8444444444444,1842.77922354227
"31",31,"2016-12-21","@","DET","W",98,86,35,82,0.427,12,30,0.4,16,19,0.842,7,38,25,9,4,8,26,11.1636363636364,1942.5696146386,26,72,0.361,6,23,0.261,28,37,0.757,10,46,17,2,3,17,18,13.0125,1479.56158048532
"32",32,"2016-12-23","","HOU","W",115,109,41,81,0.506,13,25,0.52,20,25,0.8,8,37,23,9,3,10,16,11.76,1947.24948527411,38,89,0.427,20,52,0.385,13,15,0.867,10,41,27,5,3,14,22,14.7,1781.91324824307
"33",33,"2016-12-26","@","ORL","L",102,112,35,76,0.461,10,25,0.4,22,28,0.786,3,35,17,7,4,6,19,11.1636363636364,1945.67020347792,44,86,0.512,13,26,0.5,11,16,0.688,8,43,23,5,3,9,21,12.3,1026.5631342679
"34",34,"2016-12-27","@","BOS","L",103,113,37,88,0.42,9,30,0.3,20,29,0.69,13,37,22,14,5,11,18,11.3125,1945.67020347792,41,85,0.482,12,31,0.387,19,21,0.905,14,47,30,6,7,17,24,14.5625,1865.87754137782
"35",35,"2016-12-29","","OKC","W",114,80,43,82,0.524,13,22,0.591,15,20,0.75,11,39,24,8,9,12,27,10.7,1952.33028739042,25,74,0.338,4,22,0.182,26,38,0.684,14,39,9,5,7,18,18,11.2666666666667,2214.54588099657
"36",36,"2016-12-31","@","SAC","W",112,98,44,87,0.506,17,35,0.486,7,9,0.778,12,40,25,6,3,7,20,11.1636363636364,1963.13117672292,31,72,0.431,11,28,0.393,25,28,0.893,11,39,17,6,3,12,12,11.325,1093.00983976509
"37",37,"2017-01-03","@","LAL","L",102,116,30,77,0.39,10,31,0.323,32,35,0.914,5,39,18,6,1,10,16,11.73,1963.54206142098,42,82,0.512,17,33,0.515,15,28,0.536,9,43,34,5,2,9,23,12.0625,408.011057498355
"38",38,"2017-01-04","@","LAC","L",106,115,38,88,0.432,11,28,0.393,19,25,0.76,12,43,30,6,5,9,31,11.5333333333333,1981.37753726774,37,73,0.507,9,23,0.391,32,45,0.711,8,45,23,5,5,13,23,12.55,2259.14812228372
"39",39,"2017-01-06","@","GSW","W",128,119,50,103,0.485,13,33,0.394,15,19,0.789,14,47,29,13,0,12,28,12.3222222222222,1989.6928114446,41,83,0.494,8,30,0.267,29,39,0.744,7,44,23,7,5,16,21,16.6,3022.72000467584
"40",40,"2017-01-08","","UTA","W",88,79,34,78,0.436,9,24,0.375,11,14,0.786,5,37,19,11,2,13,23,12.3222222222222,2006.99870025635,28,72,0.389,9,23,0.391,14,23,0.609,11,43,14,8,3,17,19,12.93,1788.66786180233
"41",41,"2017-01-11","@","OKC","L",95,103,38,92,0.413,7,24,0.292,12,21,0.571,13,39,18,11,5,10,26,12.4555555555556,2022.51869925813,36,81,0.444,8,26,0.308,23,29,0.793,11,53,21,5,4,16,18,11.85,2263.87506255956
"42",42,"2017-01-13","@","HOU","W",110,105,41,76,0.539,10,27,0.37,18,27,0.667,8,45,25,8,3,22,29,12.3222222222222,2019.04474037645,33,82,0.402,10,41,0.244,29,36,0.806,10,31,19,9,2,12,20,13.6666666666667,1865.18464081904
"43",43,"2017-01-15","","CHI","L",104,108,40,95,0.421,11,32,0.344,13,13,1,13,50,24,6,3,10,22,13.2125,2032.41317273822,40,78,0.513,4,17,0.235,24,35,0.686,6,47,18,8,5,12,14,10.89,1908.80316414024
"44",44,"2017-01-18","@","WAS","L",101,104,33,83,0.398,8,25,0.32,27,34,0.794,17,45,20,8,1,12,20,13.2125,2034.14929469573,36,80,0.45,8,29,0.276,24,26,0.923,12,45,27,7,3,11,25,14.3166666666667,1463.31996001505
"45",45,"2017-01-20","","SAC","W",107,91,38,83,0.458,11,28,0.393,20,25,0.8,15,58,21,6,4,15,24,13.2875,2045.82842308166,31,76,0.408,6,29,0.207,23,32,0.719,5,35,18,9,6,10,21,11.75,1031.58256254719
"46",46,"2017-01-21","","HOU","L",95,119,33,89,0.371,9,34,0.265,20,28,0.714,14,41,19,10,4,12,17,12.4555555555556,2057.78210530877,41,80,0.513,16,42,0.381,21,25,0.84,6,46,27,11,6,12,25,14.2444444444444,1910.98465119011
"47",47,"2017-01-25","","TOR","W",101,99,36,78,0.462,10,22,0.455,19,25,0.76,9,45,18,3,7,9,17,13.3,2052.60748275007,39,92,0.424,10,34,0.294,11,19,0.579,13,45,16,6,4,8,22,11.1444444444444,2104.64736202129
"48",48,"2017-01-27","@","POR","L",109,112,37,77,0.481,9,26,0.346,26,33,0.788,10,42,24,6,5,11,19,12.4555555555556,2050.09132773294,38,81,0.469,16,35,0.457,20,21,0.952,8,33,24,2,3,12,26,12.4111111111111,1459.29879889844
"49",49,"2017-01-28","@","UTA","W",102,95,41,80,0.513,11,26,0.423,9,10,0.9,7,31,13,8,1,7,23,12.3888888888889,2050.09132773294,29,62,0.468,10,25,0.4,27,29,0.931,4,31,19,3,4,13,18,12.8222222222222,1856.43546732319
"50",50,"2017-01-30","@","PHO","W",115,96,39,80,0.488,16,28,0.571,21,24,0.875,10,44,25,13,2,17,27,12.4555555555556,2055.49164360662,31,74,0.419,5,19,0.263,29,39,0.744,13,42,11,8,8,17,19,13.0111111111111,737.625870568169
"51",51,"2017-02-01","@","DEN","W",119,99,45,92,0.489,14,30,0.467,15,20,0.75,11,46,28,6,4,8,24,12.4555555555556,2052.4593518829,32,80,0.4,9,25,0.36,26,35,0.743,11,45,25,7,2,17,17,12.1,1013.98797953886
"52",52,"2017-02-03","@","OKC","L",102,114,40,83,0.482,3,19,0.158,19,22,0.864,8,29,21,10,5,12,28,12.4555555555556,2061.18516476258,38,80,0.475,13,26,0.5,25,33,0.758,16,47,21,7,3,20,21,10.49,2241.95262909541
"53",53,"2017-02-04","@","MIN","W",107,99,32,77,0.416,10,28,0.357,33,39,0.846,13,42,17,7,3,9,25,10.4444444444444,2081.10893416395,35,84,0.417,10,26,0.385,19,24,0.792,16,45,22,4,3,12,27,14.35,774.403245232815
"54",54,"2017-02-06","","SAS","W",89,74,32,81,0.395,4,19,0.211,21,25,0.84,15,50,18,8,11,13,17,12.07,2070.15850590819,30,82,0.366,4,19,0.211,10,18,0.556,11,44,11,8,6,16,20,10.76,2865.25810102633
"55",55,"2017-02-08","","PHO","W",110,91,35,72,0.486,14,24,0.583,26,34,0.765,11,41,24,6,8,22,25,11.2777777777778,2081.56124833072,29,87,0.333,5,23,0.217,28,34,0.824,18,46,13,12,5,15,27,12.35,677.274890870595
"56",56,"2017-02-10","","GSW","L",107,122,34,87,0.391,9,26,0.346,30,37,0.811,18,47,20,6,4,18,28,12.01,2081.22976289361,39,77,0.506,15,33,0.455,29,38,0.763,5,34,31,14,13,12,26,15.725,3237.68325634331
"57",57,"2017-02-13","@","BRK","W",112,103,39,77,0.506,9,22,0.409,25,27,0.926,5,41,25,7,1,12,16,11.45,2090.29121159843,38,82,0.463,12,37,0.324,15,18,0.833,6,32,23,8,0,12,24,10.4818181818182,425.438041363952
"58",58,"2017-02-15","","NOP","L",91,95,33,89,0.371,6,33,0.182,19,25,0.76,13,48,22,8,3,15,19,11.4454545454545,2073.47776281277,37,75,0.493,8,18,0.444,13,22,0.591,4,38,18,10,5,12,23,11.8555555555556,1072.23602517852
"59",59,"2017-02-24","@","IND","L",92,102,35,84,0.417,9,27,0.333,13,23,0.565,12,39,20,11,5,11,15,12.0666666666667,2070.88453358059,40,78,0.513,11,26,0.423,11,11,1,8,50,23,8,7,16,19,12.1222222222222,1702.87083743903
"60",60,"2017-02-26","@","DEN","W",105,98,36,80,0.45,11,33,0.333,22,25,0.88,13,49,21,9,2,15,20,12.0666666666667,2071.04123330325,37,84,0.44,11,34,0.324,13,17,0.765,10,39,26,9,3,12,23,14.6222222222222,988.439366516783
"61",61,"2017-02-28","","PHO","W",130,112,48,86,0.558,12,25,0.48,22,29,0.759,12,39,24,6,3,10,19,11.68,2086.74874279356,43,83,0.518,7,21,0.333,19,24,0.792,8,32,22,6,5,12,25,10.98,647.76081991922
"62",62,"2017-03-03","@","DAL","L",100,104,38,82,0.463,9,28,0.321,15,22,0.682,7,39,16,4,0,10,23,12.0666666666667,2085.87616679115,39,82,0.476,5,27,0.185,21,27,0.778,8,45,23,5,3,8,20,11.7222222222222,1396.74774783808
"63",63,"2017-03-04","@","HOU","L",108,123,43,97,0.443,8,28,0.286,14,21,0.667,17,46,26,8,6,13,24,12.0666666666667,2085.87616679115,39,78,0.5,18,42,0.429,27,36,0.75,10,43,25,10,4,14,20,15.3777777777778,2020.52903530433
"64",64,"2017-03-06","","BRK","L",109,122,34,77,0.442,10,25,0.4,31,39,0.795,8,37,23,7,2,15,29,11.83,2075.56613838831,39,73,0.534,14,30,0.467,30,38,0.789,7,41,16,12,5,16,27,11.15,364.224189091441
"65",65,"2017-03-09","","LAC","L",98,114,37,83,0.446,7,20,0.35,17,22,0.773,6,34,26,6,2,9,22,11.5,2081.3128051539,40,78,0.513,11,30,0.367,23,28,0.821,7,48,24,2,4,14,18,14.2777777777778,2358.87939640501
"66",66,"2017-03-11","","ATL","L",90,107,34,90,0.378,5,29,0.172,17,23,0.739,13,41,22,11,3,13,21,11.4363636363636,2107.00140397054,36,72,0.5,15,30,0.5,20,26,0.769,6,46,22,9,6,18,23,10.0444444444444,2107.00140397054
"67",67,"2017-03-13","","MIL","W",113,93,41,79,0.519,14,27,0.519,17,23,0.739,11,37,30,11,0,12,20,12,2096.76868947777,31,67,0.463,14,26,0.538,17,20,0.85,8,32,21,6,5,16,21,11.52,997.985968681907
"68",68,"2017-03-15","@","CHI","W",98,91,36,85,0.424,11,31,0.355,15,18,0.833,14,52,26,2,3,11,19,12,2096.76868947777,34,91,0.374,11,28,0.393,12,15,0.8,14,45,22,6,6,5,19,12.2888888888889,1931.92407695164
"69",69,"2017-03-16","@","ATL","W",103,91,39,92,0.424,10,28,0.357,15,18,0.833,16,48,29,7,5,11,25,12,2095.39884923223,29,71,0.408,8,27,0.296,25,34,0.735,8,38,19,6,9,17,17,12.1375,2095.39884923223
"70",70,"2017-03-18","","SAS","W",104,96,32,76,0.421,13,30,0.433,27,31,0.871,7,35,20,7,3,10,18,12.3888888888889,2094.16117813948,33,75,0.44,9,28,0.321,21,22,0.955,9,42,18,2,5,15,25,13.88,2969.12824033044
"71",71,"2017-03-21","@","NOP","L",82,95,32,79,0.405,9,35,0.257,9,13,0.692,4,41,17,7,3,15,20,11.25,2084.2716443624,35,88,0.398,9,29,0.31,16,19,0.842,12,51,16,8,3,12,17,15.7375,1031.37582792485
"72",72,"2017-03-23","@","SAS","L",90,97,34,78,0.436,10,29,0.345,12,15,0.8,10,42,18,4,4,13,18,12.3888888888889,2083.14555343125,37,77,0.481,8,26,0.308,15,23,0.652,6,35,26,6,5,6,19,13.88,2992.86194911934
"73",73,"2017-03-26","@","GSW","L",94,106,38,85,0.447,8,29,0.276,10,15,0.667,13,37,21,11,0,13,13,10.9888888888889,2082.77342761923,39,71,0.549,17,31,0.548,11,15,0.733,7,37,30,9,4,18,15,12.39,3378.66394478523
"74",74,"2017-03-27","@","SAC","L",90,91,31,90,0.344,5,26,0.192,23,29,0.793,19,45,15,4,2,7,18,10.9888888888889,2082.77342761923,31,67,0.463,6,25,0.24,23,30,0.767,8,36,16,4,6,11,23,10.025,902.040054463467
"75",75,"2017-03-29","","IND","W",110,97,41,88,0.466,12,32,0.375,16,18,0.889,9,43,22,8,3,8,19,10.7125,2094.79048309003,37,85,0.435,10,25,0.4,13,15,0.867,12,43,19,5,7,12,18,11.9777777777778,1679.14220033335
"76",76,"2017-03-31","","DAL","W",99,90,35,75,0.467,11,27,0.407,18,20,0.9,8,47,23,4,4,13,22,10.35,2094.79048309003,29,76,0.382,12,34,0.353,20,25,0.8,6,38,15,7,4,8,21,12.44,1368.61020084758
"77",77,"2017-04-02","@","LAL","L",103,108,40,80,0.5,13,30,0.433,10,14,0.714,5,33,29,8,5,14,19,9.7,2094.4829893191,40,85,0.471,7,19,0.368,21,27,0.778,17,51,14,11,2,13,12,9.6625,41.8908675903981
"78",78,"2017-04-04","@","SAS","L",89,95,35,89,0.393,8,25,0.32,11,18,0.611,12,50,26,9,2,15,20,10.96,2094.4829893191,35,80,0.438,11,21,0.524,14,18,0.778,8,46,22,8,6,15,20,11.85,3034.16227461841
"79",79,"2017-04-05","","OKC","L",100,103,37,78,0.474,9,26,0.346,17,21,0.81,7,38,21,7,5,13,18,9.76,2094.4829893191,37,85,0.435,14,31,0.452,15,24,0.625,12,44,19,8,3,12,20,13.4444444444444,2347.8921840707
"80",80,"2017-04-07","","NYK","W",101,88,38,75,0.507,15,27,0.556,10,12,0.833,7,38,20,3,9,12,14,12.2111111111111,2104.11596821114,38,88,0.432,6,28,0.214,6,13,0.462,15,41,20,8,4,6,16,8.01,643.545285818284
"81",81,"2017-04-09","","DET","L",90,103,36,75,0.48,9,21,0.429,9,13,0.692,6,30,23,12,3,15,16,9.325,2104.61900977128,39,82,0.476,14,28,0.5,11,16,0.688,15,46,21,8,2,18,12,9.19,1426.96577215515
"82",82,"2017-04-12","","DAL","L",93,100,33,84,0.393,8,25,0.32,19,22,0.864,16,48,18,4,5,14,23,10.72,2124.11531177749,33,75,0.44,9,34,0.265,25,31,0.806,8,37,21,9,5,12,19,6.88,1353.80869034083
