"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"15",15,"2015-11-25","@","TOR","L",99,103,36,82,0.439,14,29,0.483,13,16,0.813,9,42,22,4,2,10,20,12.2875,1628.48902101645,40,79,0.506,11,25,0.44,12,22,0.545,6,40,14,8,5,9,15,12.625,1577.0959487562
"16",16,"2015-11-27","@","CHO","W",95,90,34,81,0.42,8,25,0.32,19,25,0.76,12,50,17,3,2,16,22,13.8625,1643.96627950301,33,80,0.413,5,25,0.2,19,25,0.76,7,38,20,7,7,11,25,12.7888888888889,1436.59252139851
"17",17,"2015-11-28","","BRK","W",90,88,35,87,0.402,9,27,0.333,11,17,0.647,12,49,20,9,11,19,19,13.8625,1623.75531399856,33,81,0.407,4,17,0.235,18,24,0.75,8,46,21,9,4,16,18,12.1666666666667,1325.03101626602
"18",18,"2015-12-01","","WAS","L",85,97,28,83,0.337,9,30,0.3,20,23,0.87,10,47,15,8,3,18,18,13.1875,1631.07184782414,39,83,0.47,7,28,0.25,12,16,0.75,2,39,23,7,5,12,23,14.0142857142857,1480.11326509602
"19",19,"2015-12-04","@","NOP","L",108,114,39,89,0.438,10,33,0.303,20,24,0.833,12,43,18,8,1,14,26,12.7,1637.66820470881,42,85,0.494,9,25,0.36,21,31,0.677,11,46,25,10,2,15,25,13.075,1354.78100079736
"20",20,"2015-12-05","@","MIA","L",84,99,31,85,0.365,6,28,0.214,16,24,0.667,11,36,14,8,1,14,26,9.3,1637.66820470881,37,68,0.544,7,16,0.438,18,29,0.621,3,41,21,5,9,15,25,12.2222222222222,1546.61878426724
"21",21,"2015-12-08","","POR","W",105,100,40,79,0.506,9,21,0.429,16,20,0.8,6,30,18,10,4,8,18,13,1637.66820470881,40,79,0.506,11,26,0.423,9,16,0.563,10,36,21,3,2,18,25,12.4888888888889,1524.48523985386
"22",22,"2015-12-11","@","ORL","W",111,76,41,72,0.569,11,21,0.524,18,27,0.667,9,45,28,12,0,18,19,10.6909090909091,1630.80887317328,28,72,0.389,6,22,0.273,14,20,0.7,6,30,16,8,3,19,24,11.4916666666667,1333.91033272166
"23",23,"2015-12-15","@","BOS","W",89,77,36,78,0.462,8,23,0.348,9,10,0.9,6,46,17,5,7,14,17,13.1888888888889,1595.053148404,28,87,0.322,9,32,0.281,12,14,0.857,12,41,18,6,6,10,11,12.12,1619.86386552212
"24",24,"2015-12-17","","OKC","W",104,100,41,88,0.466,12,29,0.414,10,13,0.769,16,42,29,6,1,16,22,12.225,1615.78424966889,35,74,0.473,6,20,0.3,24,28,0.857,9,36,23,7,7,12,20,14.4222222222222,1753.99163142162
"25",25,"2015-12-20","","PHI","W",108,86,40,85,0.471,11,25,0.44,17,21,0.81,6,40,25,11,6,10,19,10.8416666666667,1632.43724828906,30,86,0.349,5,24,0.208,21,30,0.7,16,49,15,6,2,19,22,9.21666666666667,895.980283711424
"26",26,"2015-12-23","","NYK","W",91,84,32,83,0.386,5,22,0.227,22,25,0.88,14,48,23,6,4,7,15,14.4555555555556,1653.08909514337,32,82,0.39,5,16,0.313,15,16,0.938,9,44,19,5,7,11,17,11.9125,1214.46896512826
"27",27,"2015-12-25","@","GSW","L",83,89,30,95,0.316,5,30,0.167,18,25,0.72,17,55,12,6,4,11,22,14.3875,1653.08909514337,32,78,0.41,5,18,0.278,20,27,0.741,8,49,21,7,10,16,19,15.35,2195.97752104262
"28",28,"2015-12-26","@","POR","L",76,105,28,77,0.364,11,31,0.355,9,15,0.6,9,42,21,4,2,17,20,10.6916666666667,1673.54639761473,41,89,0.461,9,22,0.409,14,19,0.737,10,49,28,9,3,8,12,10.53,1492.09892090862
"29",29,"2015-12-28","@","PHO","W",101,97,33,71,0.465,17,41,0.415,18,25,0.72,10,37,21,8,8,17,18,12.39,1666.12691434829,36,79,0.456,11,25,0.44,14,20,0.7,14,44,20,8,1,16,23,10.51,1395.13699843248
"30",30,"2015-12-29","@","DEN","W",93,87,38,86,0.442,4,22,0.182,13,22,0.591,9,44,17,12,3,12,16,13.1888888888889,1674.15517870648,37,89,0.416,5,24,0.208,8,11,0.727,12,52,18,8,6,18,19,11.7125,1262.62197803573
"31",31,"2016-01-02","","ORL","W",104,79,34,82,0.415,12,37,0.324,24,39,0.615,12,53,24,6,1,4,17,12.39,1674.15517870648,29,76,0.382,6,25,0.24,15,17,0.882,5,45,16,1,2,14,29,11.4916666666667,1346.05097754984
"32",32,"2016-01-04","","TOR","W",122,100,41,74,0.554,17,33,0.515,23,26,0.885,11,40,25,6,4,13,22,14.3875,1671.65841578259,36,73,0.493,8,19,0.421,20,29,0.69,8,26,24,9,5,9,19,13.4777777777778,1623.92448634121
"33",33,"2016-01-06","@","WAS","W",121,115,48,89,0.539,12,29,0.414,13,19,0.684,13,44,16,9,3,10,20,15.1857142857143,1670.33424047965,42,76,0.553,14,24,0.583,17,27,0.63,5,33,31,7,1,12,18,11.9,1437.88116836711
"34",34,"2016-01-08","@","MIN","W",125,99,43,81,0.531,13,27,0.481,26,29,0.897,10,43,23,8,5,11,19,13.3888888888889,1694.99454097761,36,79,0.456,7,16,0.438,20,26,0.769,7,33,24,8,2,12,21,11.9666666666667,1097.22996784058
"35",35,"2016-01-10","@","PHI","W",95,85,35,90,0.389,9,32,0.281,16,23,0.696,13,51,20,9,2,10,16,13.9625,1711.4082962409,35,77,0.455,6,18,0.333,9,19,0.474,7,48,22,6,7,19,18,12.5714285714286,778.433911085217
"36",36,"2016-01-12","@","DAL","W",110,107,40,97,0.412,17,44,0.386,13,16,0.813,17,46,28,12,4,9,21,13.3888888888889,1711.4082962409,39,79,0.494,11,28,0.393,18,22,0.818,7,44,25,4,7,16,16,12.0888888888889,1610.16501661313
"37",37,"2016-01-14","@","SAS","L",95,99,38,82,0.463,10,26,0.385,9,11,0.818,9,43,15,4,2,17,23,13.3888888888889,1695.60016977364,38,83,0.458,5,17,0.294,18,22,0.818,11,45,17,6,7,11,16,15.75,2274.2994968017
"38",38,"2016-01-15","@","HOU","W",91,77,34,87,0.391,8,35,0.229,15,23,0.652,17,49,19,10,6,14,24,13.3888888888889,1693.72027804598,26,74,0.351,6,25,0.24,19,29,0.655,10,40,15,10,6,18,20,12.7555555555556,1640.55928097251
"39",39,"2016-01-18","","GSW","L",98,132,37,77,0.481,7,19,0.368,17,25,0.68,8,36,22,3,4,15,25,10.8416666666667,1738.97495302964,46,85,0.541,19,40,0.475,21,27,0.778,6,37,33,7,2,8,25,13.98,2344.37216878433
"40",40,"2016-01-20","@","BRK","W",91,78,36,77,0.468,5,17,0.294,14,20,0.7,6,45,15,6,3,13,13,13.1666666666667,1749.33717865694,35,84,0.417,4,19,0.211,4,8,0.5,9,39,20,4,4,12,16,10.2363636363636,1087.98465024434
"41",41,"2016-01-21","","LAC","W",115,102,42,83,0.506,13,28,0.464,18,24,0.75,14,47,29,5,2,13,31,13.1666666666667,1747.91788013854,36,80,0.45,6,25,0.24,24,36,0.667,8,35,19,9,3,9,21,11.8444444444444,1876.42295336279
"42",42,"2016-01-23","","CHI","L",83,96,35,94,0.372,4,24,0.167,9,22,0.409,16,48,17,5,5,4,18,14.3875,1746.76224642815,38,87,0.437,7,17,0.412,13,15,0.867,13,53,21,2,5,7,18,13.0875,1645.1346715717
"43",43,"2016-01-25","","MIN","W",114,107,45,89,0.506,11,31,0.355,13,20,0.65,12,43,30,7,3,15,18,14.3875,1764.00522981347,41,84,0.488,4,16,0.25,21,23,0.913,8,38,28,10,2,10,24,12.0666666666667,1025.82885079725
"44",44,"2016-01-27","","PHO","W",115,93,45,81,0.556,11,28,0.393,14,16,0.875,10,37,34,12,3,13,17,12.48,1758.03145488079,33,70,0.471,8,20,0.4,19,25,0.76,12,34,25,6,2,22,17,9.9375,1228.72548451443
"45",45,"2016-01-29","@","DET","W",114,106,39,83,0.47,9,23,0.391,27,29,0.931,10,47,20,4,1,7,25,13.3888888888889,1745.59607359963,40,84,0.476,7,23,0.304,19,26,0.731,9,39,20,5,4,9,24,11.8333333333333,1530.12355127167
"46",46,"2016-01-30","","SAS","W",117,103,45,82,0.549,9,23,0.391,18,21,0.857,10,43,24,4,4,9,21,13.3888888888889,1745.59607359963,40,81,0.494,6,18,0.333,17,21,0.81,8,32,20,2,2,6,19,12.7727272727273,2333.80670236326
"47",47,"2016-02-01","@","IND","W",111,106,44,88,0.5,7,22,0.318,16,23,0.696,10,45,22,8,3,16,19,14.3875,1752.71946481815,43,101,0.426,8,27,0.296,12,14,0.857,17,44,24,11,7,16,23,12.25,1638.68818948997
"48",48,"2016-02-03","@","CHO","L",97,106,38,83,0.458,10,28,0.357,11,14,0.786,3,28,16,9,5,7,19,16.0285714285714,1781.22922272141,39,79,0.494,9,27,0.333,19,23,0.826,11,49,26,4,3,14,14,10.8,1427.82171067833
"49",49,"2016-02-05","","BOS","L",103,104,37,87,0.425,8,30,0.267,21,35,0.6,15,47,21,8,6,14,25,13.925,1790.0515876691,38,88,0.432,7,20,0.35,21,25,0.84,11,49,21,6,5,15,27,12.35,1780.57355967398
"50",50,"2016-02-06","","NOP","W",99,84,39,90,0.433,14,41,0.341,7,7,1,10,49,21,6,6,12,17,13.2,1790.0515876691,34,87,0.391,5,23,0.217,11,16,0.688,13,42,18,5,2,8,16,11.3,1284.18694910695
"51",51,"2016-02-08","","SAC","W",120,100,45,94,0.479,16,35,0.457,14,19,0.737,12,53,27,7,5,14,25,14.0444444444444,1788.31761043177,36,82,0.439,9,23,0.391,19,29,0.655,8,44,28,11,4,17,23,13.9444444444444,1234.23321394834
"52",52,"2016-02-10","","LAL","W",120,111,48,94,0.511,13,31,0.419,11,18,0.611,13,46,26,6,1,6,20,12.8555555555556,1813.22949653536,38,86,0.442,13,28,0.464,22,27,0.815,11,44,16,5,3,11,19,11.375,725.349313335842
"53",53,"2016-02-18","","CHI","W",106,95,42,91,0.462,7,24,0.292,15,17,0.882,11,52,21,8,8,10,22,13.3888888888889,1813.22949653536,37,93,0.398,8,21,0.381,13,22,0.591,15,49,12,4,4,13,19,10.4555555555556,1679.7875141316
"54",54,"2016-02-21","@","OKC","W",115,92,41,80,0.513,10,23,0.435,23,27,0.852,13,49,25,4,1,12,21,13.7,1810.1408709747,37,90,0.411,5,21,0.238,13,19,0.684,14,39,22,9,7,10,23,13.8222222222222,2058.44354814917
"55",55,"2016-02-22","","DET","L",88,96,34,79,0.43,8,26,0.308,12,13,0.923,5,40,19,8,2,17,21,14.0875,1797.01834853724,37,80,0.463,8,25,0.32,14,21,0.667,6,43,17,10,3,13,15,11.9333333333333,1486.4448952441
"56",56,"2016-02-24","","CHO","W",114,103,45,91,0.495,13,32,0.406,11,17,0.647,12,47,26,11,1,9,20,13.3777777777778,1797.01834853724,37,76,0.487,10,29,0.345,19,27,0.704,8,43,23,7,2,14,20,13.7625,1388.80554442144
"57",57,"2016-02-26","@","TOR","L",97,99,35,74,0.473,12,24,0.5,15,21,0.714,10,39,21,4,0,14,26,14.25,1814.49505430139,37,73,0.507,6,17,0.353,19,26,0.731,5,34,18,6,0,11,23,13.4777777777778,1858.30633853097
"58",58,"2016-02-28","@","WAS","L",99,113,32,80,0.4,9,29,0.31,26,30,0.867,6,39,20,6,2,14,26,11.1888888888889,1827.05678575517,39,79,0.494,11,31,0.355,24,34,0.706,6,45,28,6,2,13,26,12.61,1414.56114123935
"59",59,"2016-02-29","","IND","W",100,96,35,83,0.422,9,29,0.31,21,25,0.84,9,40,22,4,2,11,15,14.3875,1827.05678575517,37,80,0.463,8,18,0.444,14,15,0.933,9,36,23,8,11,11,23,12.3111111111111,1632.67478007243
"60",60,"2016-03-04","","WAS","W",108,83,42,90,0.467,12,27,0.444,12,16,0.75,8,47,24,9,5,9,19,11.5777777777778,1841.6052056015,32,81,0.395,3,20,0.15,16,24,0.667,10,47,14,2,5,16,19,13.4333333333333,1412.24147312574
"61",61,"2016-03-05","","BOS","W",120,103,42,82,0.512,10,30,0.333,26,34,0.765,15,47,27,8,4,15,21,14.3875,1847.78312029927,37,80,0.463,10,23,0.435,19,27,0.704,10,37,17,8,1,14,22,12.5111111111111,1847.46791874116
"62",62,"2016-03-07","","MEM","L",103,106,36,80,0.45,7,29,0.241,24,29,0.828,13,49,23,9,7,25,22,14.3875,1847.78312029927,41,86,0.477,6,20,0.3,18,22,0.818,9,35,23,16,8,16,26,8.15,1644.27706036296
"63",63,"2016-03-09","@","SAC","W",120,111,39,90,0.433,13,44,0.295,29,35,0.829,15,51,17,5,1,13,21,13.2666666666667,1858.97796635184,40,84,0.476,8,22,0.364,23,32,0.719,5,38,20,8,2,9,27,13.8444444444444,1179.74279564439
"64",64,"2016-03-10","@","LAL","W",120,108,45,85,0.529,16,35,0.457,14,20,0.7,9,38,22,4,6,8,20,11.8333333333333,1850.25813833915,42,80,0.525,7,22,0.318,17,21,0.81,4,34,18,8,4,10,22,10.9375,625.941585115137
"65",65,"2016-03-13","@","LAC","W",114,90,41,84,0.488,18,37,0.486,14,20,0.7,9,49,23,3,4,8,19,12.82,1891.10304796967,32,79,0.405,10,32,0.313,16,19,0.842,5,34,23,5,4,10,23,12.4222222222222,2019.62968238901
"66",66,"2016-03-14","@","UTA","L",85,94,35,88,0.398,10,43,0.233,5,8,0.625,13,39,18,6,3,8,16,13.6444444444444,1891.10304796967,35,71,0.493,12,27,0.444,12,14,0.857,8,40,20,3,4,12,15,10.0666666666667,1628.66591845711
"67",67,"2016-03-16","","DAL","W",99,98,39,88,0.443,10,37,0.27,11,13,0.846,13,48,21,9,4,16,19,11.4875,1899.8224468401,37,79,0.468,7,22,0.318,17,19,0.895,4,32,24,6,7,10,18,11.8,1562.33061683767
"68",68,"2016-03-18","@","ORL","W",109,103,38,76,0.5,13,28,0.464,20,27,0.741,9,41,23,7,4,19,21,12.82,1917.86049580995,37,82,0.451,11,22,0.5,18,22,0.818,9,36,24,12,4,13,24,10.3222222222222,1136.14661230333
"69",69,"2016-03-19","@","MIA","L",101,122,40,76,0.526,10,24,0.417,11,13,0.846,3,26,19,6,3,14,22,11.275,1932.65543052533,46,84,0.548,11,19,0.579,19,23,0.826,13,42,29,7,5,11,14,11.99,1576.76969516616
"70",70,"2016-03-21","","DEN","W",124,91,48,86,0.558,15,31,0.484,13,17,0.765,8,43,38,10,4,12,19,12.0555555555556,1930.32056717703,32,81,0.395,8,22,0.364,19,25,0.76,10,35,19,10,4,16,16,9.89,1128.73571628669
"71",71,"2016-03-23","","MIL","W",113,104,40,83,0.482,10,34,0.294,23,27,0.852,17,42,29,6,8,12,17,13.6444444444444,1953.23673602864,43,80,0.538,7,16,0.438,11,15,0.733,10,31,23,8,4,14,24,12.8,1100.78391320265
"72",72,"2016-03-24","@","BRK","L",95,104,39,89,0.438,10,38,0.263,7,9,0.778,11,45,22,3,2,14,20,12.82,1953.23673602864,41,89,0.461,8,22,0.364,14,19,0.737,10,46,28,10,5,9,16,10.1909090909091,920.873874998141
"73",73,"2016-03-26","@","NYK","W",107,93,37,83,0.446,14,34,0.412,19,25,0.76,15,53,21,6,5,9,23,12.64,1985.78785589357,33,79,0.418,8,23,0.348,19,28,0.679,10,41,20,5,0,8,23,13.05,934.203158024669
"74",74,"2016-03-29","","HOU","L",100,106,31,86,0.36,14,40,0.35,24,28,0.857,10,38,21,5,5,11,31,11.4875,1991.94850909816,38,79,0.481,9,25,0.36,21,42,0.5,14,55,23,7,5,14,24,13.4375,1622.63233359711
"75",75,"2016-03-31","","BRK","W",107,87,38,87,0.437,12,38,0.316,19,24,0.792,9,50,29,10,7,17,17,12.82,1983.18185949353,35,94,0.372,4,21,0.19,13,21,0.619,13,55,26,12,4,17,19,9.04,864.52146332466
"76",76,"2016-04-01","@","ATL","W",110,108,39,98,0.398,12,38,0.316,20,31,0.645,11,57,27,9,6,12,23,13.6444444444444,1976.57319259976,38,95,0.4,9,30,0.3,23,26,0.885,5,48,25,5,8,15,27,12.1666666666667,1976.57319259976
"77",77,"2016-04-03","","CHO","W",112,103,45,83,0.542,16,29,0.552,6,13,0.462,15,46,34,7,1,17,19,13.4444444444444,1976.57319259976,34,76,0.447,9,26,0.346,26,27,0.963,11,35,23,15,4,15,13,13.05,1313.3085926032
"78",78,"2016-04-05","@","MIL","W",109,80,41,75,0.547,18,36,0.5,9,10,0.9,2,41,30,4,8,16,14,12.82,1989.237291966,35,88,0.398,4,16,0.25,6,12,0.5,12,41,20,7,1,10,14,11.7,1052.93169490435
"79",79,"2016-04-06","@","IND","L",109,123,35,74,0.473,8,29,0.276,31,34,0.912,7,33,15,7,3,10,19,11.1888888888889,1989.237291966,45,80,0.563,16,31,0.516,17,22,0.773,9,38,25,9,1,14,24,12.15,1654.16605682153
"80",80,"2016-04-09","@","CHI","L",102,105,36,83,0.434,19,40,0.475,11,18,0.611,12,42,24,5,5,15,18,15.1714285714286,2010.79255132836,40,89,0.449,8,24,0.333,17,21,0.81,13,45,19,8,6,12,22,11.25,1853.44273548915
"81",81,"2016-04-11","","ATL","W",109,94,40,83,0.482,11,29,0.379,18,20,0.9,9,47,17,9,4,15,14,13.95,1993.44608734035,39,87,0.448,8,30,0.267,8,15,0.533,10,42,23,8,6,15,18,11.66,1993.44608734035
"82",82,"2016-04-13","","DET","L",110,112,46,97,0.474,7,18,0.389,11,15,0.733,8,43,21,4,7,10,23,6.51428571428571,1991.67608511614,37,85,0.435,16,33,0.485,22,28,0.786,9,47,24,5,11,12,15,5.35555555555556,1525.88357050155
