"","X.1","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp"
"34",34,34,"1/6/16","@","SAS","L",98,123,37,79,0.468,7,18,0.389,17,18,0.944,10,34,21,8,3,18,17,7.91,52,86,0.605,9,21,0.429,10,13,0.769,8,38,34,10,2,13,21,11.3545454545455
"35",35,35,"1/7/16","@","HOU","L",94,103,38,78,0.487,7,28,0.25,11,17,0.647,10,35,25,9,5,19,17,9.53,39,75,0.52,7,23,0.304,18,26,0.692,11,41,15,11,3,16,16,10.9666666666667
"36",36,36,"1/9/16","","MIA","W",98,83,39,71,0.549,9,20,0.45,11,18,0.611,5,37,19,10,7,16,16,9.17777777777778,34,82,0.415,6,19,0.316,9,17,0.529,15,39,14,7,8,17,16,13.95
"37",37,37,"1/10/16","@","LAL","W",86,74,31,69,0.449,5,16,0.313,19,25,0.76,6,45,16,8,8,14,18,10.0222222222222,29,89,0.326,3,21,0.143,13,15,0.867,16,41,15,9,4,11,22,9.4625
"38",38,38,"1/13/16","@","POR","L",85,99,31,76,0.408,8,19,0.421,15,22,0.682,10,38,20,8,6,14,15,10.1666666666667,39,88,0.443,11,26,0.423,10,15,0.667,17,54,25,7,10,13,20,12.03
"39",39,39,"1/14/16","","SAC","L",101,103,35,83,0.422,6,34,0.176,25,34,0.735,10,38,12,8,3,13,26,9.78888888888889,34,74,0.459,5,11,0.455,30,42,0.714,14,54,19,12,2,15,29,14.1
"40",40,40,"1/16/16","","LAL","W",109,82,41,83,0.494,12,24,0.5,15,18,0.833,11,51,17,8,8,10,17,9.48888888888889,31,90,0.344,9,23,0.391,11,18,0.611,16,44,16,4,4,14,14,9.14545454545454
"41",41,41,"1/18/16","@","CHO","L",119,124,44,104,0.423,15,45,0.333,16,20,0.8,15,49,27,6,7,10,28,9.53,41,88,0.466,14,27,0.519,28,32,0.875,7,50,20,6,4,16,18,11.6333333333333
"42",42,42,"1/20/16","@","NYK","L",111,118,37,86,0.43,12,27,0.444,25,31,0.806,14,40,19,4,4,12,22,10.375,47,90,0.522,7,17,0.412,17,18,0.944,12,38,20,3,7,9,25,13.725
"43",43,43,"1/22/16","@","BRK","W",108,86,43,75,0.573,9,16,0.563,13,15,0.867,9,40,28,5,4,14,20,9.53,33,75,0.44,6,16,0.375,14,18,0.778,6,24,24,5,2,11,15,10.56
"44",44,44,"1/25/16","","DET","L",92,95,34,85,0.4,9,29,0.31,15,18,0.833,12,49,18,5,4,13,26,11.3111111111111,34,75,0.453,11,22,0.5,16,33,0.485,7,42,19,7,1,10,18,11.8333333333333
"45",45,45,"1/27/16","","CHO","W",102,73,40,81,0.494,12,31,0.387,10,15,0.667,7,45,23,10,6,10,18,10.76,25,68,0.368,6,25,0.24,17,21,0.81,5,35,10,6,0,18,15,9.86
"46",46,46,"1/29/16","","MIN","W",103,90,40,76,0.526,10,25,0.4,13,16,0.813,10,40,24,8,5,13,21,11.1777777777778,35,75,0.467,2,10,0.2,18,26,0.692,13,38,17,9,2,14,13,12.6125
"47",47,47,"2/1/16","","CHI","W",105,96,38,85,0.447,7,18,0.389,22,33,0.667,10,50,19,5,4,14,23,10.76,39,90,0.433,5,21,0.238,13,20,0.65,8,42,19,4,7,14,25,12.575
"48",48,48,"2/3/16","","DEN","W",85,81,33,74,0.446,5,22,0.227,14,20,0.7,8,38,14,4,10,14,19,11.1777777777778,26,70,0.371,4,18,0.222,25,33,0.758,9,41,11,12,2,14,19,12.5555555555556
"49",49,49,"2/5/16","","MIL","W",84,81,30,77,0.39,8,27,0.296,16,23,0.696,12,45,13,15,8,15,18,11.0666666666667,30,71,0.423,7,14,0.5,14,21,0.667,7,41,9,12,7,20,17,13.2555555555556
"50",50,50,"2/6/16","@","PHO","W",98,89,34,78,0.436,5,16,0.313,25,31,0.806,10,44,14,7,7,9,26,11.575,30,80,0.375,9,24,0.375,20,26,0.769,12,39,19,3,6,10,23,9.26666666666667
"51",51,51,"2/9/16","@","DAL","W",121,119,48,92,0.522,6,26,0.231,19,27,0.704,13,44,23,3,2,10,25,10.13,36,75,0.48,11,29,0.379,36,41,0.878,6,36,24,5,1,11,21,11.8666666666667
"52",52,52,"2/10/16","@","NOP","L",96,100,33,70,0.471,7,21,0.333,23,30,0.767,8,44,19,6,3,17,21,11.575,39,82,0.476,8,19,0.421,14,21,0.667,9,40,23,9,3,9,21,10.9444444444444
"53",53,53,"2/18/16","@","WAS","L",89,103,31,77,0.403,4,15,0.267,23,29,0.793,12,48,20,9,6,23,21,10.76,42,86,0.488,7,18,0.389,12,21,0.571,6,36,25,14,10,11,20,13.65
"54",54,54,"2/19/16","","BOS","W",111,93,37,68,0.544,10,23,0.435,27,44,0.614,8,51,22,4,8,15,26,11.1777777777778,30,81,0.37,7,25,0.28,26,36,0.722,8,34,18,8,3,7,31,12.5111111111111
"55",55,55,"2/21/16","@","POR","L",111,115,43,86,0.5,8,16,0.5,17,23,0.739,12,38,19,6,10,11,26,11.5888888888889,39,90,0.433,12,32,0.375,25,38,0.658,23,48,20,7,6,12,21,12.2555555555556
"56",56,56,"2/23/16","","HOU","W",117,114,38,74,0.514,10,24,0.417,31,38,0.816,8,41,22,11,4,21,29,11.7222222222222,36,87,0.414,11,34,0.324,31,41,0.756,11,35,17,15,4,14,28,12.44
"57",57,57,"2/25/16","","SAS","L",78,96,33,77,0.429,3,17,0.176,9,12,0.75,4,31,15,6,2,11,10,11.5888888888889,38,79,0.481,9,18,0.5,11,12,0.917,9,43,17,5,5,11,16,15.375
"58",58,58,"2/27/16","","BRK","L",96,98,37,89,0.416,5,20,0.25,17,25,0.68,16,48,14,11,9,21,19,11.2666666666667,40,84,0.476,7,15,0.467,11,17,0.647,8,45,23,12,2,19,21,10.1888888888889
"59",59,59,"2/29/16","@","BOS","L",95,100,38,101,0.376,7,24,0.292,12,17,0.706,15,52,23,6,4,9,21,10.9444444444444,37,84,0.44,6,18,0.333,20,29,0.69,11,47,27,6,13,9,18,12.5111111111111
"60",60,60,"3/2/16","@","TOR","L",94,104,37,83,0.446,10,26,0.385,10,16,0.625,10,33,21,6,6,9,21,10.65,40,80,0.5,6,22,0.273,18,21,0.857,10,45,12,7,5,9,18,13.4777777777778
"61",61,61,"3/4/16","@","MEM","L",88,94,32,75,0.427,5,19,0.263,19,29,0.655,12,45,21,6,5,17,18,11.9444444444444,37,81,0.457,4,18,0.222,16,19,0.842,9,42,14,8,5,11,22,10.09
"62",62,62,"3/5/16","@","NOP","W",106,94,37,78,0.474,6,20,0.3,26,27,0.963,10,53,23,4,10,14,17,12.2,38,92,0.413,9,19,0.474,9,11,0.818,6,32,25,6,5,8,27,11.2333333333333
"63",63,63,"3/8/16","","ATL","L",84,91,30,86,0.349,7,26,0.269,17,23,0.739,15,54,16,10,4,20,14,12.2,38,80,0.475,8,25,0.32,7,14,0.5,4,41,15,9,4,16,19,12.1666666666667
"64",64,64,"3/9/16","@","GSW","L",94,115,32,79,0.405,8,20,0.4,22,31,0.71,14,42,21,9,4,18,16,10.37,48,84,0.571,13,30,0.433,6,10,0.6,9,39,36,10,7,15,23,13.73
"65",65,65,"3/11/16","","WAS","W",114,93,38,67,0.567,9,16,0.563,29,38,0.763,4,42,15,10,4,18,19,11.4777777777778,35,80,0.438,7,24,0.292,16,22,0.727,6,29,20,9,1,14,28,11.99
"66",66,66,"3/13/16","@","SAC","W",108,99,39,82,0.476,12,28,0.429,18,22,0.818,11,47,26,8,3,16,22,11.06,38,81,0.469,9,21,0.429,14,21,0.667,8,36,25,8,5,10,20,15.86
"67",67,67,"3/14/16","","CLE","W",94,85,35,71,0.493,12,27,0.444,12,14,0.857,8,40,20,3,4,12,15,10.0666666666667,35,88,0.398,10,43,0.233,5,8,0.625,13,39,18,6,3,8,16,13.6444444444444
"68",68,68,"3/17/16","","PHO","W",103,69,43,88,0.489,11,25,0.44,6,9,0.667,9,51,21,14,5,16,18,9.86,28,82,0.341,6,26,0.231,7,14,0.5,10,43,14,9,1,21,16,11.525
"69",69,69,"3/19/16","@","CHI","L",85,92,35,86,0.407,8,27,0.296,7,12,0.583,15,40,22,5,4,10,14,10.84,39,80,0.488,6,19,0.316,8,11,0.727,11,42,24,4,6,11,12,10.25
"70",70,70,"3/20/16","@","MIL","W",94,85,34,83,0.41,13,38,0.342,13,14,0.929,16,44,24,8,4,17,13,11.8375,34,65,0.523,3,8,0.375,14,17,0.824,2,27,21,10,10,13,11,12.8
"71",71,71,"3/23/16","@","HOU","W",89,87,31,77,0.403,11,29,0.379,16,20,0.8,13,48,22,8,5,22,19,12.2,33,74,0.446,9,23,0.391,12,22,0.545,4,32,22,13,9,14,21,12.9333333333333
"72",72,72,"3/24/16","@","OKC","L",91,113,35,73,0.479,5,22,0.227,16,23,0.696,9,36,18,8,3,18,22,10.3,45,83,0.542,9,22,0.409,14,22,0.636,10,39,27,13,4,14,16,14.3333333333333
"73",73,73,"3/26/16","@","MIN","W",93,84,39,83,0.47,9,21,0.429,6,7,0.857,7,45,21,5,9,12,16,11.6222222222222,32,84,0.381,4,11,0.364,16,19,0.842,9,41,18,9,4,10,13,11.78
"74",74,74,"3/28/16","","LAL","W",123,75,46,89,0.517,17,32,0.531,14,19,0.737,13,57,26,4,7,7,18,10.84,26,85,0.306,7,20,0.35,16,22,0.727,7,37,11,5,6,9,19,10.24
"75",75,75,"3/30/16","","GSW","L",96,103,37,92,0.402,9,32,0.281,13,29,0.448,16,54,14,11,2,15,23,11.6222222222222,39,89,0.438,12,35,0.343,13,18,0.722,9,46,19,6,6,18,21,15.225
"76",76,76,"4/1/16","","MIN","W",98,85,38,72,0.528,8,22,0.364,14,23,0.609,11,43,13,9,5,15,11,10.6375,35,79,0.443,9,23,0.391,6,10,0.6,10,34,25,11,1,15,20,12.0666666666667
"77",77,77,"4/3/16","@","PHO","W",101,86,39,81,0.481,10,27,0.37,13,17,0.765,4,33,27,9,10,10,20,11.4777777777778,33,78,0.423,8,27,0.296,12,19,0.632,12,45,16,5,1,21,19,10.2857142857143
"78",78,78,"4/5/16","","SAS","L",86,88,32,68,0.471,5,17,0.294,17,21,0.81,5,40,13,5,4,16,18,11.6222222222222,32,72,0.444,7,17,0.412,17,19,0.895,4,32,16,10,4,8,16,14.8111111111111
"79",79,79,"4/8/16","","LAC","L",99,102,36,82,0.439,11,31,0.355,16,23,0.696,9,47,14,7,6,18,15,11.5,37,83,0.446,13,29,0.448,15,19,0.789,8,44,16,13,3,11,20,6.78571428571429
"80",80,80,"4/10/16","@","DEN","W",100,84,36,79,0.456,12,31,0.387,16,21,0.762,11,49,19,7,8,9,14,11.2125,32,80,0.4,6,27,0.222,14,19,0.737,6,41,18,6,7,11,19,9.89
"81",81,81,"4/11/16","","DAL","L",92,101,35,77,0.455,9,33,0.273,13,18,0.722,6,38,21,5,3,10,16,12.1333333333333,36,81,0.444,11,32,0.344,18,22,0.818,10,47,19,7,2,9,15,11.3777777777778
"82",82,82,"4/13/16","@","LAL","L",96,101,39,83,0.47,9,30,0.3,9,15,0.6,8,38,27,10,1,13,16,8.67777777777778,41,85,0.482,6,25,0.24,13,15,0.867,8,47,19,6,3,13,17,10.3625
