"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"11",11,"2016-11-17","","NYK","W",119,112,44,81,0.543,15,25,0.6,16,18,0.889,7,37,26,7,2,15,21,13.1428571428571,1974.05537908718,41,86,0.477,12,29,0.414,18,20,0.9,10,36,23,9,1,13,20,12.1111111111111,958.473526434474
"12",12,"2016-11-19","","MIA","L",111,114,42,88,0.477,11,27,0.407,16,22,0.727,12,38,22,9,5,10,22,13.3833333333333,1969.08525929079,43,85,0.506,13,27,0.481,15,26,0.577,18,48,21,5,7,16,21,14.6625,1559.47442743243
"13",13,"2016-11-21","","PHO","W",106,101,37,91,0.407,10,28,0.357,22,34,0.647,14,45,25,8,4,11,19,14.0666666666667,1968.53319733927,39,91,0.429,11,27,0.407,12,15,0.8,13,52,22,3,7,21,24,10.92,946.918336083024
"14",14,"2016-11-25","@","ORL","W",94,91,40,88,0.455,6,29,0.207,8,10,0.8,7,37,26,10,4,11,17,12.6571428571429,1973.08060123792,35,80,0.438,7,23,0.304,14,20,0.7,14,49,18,5,7,19,16,13.875,1078.06032179305
"15",15,"2016-11-26","","SAS","L",100,112,42,88,0.477,6,22,0.273,10,14,0.714,12,40,21,11,1,12,26,12.6625,1973.08060123792,40,75,0.533,9,24,0.375,23,29,0.793,6,38,22,7,6,14,17,13.8222222222222,2563.60945556434
"16",16,"2016-11-28","","SAC","W",101,95,35,85,0.412,10,25,0.4,21,26,0.808,11,49,22,11,7,23,23,12.9142857142857,1965.21020041547,38,93,0.409,3,21,0.143,16,26,0.615,13,44,20,15,4,20,24,12.82,1160.74103524646
"17",17,"2016-11-30","@","OKC","L",115,126,44,98,0.449,10,28,0.357,17,26,0.654,11,48,25,8,3,11,25,13.1428571428571,1964.93963535416,46,95,0.484,12,30,0.4,22,31,0.71,9,47,28,10,4,13,22,11.73,2143.27215832476
"18",18,"2016-12-02","@","SAS","L",105,107,41,81,0.506,7,11,0.636,16,18,0.889,9,43,25,13,3,18,26,13.2142857142857,1959.96412896519,39,80,0.488,8,20,0.4,21,33,0.636,12,37,27,11,4,15,17,13.3888888888889,2577.01334926257
"19",19,"2016-12-05","@","BRK","W",118,113,45,92,0.489,14,34,0.412,14,18,0.778,8,35,26,17,5,10,22,14.15,1924.44314091878,40,81,0.494,11,27,0.407,22,30,0.733,13,50,25,5,3,21,15,10.39,736.403299346432
"20",20,"2016-12-06","","ORL","L",116,124,44,93,0.473,11,23,0.478,17,24,0.708,10,42,20,5,2,10,25,16.08,1924.44314091878,43,83,0.518,12,26,0.462,26,36,0.722,8,43,24,7,12,11,18,13.2222222222222,1088.18563265734
"21",21,"2016-12-08","","DEN","W",92,85,35,78,0.449,6,19,0.316,16,17,0.941,8,35,21,11,3,18,20,14.15,1936.23974143315,31,76,0.408,7,32,0.219,16,24,0.667,14,45,24,8,2,27,24,13.3222222222222,1050.85866389455
"22",22,"2016-12-10","","MIL","W",110,105,40,88,0.455,8,21,0.381,22,28,0.786,12,40,29,10,3,9,17,16.08,1943.84535204476,40,79,0.506,13,25,0.52,12,15,0.8,7,40,22,1,3,20,21,12.7666666666667,1110.31602100324
"23",23,"2016-12-12","@","MIA","L",101,112,39,84,0.464,5,23,0.217,18,22,0.818,10,37,17,8,1,14,22,13.2142857142857,1943.84535204476,45,88,0.511,9,26,0.346,13,19,0.684,11,47,25,6,3,11,18,13.4375,1510.20559741315
"24",24,"2016-12-14","","CHO","W",109,106,45,87,0.517,5,18,0.278,14,17,0.824,12,41,27,15,3,14,18,13.4666666666667,1943.41943799921,38,74,0.514,14,33,0.424,16,21,0.762,5,33,25,7,8,18,18,12.8,1393.78131923792
"25",25,"2016-12-16","","DET","W",122,108,44,77,0.571,12,25,0.48,22,27,0.815,3,36,30,6,1,5,23,14.15,1948.2395467358,42,86,0.488,10,28,0.357,14,21,0.667,10,40,22,3,1,9,19,12.4333333333333,1523.82789698428
"26",26,"2016-12-18","","LAC","W",117,110,43,81,0.531,10,19,0.526,21,30,0.7,9,33,24,10,4,15,24,12.5142857142857,1940.36192503712,43,87,0.494,7,23,0.304,17,24,0.708,12,40,28,7,1,15,23,15.5125,2249.48902977782
"27",27,"2016-12-19","@","IND","L",105,107,38,88,0.432,8,33,0.242,21,26,0.808,14,49,19,5,6,15,22,16.08,1942.83692189503,41,87,0.471,7,21,0.333,18,21,0.857,9,41,18,6,6,15,20,15.6666666666667,1619.2510486211
"28",28,"2016-12-21","@","CHI","W",107,97,43,82,0.524,3,18,0.167,18,25,0.72,6,44,23,7,3,10,20,11.9625,1942.5696146386,38,95,0.4,6,21,0.286,15,19,0.789,17,49,25,4,5,14,18,13.5875,1900.37921167028
"29",29,"2016-12-23","@","MIL","L",96,123,37,79,0.468,7,24,0.292,15,18,0.833,5,30,24,2,2,14,21,11.4,1947.24948527411,45,80,0.563,9,25,0.36,24,27,0.889,8,41,29,8,6,11,16,12.7666666666667,1094.90181515689
"30",30,"2016-12-26","","MIL","W",107,102,40,79,0.506,12,29,0.414,15,20,0.75,7,40,29,7,5,16,16,16.08,1945.67020347792,40,85,0.471,6,21,0.286,16,23,0.696,10,40,27,8,2,13,19,13.2666666666667,1085.83844525414
"31",31,"2016-12-28","","IND","W",111,105,38,78,0.487,8,22,0.364,27,37,0.73,15,54,21,8,1,18,27,13.2142857142857,1952.33028739042,35,79,0.443,11,28,0.393,24,29,0.828,5,34,24,10,4,13,29,13.5,1598.49020460722
"32",32,"2016-12-30","","BRK","W",118,95,47,83,0.566,11,22,0.5,13,14,0.929,8,44,28,12,7,19,21,10.05,1963.13117672292,32,74,0.432,10,25,0.4,21,25,0.84,6,32,18,9,0,21,16,10.97,655.410817498253
"33",33,"2017-01-02","@","HOU","L",91,101,38,87,0.437,6,26,0.231,9,12,0.75,7,45,23,9,2,17,21,14.15,1963.54206142098,37,86,0.43,12,39,0.308,15,21,0.714,7,41,25,9,9,13,12,13.5,1843.98329679154
"34",34,"2017-01-03","@","DAL","L",105,113,41,92,0.446,11,30,0.367,12,14,0.857,5,38,27,6,7,9,19,16.08,1963.54206142098,37,78,0.474,17,32,0.531,22,24,0.917,2,42,20,4,3,12,21,12.6333333333333,1341.20424783095
"35",35,"2017-01-06","","MIN","W",112,105,46,79,0.582,12,22,0.545,8,9,0.889,5,33,31,3,7,13,18,12.8,1989.6928114446,42,88,0.477,7,18,0.389,14,17,0.824,12,38,22,6,2,10,15,14.4875,811.360335311398
"36",36,"2017-01-08","@","MIL","W",107,101,41,84,0.488,10,32,0.313,15,18,0.833,13,49,23,10,4,19,22,13.6666666666667,2006.99870025635,37,80,0.463,9,23,0.391,18,20,0.9,5,32,25,14,3,16,20,10.7111111111111,1085.16604910702
"37",37,"2017-01-10","","CHI","W",101,99,42,83,0.506,11,22,0.5,6,9,0.667,7,42,24,8,6,21,24,14.4,2022.51869925813,35,88,0.398,10,27,0.37,19,21,0.905,12,44,19,10,2,17,18,8.85,1908.79586518332
"38",38,"2017-01-11","@","BOS","L",108,117,45,105,0.429,10,26,0.385,8,12,0.667,16,44,28,10,3,7,13,14.1833333333333,2022.51869925813,43,85,0.506,17,41,0.415,14,18,0.778,10,45,20,5,7,14,10,11.6111111111111,1893.46313852403
"39",39,"2017-01-14","","PHI","W",109,93,44,91,0.484,8,17,0.471,13,18,0.722,12,50,18,9,2,11,18,11.6375,2019.04474037645,36,87,0.414,10,31,0.323,11,21,0.524,15,49,20,6,2,16,19,11.14,331.513357235296
"40",40,"2017-01-16","","POR","W",120,101,42,86,0.488,13,23,0.565,23,25,0.92,12,51,26,10,5,12,18,12.9142857142857,2036.545983169,37,88,0.42,8,26,0.308,19,25,0.76,14,45,22,6,5,15,20,11.4090909090909,1466.62329849545
"41",41,"2017-01-18","","MEM","W",104,101,36,80,0.45,8,29,0.276,24,26,0.923,12,45,27,7,3,11,25,14.3166666666667,2034.14929469573,33,83,0.398,8,25,0.32,27,34,0.794,17,45,20,8,1,12,20,13.2125,1461.0459399444
"42",42,"2017-01-19","@","NYK","W",113,110,44,88,0.5,13,32,0.406,12,14,0.857,10,40,29,7,5,15,19,14.3166666666667,2034.14929469573,42,90,0.467,7,24,0.292,19,22,0.864,14,41,20,7,4,10,14,11.8,828.890661166132
"43",43,"2017-01-21","@","DET","L",112,113,39,91,0.429,8,26,0.308,26,33,0.788,13,47,23,12,3,11,22,16.38,2057.78210530877,43,87,0.494,11,28,0.393,16,22,0.727,13,49,25,9,4,20,27,11.7111111111111,1429.79771653427
"44",44,"2017-01-23","@","CHO","W",109,99,43,80,0.538,10,25,0.4,13,17,0.765,5,47,22,5,3,14,23,12.8,2043.73568011792,35,90,0.389,8,32,0.25,21,25,0.84,12,43,24,7,5,8,19,13.0333333333333,1333.19835737551
"45",45,"2017-01-24","","BOS","W",123,108,48,83,0.578,9,20,0.45,18,21,0.857,7,42,21,7,4,15,18,12.9142857142857,2043.73568011792,38,84,0.452,10,33,0.303,22,24,0.917,8,32,24,10,3,13,20,11.8333333333333,1902.80208554232
"46",46,"2017-01-27","@","ATL","W",112,86,43,89,0.483,13,31,0.419,13,19,0.684,13,52,26,12,10,18,24,12.9142857142857,2050.09132773294,30,83,0.361,9,31,0.29,17,25,0.68,8,41,18,9,8,19,16,9.82727272727273,2050.09132773294
"47",47,"2017-01-29","@","NOP","W",107,94,45,89,0.506,10,21,0.476,7,10,0.7,10,45,28,9,3,10,17,14.4,2055.49164360662,38,84,0.452,10,32,0.313,8,15,0.533,10,42,25,8,3,14,12,12.02,1113.75511019445
"48",48,"2017-01-31","","NYK","W",117,101,49,88,0.557,7,22,0.318,12,15,0.8,9,46,27,4,5,12,25,12.9142857142857,2055.49164360662,34,93,0.366,5,24,0.208,28,35,0.8,22,51,18,8,2,12,17,10.2222222222222,791.739328151031
"49",49,"2017-02-02","","LAL","W",116,108,44,96,0.458,12,33,0.364,16,21,0.762,12,45,27,11,6,10,19,14.4,2061.18516476258,40,87,0.46,12,39,0.308,16,22,0.727,12,47,19,6,8,20,23,10.8222222222222,278.706691740414
"50",50,"2017-02-04","","NOP","W",105,91,38,83,0.458,10,31,0.323,19,22,0.864,7,46,20,10,6,12,19,12.9142857142857,2081.10893416395,37,84,0.44,5,17,0.294,12,22,0.545,9,42,18,4,6,15,16,13.525,1070.91449167704
"51",51,"2017-02-06","","CLE","L",135,140,50,99,0.505,12,29,0.414,23,26,0.885,11,43,29,9,5,12,25,14.3166666666667,2070.15850590819,49,92,0.533,19,38,0.5,23,28,0.821,12,46,31,7,2,20,26,15.675,2595.66028329042
"52",52,"2017-02-08","@","BRK","W",114,110,40,97,0.412,9,25,0.36,25,33,0.758,17,54,21,9,5,12,26,12.5714285714286,2081.56124833072,38,91,0.418,9,33,0.273,25,36,0.694,15,55,20,6,5,16,24,10.6545454545455,446.258168760957
"53",53,"2017-02-10","","IND","W",112,107,41,88,0.466,10,29,0.345,20,30,0.667,14,46,29,8,4,11,13,12.4625,2081.22976289361,45,92,0.489,4,21,0.19,13,15,0.867,10,42,29,3,5,11,22,11.9,1716.56933464642
"54",54,"2017-02-13","","OKC","W",120,98,42,73,0.575,13,20,0.65,23,28,0.821,6,40,27,4,9,22,24,12.4625,2090.29121159843,34,96,0.354,7,34,0.206,23,30,0.767,20,47,16,10,2,15,22,9.43333333333333,2235.86230080668
"55",55,"2017-02-16","@","IND","W",111,98,43,83,0.518,15,29,0.517,10,15,0.667,8,39,23,5,3,10,19,12.4625,2073.47776281277,40,81,0.494,4,18,0.222,14,18,0.778,5,35,21,7,1,10,12,12.6375,1690.31315548078
"56",56,"2017-02-24","@","PHI","L",112,120,38,90,0.422,5,24,0.208,31,40,0.775,12,43,19,8,6,16,25,17.12,2070.88453358059,43,87,0.494,10,29,0.345,24,30,0.8,8,48,28,9,7,15,26,10.8333333333333,232.890422828986
"57",57,"2017-02-26","","UTA","L",92,102,37,87,0.425,8,22,0.364,10,13,0.769,6,28,21,16,1,16,27,15.8166666666667,2071.04123330325,34,72,0.472,11,24,0.458,23,32,0.719,9,50,18,10,11,24,19,12.73,1941.22505287465
"58",58,"2017-02-28","","GSW","W",112,108,41,91,0.451,12,28,0.429,18,20,0.9,17,46,29,11,6,19,22,14.1285714285714,2086.74874279356,39,84,0.464,8,29,0.276,22,27,0.815,13,41,28,10,6,19,23,13.4,3292.26491736529
"59",59,"2017-03-01","@","TOR","W",105,96,40,84,0.476,9,25,0.36,16,19,0.842,7,44,32,6,6,12,21,14.1285714285714,2095.22490935679,33,90,0.367,7,20,0.35,23,26,0.885,16,50,11,8,4,11,18,12.3555555555556,2165.48707633919
"60",60,"2017-03-03","","TOR","L",106,114,34,92,0.37,10,30,0.333,28,32,0.875,15,45,23,8,6,11,21,15.8166666666667,2085.87616679115,41,81,0.506,11,25,0.44,21,27,0.778,11,51,16,5,9,17,23,12.3555555555556,2177.2422241791
"61",61,"2017-03-05","","ORL","W",115,114,39,81,0.481,14,26,0.538,23,25,0.92,10,38,26,9,6,12,16,14.8428571428571,2084.7730743781,44,89,0.494,14,35,0.4,12,19,0.632,13,43,16,9,3,14,18,10.4111111111111,760.681121347102
"62",62,"2017-03-07","@","PHO","W",131,127,41,90,0.456,7,18,0.389,42,53,0.792,9,44,19,15,4,11,21,14.6428571428571,2075.56613838831,44,88,0.5,13,27,0.481,26,33,0.788,9,49,23,5,8,19,32,11.2444444444444,640.052465156683
"63",63,"2017-03-08","@","DEN","W",123,113,50,88,0.568,11,26,0.423,12,19,0.632,8,43,31,10,0,11,16,14.8428571428571,2081.3128051539,46,87,0.529,13,28,0.464,8,17,0.471,10,39,31,6,2,16,16,11.8625,990.56972194699
"64",64,"2017-03-10","@","SAC","W",130,122,52,104,0.5,9,26,0.346,17,19,0.895,12,52,29,7,5,9,22,13.9375,2087.84727292943,44,92,0.478,12,23,0.522,22,28,0.786,8,40,27,5,1,10,21,9.82,944.485888547929
"65",65,"2017-03-11","@","POR","W",125,124,47,90,0.522,12,25,0.48,19,28,0.679,9,46,27,5,4,11,20,14.8428571428571,2107.00140397054,48,94,0.511,16,32,0.5,12,16,0.75,7,43,26,4,5,14,19,12.2888888888889,1415.40828262433
"66",66,"2017-03-13","@","MIN","L",104,119,36,84,0.429,7,26,0.269,25,31,0.806,8,38,15,10,2,15,25,14.8428571428571,2096.76868947777,45,86,0.523,10,21,0.476,19,22,0.864,8,46,27,8,7,15,24,14.6428571428571,732.611285178594
"67",67,"2017-03-15","","DAL","L",107,112,40,82,0.488,12,30,0.4,15,21,0.714,5,42,30,4,1,12,23,14.8428571428571,2096.76868947777,40,79,0.506,14,32,0.438,18,25,0.72,5,40,24,5,2,10,22,12.0666666666667,1402.04262418203
"68",68,"2017-03-17","","CHI","W",112,107,46,101,0.455,10,26,0.385,10,12,0.833,13,40,34,5,6,10,17,14.2571428571429,2095.39884923223,44,88,0.5,7,27,0.259,12,18,0.667,15,53,28,5,5,18,19,11.45,1931.92407695164
"69",69,"2017-03-18","@","CHO","L",93,98,29,79,0.367,11,33,0.333,24,31,0.774,8,44,21,6,7,12,21,14.2571428571429,2094.16117813948,35,82,0.427,9,24,0.375,19,27,0.704,6,41,23,8,8,7,20,13.1777777777778,1234.0091526262
"70",70,"2017-03-20","@","BOS","L",102,110,37,86,0.43,8,35,0.229,20,26,0.769,8,39,24,6,4,18,28,13.9375,2084.2716443624,40,93,0.43,10,33,0.303,20,28,0.714,19,53,19,10,6,13,24,13.8888888888889,2039.39606678043
"71",71,"2017-03-22","","ATL","W",104,100,38,95,0.4,11,34,0.324,17,23,0.739,17,54,23,9,6,19,26,13.9375,2083.14555343125,34,86,0.395,8,25,0.32,24,29,0.828,11,44,20,11,5,16,19,9.925,2083.14555343125
"72",72,"2017-03-24","","BRK","W",129,108,49,97,0.505,10,26,0.385,21,22,0.955,11,46,29,9,5,10,19,13.9375,2082.77078240005,43,82,0.524,3,15,0.2,19,26,0.731,6,38,24,5,4,14,22,9.04166666666667,323.651512873987
"73",73,"2017-03-25","@","CLE","W",127,115,49,82,0.598,8,18,0.444,21,26,0.808,11,40,24,10,4,11,23,15.15,2082.77078240005,41,83,0.494,12,33,0.364,21,27,0.778,11,32,24,6,6,13,18,15.875,2710.79386744908
"74",74,"2017-03-28","@","LAL","W",119,108,48,94,0.511,6,23,0.261,17,25,0.68,13,41,24,12,3,12,20,13.9375,2088.24542152716,43,85,0.506,8,22,0.364,14,16,0.875,11,43,21,6,9,18,19,9.9375,66.0173455664303
"75",75,"2017-03-29","@","LAC","L",124,133,46,93,0.495,13,34,0.382,19,29,0.655,14,43,22,7,0,10,31,13.9375,2094.79048309003,47,83,0.566,12,30,0.4,27,37,0.73,8,41,27,6,4,10,22,17.3666666666667,2421.33484176922
"76",76,"2017-03-31","@","UTA","L",88,95,35,87,0.402,5,17,0.294,13,16,0.813,14,45,12,8,1,14,23,14.8428571428571,2094.79048309003,33,72,0.458,10,25,0.4,19,31,0.613,7,42,20,9,7,10,18,11.6777777777778,1993.36526734317
"77",77,"2017-04-02","@","GSW","L",115,139,43,92,0.467,10,27,0.37,19,25,0.76,9,38,28,9,3,14,20,13.4875,2094.4829893191,50,88,0.568,16,36,0.444,23,26,0.885,10,44,34,7,10,16,20,12.39,3426.52547832028
"78",78,"2017-04-04","","CHO","W",118,111,43,84,0.512,17,34,0.5,15,18,0.833,6,36,31,10,3,12,18,13.9375,2094.4829893191,40,78,0.513,12,34,0.353,19,22,0.864,8,36,21,5,2,16,17,13.1222222222222,1267.17856555574
"79",79,"2017-04-06","@","NYK","W",106,103,36,74,0.486,14,34,0.412,20,28,0.714,9,39,17,5,8,13,22,14.2571428571429,2102.7877227269,40,95,0.421,7,20,0.35,16,21,0.762,20,49,20,9,2,11,19,9.37,657.505407377453
"80",80,"2017-04-08","","MIA","L",103,106,39,81,0.481,8,22,0.364,17,22,0.773,12,44,21,7,6,19,24,14.8428571428571,2104.11596821114,37,80,0.463,7,18,0.389,25,36,0.694,8,36,23,13,7,13,19,12.6111111111111,1624.66579915197
"81",81,"2017-04-10","@","DET","W",105,101,42,83,0.506,7,19,0.368,14,16,0.875,9,48,27,8,5,17,13,11.3,2104.61900977128,43,94,0.457,10,26,0.385,5,5,1,6,36,22,9,2,10,18,9.78,1419.32032406528
"82",82,"2017-04-12","@","MIA","L",102,110,42,87,0.483,7,26,0.269,11,14,0.786,8,34,18,9,0,10,13,7.4,2124.11531177749,46,88,0.523,8,24,0.333,10,12,0.833,14,51,19,2,4,17,13,12.6111111111111,1634.90376260557
