"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"1",1,"2015-10-28","@","DET","L",87,92,35,75,0.467,2,12,0.167,15,21,0.714,4,38,15,4,5,12,25,12.1625,1552.47635835371,30,74,0.405,7,19,0.368,25,34,0.735,8,43,16,2,4,10,20,11.6444444444444,1488.09521681456
"2",2,"2015-10-30","@","PHI","W",99,71,36,88,0.409,7,13,0.538,20,25,0.8,13,51,19,10,9,7,22,11.9111111111111,1572.34276046052,19,63,0.302,6,15,0.4,27,37,0.73,8,39,15,4,5,18,22,10.4875,1288.032250992
"3",3,"2015-10-31","@","IND","W",97,76,39,88,0.443,6,15,0.4,13,18,0.722,15,47,15,13,4,17,24,11.9111111111111,1572.34276046052,28,70,0.4,4,17,0.235,16,21,0.762,7,34,10,8,7,24,19,12.0333333333333,1465.40911104551
"4",4,"2015-11-04","","POR","L",92,108,33,88,0.375,5,24,0.208,21,33,0.636,16,40,9,12,8,9,22,11.9111111111111,1601.94330702208,41,77,0.532,11,25,0.44,15,32,0.469,13,48,11,5,7,19,25,12.4888888888889,1558.83035873499
"5",5,"2015-11-05","@","DEN","W",96,84,37,85,0.435,11,24,0.458,11,17,0.647,12,43,23,6,6,10,26,11.9111111111111,1601.94330702208,28,72,0.389,5,20,0.25,23,34,0.676,11,45,16,4,6,13,14,11.9,1420.0362412293
"6",6,"2015-11-07","","MEM","W",89,79,31,74,0.419,12,27,0.444,15,18,0.833,9,49,18,7,10,21,20,11.9111111111111,1625.94642434529,30,91,0.33,6,19,0.316,13,14,0.929,13,44,16,8,1,14,21,13.6142857142857,1531.54850920982
"7",7,"2015-11-10","@","CLE","L",114,118,40,82,0.488,10,22,0.455,24,28,0.857,13,37,30,11,0,16,35,11.9111111111111,1621.87754982524,37,74,0.5,11,24,0.458,33,43,0.767,11,35,24,9,6,16,21,13.8625,1729.70175515537
"8",8,"2015-11-12","@","MIA","L",91,92,34,89,0.382,4,17,0.235,19,25,0.76,11,42,13,10,9,10,23,11.3875,1632.6961677814,36,77,0.468,4,13,0.308,16,25,0.64,8,47,14,6,11,15,20,12.2888888888889,1510.55470850894
"9",9,"2015-11-13","@","ORL","L",93,102,34,87,0.391,8,25,0.32,17,23,0.739,12,41,24,14,6,17,24,9.23,1622.15966068217,32,76,0.421,10,27,0.37,28,31,0.903,10,45,20,11,11,20,20,12.075,1349.23275017916
"10",10,"2015-11-15","@","ATL","W",97,96,39,76,0.513,7,21,0.333,12,17,0.706,10,40,21,7,7,17,15,12.7625,1618.4922420401,37,76,0.487,8,22,0.364,14,17,0.824,8,33,26,9,5,15,16,11.9444444444444,1618.4922420401
"11",11,"2015-11-18","","TOR","W",93,89,35,72,0.486,7,22,0.318,16,22,0.727,7,41,15,9,5,17,20,12.7625,1625.61990193231,34,80,0.425,5,20,0.25,16,18,0.889,9,37,14,10,4,14,17,13.6666666666667,1549.3709467616
"12",12,"2015-11-20","@","DAL","L",93,102,35,80,0.438,6,20,0.3,17,21,0.81,18,48,14,4,2,17,24,12.7625,1625.61990193231,39,83,0.47,8,28,0.286,16,17,0.941,8,34,24,10,5,8,19,12.1888888888889,1590.03235825838
"13",13,"2015-11-23","","OKC","L",89,111,28,73,0.384,5,19,0.263,28,40,0.7,13,41,15,11,3,21,18,11.44,1612.33759144997,42,77,0.545,11,27,0.407,16,18,0.889,6,36,22,12,10,16,31,13.45,1654.39471257033
"14",14,"2015-11-25","@","LAC","W",102,91,39,77,0.506,6,13,0.462,18,25,0.72,11,39,19,12,4,16,20,13.4428571428571,1628.48902101645,38,75,0.507,4,12,0.333,11,17,0.647,11,35,18,11,7,19,22,14.2888888888889,1661.84683872405
"15",15,"2015-11-28","","NOP","W",101,87,38,82,0.463,9,18,0.5,16,21,0.762,12,49,18,11,9,15,25,10.5222222222222,1623.75531399856,29,69,0.42,5,17,0.294,24,30,0.8,4,35,19,8,4,16,19,13.1571428571429,1375.49242500172
