"","X.1","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp"
"1",1,1,"10/27/15","","CLE","W",97,95,37,87,0.425,7,19,0.368,16,23,0.696,7,47,13,6,10,13,22,12.55,38,94,0.404,9,29,0.31,10,17,0.588,11,50,26,5,7,10,21,12.8
"2",2,2,"10/28/15","@","BRK","W",115,100,42,78,0.538,14,28,0.5,17,20,0.85,5,39,20,9,3,19,24,12.55,39,93,0.419,0,9,0,22,28,0.786,16,45,19,11,5,13,18,11.07
"3",3,3,"10/30/15","@","DET","L",94,98,34,84,0.405,7,22,0.318,19,26,0.731,8,50,18,8,8,19,24,12.55,39,104,0.375,6,28,0.214,14,28,0.5,20,61,18,9,2,14,19,10.93
"4",4,4,"11/1/15","","ORL","W",92,87,33,87,0.379,7,28,0.25,19,22,0.864,11,47,23,7,8,13,16,12.55,35,90,0.389,7,23,0.304,10,17,0.588,12,43,21,7,11,16,19,12.7888888888889
"5",5,5,"11/3/15","@","CHO","L",105,130,44,90,0.489,14,30,0.467,3,8,0.375,4,33,26,5,0,12,19,12.55,47,91,0.516,14,23,0.609,22,23,0.957,12,52,26,6,4,9,11,12.37
"6",6,6,"11/5/15","","OKC","W",104,98,40,90,0.444,7,18,0.389,17,21,0.81,11,47,20,3,7,6,17,12.55,38,84,0.452,5,13,0.385,17,20,0.85,9,44,21,2,8,9,18,15.7625
"7",7,7,"11/7/15","","MIN","L",93,102,33,93,0.355,11,32,0.344,16,23,0.696,10,50,20,7,6,18,26,12.55,39,96,0.406,7,16,0.438,17,27,0.63,14,58,26,8,7,15,23,12.5111111111111
"8",8,8,"11/9/15","@","PHI","W",111,88,41,96,0.427,10,25,0.4,19,23,0.826,13,58,28,6,10,14,19,12.14,35,100,0.35,5,25,0.2,13,23,0.565,15,52,19,6,9,13,13,8.36
"9",9,9,"11/13/15","","CHO","W",102,97,37,84,0.44,4,16,0.25,24,31,0.774,10,57,27,4,6,11,16,13.2444444444444,36,95,0.379,15,33,0.455,10,12,0.833,9,45,21,9,4,6,21,12.2888888888889
"10",10,10,"11/16/15","","IND","W",96,95,35,86,0.407,6,15,0.4,20,32,0.625,10,48,26,9,9,8,20,12.32,35,87,0.402,9,21,0.429,16,24,0.667,11,50,19,4,5,12,21,9.91
"11",11,11,"11/18/15","@","PHO","W",103,97,41,83,0.494,9,19,0.474,12,14,0.857,11,47,24,7,2,19,17,11.64,37,91,0.407,8,27,0.296,15,21,0.714,14,43,16,12,4,12,14,12.5222222222222
"12",12,12,"11/20/15","@","GSW","L",94,106,35,88,0.398,7,22,0.318,17,23,0.739,15,43,22,11,2,12,19,12.2333333333333,39,79,0.494,10,29,0.345,18,24,0.75,11,49,20,7,6,15,15,16.25
"13",13,13,"11/24/15","@","POR","W",93,88,33,86,0.384,7,18,0.389,20,23,0.87,6,44,19,6,3,10,18,12.8222222222222,31,88,0.352,6,22,0.273,20,27,0.741,16,55,18,5,9,14,21,12.2555555555556
"14",14,14,"11/27/15","@","IND","L",92,104,32,92,0.348,11,26,0.423,17,20,0.85,9,47,21,7,7,15,23,12.8333333333333,37,87,0.425,8,28,0.286,22,29,0.759,8,51,18,8,4,13,18,11.3555555555556
"15",15,15,"11/30/15","","SAS","W",92,89,37,86,0.43,6,16,0.375,12,20,0.6,12,51,25,4,6,10,21,13.2444444444444,37,90,0.411,2,14,0.143,13,18,0.722,12,47,20,5,4,9,17,14.9333333333333
"16",16,16,"12/2/15","","DEN","W",99,90,36,89,0.404,6,17,0.353,21,27,0.778,15,62,22,3,10,14,17,13.3,36,93,0.387,5,15,0.333,13,22,0.591,13,49,26,8,8,7,22,10.9
"17",17,17,"12/5/15","","CHO","L",96,102,37,89,0.416,9,25,0.36,13,19,0.684,12,52,29,5,5,14,19,12.32,37,89,0.416,10,34,0.294,18,25,0.72,13,50,23,10,3,9,18,12.1555555555556
"18",18,18,"12/7/15","","PHO","L",101,103,41,90,0.456,6,21,0.286,13,18,0.722,16,48,28,11,8,20,19,12.32,41,92,0.446,7,17,0.412,14,17,0.824,10,40,18,12,4,18,17,12.7875
"19",19,19,"12/9/15","@","BOS","L",100,105,39,91,0.429,6,21,0.286,16,23,0.696,15,50,22,7,5,16,18,12.8222222222222,38,92,0.413,5,23,0.217,24,28,0.857,13,45,22,10,4,12,22,12.7555555555556
"20",20,20,"12/10/15","","LAC","W",83,80,31,87,0.356,7,23,0.304,14,16,0.875,13,54,20,8,6,11,12,12.17,30,88,0.341,10,22,0.455,10,12,0.833,15,52,22,4,4,13,15,14.2888888888889
"21",21,21,"12/12/15","","NOP","W",98,94,33,78,0.423,8,20,0.4,24,29,0.828,7,48,17,6,6,13,10,12.17,40,89,0.449,6,16,0.375,8,11,0.727,5,41,26,9,6,10,22,12.4
"22",22,22,"12/14/15","","PHI","W",115,96,43,85,0.506,8,22,0.364,21,26,0.808,10,53,28,7,8,13,15,12.8222222222222,38,92,0.413,11,31,0.355,9,13,0.692,9,36,19,6,8,11,17,9.06
"23",23,23,"12/16/15","","MEM","W",98,85,38,86,0.442,9,24,0.375,13,19,0.684,9,45,22,5,6,14,17,12.17,32,76,0.421,5,19,0.263,16,28,0.571,5,41,27,6,5,13,20,13.475
