"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"1",1,"2016-10-25","@","POR","L",104,113,40,82,0.488,8,24,0.333,16,16,1,6,31,19,9,5,11,19,12.0375,1859.25611847805,39,75,0.52,13,19,0.684,22,22,1,5,34,22,5,3,12,18,13.5333333333333,1540.92902915187
"2",2,"2016-10-28","","LAL","W",96,89,31,75,0.413,6,25,0.24,28,40,0.7,13,47,14,4,7,14,18,11.6111111111111,1876.73261002581,32,84,0.381,9,23,0.391,16,21,0.762,11,43,16,6,7,14,29,11.1333333333333,699.547823893597
"3",3,"2016-10-30","@","LAC","L",75,88,29,73,0.397,7,19,0.368,10,13,0.769,7,43,18,8,2,18,22,11.42,1899.66453223456,34,83,0.41,6,27,0.222,14,20,0.7,14,49,17,8,4,13,14,14.2777777777778,2028.42289173934
"4",4,"2016-11-01","@","SAS","W",106,91,38,76,0.5,15,31,0.484,15,18,0.833,2,39,22,5,8,10,20,11.33,1913.03375702813,33,76,0.434,6,20,0.3,19,21,0.905,4,34,19,6,5,9,15,12.48,2473.38264802106
"5",5,"2016-11-02","","DAL","W",97,81,35,77,0.455,12,25,0.48,15,26,0.577,7,41,18,6,3,12,21,12.0555555555556,1911.80044610442,33,77,0.429,7,26,0.269,8,10,0.8,6,36,18,4,4,12,20,13.3444444444444,1453.87325386658
"6",6,"2016-11-04","","SAS","L",86,100,30,80,0.375,11,26,0.423,15,24,0.625,9,42,15,7,4,12,19,12.0555555555556,1910.66636649884,37,83,0.446,6,20,0.3,20,22,0.909,9,49,17,9,8,11,25,11.1363636363636,2488.85255980705
"7",7,"2016-11-06","@","NYK","W",114,109,38,75,0.507,8,25,0.32,30,35,0.857,7,34,21,6,4,10,19,13.3,1928.01000271442,42,83,0.506,8,20,0.4,17,19,0.895,10,39,18,8,5,12,26,12.2555555555556,988.083200996536
"8",8,"2016-11-07","@","PHI","W",109,84,43,85,0.506,11,19,0.579,12,20,0.6,10,45,20,10,11,10,22,12.5222222222222,1928.01000271442,31,77,0.403,7,21,0.333,15,22,0.682,9,42,16,5,2,18,19,11.84,562.895177275785
"9",9,"2016-11-09","@","CHO","L",98,104,38,82,0.463,8,34,0.235,14,18,0.778,10,46,24,5,6,12,22,12.5222222222222,1941.36292632163,38,82,0.463,8,26,0.308,20,29,0.69,5,37,24,8,3,8,19,13.1777777777778,1377.82943318046
"10",10,"2016-11-11","@","ORL","W",87,74,33,81,0.407,7,28,0.25,14,16,0.875,12,52,19,9,7,15,18,12.5222222222222,1941.36292632163,26,78,0.333,8,20,0.4,14,19,0.737,8,43,13,11,6,12,18,12.5222222222222,1106.55713951268
"11",11,"2016-11-12","@","MIA","W",102,91,40,81,0.494,6,20,0.3,16,19,0.842,6,45,12,5,4,9,19,11.7111111111111,1956.83899020311,38,81,0.469,5,17,0.294,10,19,0.526,4,39,21,5,4,8,17,12.7888888888889,1543.4161237789
"12",12,"2016-11-14","","MEM","L",96,102,35,73,0.479,8,28,0.286,18,22,0.818,6,29,17,8,1,8,27,12,1956.83899020311,36,76,0.474,8,21,0.381,22,26,0.846,14,44,13,4,2,16,26,10.9,1472.29865205065
"13",13,"2016-11-17","","CHI","L",77,85,30,78,0.385,5,25,0.2,12,14,0.857,10,48,11,4,3,13,14,12.075,1974.05537908718,33,90,0.367,5,17,0.294,14,16,0.875,14,46,8,7,6,8,16,12.05,1843.47143719867
"14",14,"2016-11-19","@","HOU","L",102,111,39,76,0.513,12,27,0.444,12,17,0.706,5,43,22,3,5,12,17,12.575,1969.08525929079,42,94,0.447,12,32,0.375,15,20,0.75,10,39,28,8,3,4,16,14.3666666666667,1630.44710348138
"15",15,"2016-11-20","@","DEN","L",91,105,33,85,0.388,7,26,0.269,18,23,0.783,14,49,15,3,6,10,22,11.7111111111111,1968.53319733927,42,86,0.488,8,22,0.364,13,30,0.433,12,49,31,4,2,8,19,14.5444444444444,1113.74817762132
"16",16,"2016-11-23","","DEN","W",108,83,39,79,0.494,8,26,0.308,22,31,0.71,4,51,19,4,3,14,25,12.2,1982.82801787953,28,88,0.318,9,27,0.333,18,31,0.581,14,49,14,5,5,10,22,11.4916666666667,1092.15002212648
"17",17,"2016-11-25","","ATL","W",95,68,35,80,0.438,10,34,0.294,15,18,0.833,9,55,17,9,9,16,16,12.2,1973.08060123792,26,83,0.313,8,25,0.32,8,12,0.667,6,40,11,8,4,14,16,11.4666666666667,1973.08060123792
"18",18,"2016-11-28","@","MIN","W",112,103,40,79,0.506,4,18,0.222,28,34,0.824,12,42,19,9,3,12,21,12.2,1965.21020041547,36,81,0.444,7,19,0.368,24,25,0.96,10,39,26,8,2,14,23,15.7125,913.508904924381
"19",19,"2016-11-29","","HOU","W",120,101,41,74,0.554,15,28,0.536,23,27,0.852,5,40,23,4,5,8,20,12.2,1965.21020041547,37,91,0.407,11,30,0.367,16,22,0.727,15,38,14,5,6,7,20,14.3666666666667,1637.83598150577
"20",20,"2016-12-01","","MIA","L",110,111,40,73,0.548,17,30,0.567,13,17,0.765,5,31,24,5,8,11,14,11.1888888888889,1964.93963535416,44,86,0.512,8,19,0.421,15,19,0.789,13,40,16,7,2,6,15,13.1875,1549.9187648843
"21",21,"2016-12-03","","DEN","W",105,98,35,78,0.449,9,25,0.36,26,28,0.929,7,40,20,8,3,9,13,11.8111111111111,1931.8686065487,37,83,0.446,13,24,0.542,11,14,0.786,7,37,19,7,5,14,21,12.5555555555556,1052.76103020959
"22",22,"2016-12-05","@","LAL","W",107,101,38,80,0.475,13,32,0.406,18,29,0.621,11,39,26,5,7,12,18,11.8111111111111,1924.44314091878,39,87,0.448,5,14,0.357,18,23,0.783,15,43,15,8,1,10,23,10.2333333333333,546.641892582581
"23",23,"2016-12-06","","PHO","W",112,105,36,73,0.493,12,27,0.444,28,32,0.875,6,35,23,7,7,15,23,11.8111111111111,1924.44314091878,39,84,0.464,6,18,0.333,21,25,0.84,12,41,14,5,0,17,28,11.25,904.939338814946
"24",24,"2016-12-08","","GSW","L",99,106,37,89,0.416,10,38,0.263,15,21,0.714,12,46,20,8,2,15,22,9.7625,1936.23974143315,39,80,0.488,12,29,0.414,16,23,0.696,9,47,26,10,4,16,23,15.2222222222222,2902.31056978361
"25",25,"2016-12-10","","SAC","W",104,84,37,77,0.481,13,29,0.448,17,18,0.944,13,54,23,9,10,22,16,10.38,1943.84535204476,34,90,0.378,9,26,0.346,7,13,0.538,12,34,17,10,4,10,14,12.69,1135.13048454261
"26",26,"2016-12-14","","OKC","W",109,89,42,72,0.583,13,23,0.565,12,15,0.8,4,38,22,4,6,14,22,11.84,1943.41943799921,30,82,0.366,6,19,0.316,23,27,0.852,13,38,14,4,3,9,18,10.26,2160.26603758059
"27",27,"2016-12-16","","DAL","W",103,100,37,65,0.569,8,22,0.364,21,27,0.778,8,41,18,4,3,16,23,11.84,1948.2395467358,35,77,0.455,12,28,0.429,18,21,0.857,7,27,18,9,0,6,24,11.3888888888889,1333.22379366752
"28",28,"2016-12-18","@","MEM","W",82,73,30,66,0.455,8,27,0.296,14,25,0.56,5,42,18,4,11,15,20,11.84,1940.36192503712,28,93,0.301,2,23,0.087,15,18,0.833,19,48,12,8,1,8,28,11.7,1477.84494866922
"29",29,"2016-12-20","@","GSW","L",74,104,27,76,0.355,9,30,0.3,11,20,0.55,10,44,13,5,3,23,17,10.3818181818182,1942.83692189503,40,90,0.444,9,23,0.391,15,17,0.882,9,50,24,13,3,10,18,13.8,2972.30123547147
"30",30,"2016-12-21","","SAC","L",93,94,33,74,0.446,9,27,0.333,18,22,0.818,7,43,19,7,6,11,22,11.7,1942.5696146386,34,74,0.459,10,21,0.476,16,24,0.667,8,41,13,5,3,10,19,11.75,1112.37606341087
"31",31,"2016-12-23","","TOR","L",98,104,35,79,0.443,10,27,0.37,18,21,0.857,9,40,21,7,2,16,16,11.57,1947.24948527411,43,81,0.531,8,21,0.381,10,15,0.667,5,36,12,12,4,10,19,13.3555555555556,2093.27969428005
"32",32,"2016-12-27","@","LAL","W",102,100,38,75,0.507,9,26,0.346,17,24,0.708,14,39,19,6,4,19,18,11.57,1945.67020347792,39,83,0.47,4,16,0.25,18,22,0.818,15,40,19,8,3,14,21,11.5555555555556,428.866707987226
"33",33,"2016-12-29","","PHI","W",100,83,35,73,0.479,15,26,0.577,15,28,0.536,9,43,21,9,6,14,11,12.93,1952.33028739042,35,87,0.402,6,24,0.25,7,8,0.875,13,41,16,6,1,15,16,10.89,344.771371857576
"34",34,"2016-12-31","","PHO","W",91,86,35,73,0.479,8,20,0.4,13,20,0.65,6,46,17,3,4,15,16,11.57,1963.13117672292,36,87,0.414,7,17,0.412,7,10,0.7,9,41,9,6,2,9,21,12.2555555555556,823.684412060169
"35",35,"2017-01-02","@","BRK","W",101,89,39,93,0.419,7,24,0.292,16,20,0.8,12,46,11,9,5,9,19,11.57,1963.54206142098,33,78,0.423,6,27,0.222,17,23,0.739,8,44,13,5,5,15,20,10.6545454545455,643.269457579262
"36",36,"2017-01-03","@","BOS","L",104,115,38,82,0.463,11,26,0.423,17,21,0.81,8,35,27,7,3,10,17,12.1888888888889,1963.54206142098,41,74,0.554,17,31,0.548,16,17,0.941,4,32,31,5,6,13,22,13.8444444444444,1874.99519719536
"37",37,"2017-01-05","@","TOR","L",93,101,34,73,0.466,7,20,0.35,18,21,0.857,12,46,16,2,4,18,22,12.5222222222222,1989.6928114446,36,91,0.396,8,21,0.381,21,28,0.75,21,45,14,10,6,4,19,14.8142857142857,2084.17899605649
"38",38,"2017-01-07","@","MIN","W",94,92,32,77,0.416,8,23,0.348,22,28,0.786,10,39,23,12,6,8,19,12.93,2006.99870025635,35,80,0.438,7,20,0.35,15,21,0.714,14,48,23,3,3,15,21,14.9,805.953257561911
"39",39,"2017-01-08","@","MEM","L",79,88,28,72,0.389,9,23,0.391,14,23,0.609,11,43,14,8,3,17,19,12.93,2006.99870025635,34,78,0.436,9,24,0.375,11,14,0.786,5,37,19,11,2,13,23,12.3222222222222,1480.14756229113
"40",40,"2017-01-10","","CLE","W",100,92,38,79,0.481,13,34,0.382,11,19,0.579,11,46,22,8,4,18,21,14.475,2022.51869925813,31,85,0.365,9,31,0.29,21,25,0.84,13,42,15,6,2,16,19,15.3625,2557.49834923293
"41",41,"2017-01-13","","DET","W",110,77,43,80,0.538,16,31,0.516,8,13,0.615,7,47,22,10,6,12,14,12.73,2019.04474037645,30,76,0.395,6,17,0.353,11,16,0.688,3,35,15,5,4,13,16,10.7333333333333,1415.82133942692
"42",42,"2017-01-14","","ORL","W",114,107,41,83,0.494,7,26,0.269,25,36,0.694,9,44,28,6,2,13,20,12.4777777777778,2019.04474037645,38,82,0.463,12,34,0.353,19,27,0.704,7,40,23,10,2,14,28,13.1875,959.456287946041
"43",43,"2017-01-16","@","PHO","W",106,101,41,89,0.461,8,23,0.348,16,24,0.667,14,46,22,4,6,8,16,13.525,2036.545983169,40,81,0.494,5,22,0.227,16,17,0.941,6,39,13,4,5,9,21,11.1,793.734452817798
"44",44,"2017-01-20","@","DAL","W",112,107,38,82,0.463,8,23,0.348,28,39,0.718,15,53,17,8,5,15,26,12.02,2045.82842308166,39,87,0.448,8,23,0.348,21,28,0.75,9,42,21,5,2,12,26,12.16,1331.83722301968
"45",45,"2017-01-21","","IND","W",109,100,39,84,0.464,6,24,0.25,25,32,0.781,10,42,24,11,3,14,15,12.02,2057.78210530877,39,77,0.506,10,20,0.5,12,17,0.706,4,36,17,10,3,16,23,14.7714285714286,1666.34481282048
"46",46,"2017-01-23","","OKC","L",95,97,36,84,0.429,5,21,0.238,18,26,0.692,8,42,16,10,7,10,18,12.29,2043.73568011792,36,83,0.434,6,20,0.3,19,25,0.76,8,45,17,6,6,10,23,11.85,2240.4931215504
"47",47,"2017-01-24","@","DEN","L",93,103,35,85,0.412,7,22,0.318,16,21,0.762,8,40,19,6,3,11,21,12.49,2043.73568011792,35,76,0.461,10,26,0.385,23,31,0.742,7,43,28,7,6,14,15,14.3777777777778,1011.64017094303
"48",48,"2017-01-26","","LAL","W",96,88,33,81,0.407,6,26,0.231,24,28,0.857,10,44,13,7,6,8,10,12.75,2052.60748275007,36,84,0.429,4,14,0.286,12,13,0.923,10,48,13,5,2,12,24,9.78888888888889,287.007368980219
"49",49,"2017-01-28","","MEM","L",95,102,29,62,0.468,10,25,0.4,27,29,0.931,4,31,19,3,4,13,18,12.8222222222222,2050.09132773294,41,80,0.513,11,26,0.423,9,10,0.9,7,31,13,8,1,7,23,12.3888888888889,1450.3025111928
"50",50,"2017-02-01","","MIL","W",104,88,36,78,0.462,11,29,0.379,21,27,0.778,11,46,22,11,2,15,23,12.2,2052.4593518829,32,73,0.438,9,23,0.391,15,25,0.6,9,39,19,10,7,17,21,12.6111111111111,992.642323821645
"51",51,"2017-02-04","","CHO","W",105,98,38,81,0.469,13,33,0.394,16,24,0.667,11,51,16,5,4,13,18,12.29,2081.10893416395,35,82,0.427,13,33,0.394,15,18,0.833,3,38,20,7,3,9,20,13.2666666666667,1328.36417201927
"52",52,"2017-02-06","@","ATL","W",120,95,49,80,0.613,10,26,0.385,12,18,0.667,9,44,31,9,7,12,23,12.29,2070.15850590819,33,74,0.446,6,17,0.353,23,32,0.719,7,30,16,6,3,12,18,9.47,2070.15850590819
