"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"1",1,"2016-10-26","","BRK","W",122,117,48,89,0.539,11,32,0.344,15,18,0.833,12,47,36,13,9,19,20,11.7,1745.16828594924,43,97,0.443,15,44,0.341,16,20,0.8,15,44,22,8,3,16,19,11.03,934.358377580798
"2",2,"2016-10-27","@","CHI","L",99,105,38,76,0.5,8,23,0.348,15,24,0.625,3,36,22,6,6,11,25,12.3,1742.74181846576,36,92,0.391,11,25,0.44,22,30,0.733,18,55,25,5,1,12,21,13.6875,1794.98440515027
"3",3,"2016-10-29","@","CHO","W",104,98,39,81,0.481,15,31,0.484,11,17,0.647,4,42,25,4,6,13,26,11.7,1749.43477897849,32,79,0.405,9,32,0.281,25,33,0.758,6,38,22,8,6,8,17,13.1777777777778,1363.9595007153
"4",4,"2016-11-02","","CHI","W",107,100,41,87,0.471,14,32,0.438,11,17,0.647,10,39,28,10,4,12,24,11.4666666666667,1760.35564501675,35,81,0.432,7,20,0.35,23,31,0.742,15,49,21,7,7,19,19,12.16,1812.2182694916
"5",5,"2016-11-03","@","CLE","L",122,128,46,96,0.479,11,32,0.344,19,22,0.864,10,39,25,4,6,8,28,11.1125,1750.54010797725,41,84,0.488,14,34,0.412,32,37,0.865,7,42,24,6,6,8,19,14.2777777777778,2301.21460893235
"6",6,"2016-11-06","","DEN","L",107,123,41,90,0.456,8,25,0.32,17,21,0.81,11,39,31,3,4,11,24,8.95454545454546,1748.9007713446,44,84,0.524,11,23,0.478,24,31,0.774,9,47,21,7,6,17,23,14.6333333333333,1149.45531517541
"7",7,"2016-11-09","@","WAS","L",93,118,35,81,0.432,10,31,0.323,13,22,0.591,7,31,21,5,4,11,19,10.54,1741.92189386103,46,92,0.5,10,21,0.476,16,20,0.8,19,54,29,9,7,11,26,12.0625,1403.25666794646
"8",8,"2016-11-11","","NYK","W",115,87,35,90,0.389,11,27,0.407,34,43,0.791,19,53,23,16,3,15,18,11.1777777777778,1766.45434091938,33,94,0.351,6,23,0.261,15,17,0.882,21,57,19,7,11,25,26,11.72,977.451340313531
"9",9,"2016-11-12","@","IND","W",105,99,35,80,0.438,8,25,0.32,27,33,0.818,15,47,22,7,7,13,21,10.7111111111111,1776.07982058037,36,86,0.419,6,27,0.222,21,28,0.75,11,40,17,9,9,13,22,11.4375,1615.65370132163
"10",10,"2016-11-14","@","NOP","L",105,106,38,95,0.4,12,41,0.293,17,20,0.85,11,44,19,9,0,10,27,11.95,1775.49284203992,35,79,0.443,6,21,0.286,30,36,0.833,8,46,16,9,4,16,17,11.3555555555556,1187.63555836402
