"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"11",11,"2015-11-15","@","CHO","L",94,106,35,89,0.393,5,21,0.238,19,21,0.905,16,46,20,5,3,12,25,11.5555555555556,1525.96406865706,41,83,0.494,9,31,0.29,15,19,0.789,7,37,29,6,9,11,16,13.7,1448.47140653276
"12",12,"2015-11-16","@","SAS","L",80,93,31,75,0.413,7,19,0.368,11,13,0.846,4,39,15,4,3,12,18,11.7222222222222,1510.50304055525,38,89,0.427,7,23,0.304,10,13,0.769,12,47,29,9,10,6,13,15.4875,1789.52528774378
"13",13,"2015-11-18","@","HOU","L",103,108,35,88,0.398,9,30,0.3,24,29,0.828,10,48,18,11,7,19,27,12.2555555555556,1503.21148675279,32,92,0.348,14,44,0.318,30,35,0.857,13,51,22,11,6,17,20,12.1777777777778,1576.64758403363
"14",14,"2015-11-20","","LAC","W",102,91,38,90,0.422,8,25,0.32,18,24,0.75,17,55,16,8,3,14,17,12.8125,1511.04063177546,38,86,0.442,7,24,0.292,8,16,0.5,10,42,24,6,5,13,24,14.2888888888889,1658.99492917287
"15",15,"2015-11-22","@","LAL","W",107,93,43,87,0.494,8,25,0.32,13,17,0.765,7,43,27,7,8,10,18,12.2555555555556,1528.56183487231,32,88,0.364,6,18,0.333,23,27,0.852,15,51,17,2,6,10,12,11.2125,1213.31289636275
"16",16,"2015-11-24","","CHI","L",88,93,31,88,0.352,6,22,0.273,20,27,0.741,16,55,18,5,9,14,21,12.2555555555556,1522.81259921391,33,86,0.384,7,18,0.389,20,23,0.87,6,44,19,6,3,10,18,12.8222222222222,1630.8210967457
"17",17,"2015-11-28","","LAL","W",108,96,38,78,0.487,12,30,0.4,20,26,0.769,12,46,24,5,2,16,16,12.4888888888889,1537.8903911565,36,82,0.439,7,23,0.304,17,23,0.739,6,33,20,12,2,9,19,10.775,1170.40489463446
"18",18,"2015-11-30","@","LAC","L",87,102,33,87,0.379,5,23,0.217,16,27,0.593,13,54,18,6,2,18,38,12.03,1521.99182811886,33,85,0.388,8,19,0.421,28,56,0.5,18,55,26,7,5,10,22,14.0888888888889,1710.93622431611
"19",19,"2015-12-01","","DAL","L",112,115,41,100,0.41,15,40,0.375,15,17,0.882,13,50,24,6,1,15,23,12.7333333333333,1515.87170246733,43,94,0.457,9,29,0.31,20,24,0.833,12,49,23,7,5,12,17,11.2,1575.83895138359
"20",20,"2015-12-03","","IND","W",123,111,44,85,0.518,18,36,0.5,17,20,0.85,15,48,26,11,3,15,20,12.4888888888889,1525.97986141879,38,88,0.432,13,30,0.433,22,24,0.917,15,41,18,4,3,12,17,11.9777777777778,1600.77256226601
"21",21,"2015-12-05","@","MIN","W",109,103,39,77,0.506,10,20,0.5,21,30,0.7,8,40,23,7,3,14,21,12.03,1536.44483224396,38,83,0.458,5,15,0.333,22,26,0.846,13,45,24,3,4,14,24,11.1363636363636,1254.45797159606
"22",22,"2015-12-07","@","MIL","L",88,90,33,85,0.388,8,33,0.242,14,18,0.778,15,46,21,10,7,17,25,12.5,1533.35523749425,30,73,0.411,4,13,0.308,26,33,0.788,10,45,22,8,7,16,19,13.575,1342.94164093059
"23",23,"2015-12-08","@","CLE","L",100,105,40,79,0.506,11,26,0.423,9,16,0.563,10,36,21,3,2,18,25,12.4888888888889,1524.48523985386,40,79,0.506,9,21,0.429,16,20,0.8,6,30,18,10,4,8,18,13,1788.03255628669
"24",24,"2015-12-11","@","PHO","W",106,96,45,96,0.469,12,34,0.353,4,7,0.571,14,51,23,7,3,12,14,12.5,1536.21764901868,36,83,0.434,13,35,0.371,11,18,0.611,8,40,21,8,7,9,9,11.27,1445.39303119834
"25",25,"2015-12-12","","NYK","L",110,112,41,89,0.461,6,21,0.286,22,29,0.759,14,39,15,4,0,7,22,12.4888888888889,1534.51931947821,39,75,0.52,9,21,0.429,25,28,0.893,7,34,17,3,3,11,22,12.5555555555556,1206.33723509134
"26",26,"2015-12-14","","NOP","W",105,101,35,81,0.432,13,32,0.406,22,29,0.759,10,50,28,7,5,15,21,12.5,1542.28860865288,36,82,0.439,8,25,0.32,21,27,0.778,5,41,15,9,9,9,22,13.075,1323.31338358632
"27",27,"2015-12-16","@","OKC","L",90,106,32,92,0.348,11,26,0.423,15,18,0.833,17,47,13,6,3,18,28,11.5545454545455,1525.04607237319,38,79,0.481,2,14,0.143,28,37,0.757,14,51,13,6,8,18,20,13.45,1760.72955882779
"28",28,"2015-12-18","@","ORL","L",94,102,32,73,0.438,11,32,0.344,19,26,0.731,7,42,21,3,2,19,23,12.5,1518.65840734676,39,84,0.464,2,15,0.133,22,31,0.71,13,48,19,11,5,13,18,13.4333333333333,1364.45681304999
"29",29,"2015-12-20","@","MIA","L",109,116,39,80,0.488,13,34,0.382,18,22,0.818,10,42,23,7,0,19,24,12.4888888888889,1509.52642278514,43,75,0.573,12,23,0.522,18,26,0.692,5,30,26,11,7,11,14,13.95,1527.11978518258
"30",30,"2015-12-21","@","ATL","L",97,106,38,81,0.469,5,24,0.208,16,22,0.727,14,50,24,5,4,18,20,9.81111111111111,1498.45946084229,37,77,0.481,9,29,0.31,23,28,0.821,2,31,21,8,1,10,17,11.95,1643.5042102319
"31",31,"2015-12-23","@","NOP","L",89,115,33,95,0.347,7,28,0.25,16,24,0.667,22,58,16,7,7,13,22,10.53,1485.05467462062,41,85,0.482,13,31,0.419,20,23,0.87,8,49,27,5,8,11,17,13.9142857142857,1334.09655957101
"32",32,"2015-12-26","","CLE","W",105,76,41,89,0.461,9,22,0.409,14,19,0.737,10,49,28,9,3,8,12,10.53,1492.09892090862,28,77,0.364,11,31,0.355,9,15,0.6,9,42,21,4,2,17,20,10.6916666666667,1855.92499600125
"33",33,"2015-12-27","@","SAC","W",98,94,38,92,0.413,10,33,0.303,12,16,0.75,14,52,19,13,5,18,23,10.2555555555556,1500.26886403321,30,76,0.395,9,24,0.375,25,31,0.806,7,43,22,10,5,22,22,14.4875,1302.56220835412
"34",34,"2015-12-30","","DEN","W",110,103,41,87,0.471,12,32,0.375,16,20,0.8,12,47,22,8,6,14,18,10.53,1510.82766485138,37,87,0.425,12,27,0.444,17,19,0.895,12,44,20,9,5,14,16,10.6888888888889,1252.06317721756
"35",35,"2015-12-31","@","UTA","L",96,109,35,78,0.449,16,36,0.444,10,14,0.714,8,39,19,1,0,10,16,10.55,1498.703247008,43,86,0.5,15,33,0.455,8,11,0.727,12,42,19,7,5,5,18,8.58888888888889,1556.00639019162
"36",36,"2016-01-03","@","DEN","W",112,106,40,78,0.513,10,23,0.435,22,32,0.688,7,41,23,4,3,10,34,10.53,1509.13263434404,34,80,0.425,7,22,0.318,31,48,0.646,15,41,20,7,6,8,25,12.3888888888889,1235.62540535466
"37",37,"2016-01-04","","MEM","L",78,91,28,72,0.389,7,28,0.25,15,24,0.625,7,42,14,7,4,21,19,12.03,1497.0188416865,35,91,0.385,3,15,0.2,18,26,0.692,17,52,21,10,3,11,19,13.1,1515.81128516155
"38",38,"2016-01-06","","LAC","L",98,109,38,86,0.442,9,26,0.346,13,23,0.565,17,49,21,5,4,13,18,11.4777777777778,1481.86768174387,42,83,0.506,11,23,0.478,14,17,0.824,10,42,24,7,6,10,22,11.8444444444444,1839.82322221405
"39",39,"2016-01-08","","GSW","L",108,128,38,96,0.396,12,33,0.364,20,28,0.714,12,45,21,12,4,9,17,12.03,1461.86098042767,46,87,0.529,18,32,0.563,18,21,0.857,5,48,36,6,5,15,20,13.59,2275.12095854236
"40",40,"2016-01-10","","OKC","W",115,110,42,100,0.42,19,44,0.432,12,14,0.857,20,52,27,7,4,16,28,12.4888888888889,1463.72828764551,37,76,0.487,10,21,0.476,26,36,0.722,8,42,23,8,6,19,16,16.8857142857143,1893.93771150019
"41",41,"2016-01-13","","UTA","W",99,85,39,88,0.443,11,26,0.423,10,15,0.667,17,54,25,7,10,13,20,12.03,1475.10698514186,31,76,0.408,8,19,0.421,15,22,0.682,10,38,20,8,6,14,15,10.1666666666667,1540.52905824335
"42",42,"2016-01-15","@","BRK","W",116,104,47,93,0.505,15,35,0.429,7,11,0.636,12,42,26,7,5,9,18,12.4888888888889,1491.0903634215,38,85,0.447,8,19,0.421,20,28,0.714,16,46,22,6,5,12,10,11.1444444444444,1143.36953831286
"43",43,"2016-01-16","@","PHI","L",89,114,34,87,0.391,5,29,0.172,16,24,0.667,9,38,17,6,4,13,22,11.5545454545455,1489.35510253134,42,76,0.553,10,23,0.435,20,30,0.667,3,45,27,9,8,13,25,11.0888888888889,772.175553782114
"44",44,"2016-01-18","@","WAS","W",108,98,43,84,0.512,17,31,0.548,5,11,0.455,9,48,25,5,2,15,24,12.5,1500.44041372569,37,77,0.481,9,21,0.429,15,20,0.75,4,35,25,6,3,9,16,11.9444444444444,1444.41447115317
"45",45,"2016-01-20","","ATL","L",98,104,41,94,0.436,9,31,0.29,7,11,0.636,13,50,23,5,4,12,18,12.5,1490.0781880984,39,87,0.448,10,24,0.417,16,23,0.696,10,43,25,7,3,13,13,12.1666666666667,1749.33717865694
"46",46,"2016-01-23","","LAL","W",121,103,47,93,0.505,10,31,0.323,17,22,0.773,14,42,26,12,1,8,22,12.5,1508.52959565876,34,69,0.493,7,17,0.412,28,32,0.875,4,30,14,4,6,18,20,10.03,800.462523878867
"47",47,"2016-01-26","","SAC","W",112,97,44,90,0.489,9,30,0.3,15,19,0.789,10,48,28,6,8,12,23,12.5,1525.07838769015,36,86,0.419,7,19,0.368,18,32,0.563,10,45,26,7,5,13,18,12.22,1287.75528540116
"48",48,"2016-01-29","","CHO","W",109,91,45,92,0.489,7,20,0.35,12,16,0.75,13,51,24,10,4,11,21,12.5,1537.90720730341,31,80,0.388,10,29,0.345,19,28,0.679,14,47,17,9,4,16,12,10.8444444444444,1456.90790712472
"49",49,"2016-01-31","","MIN","W",96,93,32,76,0.421,6,27,0.222,26,30,0.867,8,37,16,7,5,13,21,12.5,1544.99851264618,35,80,0.438,4,16,0.25,19,28,0.679,15,49,20,10,4,16,23,12.2555555555556,997.131615059851
"50",50,"2016-02-02","","MIL","W",107,95,39,85,0.459,11,31,0.355,18,25,0.72,10,49,25,6,7,15,23,12.5,1560.11604357411,38,86,0.442,5,14,0.357,14,24,0.583,12,43,23,7,4,13,18,14.4125,1157.31677861574
"51",51,"2016-02-04","","TOR","L",103,110,38,81,0.469,10,25,0.4,17,23,0.739,10,40,21,8,6,14,20,12.7333333333333,1548.95714521171,40,85,0.471,12,19,0.632,18,25,0.72,12,45,23,7,6,14,18,12.7666666666667,1790.85546182655
"52",52,"2016-02-06","@","HOU","W",96,79,35,87,0.402,11,35,0.314,15,23,0.652,20,54,21,15,6,21,21,12.4111111111111,1560.44685807578,25,77,0.325,7,36,0.194,22,30,0.733,12,43,13,13,4,23,21,12.4,1636.58289225499
"53",53,"2016-02-08","@","MEM","W",112,106,44,89,0.494,10,29,0.345,14,20,0.7,8,37,22,9,6,13,23,12.7333333333333,1567.83053638605,43,86,0.5,7,19,0.368,13,19,0.684,5,39,18,5,3,15,24,13.1,1574.44897938497
"54",54,"2016-02-10","","HOU","W",116,103,41,89,0.461,8,28,0.286,26,34,0.765,16,49,21,11,2,13,27,12.7333333333333,1579.62616038089,37,77,0.481,11,34,0.324,18,34,0.529,8,40,23,6,3,20,22,13.2,1610.88303054101
"55",55,"2016-02-19","","GSW","W",137,105,52,97,0.536,17,30,0.567,16,23,0.696,8,48,28,12,4,13,21,12.2555555555556,1580.87763590126,36,92,0.391,12,34,0.353,21,28,0.75,14,47,25,7,4,20,17,13.85,2493.23168867196
"56",56,"2016-02-21","","UTA","W",115,111,39,90,0.433,12,32,0.375,25,38,0.658,23,48,20,7,6,12,21,12.2555555555556,1586.68125510575,43,86,0.5,8,16,0.5,17,23,0.739,12,38,19,6,10,11,26,11.5888888888889,1649.19923090998
"57",57,"2016-02-23","","BRK","W",112,104,40,80,0.5,10,23,0.435,22,25,0.88,7,40,24,6,6,15,18,12.03,1597.98277909373,43,90,0.478,3,12,0.25,15,19,0.789,12,47,18,10,2,13,20,11.2,980.194334564555
"58",58,"2016-02-25","","HOU","L",105,119,37,80,0.463,13,35,0.371,18,22,0.818,11,40,22,4,3,21,30,12.03,1584.42508744169,44,82,0.537,10,29,0.345,21,35,0.6,12,46,26,14,5,16,25,12.6625,1638.20715152234
"59",59,"2016-02-27","@","CHI","W",103,95,38,87,0.437,5,21,0.238,22,27,0.815,8,47,20,6,7,10,17,12.5,1596.42098274078,39,94,0.415,7,22,0.318,10,12,0.833,10,50,33,4,6,9,21,9.52222222222222,1688.80355628196
"60",60,"2016-02-28","@","IND","W",111,102,41,81,0.506,14,24,0.583,15,21,0.714,8,45,19,4,7,12,20,12.5,1605.04672609501,40,93,0.43,3,14,0.214,19,25,0.76,19,52,21,7,5,9,17,11.7,1640.81330470434
"61",61,"2016-03-01","@","NYK","W",104,85,37,88,0.42,12,30,0.4,18,20,0.9,9,55,17,5,7,7,18,12.03,1625.7785879216,33,88,0.375,6,21,0.286,13,18,0.722,8,46,11,4,4,8,17,12.5555555555556,987.576168954562
"62",62,"2016-03-02","@","BOS","L",93,116,34,84,0.405,11,29,0.379,14,20,0.7,12,48,15,4,7,14,21,12.03,1603.42672842463,43,107,0.402,7,26,0.269,23,24,0.958,19,57,20,9,8,5,16,12.5111111111111,1861.67476646012
"63",63,"2016-03-04","@","TOR","L",115,117,39,83,0.47,11,27,0.407,26,35,0.743,10,36,14,5,3,11,35,12.03,1597.28816326531,34,67,0.507,6,12,0.5,43,54,0.796,9,38,12,5,4,13,30,12.7666666666667,1872.67691868321
"64",64,"2016-03-06","@","DET","L",103,123,35,78,0.449,11,31,0.355,22,23,0.957,3,31,18,8,0,13,23,11.9222222222222,1582.86901763266,44,84,0.524,12,22,0.545,23,28,0.821,10,45,22,7,1,12,23,12.6125,1521.64277094883
"65",65,"2016-03-08","","WAS","W",116,109,41,89,0.461,10,24,0.417,24,31,0.774,13,53,24,2,4,20,27,12.5,1592.98017437698,45,99,0.455,8,20,0.4,11,23,0.478,12,45,26,9,5,12,28,13.3375,1396.76479171821
"66",66,"2016-03-11","@","GSW","L",112,128,37,86,0.43,19,36,0.528,19,23,0.826,7,39,20,4,4,8,23,10.1909090909091,1578.07693490892,40,89,0.449,18,40,0.45,30,39,0.769,16,56,23,5,6,8,20,12.9818181818182,2608.79851778367
"67",67,"2016-03-12","","ORL","W",121,84,47,84,0.56,17,35,0.486,10,11,0.909,9,51,34,2,3,15,20,12.5,1611.20155588275,34,91,0.374,7,26,0.269,9,18,0.5,11,39,19,6,4,15,16,9.06,1147.78198545698
"68",68,"2016-03-14","@","OKC","L",94,128,31,91,0.341,7,27,0.259,25,27,0.926,14,39,13,4,7,11,19,11.2818181818182,1580.28164371562,49,83,0.59,9,17,0.529,21,26,0.808,10,52,31,10,6,13,20,12.1,2099.64073901295
"69",69,"2016-03-17","@","SAS","L",110,118,39,89,0.438,10,22,0.455,22,30,0.733,14,49,23,5,6,13,22,11.7333333333333,1570.57841125477,45,86,0.523,8,16,0.5,20,22,0.909,4,37,35,8,11,7,24,13.5,2571.01185813699
"70",70,"2016-03-18","@","NOP","W",117,112,36,78,0.462,9,27,0.333,36,40,0.9,6,45,17,4,3,12,26,12.2555555555556,1580.28286088376,40,83,0.482,10,21,0.476,22,28,0.786,3,34,23,7,4,7,26,10.6625,1205.37892409539
"71",71,"2016-03-20","@","DAL","L",120,132,42,104,0.404,18,46,0.391,18,28,0.643,22,52,25,9,4,14,22,12.2555555555556,1568.52631682815,49,89,0.551,15,25,0.6,19,23,0.826,8,50,31,7,8,16,21,10.5555555555556,1557.83426559509
"72",72,"2016-03-23","","DAL","W",109,103,40,89,0.449,7,27,0.259,22,25,0.88,11,46,19,12,8,13,12,13.075,1575.84852979716,42,96,0.438,9,30,0.3,10,11,0.909,11,47,21,8,6,17,17,11.275,1550.51205262607
"73",73,"2016-03-24","@","LAC","L",94,96,32,80,0.4,6,24,0.25,24,32,0.75,9,41,18,10,5,15,25,12.2555555555556,1569.58293051161,37,82,0.451,4,19,0.211,18,28,0.643,11,47,21,9,5,16,29,12.5111111111111,2003.11045312997
"74",74,"2016-03-26","","PHI","W",108,105,38,91,0.418,8,25,0.32,24,30,0.8,11,56,21,9,5,10,21,13.075,1575.2073902485,39,93,0.419,10,38,0.263,17,24,0.708,10,53,21,5,6,13,22,10.525,432.686640143208
"75",75,"2016-03-28","","SAC","W",105,93,38,80,0.475,14,29,0.483,15,18,0.833,5,42,25,6,10,19,23,11.41,1590.31381928499,37,89,0.416,7,15,0.467,12,19,0.632,11,43,20,11,2,14,20,12.25,1153.54661547186
"76",76,"2016-03-31","","BOS","W",116,109,41,90,0.456,14,34,0.412,20,27,0.741,15,50,26,9,10,15,20,13.075,1594.72941598548,37,88,0.42,9,24,0.375,26,34,0.765,16,48,20,12,6,15,25,13.0111111111111,1839.9386625977
"77",77,"2016-04-02","","MIA","W",110,93,41,79,0.519,10,15,0.667,18,23,0.783,8,45,21,9,4,15,19,12.2555555555556,1610.07759217837,34,88,0.386,6,19,0.316,19,27,0.704,12,42,16,9,4,13,17,11.4555555555556,1597.04482172531
"78",78,"2016-04-03","@","GSW","L",111,136,38,85,0.447,9,24,0.375,26,33,0.788,11,37,23,8,4,13,16,13.075,1590.60132884022,50,88,0.568,18,30,0.6,18,22,0.818,11,43,30,5,8,12,23,14.2,2736.2826288848
"79",79,"2016-04-05","@","SAC","W",115,107,40,93,0.43,12,31,0.387,23,27,0.852,19,49,20,12,7,14,19,13.075,1603.05951236231,41,78,0.526,11,22,0.5,14,21,0.667,3,34,20,6,7,19,19,15.4571428571429,1145.94713821053
"80",80,"2016-04-06","","OKC","W",120,115,43,84,0.512,15,33,0.455,19,24,0.792,9,39,32,11,6,15,23,12.0444444444444,1603.98071830863,43,91,0.473,9,22,0.409,20,31,0.645,19,50,18,9,2,17,20,7.2625,2218.82184738134
"81",81,"2016-04-09","","MIN","L",105,106,40,80,0.5,9,24,0.375,16,18,0.889,11,37,19,2,4,17,20,13.075,1603.74044611933,41,84,0.488,5,13,0.385,19,25,0.76,13,37,24,8,7,11,18,12.6888888888889,826.234066026068
"82",82,"2016-04-13","","DEN","W",107,99,39,89,0.438,11,36,0.306,18,22,0.818,13,45,19,11,8,15,19,10.72,1615.24402997125,40,94,0.426,7,25,0.28,12,18,0.667,20,53,24,10,6,20,19,11.2,1054.52956486436
