"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"1",1,"2015-10-28","","NYK","L",97,122,30,86,0.349,9,18,0.5,28,31,0.903,18,47,17,7,4,18,27,8.86,1445.39945187243,42,93,0.452,9,23,0.391,29,35,0.829,19,49,24,11,7,11,28,11.84,1331.31754812757
"2",2,"2015-10-30","","WAS","L",113,118,42,82,0.512,7,24,0.292,22,28,0.786,6,32,33,9,2,16,32,13.5875,1437.10700312466,35,68,0.515,12,21,0.571,36,44,0.818,8,37,25,7,5,21,20,13.0555555555556,1549.31795139033
"3",3,"2015-11-01","@","TOR","L",87,106,29,69,0.42,5,19,0.263,24,24,1,7,33,21,6,8,18,21,12.2222222222222,1420.07694169016,41,90,0.456,11,25,0.44,13,20,0.65,18,46,22,12,3,13,19,13.2444444444444,1537.44620414315
"4",4,"2015-11-02","@","BRK","W",103,96,38,73,0.521,9,23,0.391,18,26,0.692,8,36,24,6,7,14,23,13.3857142857143,1428.4847440025,36,79,0.456,6,19,0.316,18,22,0.818,10,35,21,3,4,18,23,12.2875,1411.95289876156
"5",5,"2015-11-04","","PHI","W",91,87,35,86,0.407,8,23,0.348,13,17,0.765,8,36,24,6,4,10,19,11.2,1435.9145697554,34,81,0.42,6,28,0.214,13,15,0.867,12,51,23,4,9,18,23,10.0888888888889,1269.00742056663
"6",6,"2015-11-06","@","NYK","W",99,92,35,81,0.432,3,14,0.214,26,29,0.897,13,41,21,6,5,12,24,12.0333333333333,1446.40345132143,33,81,0.407,4,24,0.167,22,28,0.786,14,43,20,3,5,15,22,11.84,1282.70668511939
"7",7,"2015-11-07","","BRK","W",94,86,37,82,0.451,8,20,0.4,12,16,0.75,10,41,27,9,6,15,16,12.3125,1455.76279725254,34,82,0.415,3,9,0.333,15,19,0.789,17,52,18,11,3,18,18,12.3555555555556,1381.19917487393
"8",8,"2015-11-10","","BOS","L",83,99,30,73,0.411,6,17,0.353,17,23,0.739,9,41,14,10,2,17,18,11.2222222222222,1439.75394461899,38,86,0.442,7,30,0.233,16,19,0.842,14,45,21,11,6,12,18,12.03,1543.7709114938
"9",9,"2015-11-11","@","DEN","L",102,103,42,79,0.532,10,22,0.455,8,9,0.889,8,33,26,8,4,16,23,11.775,1435.65544588483,39,79,0.494,8,24,0.333,17,24,0.708,14,36,27,10,6,14,12,12.1666666666667,1411.24807260233
"10",10,"2015-11-14","","CLE","W",108,105,43,102,0.422,6,16,0.375,16,22,0.727,15,51,20,6,9,12,25,14.2,1438.09558420426,37,91,0.407,14,38,0.368,17,27,0.63,14,54,21,6,8,20,24,13.8625,1737.85121513827
"11",11,"2015-11-17","@","WAS","L",86,115,31,72,0.431,10,21,0.476,14,24,0.583,6,34,22,5,3,19,27,11.7777777777778,1415.58500389135,37,70,0.529,12,22,0.545,29,41,0.707,6,42,25,8,3,12,19,12.3333333333333,1530.55138931774
"12",12,"2015-11-19","@","CLE","L",100,115,38,73,0.521,3,8,0.375,21,26,0.808,6,22,22,8,2,11,29,13.4888888888889,1398.19136841882,40,71,0.563,11,24,0.458,24,30,0.8,13,43,29,3,2,17,24,10.55,1751.79756804578
"13",13,"2015-11-21","@","IND","L",86,123,34,79,0.43,5,17,0.294,13,19,0.684,13,43,19,9,5,23,19,11.8083333333333,1368.71866025685,47,91,0.516,15,30,0.5,14,23,0.609,11,42,28,15,5,14,13,10.9111111111111,1564.47487450525
"14",14,"2015-11-23","","DET","W",109,88,43,83,0.518,9,13,0.692,14,17,0.824,12,45,30,12,4,12,23,12.8444444444444,1382.94447522681,31,91,0.341,6,28,0.214,20,24,0.833,22,48,19,7,3,17,18,10.59,1462.01313327449
"15",15,"2015-11-25","","SAC","L",118,129,42,88,0.477,13,31,0.419,21,27,0.778,10,37,30,7,7,11,22,13.4888888888889,1372.53503855388,44,77,0.571,10,23,0.435,31,37,0.838,7,42,23,9,7,8,19,12.5375,1367.52834527545
"16",16,"2015-11-27","@","ORL","L",90,114,31,74,0.419,8,26,0.308,20,22,0.909,6,38,20,8,2,21,20,13.4888888888889,1354.12587114349,43,82,0.524,12,27,0.444,16,22,0.727,8,41,30,9,5,18,18,12.43,1347.26256223198
"17",17,"2015-11-29","@","CHO","L",82,87,33,82,0.402,8,28,0.286,8,14,0.571,13,46,25,9,2,14,24,14.425,1345.12036343099,27,70,0.386,15,31,0.484,18,22,0.818,7,43,20,6,6,13,16,12.1555555555556,1436.59252139851
"18",18,"2015-11-30","","DEN","W",92,74,35,77,0.455,6,18,0.333,16,22,0.727,8,38,25,10,12,13,19,14.425,1359.86512630901,28,75,0.373,6,19,0.316,12,16,0.75,10,43,19,6,4,22,20,12.3,1308.68229044458
"19",19,"2015-12-02","@","SAS","L",70,95,26,78,0.333,3,14,0.214,15,18,0.833,6,44,17,7,6,16,20,12.4888888888889,1335.41090678001,37,90,0.411,7,21,0.333,14,20,0.7,11,54,25,11,9,11,12,12.6,1896.84843950742
"20",20,"2015-12-04","@","DET","L",95,102,39,87,0.448,4,18,0.222,13,14,0.929,9,51,21,6,6,14,33,13.1,1325.6906649133,34,82,0.415,7,23,0.304,27,39,0.692,8,46,18,8,4,9,11,11.6444444444444,1481.74808076542
"21",21,"2015-12-05","","NYK","W",106,91,44,89,0.494,2,4,0.5,16,24,0.667,13,49,25,5,6,13,22,13.575,1339.85204618088,32,76,0.421,6,25,0.24,21,28,0.75,6,37,22,4,4,15,24,12.16,1243.55689436984
"22",22,"2015-12-07","","POR","W",90,88,30,73,0.411,4,13,0.308,26,33,0.788,10,45,22,8,7,16,19,13.575,1342.94164093059,33,85,0.388,8,33,0.242,14,18,0.778,15,46,21,10,7,17,25,12.5,1533.35523749425
"23",23,"2015-12-09","","LAC","L",95,109,42,90,0.467,2,10,0.2,9,12,0.75,7,40,26,7,1,11,29,13.3875,1325.20255929311,38,81,0.469,12,28,0.429,21,36,0.583,12,51,27,7,8,14,16,14.9625,1734.70280249479
"24",24,"2015-12-11","@","TOR","L",83,90,33,80,0.413,4,11,0.364,13,16,0.813,10,40,19,9,4,15,19,13.575,1314.49865768479,34,70,0.486,7,20,0.35,15,23,0.652,7,39,16,9,8,16,23,12.8875,1602.67984456828
"25",25,"2015-12-12","","GSW","W",108,95,44,90,0.489,6,14,0.429,14,18,0.778,8,44,31,12,4,16,24,13.575,1315.31995620406,36,89,0.404,6,27,0.222,17,25,0.68,15,49,23,9,8,16,20,14.3333333333333,2133.08084843617
"26",26,"2015-12-15","@","LAL","L",95,113,40,85,0.471,4,13,0.308,11,20,0.55,12,38,23,7,7,11,20,12.975,1307.56740284835,41,89,0.461,10,27,0.37,21,25,0.84,18,52,26,7,3,14,18,10.3222222222222,1060.4496124478
"27",27,"2015-12-16","@","LAC","L",90,103,38,88,0.432,5,16,0.313,9,11,0.818,15,41,21,9,6,11,21,12.975,1291.71573627985,36,75,0.48,11,21,0.524,20,24,0.833,10,40,25,7,4,14,10,13.45,1764.28576245843
"28",28,"2015-12-18","@","GSW","L",112,121,42,91,0.462,4,18,0.222,24,28,0.857,14,41,25,6,7,16,29,12.9222222222222,1280.80197329633,42,87,0.483,9,26,0.346,28,37,0.757,15,46,31,7,4,15,22,14.5375,2167.06177164947
"29",29,"2015-12-20","@","PHO","W",101,95,41,79,0.519,5,16,0.313,14,24,0.583,6,37,25,8,6,13,23,11.2375,1285.92846531841,33,74,0.446,8,18,0.444,21,24,0.875,6,39,18,8,2,20,22,12.1909090909091,1430.96721113775
"30",30,"2015-12-23","","PHI","W",113,100,51,85,0.6,5,12,0.417,6,8,0.75,5,34,34,14,12,16,22,12.3444444444444,1301.83502433913,37,81,0.457,7,20,0.35,19,29,0.655,13,41,24,12,7,22,14,10.1090909090909,863.15992877529
"31",31,"2015-12-26","","TOR","L",90,111,34,81,0.42,6,14,0.429,16,18,0.889,9,38,25,3,5,13,17,13.575,1278.56880003736,42,81,0.519,13,29,0.448,14,19,0.737,9,44,31,7,10,8,17,12.6,1637.64880126088
"32",32,"2015-12-28","@","DAL","L",93,103,38,79,0.481,4,14,0.286,13,15,0.867,9,52,14,4,5,17,22,12.71,1265.16898537555,38,84,0.452,10,22,0.455,17,26,0.654,6,34,25,9,2,4,15,11.925,1608.12913420217
"33",33,"2015-12-29","@","OKC","L",123,131,49,100,0.49,10,16,0.625,15,22,0.682,18,47,29,6,5,14,26,13.2666666666667,1253.75896081629,43,86,0.5,8,22,0.364,37,40,0.925,11,41,21,12,7,11,19,13.19,1841.99213895086
