"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"1",1,"2016-10-25","","NYK","W",117,88,45,94,0.479,13,35,0.371,14,19,0.737,11,51,31,12,5,14,22,13.22,2264.94866969664,32,87,0.368,9,27,0.333,15,20,0.75,13,42,17,6,6,18,22,12.2555555555556,1028.26996841252
"2",2,"2016-10-28","@","TOR","W",94,91,33,79,0.418,12,32,0.375,16,22,0.727,9,40,20,8,3,17,15,14.825,2272.65423073597,35,90,0.389,4,16,0.25,17,18,0.944,18,51,12,9,3,18,20,12.7444444444444,1866.24670081792
"3",3,"2016-10-29","","ORL","W",105,99,36,88,0.409,11,37,0.297,22,30,0.733,13,40,17,8,6,9,27,14.825,2280.45867922861,38,84,0.452,8,28,0.286,15,26,0.577,13,50,21,6,5,20,23,12.8222222222222,1141.67264450317
"4",4,"2016-11-01","","HOU","W",128,120,43,83,0.518,16,32,0.5,26,31,0.839,12,46,22,4,2,11,21,14.2777777777778,2291.39907189284,43,90,0.478,17,44,0.386,17,25,0.68,11,32,30,5,2,7,25,13.1666666666667,1584.17661946124
"5",5,"2016-11-03","","BOS","W",128,122,41,84,0.488,14,34,0.412,32,37,0.865,7,42,24,6,6,8,19,14.2777777777778,2301.21460893235,46,96,0.479,11,32,0.344,19,22,0.864,10,39,25,4,6,8,28,11.1125,1750.54010797725
"6",6,"2016-11-05","@","PHI","W",102,101,37,91,0.407,14,38,0.368,14,18,0.778,11,49,23,10,5,16,15,14.2777777777778,2304.62321723267,40,87,0.46,14,38,0.368,7,12,0.583,5,45,21,9,9,17,23,11.84,583.471874100009
"7",7,"2016-11-08","","ATL","L",106,110,37,99,0.374,11,42,0.262,21,25,0.84,13,39,21,12,1,6,20,15.2875,2302.76467592517,41,81,0.506,11,29,0.379,17,24,0.708,11,50,22,1,4,19,21,11.625,1929.86854402192
"8",8,"2016-11-11","@","WAS","W",105,94,36,86,0.419,14,33,0.424,19,26,0.731,13,47,16,9,6,15,21,14.2777777777778,2315.49970211753,38,87,0.437,3,15,0.2,15,19,0.789,10,46,16,7,5,15,21,10.05,1390.5216417541
"9",9,"2016-11-13","","CHO","W",100,93,39,92,0.424,14,38,0.368,8,15,0.533,12,53,25,3,8,9,13,13.8,2326.3295956552,36,95,0.379,11,29,0.379,10,12,0.833,10,45,23,7,3,5,19,12.57,1392.96554262372
"10",10,"2016-11-15","","TOR","W",121,117,44,83,0.53,13,33,0.394,20,28,0.714,10,46,26,4,7,17,18,13.8,2334.54147295002,46,96,0.479,13,29,0.448,12,18,0.667,12,40,24,11,5,8,25,13.4375,1914.43575979349
"11",11,"2016-11-16","@","IND","L",93,103,35,86,0.407,11,30,0.367,12,20,0.6,11,51,19,3,5,18,16,10.5222222222222,2333.52966844485,43,86,0.5,10,28,0.357,7,11,0.636,5,40,22,8,12,10,16,14.1,1636.84699328293
"12",12,"2016-11-18","","DET","W",104,81,40,83,0.482,11,25,0.44,13,14,0.929,5,52,26,4,8,13,14,12.56,2354.21596811994,29,93,0.312,6,19,0.316,17,20,0.85,11,44,23,5,4,7,15,10.91,1499.24235796775
"13",13,"2016-11-23","","POR","W",137,125,48,90,0.533,21,36,0.583,20,27,0.741,9,41,30,6,4,10,15,14.0111111111111,2367.40972968033,47,90,0.522,13,29,0.448,18,19,0.947,9,38,27,6,6,9,23,13.65,1503.80584539677
"14",14,"2016-11-25","","DAL","W",128,90,43,85,0.506,20,43,0.465,22,24,0.917,9,47,30,9,3,14,16,11.5818181818182,2395.30088727489,37,91,0.407,8,35,0.229,8,12,0.667,11,39,29,5,4,13,21,11.1,1366.5819077522
"15",15,"2016-11-27","@","PHI","W",112,108,38,92,0.413,12,40,0.3,24,28,0.857,14,46,19,5,3,9,14,15.4142857142857,2400.28689587008,43,92,0.467,15,34,0.441,7,10,0.7,13,50,29,5,5,16,24,11.84,469.307071914012
"16",16,"2016-11-29","@","MIL","L",101,118,32,75,0.427,14,39,0.359,23,31,0.742,7,35,17,7,6,19,19,11.7545454545455,2400.41477347908,46,86,0.535,7,19,0.368,19,23,0.826,10,43,27,15,6,17,22,13.2666666666667,1094.43379988293
"17",17,"2016-12-01","","LAC","L",94,113,28,69,0.406,9,24,0.375,29,39,0.744,6,36,12,5,3,18,24,14.0333333333333,2391.30717448222,42,89,0.472,13,31,0.419,16,24,0.667,14,47,33,7,3,11,32,14.1777777777778,2211.6171142209
"18",18,"2016-12-02","@","CHI","L",105,111,45,83,0.542,10,26,0.385,5,10,0.5,6,33,30,5,1,18,15,15.35,2390.90472423873,47,96,0.49,3,18,0.167,14,17,0.824,16,49,31,11,4,12,16,13.9857142857143,1871.51269563616
"19",19,"2016-12-05","@","TOR","W",116,112,40,84,0.476,14,32,0.438,22,27,0.815,13,48,21,4,3,14,21,14.0555555555556,2399.62581005438,38,88,0.432,13,32,0.406,23,27,0.852,10,33,22,8,5,7,22,13.2555555555556,2001.14467119859
"20",20,"2016-12-07","@","NYK","W",126,94,39,80,0.488,22,40,0.55,26,31,0.839,10,46,23,11,4,12,18,12.81,2420.93169293749,35,87,0.402,11,31,0.355,13,15,0.867,13,43,22,6,3,16,22,10.0916666666667,939.735511912974
"21",21,"2016-12-09","","MIA","W",114,84,46,83,0.554,9,24,0.375,13,19,0.684,11,47,23,7,9,11,16,13.2444444444444,2445.1625049989,31,90,0.344,6,27,0.222,16,21,0.762,23,46,18,6,3,13,18,12.7625,1503.93859685691
"22",22,"2016-12-10","","CHO","W",116,105,42,73,0.575,13,31,0.419,19,28,0.679,7,40,25,8,2,17,24,14.575,2459.14797881543,39,86,0.453,10,27,0.37,17,24,0.708,12,39,24,5,0,14,24,12.8,1394.79919667311
"23",23,"2016-12-13","","MEM","W",103,86,37,81,0.457,12,31,0.387,17,23,0.739,10,46,21,8,4,17,16,13.0125,2474.99807022778,35,86,0.407,4,22,0.182,12,15,0.8,11,43,19,10,6,15,23,8.14,1492.64971802515
"24",24,"2016-12-14","@","MEM","L",85,93,28,75,0.373,9,25,0.36,20,31,0.645,7,40,10,11,2,12,16,6.44,2474.52579344434,35,81,0.432,12,23,0.522,11,16,0.688,14,55,22,10,2,17,27,9.97,1493.12199480859
"25",25,"2016-12-17","","LAL","W",119,108,46,89,0.517,15,33,0.455,12,18,0.667,11,44,30,8,3,8,12,15.35,2482.7490083393,41,86,0.477,16,37,0.432,10,13,0.769,10,41,30,3,2,11,16,11.7857142857143,468.690462099091
"26",26,"2016-12-20","@","MIL","W",114,108,37,91,0.407,17,40,0.425,23,27,0.852,9,43,19,5,2,10,21,12.2,2490.10030595138,40,87,0.46,7,27,0.259,21,29,0.724,11,51,22,6,6,14,21,12.7666666666667,1096.62164280938
"27",27,"2016-12-21","","MIL","W",113,102,43,87,0.494,15,27,0.556,12,19,0.632,9,42,30,3,7,11,20,11.7222222222222,2500.13113943033,36,77,0.468,9,22,0.409,21,29,0.724,6,39,24,7,8,8,21,12.2363636363636,1086.59080933043
"28",28,"2016-12-23","","BRK","W",119,99,45,99,0.455,8,35,0.229,21,24,0.875,11,51,28,12,4,11,20,11.6454545454545,2513.1126400761,38,85,0.447,8,30,0.267,15,18,0.833,7,44,22,6,7,19,22,10.2666666666667,682.706319040676
"29",29,"2016-12-25","","GSW","W",109,108,37,95,0.389,12,35,0.343,23,32,0.719,18,44,20,14,2,12,19,14.8625,2514.02118416245,37,77,0.481,9,30,0.3,25,29,0.862,5,42,25,8,4,19,24,16.6,2988.40860185736
"30",30,"2016-12-26","@","DET","L",90,106,30,79,0.38,11,28,0.393,19,23,0.826,10,47,19,8,3,21,23,10,2513.21655963076,41,92,0.446,16,28,0.571,8,15,0.533,10,45,25,12,4,12,19,12.4333333333333,1473.34466322684
"31",31,"2016-12-29","","BOS","W",124,118,43,83,0.518,14,38,0.368,24,33,0.727,13,46,29,7,3,18,16,14.8625,2522.66776449205,43,85,0.506,12,37,0.324,20,21,0.952,6,29,26,15,4,11,23,12.94,1856.42633651652
"32",32,"2016-12-31","@","CHO","W",121,109,43,85,0.506,14,31,0.452,21,25,0.84,8,35,17,6,1,6,17,11.4777777777778,2538.03889655266,40,78,0.513,9,24,0.375,20,23,0.87,10,39,24,3,7,11,19,13.1444444444444,1347.84741831789
"33",33,"2017-01-02","","NOP","W",90,82,34,90,0.378,6,31,0.194,16,22,0.727,11,56,16,9,4,11,13,11.4777777777778,2546.29480626315,32,88,0.364,11,26,0.423,7,10,0.7,8,45,26,6,6,13,18,12.7555555555556,1131.32297964483
"34",34,"2017-01-04","","CHI","L",94,106,34,83,0.41,8,25,0.32,18,24,0.75,16,44,13,6,2,15,16,9.31111111111111,2545.73548183006,41,85,0.482,13,30,0.433,11,15,0.733,12,43,23,8,3,12,18,12.3333333333333,1934.53840394457
"35",35,"2017-01-06","@","BRK","W",116,108,38,88,0.432,9,33,0.273,31,43,0.721,5,46,19,14,3,12,16,13.5777777777778,2552.90736838796,41,91,0.451,9,30,0.3,17,19,0.895,10,52,21,6,1,19,34,11.15,623.718984992877
"36",36,"2017-01-08","@","PHO","W",120,116,44,82,0.537,15,34,0.441,17,19,0.895,13,38,15,8,5,20,12,14.8625,2558.20093347589,46,87,0.529,9,27,0.333,15,19,0.789,13,36,23,12,7,14,19,12.675,810.930685094954
"37",37,"2017-01-10","@","UTA","L",92,100,31,85,0.365,9,31,0.29,21,25,0.84,13,42,15,6,2,16,19,15.3625,2557.49834923293,38,79,0.481,13,34,0.382,11,19,0.579,11,46,22,8,4,18,21,14.475,1789.37044604529
"38",38,"2017-01-11","@","POR","L",86,102,28,82,0.341,9,30,0.3,21,28,0.75,13,48,14,5,4,15,20,13.26,2556.53934813861,40,93,0.43,10,30,0.333,12,16,0.75,13,51,29,6,9,9,17,14.275,1483.64294481575
"39",39,"2017-01-13","@","SAC","W",120,108,44,87,0.506,15,37,0.405,17,22,0.773,10,39,27,11,3,12,20,14.3444444444444,2567.19503412407,42,80,0.525,9,25,0.36,15,19,0.789,11,42,23,7,5,21,22,13.6625,1066.38148094343
"40",40,"2017-01-16","@","GSW","L",91,126,31,88,0.352,9,34,0.265,20,27,0.741,7,35,11,7,4,15,21,14.3444444444444,2535.79394893097,46,91,0.505,15,34,0.441,19,24,0.792,11,58,37,10,11,16,22,15.4666666666667,3086.64638799687
