"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"1",1,"2016-10-25","","SAS","L",100,129,40,85,0.471,7,33,0.212,13,18,0.722,8,35,24,11,6,16,19,15.4666666666667,2614.68004274305,47,98,0.48,12,24,0.5,23,26,0.885,21,55,25,13,3,13,19,12.48,2439.62019828784
"2",2,"2016-10-28","@","NOP","W",122,114,44,91,0.484,9,28,0.321,25,28,0.893,9,49,32,8,2,14,22,17.8142857142857,2623.33079582751,47,100,0.47,5,22,0.227,15,23,0.652,12,49,29,8,5,13,24,11.6555555555556,1233.14901712248
"3",3,"2016-10-30","@","PHO","W",106,100,35,83,0.422,8,29,0.276,28,33,0.848,7,43,27,6,5,15,23,16.3875,2630.11693007956,37,90,0.411,8,23,0.348,18,25,0.72,11,50,19,10,6,11,26,12.5222222222222,1018.10853220389
"4",4,"2016-11-01","@","POR","W",127,104,50,89,0.562,10,26,0.385,17,23,0.739,7,45,36,14,4,16,19,15.4666666666667,2649.34494045132,37,86,0.43,14,39,0.359,16,21,0.762,6,32,23,12,4,18,17,12.59,1515.96583192341
"5",5,"2016-11-03","","OKC","W",122,96,46,89,0.517,14,30,0.467,16,20,0.8,15,46,27,9,14,15,18,15.0666666666667,2674.11187175374,35,87,0.402,10,27,0.37,16,28,0.571,13,41,20,8,6,16,20,10.54,2057.53537855409
"6",6,"2016-11-04","@","LAL","L",97,117,39,86,0.453,5,32,0.156,14,20,0.7,9,40,26,13,3,20,13,15.0666666666667,2674.11236704781,45,95,0.474,8,30,0.267,19,21,0.905,16,51,26,9,5,16,19,11.7333333333333,678.103717787977
"7",7,"2016-11-07","","NOP","W",116,106,45,90,0.5,16,35,0.457,10,12,0.833,10,38,35,14,4,15,17,15.4666666666667,2683.29911035843,39,80,0.488,7,21,0.333,21,27,0.778,11,43,26,8,1,19,16,11.5111111111111,1191.46407379167
"8",8,"2016-11-09","","DAL","W",116,95,43,74,0.581,17,33,0.515,13,22,0.591,5,39,33,3,5,15,22,13.4818181818182,2699.81684905131,34,86,0.395,6,28,0.214,21,28,0.75,13,42,20,10,2,7,20,10.1625,1454.10596936666
"9",9,"2016-11-10","@","DEN","W",125,101,46,85,0.541,14,30,0.467,19,20,0.95,9,44,33,15,6,15,18,13.8,2716.40854261646,38,94,0.404,13,36,0.361,12,17,0.706,17,44,26,7,3,18,18,13.2,1127.64320161986
"10",10,"2016-11-13","","PHO","W",133,120,45,87,0.517,16,33,0.485,27,31,0.871,8,43,32,8,7,16,20,16.1625,2726.34512542434,46,90,0.511,8,24,0.333,20,26,0.769,8,38,27,10,3,13,29,10.92,973.870125461252
"11",11,"2016-11-16","@","TOR","W",127,121,44,87,0.506,13,36,0.361,26,28,0.929,7,35,33,9,7,12,25,15.2666666666667,2735.63407937459,37,82,0.451,10,25,0.4,37,41,0.902,13,46,16,8,1,14,22,12.67,1905.14680584324
"12",12,"2016-11-18","@","BOS","W",104,88,44,90,0.489,9,28,0.321,7,12,0.583,9,50,33,10,7,11,20,15.2666666666667,2751.54771532638,31,83,0.373,11,32,0.344,15,19,0.789,7,43,19,6,3,13,12,9.8,1770.45887676809
"13",13,"2016-11-19","@","MIL","W",124,121,42,95,0.442,14,38,0.368,26,32,0.813,18,45,30,8,5,12,25,15.2666666666667,2756.35214496915,46,89,0.517,10,20,0.5,19,25,0.76,10,41,27,7,1,13,23,12.59,1087.8555161245
"14",14,"2016-11-21","@","IND","W",120,83,40,90,0.444,13,36,0.361,27,32,0.844,12,60,31,9,10,12,17,13.8,2783.2156120692,33,103,0.32,6,23,0.261,11,12,0.917,15,49,13,5,4,11,23,9.3625,1609.88709494986
"15",15,"2016-11-23","","LAL","W",149,106,53,86,0.616,19,36,0.528,24,35,0.686,6,48,47,7,5,10,20,14.38,2803.59165636727,40,93,0.43,8,20,0.4,18,22,0.818,7,37,22,5,1,11,25,8.96,613.683652604733
