"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","EFF","ELO","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","EFF_opp","ELO_opp"
"1",1,"2015-10-28","","SAS","W",112,106,42,86,0.488,7,19,0.368,21,22,0.955,11,45,21,7,4,19,19,14.4555555555556,1570.23849037229,45,93,0.484,5,15,0.333,11,13,0.846,7,36,22,11,9,13,18,14.17,1660.40543462771
"2",2,"2015-10-30","@","ORL","W",139,136,50,110,0.455,8,27,0.296,31,38,0.816,22,62,19,8,9,20,28,13.38,1577.63488931708,47,106,0.443,12,33,0.364,30,38,0.789,14,49,25,10,10,16,31,12.7333333333333,1347.57509841265
"3",3,"2015-11-01","","DEN","W",117,93,45,86,0.523,13,25,0.52,14,18,0.778,13,50,32,9,10,19,23,13.38,1599.11310822404,35,92,0.38,9,26,0.346,14,19,0.737,14,35,20,8,3,13,17,12.24,1421.10291511874
"4",4,"2015-11-02","@","HOU","L",105,110,40,84,0.476,10,23,0.435,15,22,0.682,14,55,17,7,9,24,24,14.4222222222222,1591.87054650747,41,89,0.461,9,29,0.31,19,29,0.655,7,34,22,18,7,12,22,13.4,1580.41073979305
"5",5,"2015-11-04","","TOR","L",98,103,39,82,0.476,8,23,0.348,12,14,0.857,11,41,26,8,10,19,29,14.5,1585.49353792886,33,79,0.418,5,14,0.357,32,39,0.821,12,45,12,14,3,14,16,13.2444444444444,1554.35924677068
"6",6,"2015-11-05","@","CHI","L",98,104,38,84,0.452,5,13,0.385,17,20,0.85,9,44,21,2,8,9,18,15.7625,1579.99613655952,40,90,0.444,7,18,0.389,17,21,0.81,11,47,20,3,7,6,17,12.55,1585.29377736631
"7",7,"2015-11-08","","PHO","W",124,103,49,94,0.521,4,20,0.2,22,30,0.733,17,52,26,14,8,15,25,13.11,1598.65157823999,38,84,0.452,7,16,0.438,20,26,0.769,7,33,18,7,1,23,25,12.6,1463.16158022838
"8",8,"2015-11-10","@","WAS","W",125,101,44,86,0.512,15,23,0.652,22,29,0.759,10,53,27,4,2,12,22,12.2818181818182,1620.13005471524,38,97,0.392,5,24,0.208,20,26,0.769,12,41,17,8,5,8,22,10,1496.66051184524
"9",9,"2015-11-13","","PHI","W",102,85,39,97,0.402,8,25,0.32,16,21,0.762,16,55,20,9,13,13,19,10.84,1639.13542936607,30,86,0.349,5,17,0.294,20,28,0.714,12,43,16,11,7,17,17,9.8,1187.04393111744
"10",10,"2015-11-15","","BOS","L",85,100,28,77,0.364,6,25,0.24,23,29,0.793,10,34,18,10,6,18,20,10.84,1628.44183765617,39,82,0.476,9,23,0.391,13,20,0.65,12,47,25,12,7,18,26,13.5555555555556,1555.18155086103
