Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
34,34,1/8/16,@,MIN,W,125,99,43,81,0.531,13,27,0.481,26,29,0.897,10,43,23,8,5,11,19,,36,79,0.456,7,16,0.438,20,26,0.769,7,33,24,8,2,12,21
35,35,1/10/16,@,PHI,W,95,85,35,90,0.389,9,32,0.281,16,23,0.696,13,51,20,9,2,10,16,,35,77,0.455,6,18,0.333,9,19,0.474,7,48,22,6,7,19,18
36,36,1/12/16,@,DAL,W,110,107,40,97,0.412,17,44,0.386,13,16,0.813,17,46,28,12,4,9,21,,39,79,0.494,11,28,0.393,18,22,0.818,7,44,25,4,7,16,16
37,37,1/14/16,@,SAS,L,95,99,38,82,0.463,10,26,0.385,9,11,0.818,9,43,15,4,2,17,23,,38,83,0.458,5,17,0.294,18,22,0.818,11,45,17,6,7,11,16
38,38,1/15/16,@,HOU,W,91,77,34,87,0.391,8,35,0.229,15,23,0.652,17,49,19,10,6,14,24,,26,74,0.351,6,25,0.24,19,29,0.655,10,40,15,10,6,18,20
39,39,1/18/16,,GSW,L,98,132,37,77,0.481,7,19,0.368,17,25,0.68,8,36,22,3,4,15,25,,46,85,0.541,19,40,0.475,21,27,0.778,6,37,33,7,2,8,25
40,40,1/20/16,@,BRK,W,91,78,36,77,0.468,5,17,0.294,14,20,0.7,6,45,15,6,3,13,13,,35,84,0.417,4,19,0.211,4,8,0.5,9,39,20,4,4,12,16
41,41,1/21/16,,LAC,W,115,102,42,83,0.506,13,28,0.464,18,24,0.75,14,47,29,5,2,13,31,,36,80,0.45,6,25,0.24,24,36,0.667,8,35,19,9,3,9,21
42,42,1/23/16,,CHI,L,83,96,35,94,0.372,4,24,0.167,9,22,0.409,16,48,17,5,5,4,18,,38,87,0.437,7,17,0.412,13,15,0.867,13,53,21,2,5,7,18
43,43,1/25/16,,MIN,W,114,107,45,89,0.506,11,31,0.355,13,20,0.65,12,43,30,7,3,15,18,,41,84,0.488,4,16,0.25,21,23,0.913,8,38,28,10,2,10,24
44,44,1/27/16,,PHO,W,115,93,45,81,0.556,11,28,0.393,14,16,0.875,10,37,34,12,3,13,17,,33,70,0.471,8,20,0.4,19,25,0.76,12,34,25,6,2,22,17
45,45,1/29/16,@,DET,W,114,106,39,83,0.47,9,23,0.391,27,29,0.931,10,47,20,4,1,7,25,,40,84,0.476,7,23,0.304,19,26,0.731,9,39,20,5,4,9,24
46,46,1/30/16,,SAS,W,117,103,45,82,0.549,9,23,0.391,18,21,0.857,10,43,24,4,4,9,21,,40,81,0.494,6,18,0.333,17,21,0.81,8,32,20,2,2,6,19
47,47,2/1/16,@,IND,W,111,106,44,88,0.5,7,22,0.318,16,23,0.696,10,45,22,8,3,16,19,,43,101,0.426,8,27,0.296,12,14,0.857,17,44,24,11,7,16,23
48,48,2/3/16,@,CHO,L,97,106,38,83,0.458,10,28,0.357,11,14,0.786,3,28,16,9,5,7,19,,39,79,0.494,9,27,0.333,19,23,0.826,11,49,26,4,3,14,14
49,49,2/5/16,,BOS,L,103,104,37,87,0.425,8,30,0.267,21,35,0.6,15,47,21,8,6,14,25,,38,88,0.432,7,20,0.35,21,25,0.84,11,49,21,6,5,15,27
50,50,2/6/16,,NOP,W,99,84,39,90,0.433,14,41,0.341,7,7,1,10,49,21,6,6,12,17,,34,87,0.391,5,23,0.217,11,16,0.688,13,42,18,5,2,8,16
51,51,2/8/16,,SAC,W,120,100,45,94,0.479,16,35,0.457,14,19,0.737,12,53,27,7,5,14,25,,36,82,0.439,9,23,0.391,19,29,0.655,8,44,28,11,4,17,23
52,52,2/10/16,,LAL,W,120,111,48,94,0.511,13,31,0.419,11,18,0.611,13,46,26,6,1,6,20,,38,86,0.442,13,28,0.464,22,27,0.815,11,44,16,5,3,11,19
53,53,2/18/16,,CHI,W,106,95,42,91,0.462,7,24,0.292,15,17,0.882,11,52,21,8,8,10,22,,37,93,0.398,8,21,0.381,13,22,0.591,15,49,12,4,4,13,19
54,54,2/21/16,@,OKC,W,115,92,41,80,0.513,10,23,0.435,23,27,0.852,13,49,25,4,1,12,21,,37,90,0.411,5,21,0.238,13,19,0.684,14,39,22,9,7,10,23
55,55,2/22/16,,DET,L,88,96,34,79,0.43,8,26,0.308,12,13,0.923,5,40,19,8,2,17,21,,37,80,0.463,8,25,0.32,14,21,0.667,6,43,17,10,3,13,15
56,56,2/24/16,,CHO,W,114,103,45,91,0.495,13,32,0.406,11,17,0.647,12,47,26,11,1,9,20,,37,76,0.487,10,29,0.345,19,27,0.704,8,43,23,7,2,14,20
57,57,2/26/16,@,TOR,L,97,99,35,74,0.473,12,24,0.5,15,21,0.714,10,39,21,4,0,14,26,,37,73,0.507,6,17,0.353,19,26,0.731,5,34,18,6,0,11,23
58,58,2/28/16,@,WAS,L,99,113,32,80,0.4,9,29,0.31,26,30,0.867,6,39,20,6,2,14,26,,39,79,0.494,11,31,0.355,24,34,0.706,6,45,28,6,2,13,26
59,59,2/29/16,,IND,W,100,96,35,83,0.422,9,29,0.31,21,25,0.84,9,40,22,4,2,11,15,,37,80,0.463,8,18,0.444,14,15,0.933,9,36,23,8,11,11,23
60,60,3/4/16,,WAS,W,108,83,42,90,0.467,12,27,0.444,12,16,0.75,8,47,24,9,5,9,19,,32,81,0.395,3,20,0.15,16,24,0.667,10,47,14,2,5,16,19
61,61,3/5/16,,BOS,W,120,103,42,82,0.512,10,30,0.333,26,34,0.765,15,47,27,8,4,15,21,,37,80,0.463,10,23,0.435,19,27,0.704,10,37,17,8,1,14,22
62,62,3/7/16,,MEM,L,103,106,36,80,0.45,7,29,0.241,24,29,0.828,13,49,23,9,7,25,22,,41,86,0.477,6,20,0.3,18,22,0.818,9,35,23,16,8,16,26
63,63,3/9/16,@,SAC,W,120,111,39,90,0.433,13,44,0.295,29,35,0.829,15,51,17,5,1,13,21,,40,84,0.476,8,22,0.364,23,32,0.719,5,38,20,8,2,9,27
64,64,3/10/16,@,LAL,W,120,108,45,85,0.529,16,35,0.457,14,20,0.7,9,38,22,4,6,8,20,,42,80,0.525,7,22,0.318,17,21,0.81,4,34,18,8,4,10,22
65,65,3/13/16,@,LAC,W,114,90,41,84,0.488,18,37,0.486,14,20,0.7,9,49,23,3,4,8,19,,32,79,0.405,10,32,0.313,16,19,0.842,5,34,23,5,4,10,23
66,66,3/14/16,@,UTA,L,85,94,35,88,0.398,10,43,0.233,5,8,0.625,13,39,18,6,3,8,16,,35,71,0.493,12,27,0.444,12,14,0.857,8,40,20,3,4,12,15
67,67,3/16/16,,DAL,W,99,98,39,88,0.443,10,37,0.27,11,13,0.846,13,48,21,9,4,16,19,,37,79,0.468,7,22,0.318,17,19,0.895,4,32,24,6,7,10,18
68,68,3/18/16,@,ORL,W,109,103,38,76,0.5,13,28,0.464,20,27,0.741,9,41,23,7,4,19,21,,37,82,0.451,11,22,0.5,18,22,0.818,9,36,24,12,4,13,24
69,69,3/19/16,@,MIA,L,101,122,40,76,0.526,10,24,0.417,11,13,0.846,3,26,19,6,3,14,22,,46,84,0.548,11,19,0.579,19,23,0.826,13,42,29,7,5,11,14
70,70,3/21/16,,DEN,W,124,91,48,86,0.558,15,31,0.484,13,17,0.765,8,43,38,10,4,12,19,,32,81,0.395,8,22,0.364,19,25,0.76,10,35,19,10,4,16,16
71,71,3/23/16,,MIL,W,113,104,40,83,0.482,10,34,0.294,23,27,0.852,17,42,29,6,8,12,17,,43,80,0.538,7,16,0.438,11,15,0.733,10,31,23,8,4,14,24
72,72,3/24/16,@,BRK,L,95,104,39,89,0.438,10,38,0.263,7,9,0.778,11,45,22,3,2,14,20,,41,89,0.461,8,22,0.364,14,19,0.737,10,46,28,10,5,9,16
73,73,3/26/16,@,NYK,W,107,93,37,83,0.446,14,34,0.412,19,25,0.76,15,53,21,6,5,9,23,,33,79,0.418,8,23,0.348,19,28,0.679,10,41,20,5,0,8,23
74,74,3/29/16,,HOU,L,100,106,31,86,0.36,14,40,0.35,24,28,0.857,10,38,21,5,5,11,31,,38,79,0.481,9,25,0.36,21,42,0.5,14,55,23,7,5,14,24
75,75,3/31/16,,BRK,W,107,87,38,87,0.437,12,38,0.316,19,24,0.792,9,50,29,10,7,17,17,,35,94,0.372,4,21,0.19,13,21,0.619,13,55,26,12,4,17,19
76,76,4/1/16,@,ATL,W,110,108,39,98,0.398,12,38,0.316,20,31,0.645,11,57,27,9,6,12,23,,38,95,0.4,9,30,0.3,23,26,0.885,5,48,25,5,8,15,27
77,77,4/3/16,,CHO,W,112,103,45,83,0.542,16,29,0.552,6,13,0.462,15,46,34,7,1,17,19,,34,76,0.447,9,26,0.346,26,27,0.963,11,35,23,15,4,15,13
78,78,4/5/16,@,MIL,W,109,80,41,75,0.547,18,36,0.5,9,10,0.9,2,41,30,4,8,16,14,,35,88,0.398,4,16,0.25,6,12,0.5,12,41,20,7,1,10,14
79,79,4/6/16,@,IND,L,109,123,35,74,0.473,8,29,0.276,31,34,0.912,7,33,15,7,3,10,19,,45,80,0.563,16,31,0.516,17,22,0.773,9,38,25,9,1,14,24
80,80,4/9/16,@,CHI,L,102,105,36,83,0.434,19,40,0.475,11,18,0.611,12,42,24,5,5,15,18,,40,89,0.449,8,24,0.333,17,21,0.81,13,45,19,8,6,12,22
81,81,4/11/16,,ATL,W,109,94,40,83,0.482,11,29,0.379,18,20,0.9,9,47,17,9,4,15,14,,39,87,0.448,8,30,0.267,8,15,0.533,10,42,23,8,6,15,18
82,82,4/13/16,,DET,L,110,112,46,97,0.474,7,18,0.389,11,15,0.733,8,43,21,4,7,10,23,,37,85,0.435,16,33,0.485,22,28,0.786,9,47,24,5,11,12,15
