Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,10/27/15,@,CHI,L,95,97,38,94,0.404,9,29,0.31,10,17,0.588,11,50,26,5,7,10,21,,37,87,0.425,7,19,0.368,16,23,0.696,7,47,13,6,10,13,22
2,2,10/28/15,@,MEM,W,106,76,41,84,0.488,13,29,0.448,11,17,0.647,12,54,29,7,2,19,25,,29,82,0.354,2,16,0.125,16,22,0.727,11,40,15,8,3,16,18
3,3,10/30/15,,MIA,W,102,92,39,86,0.453,6,25,0.24,18,21,0.857,14,49,25,4,4,11,19,,33,77,0.429,6,21,0.286,20,22,0.909,6,38,21,5,7,13,20
4,4,11/2/15,@,PHI,W,107,100,42,81,0.519,8,22,0.364,15,20,0.75,7,43,28,5,9,16,19,,38,85,0.447,7,24,0.292,17,23,0.739,9,37,22,7,5,13,18
5,5,11/4/15,,NYK,W,96,86,33,83,0.398,7,27,0.259,23,32,0.719,9,48,21,5,2,11,12,,33,84,0.393,8,24,0.333,12,15,0.8,9,40,16,6,7,12,23
6,6,11/6/15,,PHI,W,108,102,45,88,0.511,10,26,0.385,8,12,0.667,11,45,29,9,0,17,20,,41,79,0.519,10,23,0.435,10,15,0.667,7,38,23,9,4,16,18
7,7,11/8/15,,IND,W,101,97,38,83,0.458,8,24,0.333,17,25,0.68,11,48,25,5,4,10,20,,39,90,0.433,6,18,0.333,13,19,0.684,12,47,22,5,4,7,20
8,8,11/10/15,,UTA,W,118,114,37,74,0.5,11,24,0.458,33,43,0.767,11,35,24,9,6,16,21,,40,82,0.488,10,22,0.455,24,28,0.857,13,37,30,11,0,16,35
9,9,11/13/15,@,NYK,W,90,84,33,78,0.423,6,28,0.214,18,31,0.581,12,49,12,6,1,12,19,,29,79,0.367,9,27,0.333,17,21,0.81,10,46,16,7,4,14,26
10,10,11/14/15,@,MIL,L,105,108,37,91,0.407,14,38,0.368,17,27,0.63,14,54,21,6,8,20,24,,43,102,0.422,6,16,0.375,16,22,0.727,15,51,20,6,9,12,25
11,11,11/17/15,@,DET,L,99,104,38,80,0.475,11,33,0.333,12,20,0.6,3,40,21,8,2,14,25,,36,84,0.429,7,21,0.333,25,31,0.806,11,48,20,11,1,13,15
12,12,11/19/15,,MIL,W,115,100,40,71,0.563,11,24,0.458,24,30,0.8,13,43,29,3,2,17,24,,38,73,0.521,3,8,0.375,21,26,0.808,6,22,22,8,2,11,29
13,13,11/21/15,,ATL,W,109,97,41,85,0.482,11,29,0.379,16,19,0.842,11,51,27,4,8,14,22,,32,86,0.372,11,28,0.393,22,25,0.88,12,38,22,10,4,12,20
14,14,11/23/15,,ORL,W,117,103,43,81,0.531,18,35,0.514,13,22,0.591,8,41,34,5,3,10,15,,40,81,0.494,10,22,0.455,13,21,0.619,9,39,25,6,6,10,21
15,15,11/25/15,@,TOR,L,99,103,36,82,0.439,14,29,0.483,13,16,0.813,9,42,22,4,2,10,20,,40,79,0.506,11,25,0.44,12,22,0.545,6,40,14,8,5,9,15
16,16,11/27/15,@,CHO,W,95,90,34,81,0.42,8,25,0.32,19,25,0.76,12,50,17,3,2,16,22,,33,80,0.413,5,25,0.2,19,25,0.76,7,38,20,7,7,11,25
17,17,11/28/15,,BRK,W,90,88,35,87,0.402,9,27,0.333,11,17,0.647,12,49,20,9,11,19,19,,33,81,0.407,4,17,0.235,18,24,0.75,8,46,21,9,4,16,18
18,18,12/1/15,,WAS,L,85,97,28,83,0.337,9,30,0.3,20,23,0.87,10,47,15,8,3,18,18,,39,83,0.47,7,28,0.25,12,16,0.75,2,39,23,7,5,12,23
19,19,12/4/15,@,NOP,L,108,114,39,89,0.438,10,33,0.303,20,24,0.833,12,43,18,8,1,14,26,,42,85,0.494,9,25,0.36,21,31,0.677,11,46,25,10,2,15,25
20,20,12/5/15,@,MIA,L,84,99,31,85,0.365,6,28,0.214,16,24,0.667,11,36,14,8,1,14,26,,37,68,0.544,7,16,0.438,18,29,0.621,3,41,21,5,9,15,25
21,21,12/8/15,,POR,W,105,100,40,79,0.506,9,21,0.429,16,20,0.8,6,30,18,10,4,8,18,,40,79,0.506,11,26,0.423,9,16,0.563,10,36,21,3,2,18,25
22,22,12/11/15,@,ORL,W,111,76,41,72,0.569,11,21,0.524,18,27,0.667,9,45,28,12,0,18,19,,28,72,0.389,6,22,0.273,14,20,0.7,6,30,16,8,3,19,24
23,23,12/15/15,@,BOS,W,89,77,36,78,0.462,8,23,0.348,9,10,0.9,6,46,17,5,7,14,17,,28,87,0.322,9,32,0.281,12,14,0.857,12,41,18,6,6,10,11
24,24,12/17/15,,OKC,W,104,100,41,88,0.466,12,29,0.414,10,13,0.769,16,42,29,6,1,16,22,,35,74,0.473,6,20,0.3,24,28,0.857,9,36,23,7,7,12,20
25,25,12/20/15,,PHI,W,108,86,40,85,0.471,11,25,0.44,17,21,0.81,6,40,25,11,6,10,19,,30,86,0.349,5,24,0.208,21,30,0.7,16,49,15,6,2,19,22
26,26,12/23/15,,NYK,W,91,84,32,83,0.386,5,22,0.227,22,25,0.88,14,48,23,6,4,7,15,,32,82,0.39,5,16,0.313,15,16,0.938,9,44,19,5,7,11,17
27,27,12/25/15,@,GSW,L,83,89,30,95,0.316,5,30,0.167,18,25,0.72,17,55,12,6,4,11,22,,32,78,0.41,5,18,0.278,20,27,0.741,8,49,21,7,10,16,19
28,28,12/26/15,@,POR,L,76,105,28,77,0.364,11,31,0.355,9,15,0.6,9,42,21,4,2,17,20,,41,89,0.461,9,22,0.409,14,19,0.737,10,49,28,9,3,8,12
29,29,12/28/15,@,PHO,W,101,97,33,71,0.465,17,41,0.415,18,25,0.72,10,37,21,8,8,17,18,,36,79,0.456,11,25,0.44,14,20,0.7,14,44,20,8,1,16,23
30,30,12/29/15,@,DEN,W,93,87,38,86,0.442,4,22,0.182,13,22,0.591,9,44,17,12,3,12,16,,37,89,0.416,5,24,0.208,8,11,0.727,12,52,18,8,6,18,19
31,31,1/2/16,,ORL,W,104,79,34,82,0.415,12,37,0.324,24,39,0.615,12,53,24,6,1,4,17,,29,76,0.382,6,25,0.24,15,17,0.882,5,45,16,1,2,14,29
32,32,1/4/16,,TOR,W,122,100,41,74,0.554,17,33,0.515,23,26,0.885,11,40,25,6,4,13,22,,36,73,0.493,8,19,0.421,20,29,0.69,8,26,24,9,5,9,19
33,33,1/6/16,@,WAS,W,121,115,48,89,0.539,12,29,0.414,13,19,0.684,13,44,16,9,3,10,20,,42,76,0.553,14,24,0.583,17,27,0.63,5,33,31,7,1,12,18
