"","V1"
"ATL_ATL",NA
"ATL_BOS",0.667
"ATL_BRK",0.5
"ATL_CHI",0.75
"ATL_CHO",0.25
"ATL_CLE",0.75
"ATL_DAL",1
"ATL_DEN",1
"ATL_DET",0.333
"ATL_GSW",0
"ATL_HOU",1
"ATL_IND",0.333
"ATL_LAC",0
"ATL_LAL",0
"ATL_MEM",0.5
"ATL_MIA",0.5
"ATL_MIL",0.75
"ATL_MIN",0
"ATL_NOP",0.5
"ATL_NYK",0.75
"ATL_OKC",0.5
"ATL_ORL",0.5
"ATL_PHI",1
"ATL_PHO",0.5
"ATL_POR",0.5
"ATL_SAC",0.5
"ATL_SAS",0.5
"ATL_TOR",0.667
"ATL_UTA",0
"ATL_WAS",0.25
"BOS_ATL",0.333
"BOS_BOS",NA
"BOS_BRK",1
"BOS_CHI",0.5
"BOS_CHO",1
"BOS_CLE",0.25
"BOS_DAL",1
"BOS_DEN",0
"BOS_DET",0.75
"BOS_GSW",0.5
"BOS_HOU",0.5
"BOS_IND",1
"BOS_LAC",0.5
"BOS_LAL",1
"BOS_MEM",1
"BOS_MIA",1
"BOS_MIL",0.667
"BOS_MIN",1
"BOS_NOP",0.5
"BOS_NYK",0.75
"BOS_OKC",0
"BOS_ORL",1
"BOS_PHI",0.75
"BOS_PHO",0.5
"BOS_POR",0.5
"BOS_SAC",0.5
"BOS_SAS",0
"BOS_TOR",0.25
"BOS_UTA",1
"BOS_WAS",0.5
"BRK_ATL",0.5
"BRK_BOS",0
"BRK_BRK",NA
"BRK_CHI",0.25
"BRK_CHO",0.25
"BRK_CLE",0
"BRK_DAL",0
"BRK_DEN",0.5
"BRK_DET",0.667
"BRK_GSW",0
"BRK_HOU",0
"BRK_IND",0.25
"BRK_LAC",0.5
"BRK_LAL",0.5
"BRK_MEM",0.5
"BRK_MIA",0
"BRK_MIL",0
"BRK_MIN",0.5
"BRK_NOP",0.5
"BRK_NYK",0.5
"BRK_OKC",0
"BRK_ORL",0.333
"BRK_PHI",0.25
"BRK_PHO",1
"BRK_POR",0
"BRK_SAC",0.5
"BRK_SAS",0
"BRK_TOR",0
"BRK_UTA",0
"BRK_WAS",0
"CHI_ATL",0.25
"CHI_BOS",0.5
"CHI_BRK",0.75
"CHI_CHI",NA
"CHI_CHO",0.667
"CHI_CLE",1
"CHI_DAL",0
"CHI_DEN",0
"CHI_DET",0.5
"CHI_GSW",0.5
"CHI_HOU",0
"CHI_IND",0.5
"CHI_LAC",0
"CHI_LAL",0.5
"CHI_MEM",0.5
"CHI_MIA",0.667
"CHI_MIL",0.25
"CHI_MIN",0
"CHI_NOP",1
"CHI_NYK",0
"CHI_OKC",0.5
"CHI_ORL",0.75
"CHI_PHI",0.75
"CHI_PHO",0.5
"CHI_POR",0.5
"CHI_SAC",1
"CHI_SAS",0.5
"CHI_TOR",0.667
"CHI_UTA",1
"CHI_WAS",0.25
"CHO_ATL",0.75
"CHO_BOS",0
"CHO_BRK",0.75
"CHO_CHI",0.333
"CHO_CHO",NA
"CHO_CLE",0
"CHO_DAL",1
"CHO_DEN",1
"CHO_DET",0.25
"CHO_GSW",0
"CHO_HOU",0
"CHO_IND",0.5
"CHO_LAC",0
"CHO_LAL",1
"CHO_MEM",0.5
"CHO_MIA",0.5
"CHO_MIL",0.333
"CHO_MIN",0.5
"CHO_NOP",0
"CHO_NYK",0.333
"CHO_OKC",1
"CHO_ORL",1
"CHO_PHI",0.333
"CHO_PHO",0.5
"CHO_POR",0.5
"CHO_SAC",0.5
"CHO_SAS",0
"CHO_TOR",0.5
"CHO_UTA",0.5
"CHO_WAS",0.25
"CLE_ATL",0.25
"CLE_BOS",0.75
"CLE_BRK",1
"CLE_CHI",0
"CLE_CHO",1
"CLE_CLE",NA
"CLE_DAL",0.5
"CLE_DEN",0.5
"CLE_DET",0.5
"CLE_GSW",0.5
"CLE_HOU",0.5
"CLE_IND",0.75
"CLE_LAC",0
"CLE_LAL",1
"CLE_MEM",0.5
"CLE_MIA",0.25
"CLE_MIL",0.75
"CLE_MIN",1
"CLE_NOP",0.5
"CLE_NYK",1
"CLE_OKC",0.5
"CLE_ORL",1
"CLE_PHI",1
"CLE_PHO",1
"CLE_POR",0.5
"CLE_SAC",0.5
"CLE_SAS",0
"CLE_TOR",0.75
"CLE_UTA",0.5
"CLE_WAS",0.667
"DAL_ATL",0
"DAL_BOS",0
"DAL_BRK",1
"DAL_CHI",1
"DAL_CHO",0
"DAL_CLE",0.5
"DAL_DAL",NA
"DAL_DEN",0.25
"DAL_DET",0
"DAL_GSW",0
"DAL_HOU",0
"DAL_IND",0.5
"DAL_LAC",0.5
"DAL_LAL",1
"DAL_MEM",0.5
"DAL_MIA",0.5
"DAL_MIL",1
"DAL_MIN",0.333
"DAL_NOP",0.5
"DAL_NYK",0.5
"DAL_OKC",0.333
"DAL_ORL",0.5
"DAL_PHI",0.5
"DAL_PHO",0.25
"DAL_POR",0.5
"DAL_SAC",0.333
"DAL_SAS",0.25
"DAL_TOR",0
"DAL_UTA",0.25
"DAL_WAS",1
"DEN_ATL",0
"DEN_BOS",1
"DEN_BRK",0.5
"DEN_CHI",1
"DEN_CHO",0
"DEN_CLE",0.5
"DEN_DAL",0.75
"DEN_DEN",NA
"DEN_DET",0
"DEN_GSW",0.333
"DEN_HOU",0
"DEN_IND",1
"DEN_LAC",0.75
"DEN_LAL",0.667
"DEN_MEM",0
"DEN_MIA",0.5
"DEN_MIL",1
"DEN_MIN",0.5
"DEN_NOP",0.75
"DEN_NYK",1
"DEN_OKC",0.25
"DEN_ORL",1
"DEN_PHI",0.5
"DEN_PHO",1
"DEN_POR",0.25
"DEN_SAC",0.5
"DEN_SAS",0
"DEN_TOR",0
"DEN_UTA",0.5
"DEN_WAS",0
"DET_ATL",0.667
"DET_BOS",0.25
"DET_BRK",0.333
"DET_CHI",0.5
"DET_CHO",0.75
"DET_CLE",0.5
"DET_DAL",1
"DET_DEN",1
"DET_DET",NA
"DET_GSW",0
"DET_HOU",0.5
"DET_IND",0
"DET_LAC",0.5
"DET_LAL",1
"DET_MEM",0.5
"DET_MIA",0.5
"DET_MIL",0.25
"DET_MIN",1
"DET_NOP",0.5
"DET_NYK",0.5
"DET_OKC",0.5
"DET_ORL",0.25
"DET_PHI",0.667
"DET_PHO",0.5
"DET_POR",1
"DET_SAC",0
"DET_SAS",0
"DET_TOR",0.25
"DET_UTA",0
"DET_WAS",0.333
"GSW_ATL",1
"GSW_BOS",0.5
"GSW_BRK",1
"GSW_CHI",0.5
"GSW_CHO",1
"GSW_CLE",0.5
"GSW_DAL",1
"GSW_DEN",0.667
"GSW_DET",1
"GSW_GSW",NA
"GSW_HOU",0.75
"GSW_IND",1
"GSW_LAC",1
"GSW_LAL",0.75
"GSW_MEM",0.5
"GSW_MIA",0.5
"GSW_MIL",1
"GSW_MIN",0.75
"GSW_NOP",1
"GSW_NYK",1
"GSW_OKC",1
"GSW_ORL",1
"GSW_PHI",1
"GSW_PHO",1
"GSW_POR",1
"GSW_SAC",0.75
"GSW_SAS",0.333
"GSW_TOR",1
"GSW_UTA",0.667
"GSW_WAS",0.5
"HOU_ATL",0
"HOU_BOS",0.5
"HOU_BRK",1
"HOU_CHI",1
"HOU_CHO",1
"HOU_CLE",0.5
"HOU_DAL",1
"HOU_DEN",1
"HOU_DET",0.5
"HOU_GSW",0.25
"HOU_HOU",NA
"HOU_IND",0
"HOU_LAC",0.667
"HOU_LAL",0.667
"HOU_MEM",0.5
"HOU_MIA",0
"HOU_MIL",0.5
"HOU_MIN",0.75
"HOU_NOP",0.75
"HOU_NYK",1
"HOU_OKC",0.75
"HOU_ORL",1
"HOU_PHI",1
"HOU_PHO",1
"HOU_POR",0.667
"HOU_SAC",1
"HOU_SAS",0.25
"HOU_TOR",0.5
"HOU_UTA",0.333
"HOU_WAS",1
"IND_ATL",0.667
"IND_BOS",0
"IND_BRK",0.75
"IND_CHI",0.5
"IND_CHO",0.5
"IND_CLE",0.25
"IND_DAL",0.5
"IND_DEN",0
"IND_DET",1
"IND_GSW",0
"IND_HOU",1
"IND_IND",NA
"IND_LAC",1
"IND_LAL",0.5
"IND_MEM",0.5
"IND_MIA",0.333
"IND_MIL",0.25
"IND_MIN",0.5
"IND_NOP",0.5
"IND_NYK",0.25
"IND_OKC",1
"IND_ORL",1
"IND_PHI",0.75
"IND_PHO",0.5
"IND_POR",0.5
"IND_SAC",1
"IND_SAS",0
"IND_TOR",0.333
"IND_UTA",0.5
"IND_WAS",0.25
"LAC_ATL",1
"LAC_BOS",0.5
"LAC_BRK",0.5
"LAC_CHI",1
"LAC_CHO",1
"LAC_CLE",1
"LAC_DAL",0.5
"LAC_DEN",0.25
"LAC_DET",0.5
"LAC_GSW",0
"LAC_HOU",0.333
"LAC_IND",0
"LAC_LAC",NA
"LAC_LAL",0.75
"LAC_MEM",0.75
"LAC_MIA",1
"LAC_MIL",0
"LAC_MIN",0.333
"LAC_NOP",0.667
"LAC_NYK",1
"LAC_OKC",0.5
"LAC_ORL",1
"LAC_PHI",0.5
"LAC_PHO",1
"LAC_POR",1
"LAC_SAC",0.75
"LAC_SAS",0.75
"LAC_TOR",0.5
"LAC_UTA",0.75
"LAC_WAS",0.5
"LAL_ATL",1
"LAL_BOS",0
"LAL_BRK",0.5
"LAL_CHI",0.5
"LAL_CHO",0
"LAL_CLE",0
"LAL_DAL",0
"LAL_DEN",0.333
"LAL_DET",0
"LAL_GSW",0.25
"LAL_HOU",0.333
"LAL_IND",0.5
"LAL_LAC",0.25
"LAL_LAL",NA
"LAL_MEM",0.667
"LAL_MIA",0.5
"LAL_MIL",0.5
"LAL_MIN",0.5
"LAL_NOP",0.5
"LAL_NYK",0.5
"LAL_OKC",0.333
"LAL_ORL",0.5
"LAL_PHI",0.5
"LAL_PHO",0.5
"LAL_POR",0
"LAL_SAC",0.5
"LAL_SAS",0.25
"LAL_TOR",0
"LAL_UTA",0
"LAL_WAS",0
"MEM_ATL",0.5
"MEM_BOS",0
"MEM_BRK",0.5
"MEM_CHI",0.5
"MEM_CHO",0.5
"MEM_CLE",0.5
"MEM_DAL",0.5
"MEM_DEN",1
"MEM_DET",0.5
"MEM_GSW",0.5
"MEM_HOU",0.5
"MEM_IND",0.5
"MEM_LAC",0.25
